county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee,mail_in
PHILADELPHIA,27-15,Registered Voters,,NPA,Registered Voters,83,,,,
PHILADELPHIA,27-15,Registered Voters,,REP,Registered Voters,23,,,,
PHILADELPHIA,27-15,Ballots Cast,,,Ballots Cast,274,105,2,38,129
PHILADELPHIA,27-15,Ballots Cast,,DEM,Ballots Cast,264,103,2,38,121
PHILADELPHIA,27-15,Ballots Cast,,NPA,Ballots Cast,3,0,0,0,3
PHILADELPHIA,27-15,Ballots Cast,,REP,Ballots Cast,7,2,0,0,5
PHILADELPHIA,27-15,President,,DEM,BERNIE SANDERS,97,26,2,12,57
PHILADELPHIA,27-15,President,,DEM,Joseph R. Biden,154,71,0,24,59
PHILADELPHIA,27-15,President,,DEM,TULSI GABBARD,2,1,0,0,1
PHILADELPHIA,27-15,President,,DEM,Write-ins,3,0,0,0,3
PHILADELPHIA,27-15,President,,REP,BILL WELD,2,0,0,0,2
PHILADELPHIA,27-15,President,,REP,Donald J. Trump,5,2,0,0,3
PHILADELPHIA,27-15,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,27-15,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-15,Attorney General,,DEM,JOSH SHAPIRO,181,56,2,30,93
PHILADELPHIA,27-15,Attorney General,,DEM,Write-ins,2,0,0,1,1
PHILADELPHIA,27-15,Attorney General,,REP,HEATHER HEIDELBAUGH,6,2,0,0,4
PHILADELPHIA,27-15,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-15,Auditor General,,DEM,CHRISTINA M HARTMAN,11,6,0,1,4
PHILADELPHIA,27-15,Auditor General,,DEM,H SCOTT CONKLIN,2,2,0,0,0
PHILADELPHIA,27-15,Auditor General,,DEM,MICHAEL LAMB,28,18,0,0,10
PHILADELPHIA,27-15,Auditor General,,DEM,NINA AHMAD,161,48,2,30,81
PHILADELPHIA,27-15,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,10,7,0,0,3
PHILADELPHIA,27-15,Auditor General,,DEM,TRACIE FOUNTAIN,26,11,0,3,12
PHILADELPHIA,27-15,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-15,Auditor General,,REP,TIMOTHY DEFOOR,5,1,0,0,4
PHILADELPHIA,27-15,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-15,State Treasurer,,DEM,JOE TORSELLA,179,62,2,28,87
PHILADELPHIA,27-15,State Treasurer,,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,27-15,State Treasurer,,REP,STACY L GARRITY,4,0,0,0,4
PHILADELPHIA,27-15,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-15,U.S. House,3,DEM,DWIGHT EVANS,215,78,2,35,100
PHILADELPHIA,27-15,U.S. House,3,DEM,Write-ins,2,1,0,0,1
PHILADELPHIA,27-15,U.S. House,3,REP,MICHAEL HARVEY,6,2,0,0,4
PHILADELPHIA,27-15,General Assembly,188,DEM,GREGORY R BENJAMIN,46,28,0,8,10
PHILADELPHIA,27-15,General Assembly,188,DEM,JAMES R ROEBUCK,49,18,0,6,25
PHILADELPHIA,27-15,General Assembly,188,DEM,KAREN DUNN,44,21,0,6,17
PHILADELPHIA,27-15,General Assembly,188,DEM,RICK KRAJEWSKI,113,33,2,17,61
PHILADELPHIA,27-16,Registered Voters,,,Registered Voters,584,,,,
PHILADELPHIA,27-16,Registered Voters,,DEM,Registered Voters,435,,,,
PHILADELPHIA,27-16,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,27-16,Registered Voters,,NPA,Registered Voters,114,,,,
PHILADELPHIA,27-16,Registered Voters,,REP,Registered Voters,34,,,,
PHILADELPHIA,27-16,Ballots Cast,,,Ballots Cast,157,72,0,22,63
PHILADELPHIA,27-16,Ballots Cast,,DEM,Ballots Cast,144,68,0,18,58
PHILADELPHIA,27-16,Ballots Cast,,NPA,Ballots Cast,9,3,0,3,3
PHILADELPHIA,27-16,Ballots Cast,,REP,Ballots Cast,4,1,0,1,2
PHILADELPHIA,27-16,President,,DEM,BERNIE SANDERS,40,17,0,5,18
PHILADELPHIA,27-16,President,,DEM,Joseph R. Biden,95,46,0,12,37
PHILADELPHIA,27-16,President,,DEM,TULSI GABBARD,1,1,0,0,0
PHILADELPHIA,27-16,President,,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,27-16,President,,REP,BILL WELD,1,0,0,0,1
PHILADELPHIA,27-16,President,,REP,Donald J. Trump,2,0,0,1,1
PHILADELPHIA,27-16,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,27-16,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-16,Attorney General,,DEM,JOSH SHAPIRO,94,33,0,16,45
PHILADELPHIA,27-16,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-16,Attorney General,,REP,HEATHER HEIDELBAUGH,3,0,0,1,2
PHILADELPHIA,27-16,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-16,Auditor General,,DEM,CHRISTINA M HARTMAN,5,4,0,1,0
PHILADELPHIA,27-16,Auditor General,,DEM,H SCOTT CONKLIN,2,1,0,0,1
PHILADELPHIA,27-16,Auditor General,,DEM,MICHAEL LAMB,11,9,0,0,2
PHILADELPHIA,27-16,Auditor General,,DEM,NINA AHMAD,93,28,0,15,50
PHILADELPHIA,27-16,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,7,6,0,1,0
PHILADELPHIA,27-16,Auditor General,,DEM,TRACIE FOUNTAIN,9,7,0,0,2
PHILADELPHIA,27-16,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-16,Auditor General,,REP,TIMOTHY DEFOOR,3,0,0,1,2
PHILADELPHIA,27-16,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-16,State Treasurer,,DEM,JOE TORSELLA,86,34,0,16,36
PHILADELPHIA,27-16,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-16,State Treasurer,,REP,STACY L GARRITY,3,0,0,1,2
PHILADELPHIA,27-16,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-16,U.S. House,3,DEM,DWIGHT EVANS,112,47,0,17,48
PHILADELPHIA,27-16,U.S. House,3,REP,MICHAEL HARVEY,4,1,0,1,2
PHILADELPHIA,27-16,General Assembly,188,DEM,GREGORY R BENJAMIN,31,22,0,5,4
PHILADELPHIA,27-16,General Assembly,188,DEM,JAMES R ROEBUCK,29,10,0,1,18
PHILADELPHIA,27-16,General Assembly,188,DEM,KAREN DUNN,23,9,0,7,7
PHILADELPHIA,27-16,General Assembly,188,DEM,RICK KRAJEWSKI,47,19,0,5,23
PHILADELPHIA,27-16,General Assembly,188,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,27-17,Registered Voters,,,Registered Voters,455,,,,
PHILADELPHIA,27-17,Registered Voters,,DEM,Registered Voters,413,,,,
PHILADELPHIA,27-17,Registered Voters,,NPA,Registered Voters,30,,,,
PHILADELPHIA,27-17,Registered Voters,,REP,Registered Voters,12,,,,
PHILADELPHIA,27-17,Ballots Cast,,,Ballots Cast,172,103,3,10,56
PHILADELPHIA,27-17,Ballots Cast,,DEM,Ballots Cast,170,101,3,10,56
PHILADELPHIA,27-17,Ballots Cast,,NPA,Ballots Cast,1,1,0,0,0
PHILADELPHIA,27-17,Ballots Cast,,REP,Ballots Cast,1,1,0,0,0
PHILADELPHIA,27-17,President,,DEM,BERNIE SANDERS,30,18,0,2,10
PHILADELPHIA,27-17,President,,DEM,Joseph R. Biden,135,79,3,8,45
PHILADELPHIA,27-17,President,,DEM,TULSI GABBARD,0,0,0,0,0
PHILADELPHIA,27-17,President,,DEM,Write-ins,2,1,0,0,1
PHILADELPHIA,27-17,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,27-17,President,,REP,Donald J. Trump,1,1,0,0,0
PHILADELPHIA,27-17,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,27-17,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-17,Attorney General,,DEM,JOSH SHAPIRO,104,52,2,7,43
PHILADELPHIA,27-17,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-17,Attorney General,,REP,HEATHER HEIDELBAUGH,1,1,0,0,0
PHILADELPHIA,27-17,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-17,Auditor General,,DEM,CHRISTINA M HARTMAN,5,3,0,0,2
PHILADELPHIA,27-17,Auditor General,,DEM,H SCOTT CONKLIN,3,3,0,0,0
PHILADELPHIA,27-17,Auditor General,,DEM,MICHAEL LAMB,19,17,1,0,1
PHILADELPHIA,27-17,Auditor General,,DEM,NINA AHMAD,96,42,2,7,45
PHILADELPHIA,27-17,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,17,16,0,0,1
PHILADELPHIA,27-17,Auditor General,,DEM,TRACIE FOUNTAIN,11,8,0,0,3
PHILADELPHIA,27-17,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-17,Auditor General,,REP,TIMOTHY DEFOOR,1,1,0,0,0
PHILADELPHIA,27-17,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-17,State Treasurer,,DEM,JOE TORSELLA,98,54,1,7,36
PHILADELPHIA,27-17,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-17,State Treasurer,,REP,STACY L GARRITY,1,1,0,0,0
PHILADELPHIA,27-17,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-17,U.S. House,3,DEM,DWIGHT EVANS,131,72,1,10,48
PHILADELPHIA,27-17,U.S. House,3,REP,MICHAEL HARVEY,1,1,0,0,0
PHILADELPHIA,27-17,General Assembly,188,DEM,GREGORY R BENJAMIN,43,30,0,1,12
PHILADELPHIA,27-17,General Assembly,188,DEM,JAMES R ROEBUCK,29,13,0,6,10
PHILADELPHIA,27-17,General Assembly,188,DEM,KAREN DUNN,25,16,0,2,7
PHILADELPHIA,27-17,General Assembly,188,DEM,RICK KRAJEWSKI,56,34,1,0,21
PHILADELPHIA,27-18,Registered Voters,,,Registered Voters,1258,,,,
PHILADELPHIA,27-18,Registered Voters,,DEM,Registered Voters,838,,,,
PHILADELPHIA,27-18,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,27-18,Registered Voters,,LIB,Registered Voters,3,,,,
PHILADELPHIA,27-18,Registered Voters,,NPA,Registered Voters,293,,,,
PHILADELPHIA,27-18,Registered Voters,,REP,Registered Voters,123,,,,
PHILADELPHIA,27-18,Ballots Cast,,,Ballots Cast,46,18,0,15,13
PHILADELPHIA,27-18,Ballots Cast,,DEM,Ballots Cast,43,17,0,15,11
PHILADELPHIA,27-18,Ballots Cast,,NPA,Ballots Cast,1,1,0,0,0
PHILADELPHIA,27-18,Ballots Cast,,REP,Ballots Cast,2,0,0,0,2
PHILADELPHIA,27-18,President,,DEM,BERNIE SANDERS,23,8,0,9,6
PHILADELPHIA,27-18,President,,DEM,Joseph R. Biden,19,9,0,5,5
PHILADELPHIA,27-18,President,,DEM,TULSI GABBARD,0,0,0,0,0
PHILADELPHIA,27-18,President,,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,27-18,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,27-18,President,,REP,Donald J. Trump,1,0,0,0,1
PHILADELPHIA,27-18,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,27-18,President,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,27-18,Attorney General,,DEM,JOSH SHAPIRO,41,15,0,15,11
PHILADELPHIA,27-18,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-18,Attorney General,,REP,HEATHER HEIDELBAUGH,2,0,0,0,2
PHILADELPHIA,27-18,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-18,Auditor General,,DEM,CHRISTINA M HARTMAN,2,0,0,2,0
PHILADELPHIA,27-18,Auditor General,,DEM,H SCOTT CONKLIN,0,0,0,0,0
PHILADELPHIA,27-18,Auditor General,,DEM,MICHAEL LAMB,6,3,0,2,1
PHILADELPHIA,27-18,Auditor General,,DEM,NINA AHMAD,30,11,0,11,8
PHILADELPHIA,27-18,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,1,1,0,0,0
PHILADELPHIA,27-18,Auditor General,,DEM,TRACIE FOUNTAIN,4,2,0,0,2
PHILADELPHIA,27-18,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-18,Auditor General,,REP,TIMOTHY DEFOOR,2,0,0,0,2
PHILADELPHIA,27-18,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-18,State Treasurer,,DEM,JOE TORSELLA,39,16,0,12,11
PHILADELPHIA,27-18,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-18,State Treasurer,,REP,STACY L GARRITY,2,0,0,0,2
PHILADELPHIA,27-18,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-18,U.S. House,3,DEM,DWIGHT EVANS,42,16,0,15,11
PHILADELPHIA,27-18,U.S. House,3,REP,MICHAEL HARVEY,2,0,0,0,2
PHILADELPHIA,27-18,State Senate,7,DEM,VINCENT HUGHES,40,16,0,13,11
PHILADELPHIA,27-18,General Assembly,188,DEM,GREGORY R BENJAMIN,4,2,0,1,1
PHILADELPHIA,27-18,General Assembly,188,DEM,JAMES R ROEBUCK,6,3,0,0,3
PHILADELPHIA,27-18,General Assembly,188,DEM,KAREN DUNN,9,1,0,6,2
PHILADELPHIA,27-18,General Assembly,188,DEM,RICK KRAJEWSKI,22,10,0,8,4
PHILADELPHIA,27-19,Registered Voters,,,Registered Voters,1729,,,,
PHILADELPHIA,27-19,Registered Voters,,DEM,Registered Voters,1071,,,,
PHILADELPHIA,27-19,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,27-19,Registered Voters,,LIB,Registered Voters,5,,,,
PHILADELPHIA,27-19,Registered Voters,,NPA,Registered Voters,471,,,,
PHILADELPHIA,27-19,Registered Voters,,REP,Registered Voters,181,,,,
PHILADELPHIA,27-19,Ballots Cast,,,Ballots Cast,129,42,0,34,53
PHILADELPHIA,27-19,Ballots Cast,,DEM,Ballots Cast,120,39,0,33,48
PHILADELPHIA,27-19,Ballots Cast,,NPA,Ballots Cast,3,2,0,1,0
PHILADELPHIA,27-19,Ballots Cast,,REP,Ballots Cast,6,1,0,0,5
PHILADELPHIA,27-19,President,,DEM,BERNIE SANDERS,48,20,0,13,15
PHILADELPHIA,27-19,President,,DEM,Joseph R. Biden,70,19,0,19,32
PHILADELPHIA,27-19,President,,DEM,TULSI GABBARD,1,0,0,0,1
PHILADELPHIA,27-19,President,,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,27-19,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,27-19,President,,REP,Donald J. Trump,5,1,0,0,4
PHILADELPHIA,27-19,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,27-19,President,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,27-19,Attorney General,,DEM,JOSH SHAPIRO,104,33,0,29,42
PHILADELPHIA,27-19,Attorney General,,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,27-19,Attorney General,,REP,HEATHER HEIDELBAUGH,6,1,0,0,5
PHILADELPHIA,27-19,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-19,Auditor General,,DEM,CHRISTINA M HARTMAN,11,1,0,7,3
PHILADELPHIA,27-19,Auditor General,,DEM,H SCOTT CONKLIN,2,2,0,0,0
PHILADELPHIA,27-19,Auditor General,,DEM,MICHAEL LAMB,7,3,0,1,3
PHILADELPHIA,27-19,Auditor General,,DEM,NINA AHMAD,75,22,0,21,32
PHILADELPHIA,27-19,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,2,0,0,1,1
PHILADELPHIA,27-19,Auditor General,,DEM,TRACIE FOUNTAIN,12,5,0,1,6
PHILADELPHIA,27-19,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-19,Auditor General,,REP,TIMOTHY DEFOOR,6,1,0,0,5
PHILADELPHIA,27-19,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-19,State Treasurer,,DEM,JOE TORSELLA,105,34,0,29,42
PHILADELPHIA,27-19,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-19,State Treasurer,,REP,STACY L GARRITY,6,1,0,0,5
PHILADELPHIA,27-19,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-19,U.S. House,3,DEM,DWIGHT EVANS,108,35,0,30,43
PHILADELPHIA,27-19,U.S. House,3,REP,MICHAEL HARVEY,6,1,0,0,5
PHILADELPHIA,27-19,General Assembly,188,DEM,GREGORY R BENJAMIN,6,2,0,3,1
PHILADELPHIA,27-19,General Assembly,188,DEM,JAMES R ROEBUCK,16,4,0,6,6
PHILADELPHIA,27-19,General Assembly,188,DEM,KAREN DUNN,24,4,0,8,12
PHILADELPHIA,27-19,General Assembly,188,DEM,RICK KRAJEWSKI,59,26,0,12,21
PHILADELPHIA,27-19,General Assembly,188,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,27-20,Registered Voters,,,Registered Voters,1125,,,,
PHILADELPHIA,27-20,Registered Voters,,DEM,Registered Voters,775,,,,
PHILADELPHIA,27-20,Registered Voters,,LIB,Registered Voters,1,,,,
PHILADELPHIA,27-20,Registered Voters,,NPA,Registered Voters,266,,,,
PHILADELPHIA,27-20,Registered Voters,,REP,Registered Voters,83,,,,
PHILADELPHIA,27-20,Ballots Cast,,,Ballots Cast,61,14,0,27,20
PHILADELPHIA,27-20,Ballots Cast,,DEM,Ballots Cast,57,12,0,26,19
PHILADELPHIA,27-20,Ballots Cast,,NPA,Ballots Cast,2,1,0,0,1
PHILADELPHIA,27-20,Ballots Cast,,REP,Ballots Cast,2,1,0,1,0
PHILADELPHIA,27-20,President,,DEM,BERNIE SANDERS,27,9,0,10,8
PHILADELPHIA,27-20,President,,DEM,Joseph R. Biden,29,2,0,16,11
PHILADELPHIA,27-20,President,,DEM,TULSI GABBARD,0,0,0,0,0
PHILADELPHIA,27-20,President,,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,27-20,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,27-20,President,,REP,Donald J. Trump,1,1,0,0,0
PHILADELPHIA,27-20,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,27-20,President,,REP,Write-ins,1,0,0,1,0
PHILADELPHIA,27-20,Attorney General,,DEM,JOSH SHAPIRO,51,11,0,23,17
PHILADELPHIA,27-20,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-20,Attorney General,,REP,HEATHER HEIDELBAUGH,1,1,0,0,0
PHILADELPHIA,27-20,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-20,Auditor General,,DEM,CHRISTINA M HARTMAN,3,0,0,3,0
PHILADELPHIA,27-20,Auditor General,,DEM,H SCOTT CONKLIN,1,1,0,0,0
PHILADELPHIA,27-20,Auditor General,,DEM,MICHAEL LAMB,3,0,0,3,0
PHILADELPHIA,27-20,Auditor General,,DEM,NINA AHMAD,37,7,0,14,16
PHILADELPHIA,27-20,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,0,0,0,0,0
PHILADELPHIA,27-20,Auditor General,,DEM,TRACIE FOUNTAIN,6,2,0,3,1
PHILADELPHIA,27-20,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-20,Auditor General,,REP,TIMOTHY DEFOOR,1,1,0,0,0
PHILADELPHIA,27-20,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-20,State Treasurer,,DEM,JOE TORSELLA,51,11,0,22,18
PHILADELPHIA,27-20,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-20,State Treasurer,,REP,STACY L GARRITY,1,1,0,0,0
PHILADELPHIA,27-20,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-20,U.S. House,3,DEM,DWIGHT EVANS,54,12,0,24,18
PHILADELPHIA,27-20,U.S. House,3,REP,MICHAEL HARVEY,1,1,0,0,0
PHILADELPHIA,27-20,General Assembly,188,DEM,GREGORY R BENJAMIN,3,2,0,1,0
PHILADELPHIA,27-20,General Assembly,188,DEM,JAMES R ROEBUCK,6,0,0,4,2
PHILADELPHIA,27-20,General Assembly,188,DEM,KAREN DUNN,13,1,0,5,7
PHILADELPHIA,27-20,General Assembly,188,DEM,RICK KRAJEWSKI,28,7,0,13,8
PHILADELPHIA,27-21,Registered Voters,,,Registered Voters,967,,,,
PHILADELPHIA,27-21,Registered Voters,,DEM,Registered Voters,659,,,,
PHILADELPHIA,27-21,Registered Voters,,LIB,Registered Voters,1,,,,
PHILADELPHIA,27-21,Registered Voters,,NPA,Registered Voters,220,,,,
PHILADELPHIA,27-21,Registered Voters,,REP,Registered Voters,87,,,,
PHILADELPHIA,27-21,Ballots Cast,,,Ballots Cast,43,18,0,12,13
PHILADELPHIA,27-21,Ballots Cast,,DEM,Ballots Cast,42,17,0,12,13
PHILADELPHIA,27-21,Ballots Cast,,NPA,Ballots Cast,0,0,0,0,0
PHILADELPHIA,27-21,Ballots Cast,,REP,Ballots Cast,1,1,0,0,0
PHILADELPHIA,27-21,President,,DEM,BERNIE SANDERS,17,8,0,4,5
PHILADELPHIA,27-21,President,,DEM,Joseph R. Biden,23,9,0,7,7
PHILADELPHIA,27-21,President,,DEM,TULSI GABBARD,0,0,0,0,0
PHILADELPHIA,27-21,President,,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,27-21,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,27-21,President,,REP,Donald J. Trump,1,1,0,0,0
PHILADELPHIA,27-21,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,27-21,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-21,Attorney General,,DEM,JOSH SHAPIRO,35,15,0,11,9
PHILADELPHIA,27-21,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-21,Attorney General,,REP,HEATHER HEIDELBAUGH,1,1,0,0,0
PHILADELPHIA,27-21,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-21,Auditor General,,DEM,CHRISTINA M HARTMAN,4,2,0,0,2
PHILADELPHIA,27-21,Auditor General,,DEM,H SCOTT CONKLIN,1,0,0,1,0
PHILADELPHIA,27-21,Auditor General,,DEM,MICHAEL LAMB,2,2,0,0,0
PHILADELPHIA,27-21,Auditor General,,DEM,NINA AHMAD,26,9,0,9,8
PHILADELPHIA,27-21,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,3,3,0,0,0
PHILADELPHIA,27-21,Auditor General,,DEM,TRACIE FOUNTAIN,6,1,0,2,3
PHILADELPHIA,27-21,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-21,Auditor General,,REP,TIMOTHY DEFOOR,1,1,0,0,0
PHILADELPHIA,27-21,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-21,State Treasurer,,DEM,JOE TORSELLA,37,17,0,11,9
PHILADELPHIA,27-21,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-21,State Treasurer,,REP,STACY L GARRITY,1,1,0,0,0
PHILADELPHIA,27-21,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-21,U.S. House,3,DEM,DWIGHT EVANS,37,17,0,11,9
PHILADELPHIA,27-21,U.S. House,3,REP,MICHAEL HARVEY,1,1,0,0,0
PHILADELPHIA,27-21,General Assembly,188,DEM,GREGORY R BENJAMIN,5,3,0,1,1
PHILADELPHIA,27-21,General Assembly,188,DEM,JAMES R ROEBUCK,4,0,0,2,2
PHILADELPHIA,27-21,General Assembly,188,DEM,KAREN DUNN,14,4,0,5,5
PHILADELPHIA,27-21,General Assembly,188,DEM,RICK KRAJEWSKI,18,10,0,4,4
PHILADELPHIA,27-22,Registered Voters,,,Registered Voters,2691,,,,
PHILADELPHIA,27-22,Registered Voters,,DEM,Registered Voters,1618,,,,
PHILADELPHIA,27-22,Registered Voters,,GRN,Registered Voters,2,,,,
PHILADELPHIA,27-22,Registered Voters,,LIB,Registered Voters,8,,,,
PHILADELPHIA,27-22,Registered Voters,,NPA,Registered Voters,735,,,,
PHILADELPHIA,27-22,Registered Voters,,REP,Registered Voters,328,,,,
PHILADELPHIA,27-22,Ballots Cast,,,Ballots Cast,135,25,0,66,44
PHILADELPHIA,27-22,Ballots Cast,,DEM,Ballots Cast,130,24,0,63,43
PHILADELPHIA,27-22,Ballots Cast,,NPA,Ballots Cast,3,1,0,2,0
PHILADELPHIA,27-22,Ballots Cast,,REP,Ballots Cast,2,0,0,1,1
PHILADELPHIA,27-22,President,,DEM,BERNIE SANDERS,43,9,0,22,12
PHILADELPHIA,27-22,President,,DEM,Joseph R. Biden,83,15,0,39,29
PHILADELPHIA,27-22,President,,DEM,TULSI GABBARD,1,0,0,1,0
PHILADELPHIA,27-22,President,,DEM,Write-ins,2,0,0,0,2
PHILADELPHIA,27-22,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,27-22,President,,REP,Donald J. Trump,2,0,0,1,1
PHILADELPHIA,27-22,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,27-22,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-22,Attorney General,,DEM,JOSH SHAPIRO,122,23,0,60,39
PHILADELPHIA,27-22,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-22,Attorney General,,REP,HEATHER HEIDELBAUGH,2,0,0,1,1
PHILADELPHIA,27-22,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-22,Auditor General,,DEM,CHRISTINA M HARTMAN,7,1,0,6,0
PHILADELPHIA,27-22,Auditor General,,DEM,H SCOTT CONKLIN,0,0,0,0,0
PHILADELPHIA,27-22,Auditor General,,DEM,MICHAEL LAMB,9,3,0,5,1
PHILADELPHIA,27-22,Auditor General,,DEM,NINA AHMAD,94,18,0,44,32
PHILADELPHIA,27-22,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,1,0,0,1,0
PHILADELPHIA,27-22,Auditor General,,DEM,TRACIE FOUNTAIN,11,2,0,2,7
PHILADELPHIA,27-22,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-22,Auditor General,,REP,TIMOTHY DEFOOR,2,0,0,1,1
PHILADELPHIA,27-22,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-22,State Treasurer,,DEM,JOE TORSELLA,112,22,0,53,37
PHILADELPHIA,27-22,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,27-22,State Treasurer,,REP,STACY L GARRITY,2,0,0,1,1
PHILADELPHIA,27-22,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,27-22,U.S. House,3,DEM,DWIGHT EVANS,120,21,0,60,39
PHILADELPHIA,27-22,U.S. House,3,REP,MICHAEL HARVEY,2,0,0,1,1
