county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee,mail_in
PHILADELPHIA,01-08,Auditor General,,DEM,MICHAEL LAMB,16,5,1,0,10
PHILADELPHIA,01-08,Auditor General,,DEM,NINA AHMAD,166,46,2,19,99
PHILADELPHIA,01-08,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,8,6,0,0,2
PHILADELPHIA,01-08,Auditor General,,DEM,TRACIE FOUNTAIN,18,4,0,0,14
PHILADELPHIA,01-08,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,01-08,Auditor General,,REP,TIMOTHY DEFOOR,9,2,0,3,4
PHILADELPHIA,01-08,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-08,State Treasurer,,DEM,JOE TORSELLA,193,56,3,17,117
PHILADELPHIA,01-08,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,01-08,State Treasurer,,REP,STACY L GARRITY,10,3,0,3,4
PHILADELPHIA,01-08,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-08,U.S. House,3,DEM,DWIGHT EVANS,189,49,2,18,120
PHILADELPHIA,01-08,U.S. House,3,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,01-08,U.S. House,3,REP,MICHAEL HARVEY,10,3,0,3,4
PHILADELPHIA,01-08,State Senate,1,DEM,LARRY FARNESE,59,20,0,7,32
PHILADELPHIA,01-08,State Senate,1,DEM,NIKIL SAVAL,168,43,3,13,109
PHILADELPHIA,01-08,General Assembly,184,DEM,ELIZABETH FIEDLER,230,68,3,22,137
PHILADELPHIA,01-08,General Assembly,184,REP,LOU MENNA IV,11,4,0,3,4
PHILADELPHIA,01-09,Registered Voters,,,Registered Voters,583,,,,
PHILADELPHIA,01-09,Registered Voters,,DEM,Registered Voters,426,,,,
PHILADELPHIA,01-09,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,01-09,Registered Voters,,LIB,Registered Voters,1,,,,
PHILADELPHIA,01-09,Registered Voters,,NPA,Registered Voters,71,,,,
PHILADELPHIA,01-09,Registered Voters,,REP,Registered Voters,84,,,,
PHILADELPHIA,01-09,Ballots Cast,,,Ballots Cast,241,59,4,38,140
PHILADELPHIA,01-09,Ballots Cast,,DEM,Ballots Cast,205,42,4,34,125
PHILADELPHIA,01-09,Ballots Cast,,NPA,Ballots Cast,9,4,0,0,5
PHILADELPHIA,01-09,Ballots Cast,,REP,Ballots Cast,27,13,0,4,10
PHILADELPHIA,01-09,President,,DEM,BERNIE SANDERS,76,10,1,9,56
PHILADELPHIA,01-09,President,,DEM,Joseph R. Biden,116,27,2,23,64
PHILADELPHIA,01-09,President,,DEM,TULSI GABBARD,6,3,1,0,2
PHILADELPHIA,01-09,President,,DEM,Write-ins,4,1,0,1,2
PHILADELPHIA,01-09,President,,REP,BILL WELD,1,0,0,0,1
PHILADELPHIA,01-09,President,,REP,Donald J. Trump,22,12,0,4,6
PHILADELPHIA,01-09,President,,REP,ROQUE ROCKY DE LA FUENTE,2,1,0,0,1
PHILADELPHIA,01-09,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-09,Attorney General,,DEM,JOSH SHAPIRO,170,31,2,31,106
PHILADELPHIA,01-09,Attorney General,,DEM,Write-ins,4,1,0,0,3
PHILADELPHIA,01-09,Attorney General,,REP,HEATHER HEIDELBAUGH,21,8,0,4,9
PHILADELPHIA,01-09,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-09,Auditor General,,DEM,CHRISTINA M HARTMAN,4,2,0,0,2
PHILADELPHIA,01-09,Auditor General,,DEM,H SCOTT CONKLIN,5,4,0,1,0
PHILADELPHIA,01-09,Auditor General,,DEM,MICHAEL LAMB,10,5,0,1,4
PHILADELPHIA,01-09,Auditor General,,DEM,NINA AHMAD,160,25,2,28,105
PHILADELPHIA,01-09,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,4,2,0,1,1
PHILADELPHIA,01-09,Auditor General,,DEM,TRACIE FOUNTAIN,12,2,1,2,7
PHILADELPHIA,01-09,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,01-09,Auditor General,,REP,TIMOTHY DEFOOR,22,8,0,4,10
PHILADELPHIA,01-09,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-09,State Treasurer,,DEM,JOE TORSELLA,173,32,1,29,111
PHILADELPHIA,01-09,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,01-09,State Treasurer,,REP,STACY L GARRITY,21,8,0,4,9
PHILADELPHIA,01-09,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-09,U.S. House,3,DEM,DWIGHT EVANS,166,30,2,28,106
PHILADELPHIA,01-09,U.S. House,3,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,01-09,U.S. House,3,REP,MICHAEL HARVEY,21,8,0,4,9
PHILADELPHIA,01-09,State Senate,1,DEM,LARRY FARNESE,44,15,2,10,17
PHILADELPHIA,01-09,State Senate,1,DEM,NIKIL SAVAL,155,26,2,22,105
PHILADELPHIA,01-09,General Assembly,184,DEM,ELIZABETH FIEDLER,195,35,4,33,123
PHILADELPHIA,01-09,General Assembly,184,REP,LOU MENNA IV,22,9,0,4,9
PHILADELPHIA,01-10,Registered Voters,,,Registered Voters,648,,,,
PHILADELPHIA,01-10,Registered Voters,,DEM,Registered Voters,496,,,,
PHILADELPHIA,01-10,Registered Voters,,GRN,Registered Voters,2,,,,
PHILADELPHIA,01-10,Registered Voters,,LIB,Registered Voters,5,,,,
PHILADELPHIA,01-10,Registered Voters,,NPA,Registered Voters,92,,,,
PHILADELPHIA,01-10,Registered Voters,,REP,Registered Voters,53,,,,
PHILADELPHIA,01-10,Ballots Cast,,,Ballots Cast,286,83,5,24,174
PHILADELPHIA,01-10,Ballots Cast,,DEM,Ballots Cast,260,69,5,21,165
PHILADELPHIA,01-10,Ballots Cast,,NPA,Ballots Cast,12,6,0,1,5
PHILADELPHIA,01-10,Ballots Cast,,REP,Ballots Cast,14,8,0,2,4
PHILADELPHIA,01-10,President,,DEM,BERNIE SANDERS,121,30,1,13,77
PHILADELPHIA,01-10,President,,DEM,Joseph R. Biden,121,31,3,8,79
PHILADELPHIA,01-10,President,,DEM,TULSI GABBARD,2,0,0,0,2
PHILADELPHIA,01-10,President,,DEM,Write-ins,8,4,0,0,4
PHILADELPHIA,01-10,President,,REP,BILL WELD,2,1,0,0,1
PHILADELPHIA,01-10,President,,REP,Donald J. Trump,10,7,0,0,3
PHILADELPHIA,01-10,President,,REP,ROQUE ROCKY DE LA FUENTE,1,0,0,1,0
PHILADELPHIA,01-10,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-10,Attorney General,,DEM,JOSH SHAPIRO,210,56,5,17,132
PHILADELPHIA,01-10,Attorney General,,DEM,Write-ins,6,0,0,0,6
PHILADELPHIA,01-10,Attorney General,,REP,HEATHER HEIDELBAUGH,9,4,0,1,4
PHILADELPHIA,01-10,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-10,Auditor General,,DEM,CHRISTINA M HARTMAN,11,1,0,1,9
PHILADELPHIA,01-10,Auditor General,,DEM,H SCOTT CONKLIN,9,8,0,0,1
PHILADELPHIA,01-10,Auditor General,,DEM,MICHAEL LAMB,16,7,0,1,8
PHILADELPHIA,01-10,Auditor General,,DEM,NINA AHMAD,190,43,3,16,128
PHILADELPHIA,01-10,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,5,2,0,0,3
PHILADELPHIA,01-10,Auditor General,,DEM,TRACIE FOUNTAIN,15,4,2,3,6
PHILADELPHIA,01-10,Auditor General,,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,01-10,Auditor General,,REP,TIMOTHY DEFOOR,9,4,0,1,4
PHILADELPHIA,01-10,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-10,State Treasurer,,DEM,JOE TORSELLA,218,60,4,18,136
PHILADELPHIA,01-10,State Treasurer,,DEM,Write-ins,2,1,0,0,1
PHILADELPHIA,01-10,State Treasurer,,REP,STACY L GARRITY,9,4,0,1,4
PHILADELPHIA,01-10,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-10,U.S. House,3,DEM,DWIGHT EVANS,217,55,3,18,141
PHILADELPHIA,01-10,U.S. House,3,DEM,Write-ins,3,1,0,0,2
PHILADELPHIA,01-10,U.S. House,3,REP,MICHAEL HARVEY,8,3,0,1,4
PHILADELPHIA,01-10,State Senate,1,DEM,LARRY FARNESE,62,12,1,5,44
PHILADELPHIA,01-10,State Senate,1,DEM,NIKIL SAVAL,188,54,4,16,114
PHILADELPHIA,01-10,State Senate,1,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,01-10,State Senate,1,REP,Write-ins,2,0,0,0,2
PHILADELPHIA,01-10,General Assembly,184,DEM,ELIZABETH FIEDLER,240,63,3,21,153
PHILADELPHIA,01-10,General Assembly,184,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,01-10,General Assembly,184,REP,LOU MENNA IV,10,5,0,1,4
PHILADELPHIA,01-11,Registered Voters,,,Registered Voters,704,,,,
PHILADELPHIA,01-11,Registered Voters,,DEM,Registered Voters,565,,,,
PHILADELPHIA,01-11,Registered Voters,,GRN,Registered Voters,2,,,,
PHILADELPHIA,01-11,Registered Voters,,LIB,Registered Voters,1,,,,
PHILADELPHIA,01-11,Registered Voters,,NPA,Registered Voters,75,,,,
PHILADELPHIA,01-11,Registered Voters,,REP,Registered Voters,61,,,,
PHILADELPHIA,01-11,Ballots Cast,,,Ballots Cast,363,67,2,53,241
PHILADELPHIA,01-11,Ballots Cast,,DEM,Ballots Cast,332,47,2,52,231
PHILADELPHIA,01-11,Ballots Cast,,NPA,Ballots Cast,12,6,0,1,5
PHILADELPHIA,01-11,Ballots Cast,,REP,Ballots Cast,19,14,0,0,5
PHILADELPHIA,01-11,President,,DEM,BERNIE SANDERS,108,15,0,21,72
PHILADELPHIA,01-11,President,,DEM,Joseph R. Biden,206,29,2,30,145
PHILADELPHIA,01-11,President,,DEM,TULSI GABBARD,5,2,0,1,2
PHILADELPHIA,01-11,President,,DEM,Write-ins,10,0,0,0,10
PHILADELPHIA,01-11,President,,REP,BILL WELD,2,1,0,0,1
PHILADELPHIA,01-11,President,,REP,Donald J. Trump,15,11,0,0,4
PHILADELPHIA,01-11,President,,REP,ROQUE ROCKY DE LA FUENTE,2,2,0,0,0
PHILADELPHIA,01-11,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-11,Attorney General,,DEM,JOSH SHAPIRO,277,34,2,45,196
PHILADELPHIA,01-11,Attorney General,,DEM,Write-ins,4,0,0,0,4
PHILADELPHIA,01-11,Attorney General,,REP,HEATHER HEIDELBAUGH,15,12,0,0,3
PHILADELPHIA,01-11,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-11,Auditor General,,DEM,CHRISTINA M HARTMAN,8,0,0,0,8
PHILADELPHIA,01-11,Auditor General,,DEM,H SCOTT CONKLIN,6,0,0,3,3
PHILADELPHIA,01-11,Auditor General,,DEM,MICHAEL LAMB,14,2,0,0,12
PHILADELPHIA,01-11,Auditor General,,DEM,NINA AHMAD,254,34,2,44,174
PHILADELPHIA,01-11,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,3,1,0,0,2
PHILADELPHIA,01-11,Auditor General,,DEM,TRACIE FOUNTAIN,21,4,0,2,15
PHILADELPHIA,01-11,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,01-11,Auditor General,,REP,TIMOTHY DEFOOR,14,12,0,0,2
PHILADELPHIA,01-11,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-11,State Treasurer,,DEM,JOE TORSELLA,270,34,2,43,191
PHILADELPHIA,01-11,State Treasurer,,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,01-11,State Treasurer,,REP,STACY L GARRITY,13,11,0,0,2
PHILADELPHIA,01-11,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-11,U.S. House,3,DEM,DWIGHT EVANS,270,31,1,45,193
PHILADELPHIA,01-11,U.S. House,3,DEM,Write-ins,3,0,0,0,3
PHILADELPHIA,01-11,U.S. House,3,REP,MICHAEL HARVEY,15,13,0,0,2
PHILADELPHIA,01-11,State Senate,1,DEM,LARRY FARNESE,100,13,0,18,69
PHILADELPHIA,01-11,State Senate,1,DEM,NIKIL SAVAL,220,32,2,33,153
PHILADELPHIA,01-11,General Assembly,184,DEM,ELIZABETH FIEDLER,311,38,2,50,221
PHILADELPHIA,01-11,General Assembly,184,DEM,Write-ins,2,0,0,1,1
PHILADELPHIA,01-11,General Assembly,184,REP,LOU MENNA IV,16,13,0,0,3
PHILADELPHIA,01-12,Registered Voters,,,Registered Voters,545,,,,
PHILADELPHIA,01-12,Registered Voters,,DEM,Registered Voters,402,,,,
PHILADELPHIA,01-12,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,01-12,Registered Voters,,LIB,Registered Voters,1,,,,
PHILADELPHIA,01-12,Registered Voters,,NPA,Registered Voters,88,,,,
PHILADELPHIA,01-12,Registered Voters,,REP,Registered Voters,53,,,,
PHILADELPHIA,01-12,Ballots Cast,,,Ballots Cast,177,67,2,15,93
PHILADELPHIA,01-12,Ballots Cast,,DEM,Ballots Cast,170,64,2,14,90
PHILADELPHIA,01-12,Ballots Cast,,NPA,Ballots Cast,3,2,0,0,1
PHILADELPHIA,01-12,Ballots Cast,,REP,Ballots Cast,4,1,0,1,2
PHILADELPHIA,01-12,President,,DEM,BERNIE SANDERS,81,28,0,9,44
PHILADELPHIA,01-12,President,,DEM,Joseph R. Biden,80,32,2,4,42
PHILADELPHIA,01-12,President,,DEM,TULSI GABBARD,3,2,0,1,0
PHILADELPHIA,01-12,President,,DEM,Write-ins,5,1,0,0,4
PHILADELPHIA,01-12,President,,REP,BILL WELD,1,1,0,0,0
PHILADELPHIA,01-12,President,,REP,Donald J. Trump,3,0,0,1,2
PHILADELPHIA,01-12,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,01-12,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-12,Attorney General,,DEM,JOSH SHAPIRO,130,43,2,9,76
PHILADELPHIA,01-12,Attorney General,,DEM,Write-ins,2,0,0,1,1
PHILADELPHIA,01-12,Attorney General,,REP,HEATHER HEIDELBAUGH,3,1,0,1,1
PHILADELPHIA,01-12,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-12,Auditor General,,DEM,CHRISTINA M HARTMAN,5,2,0,2,1
PHILADELPHIA,01-12,Auditor General,,DEM,H SCOTT CONKLIN,2,1,0,0,1
PHILADELPHIA,01-12,Auditor General,,DEM,MICHAEL LAMB,7,5,0,0,2
PHILADELPHIA,01-12,Auditor General,,DEM,NINA AHMAD,128,45,2,10,71
PHILADELPHIA,01-12,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,6,5,0,0,1
PHILADELPHIA,01-12,Auditor General,,DEM,TRACIE FOUNTAIN,12,2,0,1,9
PHILADELPHIA,01-12,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,01-12,Auditor General,,REP,TIMOTHY DEFOOR,3,1,0,1,1
PHILADELPHIA,01-12,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-12,State Treasurer,,DEM,JOE TORSELLA,132,49,1,8,74
PHILADELPHIA,01-12,State Treasurer,,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,01-12,State Treasurer,,REP,STACY L GARRITY,2,1,0,0,1
PHILADELPHIA,01-12,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-12,U.S. House,3,DEM,DWIGHT EVANS,134,45,2,9,78
PHILADELPHIA,01-12,U.S. House,3,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,01-12,U.S. House,3,REP,MICHAEL HARVEY,3,1,0,1,1
PHILADELPHIA,01-12,State Senate,1,DEM,LARRY FARNESE,41,13,0,5,23
PHILADELPHIA,01-12,State Senate,1,DEM,NIKIL SAVAL,125,50,2,8,65
PHILADELPHIA,01-12,General Assembly,184,DEM,ELIZABETH FIEDLER,152,57,2,11,82
PHILADELPHIA,01-12,General Assembly,184,DEM,Write-ins,2,1,0,0,1
PHILADELPHIA,01-12,General Assembly,184,REP,LOU MENNA IV,3,1,0,1,1
PHILADELPHIA,01-13,Registered Voters,,,Registered Voters,759,,,,
PHILADELPHIA,01-13,Registered Voters,,DEM,Registered Voters,590,,,,
PHILADELPHIA,01-13,Registered Voters,,GRN,Registered Voters,4,,,,
PHILADELPHIA,01-13,Registered Voters,,LIB,Registered Voters,2,,,,
PHILADELPHIA,01-13,Registered Voters,,NPA,Registered Voters,96,,,,
PHILADELPHIA,01-13,Registered Voters,,REP,Registered Voters,67,,,,
PHILADELPHIA,01-13,Ballots Cast,,,Ballots Cast,315,103,0,30,182
PHILADELPHIA,01-13,Ballots Cast,,DEM,Ballots Cast,291,89,0,29,173
PHILADELPHIA,01-13,Ballots Cast,,NPA,Ballots Cast,10,6,0,0,4
PHILADELPHIA,01-13,Ballots Cast,,REP,Ballots Cast,14,8,0,1,5
PHILADELPHIA,01-13,President,,DEM,BERNIE SANDERS,90,29,0,13,48
PHILADELPHIA,01-13,President,,DEM,Joseph R. Biden,186,55,0,16,115
PHILADELPHIA,01-13,President,,DEM,TULSI GABBARD,5,3,0,0,2
PHILADELPHIA,01-13,President,,DEM,Write-ins,7,0,0,0,7
PHILADELPHIA,01-13,President,,REP,BILL WELD,2,0,0,0,2
PHILADELPHIA,01-13,President,,REP,Donald J. Trump,6,3,0,0,3
PHILADELPHIA,01-13,President,,REP,ROQUE ROCKY DE LA FUENTE,1,0,0,1,0
PHILADELPHIA,01-13,President,,REP,Write-ins,1,1,0,0,0
PHILADELPHIA,01-13,Attorney General,,DEM,JOSH SHAPIRO,221,58,0,22,141
PHILADELPHIA,01-13,Attorney General,,DEM,Write-ins,2,0,0,1,1
PHILADELPHIA,01-13,Attorney General,,REP,HEATHER HEIDELBAUGH,10,5,0,0,5
PHILADELPHIA,01-13,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-13,Auditor General,,DEM,CHRISTINA M HARTMAN,6,2,0,1,3
PHILADELPHIA,01-13,Auditor General,,DEM,H SCOTT CONKLIN,4,1,0,0,3
PHILADELPHIA,01-13,Auditor General,,DEM,MICHAEL LAMB,19,6,0,2,11
PHILADELPHIA,01-13,Auditor General,,DEM,NINA AHMAD,210,66,0,17,127
PHILADELPHIA,01-13,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,5,1,0,0,4
PHILADELPHIA,01-13,Auditor General,,DEM,TRACIE FOUNTAIN,19,5,0,3,11
PHILADELPHIA,01-13,Auditor General,,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,01-13,Auditor General,,REP,TIMOTHY DEFOOR,9,3,0,1,5
PHILADELPHIA,01-13,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-13,State Treasurer,,DEM,JOE TORSELLA,219,64,0,21,134
PHILADELPHIA,01-13,State Treasurer,,DEM,Write-ins,3,0,0,1,2
PHILADELPHIA,01-13,State Treasurer,,REP,STACY L GARRITY,9,4,0,0,5
PHILADELPHIA,01-13,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-13,U.S. House,3,DEM,DWIGHT EVANS,221,60,0,21,140
PHILADELPHIA,01-13,U.S. House,3,DEM,Write-ins,4,0,0,2,2
PHILADELPHIA,01-13,U.S. House,3,REP,MICHAEL HARVEY,10,4,0,1,5
PHILADELPHIA,01-13,State Senate,1,DEM,LARRY FARNESE,66,11,0,8,47
PHILADELPHIA,01-13,State Senate,1,DEM,NIKIL SAVAL,207,75,0,16,116
PHILADELPHIA,01-13,State Senate,1,REP,Write-ins,1,1,0,0,0
PHILADELPHIA,01-13,General Assembly,184,DEM,ELIZABETH FIEDLER,260,72,0,22,166
PHILADELPHIA,01-13,General Assembly,184,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,01-13,General Assembly,184,REP,LOU MENNA IV,10,4,0,1,5
PHILADELPHIA,01-14,Registered Voters,,,Registered Voters,682,,,,
PHILADELPHIA,01-14,Registered Voters,,DEM,Registered Voters,535,,,,
PHILADELPHIA,01-14,Registered Voters,,LIB,Registered Voters,3,,,,
PHILADELPHIA,01-14,Registered Voters,,NPA,Registered Voters,89,,,,
PHILADELPHIA,01-14,Registered Voters,,REP,Registered Voters,55,,,,
PHILADELPHIA,01-14,Ballots Cast,,,Ballots Cast,286,91,0,24,171
PHILADELPHIA,01-14,Ballots Cast,,DEM,Ballots Cast,265,75,0,24,166
PHILADELPHIA,01-14,Ballots Cast,,NPA,Ballots Cast,12,7,0,0,5
PHILADELPHIA,01-14,Ballots Cast,,REP,Ballots Cast,9,9,0,0,0
PHILADELPHIA,01-14,President,,DEM,BERNIE SANDERS,118,33,0,11,74
PHILADELPHIA,01-14,President,,DEM,Joseph R. Biden,135,38,0,12,85
PHILADELPHIA,01-14,President,,DEM,TULSI GABBARD,5,2,0,1,2
PHILADELPHIA,01-14,President,,DEM,Write-ins,4,0,0,0,4
PHILADELPHIA,01-14,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,01-14,President,,REP,Donald J. Trump,9,9,0,0,0
PHILADELPHIA,01-14,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,01-14,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-14,Attorney General,,DEM,JOSH SHAPIRO,213,57,0,22,134
PHILADELPHIA,01-14,Attorney General,,DEM,Write-ins,7,0,0,0,7
PHILADELPHIA,01-14,Attorney General,,REP,HEATHER HEIDELBAUGH,7,7,0,0,0
PHILADELPHIA,01-14,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-14,Auditor General,,DEM,CHRISTINA M HARTMAN,5,2,0,0,3
PHILADELPHIA,01-14,Auditor General,,DEM,H SCOTT CONKLIN,4,4,0,0,0
PHILADELPHIA,01-14,Auditor General,,DEM,MICHAEL LAMB,17,8,0,1,8
PHILADELPHIA,01-14,Auditor General,,DEM,NINA AHMAD,207,50,0,21,136
PHILADELPHIA,01-14,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,6,4,0,1,1
PHILADELPHIA,01-14,Auditor General,,DEM,TRACIE FOUNTAIN,12,2,0,0,10
PHILADELPHIA,01-14,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,01-14,Auditor General,,REP,TIMOTHY DEFOOR,5,5,0,0,0
PHILADELPHIA,01-14,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-14,State Treasurer,,DEM,JOE TORSELLA,223,64,0,20,139
PHILADELPHIA,01-14,State Treasurer,,DEM,Write-ins,3,0,0,1,2
PHILADELPHIA,01-14,State Treasurer,,REP,STACY L GARRITY,5,5,0,0,0
PHILADELPHIA,01-14,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-14,U.S. House,3,DEM,DWIGHT EVANS,223,58,0,20,145
PHILADELPHIA,01-14,U.S. House,3,DEM,Write-ins,3,0,0,0,3
PHILADELPHIA,01-14,U.S. House,3,REP,MICHAEL HARVEY,6,6,0,0,0
PHILADELPHIA,01-14,State Senate,1,DEM,LARRY FARNESE,53,8,0,11,34
PHILADELPHIA,01-14,State Senate,1,DEM,NIKIL SAVAL,204,65,0,10,129
PHILADELPHIA,01-14,General Assembly,184,DEM,ELIZABETH FIEDLER,249,68,0,21,160
PHILADELPHIA,01-14,General Assembly,184,REP,LOU MENNA IV,5,5,0,0,0
PHILADELPHIA,01-15,Registered Voters,,,Registered Voters,863,,,,
PHILADELPHIA,01-15,Registered Voters,,DEM,Registered Voters,634,,,,
PHILADELPHIA,01-15,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,01-15,Registered Voters,,LIB,Registered Voters,8,,,,
PHILADELPHIA,01-15,Registered Voters,,NPA,Registered Voters,119,,,,
PHILADELPHIA,01-15,Registered Voters,,REP,Registered Voters,101,,,,
PHILADELPHIA,01-15,Ballots Cast,,,Ballots Cast,386,114,32,38,202
PHILADELPHIA,01-15,Ballots Cast,,DEM,Ballots Cast,339,96,26,31,186
PHILADELPHIA,01-15,Ballots Cast,,NPA,Ballots Cast,17,8,0,2,7
PHILADELPHIA,01-15,Ballots Cast,,REP,Ballots Cast,30,10,6,5,9
PHILADELPHIA,01-15,President,,DEM,BERNIE SANDERS,117,37,9,15,56
PHILADELPHIA,01-15,President,,DEM,Joseph R. Biden,201,53,13,15,120
PHILADELPHIA,01-15,President,,DEM,TULSI GABBARD,5,3,0,0,2
PHILADELPHIA,01-15,President,,DEM,Write-ins,4,0,0,1,3
PHILADELPHIA,01-15,President,,REP,BILL WELD,2,0,0,1,1
PHILADELPHIA,01-15,President,,REP,Donald J. Trump,17,4,4,3,6
PHILADELPHIA,01-15,President,,REP,ROQUE ROCKY DE LA FUENTE,5,4,1,0,0
PHILADELPHIA,01-15,President,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,01-15,Attorney General,,DEM,JOSH SHAPIRO,273,71,19,29,154
PHILADELPHIA,01-15,Attorney General,,DEM,Write-ins,6,0,0,0,6
PHILADELPHIA,01-15,Attorney General,,REP,HEATHER HEIDELBAUGH,20,5,5,3,7
PHILADELPHIA,01-15,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-15,Auditor General,,DEM,CHRISTINA M HARTMAN,9,2,0,3,4
PHILADELPHIA,01-15,Auditor General,,DEM,H SCOTT CONKLIN,3,3,0,0,0
PHILADELPHIA,01-15,Auditor General,,DEM,MICHAEL LAMB,22,8,0,2,12
PHILADELPHIA,01-15,Auditor General,,DEM,NINA AHMAD,261,64,21,24,152
PHILADELPHIA,01-15,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,7,5,0,0,2
PHILADELPHIA,01-15,Auditor General,,DEM,TRACIE FOUNTAIN,17,6,2,1,8
PHILADELPHIA,01-15,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,01-15,Auditor General,,REP,TIMOTHY DEFOOR,20,5,5,3,7
PHILADELPHIA,01-15,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-15,State Treasurer,,DEM,JOE TORSELLA,285,78,19,28,160
PHILADELPHIA,01-15,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,01-15,State Treasurer,,REP,STACY L GARRITY,21,6,5,3,7
PHILADELPHIA,01-15,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,01-15,U.S. House,3,DEM,DWIGHT EVANS,281,71,21,28,161
PHILADELPHIA,01-15,U.S. House,3,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,01-15,U.S. House,3,REP,MICHAEL HARVEY,18,4,5,3,6
PHILADELPHIA,01-15,U.S. House,3,REP,Write-ins,1,1,0,0,0
PHILADELPHIA,01-15,State Senate,1,DEM,LARRY FARNESE,92,19,6,9,58
PHILADELPHIA,01-15,State Senate,1,DEM,NIKIL SAVAL,230,73,11,20,126
PHILADELPHIA,01-15,State Senate,1,REP,Write-ins,1,0,0,1,0
PHILADELPHIA,01-15,General Assembly,184,DEM,ELIZABETH FIEDLER,298,85,7,28,178
PHILADELPHIA,01-15,General Assembly,184,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,01-15,General Assembly,184,REP,LOU MENNA IV,18,5,3,4,6
