county,precinct,office,district,candidate,party,votes
Clark,5571,"District Court Judge, District 8, Family Division, Department B",,"Marquis, Linda",,730
Clark,5571,"District Court Judge, District 8, Family Division, Department C",,"Burton, Rebecca",,733
Clark,5571,"District Court Judge, District 8, Family Division, Department D",,"Teuton, Robert W. ""Bob""",,709
Clark,5571,"District Court Judge, District 8, Family Division, Department E",,"Hoskin, Charles J. ""Chuck""",,400
Clark,5571,"District Court Judge, District 8, Family Division, Department E",,"Kurtz, Thomas G.",,327
Clark,5571,"District Court Judge, District 8, Family Division, Department F",,"Gentile, Denise L.",,727
Clark,5571,"District Court Judge, District 8, Family Division, Department G",,"Childs, Sr., Benjamin Boone",,280
Clark,5571,"District Court Judge, District 8, Family Division, Department G",,"Forsberg, Rhonda K.",,486
Clark,5571,"District Court Judge, District 8, Family Division, Department H",,"Ritchie, Art",,711
Clark,5571,"District Court Judge, District 8, Family Division, Department I",,"Bailey, Soonhee ""Sunny""",,422
Clark,5571,"District Court Judge, District 8, Family Division, Department I",,"Tobler, Michelle O.",,350
Clark,5571,"District Court Judge, District 8, Family Division, Department J",,"Butler, Dedree ""Dee""",,442
Clark,5571,"District Court Judge, District 8, Family Division, Department J",,"MacDonald, J. Scott",,336
Clark,5571,"District Court Judge, District 8, Family Division, Department K",,"Giuliani, Cynthia N.",,715
Clark,5571,"District Court Judge, District 8, Family Division, Department L",,"Gibson, Jr., David",,699
Clark,5571,"District Court Judge, District 8, Family Division, Department M",,"Hughes, Lynn",,362
Clark,5571,"District Court Judge, District 8, Family Division, Department M",,"MASTIN, AMY M.",,425
Clark,5571,"District Court Judge, District 8, Family Division, Department N",,"Harter, Mathew",,720
Clark,5571,"District Court Judge, District 8, Family Division, Department O",,"Sullivan, Frank P.",,715
Clark,5571,"District Court Judge, District 8, Family Division, Department P",,"Dayani, Sara",,405
Clark,5571,"District Court Judge, District 8, Family Division, Department P",,"Perry, Mary",,370
Clark,5571,"District Court Judge, District 8, Family Division, Department Q",,"Duckworth, Bryce C.",,707
Clark,5571,"District Court Judge, District 8, Family Division, Department R",,"Henderson, Bill",,713
Clark,5571,"District Court Judge, District 8, Family Division, Department S",,"Ochoa, Vincent",,719
Clark,5571,"District Court Judge, District 8, Family Division, Department T",,"Cutter, Nadin",,442
Clark,5571,"District Court Judge, District 8, Family Division, Department T",,"Stoffel, Jason",,327
Clark,5571,"District Court Judge, District 8, Family Division, Department U",,"Gonzalez, Bill",,400
Clark,5571,"District Court Judge, District 8, Family Division, Department U",,"Throne, Dawn",,388
Clark,5571,"District Court Judge, District 8, Family Division, Department V",,"Pickard, Margaret E.",,709
Clark,5571,"District Court Judge, District 8, Family Division, Department W",,"Rincon White, Adriana",,414
Clark,5571,"District Court Judge, District 8, Family Division, Department W",,"Rocheleau, Stacy Michelle",,350
Clark,5571,"District Court Judge, District 8, Family Division, Department X",,"Almase, Heidi",,432
Clark,5571,"District Court Judge, District 8, Family Division, Department X",,"Davis, Jim",,333
Clark,5571,"District Court Judge, District 8, Family Division, Department Y",,"Charter, Stephanie",,715
Clark,5571,"District Court Judge, District 8, Family Division, Department Z",,"Mercer, Michele ""Shell""",,380
Clark,5571,"District Court Judge, District 8, Family Division, Department Z",,"Perez, Romeo",,401
Clark,5571,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Clowers-Sanborn, Shanon",,212
Clark,5571,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Sullivan, Diana L.",,562
Clark,5571,President,,"BIDEN, JOSEPH R.",DEM,650
Clark,5571,President,,"BLANKENSHIP, DON",,2
Clark,5571,President,,"JORGENSEN, JO",LIB,6
Clark,5571,President,,None Of These Candidates,,6
Clark,5571,President,,"TRUMP, DONALD J.",REP,367
Clark,5571,State Assembly,15,"Vaughan, Stan",,328
Clark,5571,State Assembly,15,"WATTS, HOWARD",,638
Clark,5571,"State Board of Education, Dist. 1",,"Casino, Angelo",,395
Clark,5571,"State Board of Education, Dist. 1",,"Hughes, Tim",,364
Clark,5571,STATE QUESTION NO. 1,,No,,326
Clark,5571,STATE QUESTION NO. 1,,Yes,,572
Clark,5571,STATE QUESTION NO. 2,,No,,367
Clark,5571,STATE QUESTION NO. 2,,Yes,,570
Clark,5571,STATE QUESTION NO. 3,,No,,273
Clark,5571,STATE QUESTION NO. 3,,Yes,,645
Clark,5571,STATE QUESTION NO. 4,,No,,210
Clark,5571,STATE QUESTION NO. 4,,Yes,,723
Clark,5571,STATE QUESTION NO. 6,,No,,258
Clark,5571,STATE QUESTION NO. 6,,Yes,,672
Clark,5571,"Supreme Court Justice, Seat B",,None Of These Candidates,,277
Clark,5571,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,602
Clark,5571,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,370
Clark,5571,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,311
Clark,5571,"Supreme Court Justice, Seat D",,None Of These Candidates,,231
Clark,5571,U.S. House,1,"Bakari, Kamau A.",IAP,29
Clark,5571,U.S. House,1,"Bentley, Joyce",REP,305
Clark,5571,U.S. House,1,"Strawder, Jr., Robert Van",LIB,24
Clark,5571,U.S. House,1,"TITUS, Dina",DEM,630
Clark,5572,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,362
Clark,5572,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,300
Clark,5572,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,184
Clark,5572,"District Court Judge, District 8, Department 1",,"Villani, Jacob",,297
Clark,5572,"District Court Judge, District 8, Department 1",,"Yeager, Bita ""Marie""",,504
Clark,5572,"District Court Judge, District 8, Department 2",,"Kierny, Carli Lynn",,488
Clark,5572,"District Court Judge, District 8, Department 2",,"Scotti, Richard",,306
Clark,5572,"District Court Judge, District 8, Department 3",,"Ganz, Adam",,257
Clark,5572,"District Court Judge, District 8, Department 3",,"Trujillo, Monica",,541
Clark,5572,"District Court Judge, District 8, Department 4",,"Aurbach, Phil",,339
Clark,5572,"District Court Judge, District 8, Department 4",,"Krall, Nadia",,433
Clark,5572,"District Court Judge, District 8, Department 5",,"Barisich, Veronica",,447
Clark,5572,"District Court Judge, District 8, Department 5",,"Coffing, Terry",,343
Clark,5572,"District Court Judge, District 8, Department 6",,"Bluth, Jacqueline",,528
Clark,5572,"District Court Judge, District 8, Department 6",,"Leventhal, Todd M.",,254
Clark,5572,"District Court Judge, District 8, Department 7",,"Bell, Linda Marie",,703
Clark,5572,"District Court Judge, District 8, Department 8",,"Atkin, Trevor",,344
Clark,5572,"District Court Judge, District 8, Department 8",,"Peterson, Jessica K.",,430
Clark,5572,"District Court Judge, District 8, Department 9",,"Silva, Cristina D.",,698
Clark,5572,"District Court Judge, District 8, Department 10",,"Jones, Tierra",,692
Clark,5572,"District Court Judge, District 8, Department 11",,"Gonzalez, Elizabeth ""Betsy""",,708
Clark,5572,"District Court Judge, District 8, Department 12",,"Leavitt, Michelle",,694
Clark,5572,"District Court Judge, District 8, Department 13",,"Denton, Mark",,676
Clark,5572,"District Court Judge, District 8, Department 14",,"Escobar, Adriana",,703
Clark,5572,"District Court Judge, District 8, Department 15",,"Hardy, Jr., Joe",,673
Clark,5572,"District Court Judge, District 8, Department 16",,"Williams, Tim",,661
Clark,5572,"District Court Judge, District 8, Department 17",,"Albertson, Anna",,411
Clark,5572,"District Court Judge, District 8, Department 17",,"Villani, Michael",,359
Clark,5572,"District Court Judge, District 8, Department 18",,"Holthus, Mary Kay",,438
Clark,5572,"District Court Judge, District 8, Department 18",,"Hunt, John A.",,329
Clark,5572,"District Court Judge, District 8, Department 19",,"Eller, Crystal",,447
Clark,5572,"District Court Judge, District 8, Department 19",,"Kephart, William ""Bill""",,315
Clark,5572,"District Court Judge, District 8, Department 20",,"Hooker, Dawn Allysa",,360
Clark,5572,"District Court Judge, District 8, Department 20",,"Johnson, Eric",,402
Clark,5572,"District Court Judge, District 8, Department 21",,"Clark Newberry, Tara",,409
Clark,5572,"District Court Judge, District 8, Department 21",,"Reynolds, Jacob",,346
Clark,5572,"District Court Judge, District 8, Department 22",,"Johnson, Susan",,490
Clark,5572,"District Court Judge, District 8, Department 22",,"Nadig, Ben",,258
Clark,5572,"District Court Judge, District 8, Department 23",,"Armstrong, Karl W.",,286
Clark,5572,"District Court Judge, District 8, Department 23",,"Lilly-Spells, Jasmin",,454
Clark,5572,"District Court Judge, District 8, Department 24",,"Ballou, Erika D.",,430
Clark,5572,"District Court Judge, District 8, Department 24",,"Gilliam, Dan",,313
Clark,5572,"District Court Judge, District 8, Department 25",,"Delaney, Kathleen E.",,669
Clark,5572,"District Court Judge, District 8, Department 26",,"Sturman, Gloria",,661
Clark,5572,"District Court Judge, District 8, Department 27",,"Allf, Nancy",,664
Clark,5572,"District Court Judge, District 8, Department 28",,"Israel, Ron",,669
Clark,5572,"District Court Judge, District 8, Department 29",,"JONES, DAVID M.",,378
Clark,5572,"District Court Judge, District 8, Department 29",,"LÛpez-Negrete, David",,379
Clark,5572,"District Court Judge, District 8, Department 30",,"Wiese, Jerry A.",,649
Clark,5572,"District Court Judge, District 8, Department 31",,"Call, Gary W.",,206
Clark,5572,"District Court Judge, District 8, Department 31",,"Kishner, Joanna",,534
Clark,5572,"District Court Judge, District 8, Department 32",,"Bare, Rob",,309
Clark,5572,"District Court Judge, District 8, Department 32",,"Craig, Christy",,444
Clark,5572,"District Court Judge, District 8, Family Division, Department A",,"Voy, William",,654
Clark,5572,"District Court Judge, District 8, Family Division, Department B",,"Marquis, Linda",,677
Clark,5572,"District Court Judge, District 8, Family Division, Department C",,"Burton, Rebecca",,668
Clark,5572,"District Court Judge, District 8, Family Division, Department D",,"Teuton, Robert W. ""Bob""",,659
Clark,5572,"District Court Judge, District 8, Family Division, Department E",,"Hoskin, Charles J. ""Chuck""",,447
Clark,5572,"District Court Judge, District 8, Family Division, Department E",,"Kurtz, Thomas G.",,258
Clark,5572,"District Court Judge, District 8, Family Division, Department F",,"Gentile, Denise L.",,664
Clark,5572,"District Court Judge, District 8, Family Division, Department G",,"Childs, Sr., Benjamin Boone",,238
Clark,5572,"District Court Judge, District 8, Family Division, Department G",,"Forsberg, Rhonda K.",,498
Clark,5572,"District Court Judge, District 8, Family Division, Department H",,"Ritchie, Art",,653
Clark,5572,"District Court Judge, District 8, Family Division, Department I",,"Bailey, Soonhee ""Sunny""",,391
Clark,5572,"District Court Judge, District 8, Family Division, Department I",,"Tobler, Michelle O.",,340
Clark,5572,"District Court Judge, District 8, Family Division, Department J",,"Butler, Dedree ""Dee""",,447
Clark,5572,"District Court Judge, District 8, Family Division, Department J",,"MacDonald, J. Scott",,289
Clark,5572,"District Court Judge, District 8, Family Division, Department K",,"Giuliani, Cynthia N.",,652
Clark,5572,"District Court Judge, District 8, Family Division, Department L",,"Gibson, Jr., David",,654
Clark,5572,"District Court Judge, District 8, Family Division, Department M",,"Hughes, Lynn",,329
Clark,5572,"District Court Judge, District 8, Family Division, Department M",,"MASTIN, AMY M.",,418
Clark,5572,"District Court Judge, District 8, Family Division, Department N",,"Harter, Mathew",,660
Clark,5572,"District Court Judge, District 8, Family Division, Department O",,"Sullivan, Frank P.",,651
Clark,5572,"District Court Judge, District 8, Family Division, Department P",,"Dayani, Sara",,377
Clark,5572,"District Court Judge, District 8, Family Division, Department P",,"Perry, Mary",,370
Clark,5572,"District Court Judge, District 8, Family Division, Department Q",,"Duckworth, Bryce C.",,648
Clark,5572,"District Court Judge, District 8, Family Division, Department R",,"Henderson, Bill",,649
Clark,5572,"District Court Judge, District 8, Family Division, Department S",,"Ochoa, Vincent",,664
Clark,5572,"District Court Judge, District 8, Family Division, Department T",,"Cutter, Nadin",,386
Clark,5572,"District Court Judge, District 8, Family Division, Department T",,"Stoffel, Jason",,343
Clark,5572,"District Court Judge, District 8, Family Division, Department U",,"Gonzalez, Bill",,364
Clark,5572,"District Court Judge, District 8, Family Division, Department U",,"Throne, Dawn",,389
Clark,5572,"District Court Judge, District 8, Family Division, Department V",,"Pickard, Margaret E.",,650
Clark,5572,"District Court Judge, District 8, Family Division, Department W",,"Rincon White, Adriana",,406
Clark,5572,"District Court Judge, District 8, Family Division, Department W",,"Rocheleau, Stacy Michelle",,346
Clark,5572,"District Court Judge, District 8, Family Division, Department X",,"Almase, Heidi",,404
Clark,5572,"District Court Judge, District 8, Family Division, Department X",,"Davis, Jim",,333
Clark,5572,"District Court Judge, District 8, Family Division, Department Y",,"Charter, Stephanie",,648
Clark,5572,"District Court Judge, District 8, Family Division, Department Z",,"Mercer, Michele ""Shell""",,380
Clark,5572,"District Court Judge, District 8, Family Division, Department Z",,"Perez, Romeo",,369
Clark,5572,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Clowers-Sanborn, Shanon",,189
Clark,5572,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Sullivan, Diana L.",,563
Clark,5572,President,,"BIDEN, JOSEPH R.",DEM,562
Clark,5572,President,,"BLANKENSHIP, DON",,3
Clark,5572,President,,"JORGENSEN, JO",LIB,14
Clark,5572,President,,None Of These Candidates,,14
Clark,5572,President,,"TRUMP, DONALD J.",REP,379
Clark,5572,State Assembly,15,"Vaughan, Stan",,343
Clark,5572,State Assembly,15,"WATTS, HOWARD",,558
Clark,5572,"State Board of Education, Dist. 1",,"Casino, Angelo",,368
Clark,5572,"State Board of Education, Dist. 1",,"Hughes, Tim",,353
Clark,5572,STATE QUESTION NO. 1,,No,,314
Clark,5572,STATE QUESTION NO. 1,,Yes,,558
Clark,5572,STATE QUESTION NO. 2,,No,,330
Clark,5572,STATE QUESTION NO. 2,,Yes,,563
Clark,5572,STATE QUESTION NO. 3,,No,,258
Clark,5572,STATE QUESTION NO. 3,,Yes,,608
Clark,5572,STATE QUESTION NO. 4,,No,,238
Clark,5572,STATE QUESTION NO. 4,,Yes,,647
Clark,5572,STATE QUESTION NO. 6,,No,,256
Clark,5572,STATE QUESTION NO. 6,,Yes,,615
Clark,5572,"Supreme Court Justice, Seat B",,None Of These Candidates,,236
Clark,5572,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,600
Clark,5572,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,381
Clark,5572,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,310
Clark,5572,"Supreme Court Justice, Seat D",,None Of These Candidates,,170
Clark,5572,U.S. House,1,"Bakari, Kamau A.",IAP,26
Clark,5572,U.S. House,1,"Bentley, Joyce",REP,322
Clark,5572,U.S. House,1,"Strawder, Jr., Robert Van",LIB,25
Clark,5572,U.S. House,1,"TITUS, Dina",DEM,550
Clark,5572,"University Board of Regents, District 5",,"Boylan, Patrick",,340
Clark,5572,"University Board of Regents, District 5",,"Spirtos, Nick M.",,351
Clark,5573,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,348
Clark,5573,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,187
Clark,5573,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,128
Clark,5573,"District Court Judge, District 8, Department 1",,"Villani, Jacob",,254
Clark,5573,"District Court Judge, District 8, Department 1",,"Yeager, Bita ""Marie""",,378
Clark,5573,"District Court Judge, District 8, Department 2",,"Kierny, Carli Lynn",,341
Clark,5573,"District Court Judge, District 8, Department 2",,"Scotti, Richard",,293
Clark,5573,"District Court Judge, District 8, Department 3",,"Ganz, Adam",,244
Clark,5573,"District Court Judge, District 8, Department 3",,"Trujillo, Monica",,379
Clark,5573,"District Court Judge, District 8, Department 4",,"Aurbach, Phil",,281
Clark,5573,"District Court Judge, District 8, Department 4",,"Krall, Nadia",,344
Clark,5573,"District Court Judge, District 8, Department 5",,"Barisich, Veronica",,332
Clark,5573,"District Court Judge, District 8, Department 5",,"Coffing, Terry",,284
Clark,5573,"District Court Judge, District 8, Department 6",,"Bluth, Jacqueline",,415
Clark,5573,"District Court Judge, District 8, Department 6",,"Leventhal, Todd M.",,202
Clark,5573,"District Court Judge, District 8, Department 7",,"Bell, Linda Marie",,523
Clark,5573,"District Court Judge, District 8, Department 8",,"Atkin, Trevor",,304
Clark,5573,"District Court Judge, District 8, Department 8",,"Peterson, Jessica K.",,303
Clark,5573,"District Court Judge, District 8, Department 9",,"Silva, Cristina D.",,531
Clark,5573,"District Court Judge, District 8, Department 10",,"Jones, Tierra",,533
Clark,5573,"District Court Judge, District 8, Department 11",,"Gonzalez, Elizabeth ""Betsy""",,543
Clark,5573,"District Court Judge, District 8, Department 12",,"Leavitt, Michelle",,530
Clark,5573,"District Court Judge, District 8, Department 13",,"Denton, Mark",,533
Clark,5573,"District Court Judge, District 8, Department 14",,"Escobar, Adriana",,534
Clark,5573,"District Court Judge, District 8, Department 15",,"Hardy, Jr., Joe",,535
Clark,5573,"District Court Judge, District 8, Department 16",,"Williams, Tim",,520
Clark,5573,"District Court Judge, District 8, Department 17",,"Albertson, Anna",,283
Clark,5573,"District Court Judge, District 8, Department 17",,"Villani, Michael",,338
Clark,5573,"District Court Judge, District 8, Department 18",,"Holthus, Mary Kay",,373
Clark,5573,"District Court Judge, District 8, Department 18",,"Hunt, John A.",,246
Clark,5573,"District Court Judge, District 8, Department 19",,"Eller, Crystal",,310
Clark,5573,"District Court Judge, District 8, Department 19",,"Kephart, William ""Bill""",,303
Clark,5573,"District Court Judge, District 8, Department 20",,"Hooker, Dawn Allysa",,249
Clark,5573,"District Court Judge, District 8, Department 20",,"Johnson, Eric",,350
Clark,5573,"District Court Judge, District 8, Department 21",,"Clark Newberry, Tara",,304
Clark,5573,"District Court Judge, District 8, Department 21",,"Reynolds, Jacob",,306
Clark,5573,"District Court Judge, District 8, Department 22",,"Johnson, Susan",,403
Clark,5573,"District Court Judge, District 8, Department 22",,"Nadig, Ben",,186
Clark,5573,"District Court Judge, District 8, Department 23",,"Armstrong, Karl W.",,241
Clark,5573,"District Court Judge, District 8, Department 23",,"Lilly-Spells, Jasmin",,350
Clark,5573,"District Court Judge, District 8, Department 24",,"Ballou, Erika D.",,335
Clark,5573,"District Court Judge, District 8, Department 24",,"Gilliam, Dan",,259
Clark,5573,"District Court Judge, District 8, Department 25",,"Delaney, Kathleen E.",,507
Clark,5573,"District Court Judge, District 8, Department 26",,"Sturman, Gloria",,507
Clark,5573,"District Court Judge, District 8, Department 27",,"Allf, Nancy",,503
Clark,5573,"District Court Judge, District 8, Department 28",,"Israel, Ron",,503
Clark,5573,"District Court Judge, District 8, Department 29",,"JONES, DAVID M.",,344
Clark,5573,"District Court Judge, District 8, Department 29",,"LÛpez-Negrete, David",,229
Clark,5573,"District Court Judge, District 8, Department 30",,"Wiese, Jerry A.",,496
Clark,5573,"District Court Judge, District 8, Department 31",,"Call, Gary W.",,130
Clark,5573,"District Court Judge, District 8, Department 31",,"Kishner, Joanna",,440
Clark,5573,"District Court Judge, District 8, Department 32",,"Bare, Rob",,285
Clark,5573,"District Court Judge, District 8, Department 32",,"Craig, Christy",,303
Clark,5573,"District Court Judge, District 8, Family Division, Department A",,"Voy, William",,516
Clark,5573,"District Court Judge, District 8, Family Division, Department B",,"Marquis, Linda",,510
Clark,5573,"District Court Judge, District 8, Family Division, Department C",,"Burton, Rebecca",,507
Clark,5573,"District Court Judge, District 8, Family Division, Department D",,"Teuton, Robert W. ""Bob""",,516
Clark,5573,"District Court Judge, District 8, Family Division, Department E",,"Hoskin, Charles J. ""Chuck""",,350
Clark,5573,"District Court Judge, District 8, Family Division, Department E",,"Kurtz, Thomas G.",,191
Clark,5573,"District Court Judge, District 8, Family Division, Department F",,"Gentile, Denise L.",,501
Clark,5573,"District Court Judge, District 8, Family Division, Department G",,"Childs, Sr., Benjamin Boone",,161
Clark,5573,"District Court Judge, District 8, Family Division, Department G",,"Forsberg, Rhonda K.",,405
Clark,5573,"District Court Judge, District 8, Family Division, Department H",,"Ritchie, Art",,507
Clark,5573,"District Court Judge, District 8, Family Division, Department I",,"Bailey, Soonhee ""Sunny""",,312
Clark,5573,"District Court Judge, District 8, Family Division, Department I",,"Tobler, Michelle O.",,245
Clark,5573,"District Court Judge, District 8, Family Division, Department J",,"Butler, Dedree ""Dee""",,363
Clark,5573,"District Court Judge, District 8, Family Division, Department J",,"MacDonald, J. Scott",,227
Clark,5573,"District Court Judge, District 8, Family Division, Department K",,"Giuliani, Cynthia N.",,499
Clark,5573,"District Court Judge, District 8, Family Division, Department L",,"Gibson, Jr., David",,493
Clark,5573,"District Court Judge, District 8, Family Division, Department M",,"Hughes, Lynn",,266
Clark,5573,"District Court Judge, District 8, Family Division, Department M",,"MASTIN, AMY M.",,317
Clark,5573,"District Court Judge, District 8, Family Division, Department N",,"Harter, Mathew",,505
Clark,5573,"District Court Judge, District 8, Family Division, Department O",,"Sullivan, Frank P.",,496
Clark,5573,"District Court Judge, District 8, Family Division, Department P",,"Dayani, Sara",,280
Clark,5573,"District Court Judge, District 8, Family Division, Department P",,"Perry, Mary",,312
Clark,5573,"District Court Judge, District 8, Family Division, Department Q",,"Duckworth, Bryce C.",,507
Clark,5573,"District Court Judge, District 8, Family Division, Department R",,"Henderson, Bill",,490
Clark,5573,"District Court Judge, District 8, Family Division, Department S",,"Ochoa, Vincent",,489
Clark,5573,"District Court Judge, District 8, Family Division, Department T",,"Cutter, Nadin",,308
Clark,5573,"District Court Judge, District 8, Family Division, Department T",,"Stoffel, Jason",,273
Clark,5573,"District Court Judge, District 8, Family Division, Department U",,"Gonzalez, Bill",,265
Clark,5573,"District Court Judge, District 8, Family Division, Department U",,"Throne, Dawn",,327
Clark,5573,"District Court Judge, District 8, Family Division, Department V",,"Pickard, Margaret E.",,496
Clark,5573,"District Court Judge, District 8, Family Division, Department W",,"Rincon White, Adriana",,246
Clark,5573,"District Court Judge, District 8, Family Division, Department W",,"Rocheleau, Stacy Michelle",,324
Clark,5573,"District Court Judge, District 8, Family Division, Department X",,"Almase, Heidi",,275
Clark,5573,"District Court Judge, District 8, Family Division, Department X",,"Davis, Jim",,288
Clark,5573,"District Court Judge, District 8, Family Division, Department Y",,"Charter, Stephanie",,491
Clark,5573,"District Court Judge, District 8, Family Division, Department Z",,"Mercer, Michele ""Shell""",,291
Clark,5573,"District Court Judge, District 8, Family Division, Department Z",,"Perez, Romeo",,274
Clark,5573,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Clowers-Sanborn, Shanon",,139
Clark,5573,"Justice of the Peace, Las Vegas Twnsh Department 12",,"Sullivan, Diana L.",,422
Clark,5573,President,,"BIDEN, JOSEPH R.",DEM,465
Clark,5573,President,,"BLANKENSHIP, DON",,0
Clark,5573,President,,"JORGENSEN, JO",LIB,4
Clark,5573,President,,None Of These Candidates,,12
Clark,5573,President,,"TRUMP, DONALD J.",REP,306
Clark,5573,State Assembly,15,"Vaughan, Stan",,290
Clark,5573,State Assembly,15,"WATTS, HOWARD",,440
Clark,5573,"State Board of Education, Dist. 1",,"Casino, Angelo",,248
Clark,5573,"State Board of Education, Dist. 1",,"Hughes, Tim",,285
Clark,5573,STATE QUESTION NO. 1,,No,,277
Clark,5573,STATE QUESTION NO. 1,,Yes,,406
Clark,5573,STATE QUESTION NO. 2,,No,,219
Clark,5573,STATE QUESTION NO. 2,,Yes,,493
Clark,5573,STATE QUESTION NO. 3,,No,,219
Clark,5573,STATE QUESTION NO. 3,,Yes,,477
Clark,5573,STATE QUESTION NO. 4,,No,,212
Clark,5573,STATE QUESTION NO. 4,,Yes,,492
Clark,5573,STATE QUESTION NO. 6,,No,,211
Clark,5573,STATE QUESTION NO. 6,,Yes,,498
Clark,5573,"Supreme Court Justice, Seat B",,None Of These Candidates,,161
Clark,5573,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,479
Clark,5573,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,292
Clark,5573,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,273
Clark,5573,"Supreme Court Justice, Seat D",,None Of These Candidates,,123
Clark,5573,U.S. House,1,"Bakari, Kamau A.",IAP,16
Clark,5573,U.S. House,1,"Bentley, Joyce",REP,264
Clark,5573,U.S. House,1,"Strawder, Jr., Robert Van",LIB,6
Clark,5573,U.S. House,1,"TITUS, Dina",DEM,465
Clark,5574,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,141
Clark,5574,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,93
Clark,5574,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,54
Clark,5574,"District Court Judge, District 8, Department 1",,"Villani, Jacob",,103
Clark,5574,"District Court Judge, District 8, Department 1",,"Yeager, Bita ""Marie""",,170
Clark,5574,"District Court Judge, District 8, Department 2",,"Kierny, Carli Lynn",,148
Clark,5574,"District Court Judge, District 8, Department 2",,"Scotti, Richard",,118
Clark,5574,"District Court Judge, District 8, Department 3",,"Ganz, Adam",,97
Clark,5574,"District Court Judge, District 8, Department 3",,"Trujillo, Monica",,163
Clark,5574,"District Court Judge, District 8, Department 4",,"Aurbach, Phil",,116
Clark,5574,"District Court Judge, District 8, Department 4",,"Krall, Nadia",,156
Clark,5574,"District Court Judge, District 8, Department 5",,"Barisich, Veronica",,128
Clark,5574,"District Court Judge, District 8, Department 5",,"Coffing, Terry",,143
Clark,5574,"District Court Judge, District 8, Department 6",,"Bluth, Jacqueline",,145
Clark,5574,"District Court Judge, District 8, Department 6",,"Leventhal, Todd M.",,119
Clark,5574,"District Court Judge, District 8, Department 7",,"Bell, Linda Marie",,221
Clark,5574,"District Court Judge, District 8, Department 8",,"Atkin, Trevor",,127
Clark,5574,"District Court Judge, District 8, Department 8",,"Peterson, Jessica K.",,131
Clark,5574,"District Court Judge, District 8, Department 9",,"Silva, Cristina D.",,220
Clark,5574,"District Court Judge, District 8, Department 10",,"Jones, Tierra",,222
Clark,5574,"District Court Judge, District 8, Department 11",,"Gonzalez, Elizabeth ""Betsy""",,225
Clark,5574,"District Court Judge, District 8, Department 12",,"Leavitt, Michelle",,211
Clark,5574,"District Court Judge, District 8, Department 13",,"Denton, Mark",,224
Clark,5574,"District Court Judge, District 8, Department 14",,"Escobar, Adriana",,220
Clark,5574,"District Court Judge, District 8, Department 15",,"Hardy, Jr., Joe",,214
Clark,5574,"District Court Judge, District 8, Department 16",,"Williams, Tim",,208
Clark,5574,"District Court Judge, District 8, Department 17",,"Albertson, Anna",,132
Clark,5574,"District Court Judge, District 8, Department 17",,"Villani, Michael",,139
Clark,5574,"District Court Judge, District 8, Department 18",,"Holthus, Mary Kay",,143
Clark,5574,"District Court Judge, District 8, Department 18",,"Hunt, John A.",,127
Clark,5574,"District Court Judge, District 8, Department 19",,"Eller, Crystal",,134
Clark,5574,"District Court Judge, District 8, Department 19",,"Kephart, William ""Bill""",,137
Clark,5574,"District Court Judge, District 8, Department 20",,"Hooker, Dawn Allysa",,127
Clark,5574,"District Court Judge, District 8, Department 20",,"Johnson, Eric",,130
Clark,5574,"District Court Judge, District 8, Department 21",,"Clark Newberry, Tara",,139
Clark,5574,"District Court Judge, District 8, Department 21",,"Reynolds, Jacob",,123
Clark,5574,"District Court Judge, District 8, Department 22",,"Johnson, Susan",,158
Clark,5574,"District Court Judge, District 8, Department 22",,"Nadig, Ben",,90
Clark,5574,"District Court Judge, District 8, Department 23",,"Armstrong, Karl W.",,100
Clark,5574,"District Court Judge, District 8, Department 23",,"Lilly-Spells, Jasmin",,145
Clark,5574,"District Court Judge, District 8, Department 24",,"Ballou, Erika D.",,146
Clark,5574,"District Court Judge, District 8, Department 24",,"Gilliam, Dan",,100
Clark,5574,"District Court Judge, District 8, Department 25",,"Delaney, Kathleen E.",,202
Clark,5574,"District Court Judge, District 8, Department 26",,"Sturman, Gloria",,205
Clark,5574,"District Court Judge, District 8, Department 27",,"Allf, Nancy",,203
