county,precinct,office,district,candidate,party,votes
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,1320
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,1354
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,1340
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,1347
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,1375
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,770
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,793
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,794
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,711
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,1269
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,628
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,868
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,1280
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,1290
Washoe,SPARKS 6524,"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,1340
Washoe,SPARKS 6524,President,,"BIDEN, JOSEPH R.",DEM,918
Washoe,SPARKS 6524,President,,"BLANKENSHIP, DON",,7
Washoe,SPARKS 6524,President,,"JORGENSEN, JO",LIB,20
Washoe,SPARKS 6524,President,,None Of These Candidates,,29
Washoe,SPARKS 6524,President,,"TRUMP, DONALD J.",REP,977
Washoe,SPARKS 6524,State Assembly,31,"Daly, Richard ""Skip""",,878
Washoe,SPARKS 6524,State Assembly,31,"Dickman, Jill Ann",,983
Washoe,SPARKS 6524,STATE QUESTION NO. 1,,No,,998
Washoe,SPARKS 6524,STATE QUESTION NO. 1,,Yes,,733
Washoe,SPARKS 6524,STATE QUESTION NO. 2,,No,,647
Washoe,SPARKS 6524,STATE QUESTION NO. 2,,Yes,,1181
Washoe,SPARKS 6524,STATE QUESTION NO. 3,,No,,703
Washoe,SPARKS 6524,STATE QUESTION NO. 3,,Yes,,1062
Washoe,SPARKS 6524,STATE QUESTION NO. 4,,No,,663
Washoe,SPARKS 6524,STATE QUESTION NO. 4,,Yes,,1123
Washoe,SPARKS 6524,STATE QUESTION NO. 6,,No,,801
Washoe,SPARKS 6524,STATE QUESTION NO. 6,,Yes,,996
Washoe,SPARKS 6524,"Supreme Court Justice, Seat B",,None Of These Candidates,,289
Washoe,SPARKS 6524,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,1322
Washoe,SPARKS 6524,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,593
Washoe,SPARKS 6524,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,798
Washoe,SPARKS 6524,"Supreme Court Justice, Seat D",,None Of These Candidates,,287
Washoe,SPARKS 6524,U.S. House,2,"ACKERMAN, PATRICIA",DEM,848
Washoe,SPARKS 6524,U.S. House,2,"Amodei, Mark E.",REP,978
Washoe,SPARKS 6524,U.S. House,2,JANINE HANSEN,IAP,55
Washoe,SPARKS 6525,"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,54
Washoe,SPARKS 6525,"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,76
Washoe,SPARKS 6525,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,45
Washoe,SPARKS 6525,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,43
Washoe,SPARKS 6525,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,28
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,97
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,92
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,93
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,94
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,91
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,91
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,91
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,92
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,93
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,49
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,65
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,54
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,47
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,86
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,40
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,63
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,89
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,85
Washoe,SPARKS 6525,"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,97
Washoe,SPARKS 6525,President,,"BIDEN, JOSEPH R.",DEM,58
Washoe,SPARKS 6525,President,,"BLANKENSHIP, DON",,1
Washoe,SPARKS 6525,President,,"JORGENSEN, JO",LIB,2
Washoe,SPARKS 6525,President,,None Of These Candidates,,3
Washoe,SPARKS 6525,President,,"TRUMP, DONALD J.",REP,72
Washoe,SPARKS 6525,State Assembly,31,"Daly, Richard ""Skip""",,58
Washoe,SPARKS 6525,State Assembly,31,"Dickman, Jill Ann",,74
Washoe,SPARKS 6525,STATE QUESTION NO. 1,,No,,72
Washoe,SPARKS 6525,STATE QUESTION NO. 1,,Yes,,44
Washoe,SPARKS 6525,STATE QUESTION NO. 2,,No,,41
Washoe,SPARKS 6525,STATE QUESTION NO. 2,,Yes,,84
Washoe,SPARKS 6525,STATE QUESTION NO. 3,,No,,50
Washoe,SPARKS 6525,STATE QUESTION NO. 3,,Yes,,74
Washoe,SPARKS 6525,STATE QUESTION NO. 4,,No,,41
Washoe,SPARKS 6525,STATE QUESTION NO. 4,,Yes,,83
Washoe,SPARKS 6525,STATE QUESTION NO. 6,,No,,58
Washoe,SPARKS 6525,STATE QUESTION NO. 6,,Yes,,64
Washoe,SPARKS 6525,"Supreme Court Justice, Seat B",,None Of These Candidates,,24
Washoe,SPARKS 6525,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,91
Washoe,SPARKS 6525,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,34
Washoe,SPARKS 6525,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,62
Washoe,SPARKS 6525,"Supreme Court Justice, Seat D",,None Of These Candidates,,25
Washoe,SPARKS 6525,U.S. House,2,"ACKERMAN, PATRICIA",DEM,56
Washoe,SPARKS 6525,U.S. House,2,"Amodei, Mark E.",REP,73
Washoe,SPARKS 6525,U.S. House,2,JANINE HANSEN,IAP,4
Washoe,SPARKS 6526,"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,257
Washoe,SPARKS 6526,"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,223
Washoe,SPARKS 6526,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,197
Washoe,SPARKS 6526,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,155
Washoe,SPARKS 6526,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,99
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,403
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,384
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,387
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,374
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,374
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,383
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,378
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,381
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,384
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,180
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,256
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,227
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,187
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,373
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,168
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,245
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,369
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,373
Washoe,SPARKS 6526,"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,379
Washoe,SPARKS 6526,President,,"BIDEN, JOSEPH R.",DEM,274
Washoe,SPARKS 6526,President,,"BLANKENSHIP, DON",,2
Washoe,SPARKS 6526,President,,"JORGENSEN, JO",LIB,9
Washoe,SPARKS 6526,President,,None Of These Candidates,,6
Washoe,SPARKS 6526,President,,"TRUMP, DONALD J.",REP,208
Washoe,SPARKS 6526,State Assembly,30,"ANDERSON, NATHA C.",,251
Washoe,SPARKS 6526,State Assembly,30,"HOFF, RANDY",,205
Washoe,SPARKS 6526,State Assembly,30,"YOUNG, CHARLENE",,23
Washoe,SPARKS 6526,STATE QUESTION NO. 1,,No,,269
Washoe,SPARKS 6526,STATE QUESTION NO. 1,,Yes,,193
Washoe,SPARKS 6526,STATE QUESTION NO. 2,,No,,158
Washoe,SPARKS 6526,STATE QUESTION NO. 2,,Yes,,319
Washoe,SPARKS 6526,STATE QUESTION NO. 3,,No,,199
Washoe,SPARKS 6526,STATE QUESTION NO. 3,,Yes,,265
Washoe,SPARKS 6526,STATE QUESTION NO. 4,,No,,168
Washoe,SPARKS 6526,STATE QUESTION NO. 4,,Yes,,298
Washoe,SPARKS 6526,STATE QUESTION NO. 6,,No,,196
Washoe,SPARKS 6526,STATE QUESTION NO. 6,,Yes,,276
Washoe,SPARKS 6526,"Supreme Court Justice, Seat B",,None Of These Candidates,,66
Washoe,SPARKS 6526,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,362
Washoe,SPARKS 6526,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,193
Washoe,SPARKS 6526,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,186
Washoe,SPARKS 6526,"Supreme Court Justice, Seat D",,None Of These Candidates,,82
Washoe,SPARKS 6526,U.S. House,2,"ACKERMAN, PATRICIA",DEM,261
Washoe,SPARKS 6526,U.S. House,2,"Amodei, Mark E.",REP,210
Washoe,SPARKS 6526,U.S. House,2,JANINE HANSEN,IAP,16
Washoe,SPARKS 6527 (MP),"COUNTY COMMISSION, DISTRICT 4",,"BAKER, MARIE",,0
Washoe,SPARKS 6527 (MP),"COUNTY COMMISSION, DISTRICT 4",,"HARTUNG, VAUGHN",,0
Washoe,SPARKS 6527 (MP),"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,0
Washoe,SPARKS 6527 (MP),"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,0
Washoe,SPARKS 6527 (MP),"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,0
Washoe,SPARKS 6527 (MP),"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,0
Washoe,SPARKS 6527 (MP),President,,"BIDEN, JOSEPH R.",DEM,0
Washoe,SPARKS 6527 (MP),President,,"BLANKENSHIP, DON",,0
Washoe,SPARKS 6527 (MP),President,,"JORGENSEN, JO",LIB,0
Washoe,SPARKS 6527 (MP),President,,None Of These Candidates,,0
Washoe,SPARKS 6527 (MP),President,,"TRUMP, DONALD J.",REP,0
Washoe,SPARKS 6527 (MP),State Assembly,32,"HANSEN, ALEXIS",,0
Washoe,SPARKS 6527 (MP),State Assembly,32,"POVILAITIS, PAULA",,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 1,,No,,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 1,,Yes,,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 2,,No,,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 2,,Yes,,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 3,,No,,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 3,,Yes,,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 4,,No,,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 4,,Yes,,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 6,,No,,0
Washoe,SPARKS 6527 (MP),STATE QUESTION NO. 6,,Yes,,0
Washoe,SPARKS 6527 (MP),"Supreme Court Justice, Seat B",,None Of These Candidates,,0
Washoe,SPARKS 6527 (MP),"Supreme Court Justice, Seat B",,"Pickering, Kristina",,0
Washoe,SPARKS 6527 (MP),"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,0
Washoe,SPARKS 6527 (MP),"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,0
Washoe,SPARKS 6527 (MP),"Supreme Court Justice, Seat D",,None Of These Candidates,,0
Washoe,SPARKS 6527 (MP),U.S. House,2,"ACKERMAN, PATRICIA",DEM,0
Washoe,SPARKS 6527 (MP),U.S. House,2,"Amodei, Mark E.",REP,0
Washoe,SPARKS 6527 (MP),U.S. House,2,JANINE HANSEN,IAP,0
Washoe,SPARKS 6528 (MP),"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,0
Washoe,SPARKS 6528 (MP),"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,0
Washoe,SPARKS 6528 (MP),"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,0
Washoe,SPARKS 6528 (MP),"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,0
Washoe,SPARKS 6528 (MP),President,,"BIDEN, JOSEPH R.",DEM,0
Washoe,SPARKS 6528 (MP),President,,"BLANKENSHIP, DON",,0
Washoe,SPARKS 6528 (MP),President,,"JORGENSEN, JO",LIB,0
Washoe,SPARKS 6528 (MP),President,,None Of These Candidates,,0
Washoe,SPARKS 6528 (MP),President,,"TRUMP, DONALD J.",REP,0
Washoe,SPARKS 6528 (MP),State Assembly,30,"ANDERSON, NATHA C.",,0
Washoe,SPARKS 6528 (MP),State Assembly,30,"HOFF, RANDY",,0
Washoe,SPARKS 6528 (MP),State Assembly,30,"YOUNG, CHARLENE",,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 1,,No,,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 1,,Yes,,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 2,,No,,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 2,,Yes,,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 3,,No,,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 3,,Yes,,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 4,,No,,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 4,,Yes,,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 6,,No,,0
Washoe,SPARKS 6528 (MP),STATE QUESTION NO. 6,,Yes,,0
Washoe,SPARKS 6528 (MP),"Supreme Court Justice, Seat B",,None Of These Candidates,,0
Washoe,SPARKS 6528 (MP),"Supreme Court Justice, Seat B",,"Pickering, Kristina",,0
Washoe,SPARKS 6528 (MP),"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,0
Washoe,SPARKS 6528 (MP),"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,0
Washoe,SPARKS 6528 (MP),"Supreme Court Justice, Seat D",,None Of These Candidates,,0
Washoe,SPARKS 6528 (MP),U.S. House,2,"ACKERMAN, PATRICIA",DEM,0
Washoe,SPARKS 6528 (MP),U.S. House,2,"Amodei, Mark E.",REP,0
Washoe,SPARKS 6528 (MP),U.S. House,2,JANINE HANSEN,IAP,0
Washoe,SPARKS 6529 (MP),"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,0
Washoe,SPARKS 6529 (MP),"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,0
Washoe,SPARKS 6529 (MP),"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 1",,"Drakulich, Kathleen M.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 2",,"Grossman, Dixie",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 3",,"RIGGS, TAMMY M.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 4",,"STEINHEIMER, CONNIE",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 5 Family Division",,"Lu, Cynthia",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 6",,"SIMONS, LYNNE K.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 7",,"WALKER, EGAN K.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 8",,"BRESLOW, BARRY LOUIS",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 9",,"Freeman, Scott N.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 10",,"SATTLER, ELLIOTT A.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 10",,"SIGURDSON, KATHLEEN A.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 11 Family Division",,"DOLLINGER, PAIGE",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 11 Family Division",,"SHANNON, GREG",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 12 Family Division",,"UNSWORTH, SANDRA A.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 13 Family Division",,"BUSHUR, AARON",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 13 Family Division",,"ROBB, BRIDGET E.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 14 Family Division",,"SCHREINERT, TAMATHA R.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 15",,"HARDY, DAVID A.",,0
Washoe,SPARKS 6529 (MP),"District Court Judge, District 2, Department 16 Family Division",,"BANALES, AMIEE",,0
