county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Cobb,Smyrna 4A,Public Service Commission,4,Libertarian,Nathan Wilson,45,67,87,0
Cobb,Smyrna 5A,Public Service Commission,4,Libertarian,Nathan Wilson,41,42,41,0
Cobb,Smyrna 6A,Public Service Commission,4,Libertarian,Nathan Wilson,47,67,59,0
Cobb,Smyrna 7A,Public Service Commission,4,Libertarian,Nathan Wilson,34,62,72,0
Cobb,Sope Creek 01,Public Service Commission,4,Libertarian,Nathan Wilson,16,21,27,0
Cobb,Sope Creek 02,Public Service Commission,4,Libertarian,Nathan Wilson,35,45,45,0
Cobb,Sope Creek 03,Public Service Commission,4,Libertarian,Nathan Wilson,16,18,27,0
Cobb,Sweetwater 01,Public Service Commission,4,Libertarian,Nathan Wilson,19,31,19,0
Cobb,Sweetwater 02,Public Service Commission,4,Libertarian,Nathan Wilson,16,19,22,2
Cobb,Terrell Mill 01,Public Service Commission,4,Libertarian,Nathan Wilson,43,65,54,0
Cobb,Timber Ridge 01,Public Service Commission,4,Libertarian,Nathan Wilson,17,25,29,0
Cobb,Vaughan 01,Public Service Commission,4,Libertarian,Nathan Wilson,33,45,30,0
Cobb,Vinings 01,Public Service Commission,4,Libertarian,Nathan Wilson,28,38,25,0
Cobb,Vinings 02,Public Service Commission,4,Libertarian,Nathan Wilson,42,49,58,0
Cobb,Vinings 03,Public Service Commission,4,Libertarian,Nathan Wilson,20,44,23,0
Cobb,Vinings 04,Public Service Commission,4,Libertarian,Nathan Wilson,21,18,23,0
Cobb,Wade Green 02,Public Service Commission,4,Libertarian,Nathan Wilson,57,63,45,0
Cobb,Willeo 01,Public Service Commission,4,Libertarian,Nathan Wilson,32,26,37,0
Coffee,Ambrose,Public Service Commission,4,Libertarian,Nathan Wilson,8,13,2,0
Coffee,Bridgetown,Public Service Commission,4,Libertarian,Nathan Wilson,3,2,0,0
Coffee,Broxton,Public Service Commission,4,Libertarian,Nathan Wilson,8,8,5,0
Coffee,Douglas,Public Service Commission,4,Libertarian,Nathan Wilson,54,107,28,0
Coffee,Nicholls,Public Service Commission,4,Libertarian,Nathan Wilson,5,12,2,1
Coffee,West Green,Public Service Commission,4,Libertarian,Nathan Wilson,9,2,0,0
Colquitt,Autreyville,Public Service Commission,4,Libertarian,Nathan Wilson,6,7,2,0
Colquitt,Bridgecreek,Public Service Commission,4,Libertarian,Nathan Wilson,8,7,0,0
Colquitt,Crosland,Public Service Commission,4,Libertarian,Nathan Wilson,2,0,1,0
Colquitt,Doerun,Public Service Commission,4,Libertarian,Nathan Wilson,5,1,1,0
Colquitt,Funston,Public Service Commission,4,Libertarian,Nathan Wilson,7,6,1,0
Colquitt,Hamilton,Public Service Commission,4,Libertarian,Nathan Wilson,6,5,3,0
Colquitt,Hartsfield,Public Service Commission,4,Libertarian,Nathan Wilson,2,2,1,0
Colquitt,Hopewell,Public Service Commission,4,Libertarian,Nathan Wilson,7,17,5,0
Colquitt,Lee,Public Service Commission,4,Libertarian,Nathan Wilson,5,6,3,0
Colquitt,Millcreek,Public Service Commission,4,Libertarian,Nathan Wilson,3,1,0,0
Colquitt,Monk,Public Service Commission,4,Libertarian,Nathan Wilson,10,5,0,0
Colquitt,Moultrie,Public Service Commission,4,Libertarian,Nathan Wilson,25,41,12,0
Colquitt,Murphy,Public Service Commission,4,Libertarian,Nathan Wilson,1,9,0,0
Colquitt,Norman Park,Public Service Commission,4,Libertarian,Nathan Wilson,13,13,6,0
Colquitt,Robinson,Public Service Commission,4,Libertarian,Nathan Wilson,3,8,2,0
Colquitt,Shaw,Public Service Commission,4,Libertarian,Nathan Wilson,5,20,7,0
Colquitt,Thigpen,Public Service Commission,4,Libertarian,Nathan Wilson,1,0,0,0
Colquitt,Tyty,Public Service Commission,4,Libertarian,Nathan Wilson,6,1,1,0
Colquitt,Warrior,Public Service Commission,4,Libertarian,Nathan Wilson,7,2,0,0
Columbia,Abilene Baptist,Public Service Commission,4,Libertarian,Nathan Wilson,23,16,6,0
Columbia,Augusta Christian,Public Service Commission,4,Libertarian,Nathan Wilson,16,17,6,0
Columbia,Belair Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,27,17,5,0
Columbia,Bessie Thomas Center,Public Service Commission,4,Libertarian,Nathan Wilson,4,9,1,0
Columbia,Blanchard Park,Public Service Commission,4,Libertarian,Nathan Wilson,11,24,12,0
Columbia,Blue Ridge Elementary,Public Service Commission,4,Libertarian,Nathan Wilson,26,24,12,0
Columbia,Christ Church Presbyterian,Public Service Commission,4,Libertarian,Nathan Wilson,8,24,5,0
Columbia,Christ Sanctified,Public Service Commission,4,Libertarian,Nathan Wilson,21,29,6,0
Columbia,Christ The King Luth Church,Public Service Commission,4,Libertarian,Nathan Wilson,8,15,8,0
Columbia,Church of Our Savior,Public Service Commission,4,Libertarian,Nathan Wilson,30,18,9,0
Columbia,Col Cty Bd of Edu,Public Service Commission,4,Libertarian,Nathan Wilson,16,27,11,0
Columbia,Col Cty Main Library,Public Service Commission,4,Libertarian,Nathan Wilson,18,21,8,0
Columbia,Damascus Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,13,4,1,0
Columbia,Eubank-Blanchard Center,Public Service Commission,4,Libertarian,Nathan Wilson,8,12,5,0
Columbia,G A Apostolic Church,Public Service Commission,4,Libertarian,Nathan Wilson,11,16,4,0
Columbia,Genesis Church,Public Service Commission,4,Libertarian,Nathan Wilson,20,20,9,0
Columbia,Gold Cross EMS,Public Service Commission,4,Libertarian,Nathan Wilson,19,19,10,1
Columbia,Gospel Water Branch,Public Service Commission,4,Libertarian,Nathan Wilson,7,21,12,0
Columbia,Grace Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,19,53,13,0
Columbia,Greenbrier High,Public Service Commission,4,Libertarian,Nathan Wilson,30,45,23,0
Columbia,Grove First Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,17,33,10,0
Columbia,Grovetown Methodist Church,Public Service Commission,4,Libertarian,Nathan Wilson,23,27,10,1
Columbia,Grovetown Public Safety Station 2,Public Service Commission,4,Libertarian,Nathan Wilson,27,56,23,0
Columbia,Harlem Branch Library,Public Service Commission,4,Libertarian,Nathan Wilson,23,25,6,0
Columbia,Harlem Senior Center,Public Service Commission,4,Libertarian,Nathan Wilson,19,25,3,0
Columbia,Journey Comm Church,Public Service Commission,4,Libertarian,Nathan Wilson,8,22,7,1
Columbia,Kiokee Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,14,19,14,0
Columbia,Lakeside Middle,Public Service Commission,4,Libertarian,Nathan Wilson,22,28,10,0
Columbia,Lewis Methodist Church,Public Service Commission,4,Libertarian,Nathan Wilson,33,48,24,0
Columbia,Liberty Park-Grovetown,Public Service Commission,4,Libertarian,Nathan Wilson,31,53,19,0
Columbia,Martinez Baptist,Public Service Commission,4,Libertarian,Nathan Wilson,26,21,7,0
Columbia,Marvin Methodist,Public Service Commission,4,Libertarian,Nathan Wilson,17,18,12,0
Columbia,Mtz Col Fire Hdqtr,Public Service Commission,4,Libertarian,Nathan Wilson,21,13,8,0
Columbia,New Life Church,Public Service Commission,4,Libertarian,Nathan Wilson,56,55,14,0
Columbia,Parkway Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,34,50,24,0
Columbia,Patriots Park,Public Service Commission,4,Libertarian,Nathan Wilson,30,70,20,0
Columbia,Philadelphia Church,Public Service Commission,4,Libertarian,Nathan Wilson,23,48,13,0
Columbia,Riverview Church,Public Service Commission,4,Libertarian,Nathan Wilson,12,13,4,0
Columbia,Savannah Rapids Pavilion,Public Service Commission,4,Libertarian,Nathan Wilson,5,12,6,0
Columbia,Second Mt Carmel Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,3,4,2,0
Columbia,Second Mt Moriah Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,14,18,7,0
Columbia,Stevens Creek Church,Public Service Commission,4,Libertarian,Nathan Wilson,17,27,10,0
Columbia,Trinity Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,34,24,16,0
Columbia,Wesley Methodist,Public Service Commission,4,Libertarian,Nathan Wilson,22,26,8,0
Columbia,West Acres Baptist,Public Service Commission,4,Libertarian,Nathan Wilson,6,19,8,0
Columbia,Westside Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,24,11,3,0
Columbia,Woodlawn Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,12,12,4,0
Cook,Cecil,Public Service Commission,4,Libertarian,Nathan Wilson,10,18,5,1
Cook,Delle Beamguard,Public Service Commission,4,Libertarian,Nathan Wilson,11,15,9,0
Cook,Elm Pine,Public Service Commission,4,Libertarian,Nathan Wilson,3,1,0,0
Cook,Lenox,Public Service Commission,4,Libertarian,Nathan Wilson,10,4,4,0
Cook,Massee,Public Service Commission,4,Libertarian,Nathan Wilson,1,7,1,0
Cook,New Life Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,4,12,4,0
Cook,Riverbend,Public Service Commission,4,Libertarian,Nathan Wilson,6,7,3,0
Cook,Sparks,Public Service Commission,4,Libertarian,Nathan Wilson,3,3,3,0
Coweta,Cannongate,Public Service Commission,4,Libertarian,Nathan Wilson,49,32,30,0
Coweta,Cedar Creek,Public Service Commission,4,Libertarian,Nathan Wilson,64,44,41,0
Coweta,Central,Public Service Commission,4,Libertarian,Nathan Wilson,35,16,15,1
Coweta,Coweta Central Library,Public Service Commission,4,Libertarian,Nathan Wilson,14,12,14,0
Coweta,Dresden,Public Service Commission,4,Libertarian,Nathan Wilson,14,2,0,0
Coweta,Expo Center,Public Service Commission,4,Libertarian,Nathan Wilson,31,15,11,0
Coweta,Fischer Road,Public Service Commission,4,Libertarian,Nathan Wilson,42,45,19,0
Coweta,Grantville,Public Service Commission,4,Libertarian,Nathan Wilson,30,15,11,1
Coweta,Greentop,Public Service Commission,4,Libertarian,Nathan Wilson,30,19,21,0
Coweta,Haralson,Public Service Commission,4,Libertarian,Nathan Wilson,27,15,11,0
Coweta,Madras,Public Service Commission,4,Libertarian,Nathan Wilson,48,53,22,1
Coweta,Moreland,Public Service Commission,4,Libertarian,Nathan Wilson,26,14,14,1
Coweta,Newnan,Public Service Commission,4,Libertarian,Nathan Wilson,32,20,22,0
Coweta,Newnan Centre,Public Service Commission,4,Libertarian,Nathan Wilson,177,192,113,0
Coweta,Northside,Public Service Commission,4,Libertarian,Nathan Wilson,33,16,19,0
Coweta,Panther Creek,Public Service Commission,4,Libertarian,Nathan Wilson,39,17,16,0
Coweta,Pine Road,Public Service Commission,4,Libertarian,Nathan Wilson,15,7,11,0
Coweta,Raymond,Public Service Commission,4,Libertarian,Nathan Wilson,27,9,10,0
Coweta,Senoia,Public Service Commission,4,Libertarian,Nathan Wilson,61,49,38,0
Coweta,Sharpsburg,Public Service Commission,4,Libertarian,Nathan Wilson,44,58,25,0
Coweta,Smokey Road,Public Service Commission,4,Libertarian,Nathan Wilson,20,16,15,0
Coweta,Thomas Crossroads,Public Service Commission,4,Libertarian,Nathan Wilson,52,58,23,0
Coweta,Turin,Public Service Commission,4,Libertarian,Nathan Wilson,51,36,16,0
Coweta,Welcome,Public Service Commission,4,Libertarian,Nathan Wilson,44,16,17,0
Coweta,Westside,Public Service Commission,4,Libertarian,Nathan Wilson,11,3,0,0
Coweta,White Oak,Public Service Commission,4,Libertarian,Nathan Wilson,42,58,17,0
Crawford,District 1A,Public Service Commission,4,Libertarian,Nathan Wilson,3,3,3,0
Crawford,District 1B,Public Service Commission,4,Libertarian,Nathan Wilson,3,7,7,0
Crawford,District 2,Public Service Commission,4,Libertarian,Nathan Wilson,8,16,7,0
Crawford,District 3,Public Service Commission,4,Libertarian,Nathan Wilson,10,16,4,0
Crawford,District 4,Public Service Commission,4,Libertarian,Nathan Wilson,10,12,4,0
Crawford,District 5,Public Service Commission,4,Libertarian,Nathan Wilson,13,8,8,0
Crisp,Arabi,Public Service Commission,4,Libertarian,Nathan Wilson,4,3,1,0
Crisp,Coney,Public Service Commission,4,Libertarian,Nathan Wilson,2,5,2,0
Crisp,Cordele,Public Service Commission,4,Libertarian,Nathan Wilson,37,60,24,0
Crisp,Jamestown,Public Service Commission,4,Libertarian,Nathan Wilson,0,2,5,0
Crisp,Listonia,Public Service Commission,4,Libertarian,Nathan Wilson,6,2,1,0
Dade,Davis,Public Service Commission,4,Libertarian,Nathan Wilson,17,28,8,0
Dade,New Home,Public Service Commission,4,Libertarian,Nathan Wilson,13,1,2,0
Dade,New Salem,Public Service Commission,4,Libertarian,Nathan Wilson,13,12,8,0
Dade,North Dade,Public Service Commission,4,Libertarian,Nathan Wilson,27,15,5,0
Dade,South Dade,Public Service Commission,4,Libertarian,Nathan Wilson,11,14,4,0
Dade,Trenton,Public Service Commission,4,Libertarian,Nathan Wilson,12,44,4,0
Dade,West Brow,Public Service Commission,4,Libertarian,Nathan Wilson,20,10,5,0
Dawson,Central,Public Service Commission,4,Libertarian,Nathan Wilson,49,173,41,0
Dawson,East,Public Service Commission,4,Libertarian,Nathan Wilson,71,140,41,1
Dawson,West,Public Service Commission,4,Libertarian,Nathan Wilson,25,26,15,0
DeKalb,Allgood Elem,Public Service Commission,4,Libertarian,Nathan Wilson,12,16,12,0
DeKalb,Ashford Dunwoody Rd,Public Service Commission,4,Libertarian,Nathan Wilson,8,38,28,0
DeKalb,Ashford Park Elem,Public Service Commission,4,Libertarian,Nathan Wilson,25,31,18,0
DeKalb,Ashford Parkside,Public Service Commission,4,Libertarian,Nathan Wilson,17,51,41,0
DeKalb,Austin,Public Service Commission,4,Libertarian,Nathan Wilson,17,29,25,1
DeKalb,Austin Drive,Public Service Commission,4,Libertarian,Nathan Wilson,17,21,11,0
DeKalb,Avondale,Public Service Commission,4,Libertarian,Nathan Wilson,27,49,38,0
DeKalb,Avondale High,Public Service Commission,4,Libertarian,Nathan Wilson,18,44,36,0
DeKalb,Bethune Middle,Public Service Commission,4,Libertarian,Nathan Wilson,12,19,11,2
DeKalb,Bouldercrest Road,Public Service Commission,4,Libertarian,Nathan Wilson,6,14,3,0
DeKalb,Boulevard,Public Service Commission,4,Libertarian,Nathan Wilson,24,55,34,0
DeKalb,Briar Vista Elem,Public Service Commission,4,Libertarian,Nathan Wilson,22,40,35,0
DeKalb,Briarcliff,Public Service Commission,4,Libertarian,Nathan Wilson,19,30,28,0
DeKalb,Briarlake Elem,Public Service Commission,4,Libertarian,Nathan Wilson,15,28,14,0
DeKalb,Briarwood,Public Service Commission,4,Libertarian,Nathan Wilson,11,31,20,0
DeKalb,Brockett,Public Service Commission,4,Libertarian,Nathan Wilson,28,35,22,0
DeKalb,Brockett Elem,Public Service Commission,4,Libertarian,Nathan Wilson,16,31,26,0
DeKalb,Brookhaven,Public Service Commission,4,Libertarian,Nathan Wilson,33,55,33,0
DeKalb,Browns Mill Elem,Public Service Commission,4,Libertarian,Nathan Wilson,10,26,13,0
DeKalb,Burgess Elem,Public Service Commission,4,Libertarian,Nathan Wilson,14,50,22,0
DeKalb,Canby Lane Elem,Public Service Commission,4,Libertarian,Nathan Wilson,9,10,8,1
DeKalb,Candler,Public Service Commission,4,Libertarian,Nathan Wilson,14,34,17,0
DeKalb,Candler Park,Public Service Commission,4,Libertarian,Nathan Wilson,15,54,22,0
DeKalb,Candler-Murphey Candler Elem,Public Service Commission,4,Libertarian,Nathan Wilson,18,22,8,0
DeKalb,Cedar Grove Elem,Public Service Commission,4,Libertarian,Nathan Wilson,15,34,15,0
DeKalb,Cedar Grove Middle,Public Service Commission,4,Libertarian,Nathan Wilson,4,9,4,1
DeKalb,Cedar Grove South,Public Service Commission,4,Libertarian,Nathan Wilson,15,30,8,0
DeKalb,Chamblee,Public Service Commission,4,Libertarian,Nathan Wilson,22,40,17,0
DeKalb,Chamblee 2,Public Service Commission,4,Libertarian,Nathan Wilson,18,78,32,0
DeKalb,Chapel Hill Elem,Public Service Commission,4,Libertarian,Nathan Wilson,14,18,13,0
DeKalb,Chesnut Elem,Public Service Commission,4,Libertarian,Nathan Wilson,20,41,10,0
DeKalb,Clairemont East,Public Service Commission,4,Libertarian,Nathan Wilson,9,42,24,1
DeKalb,Clairemont West,Public Service Commission,4,Libertarian,Nathan Wilson,12,37,30,1
DeKalb,Clairmont Road,Public Service Commission,4,Libertarian,Nathan Wilson,12,29,18,0
DeKalb,Clarkston,Public Service Commission,4,Libertarian,Nathan Wilson,22,30,17,2
DeKalb,Clarkston Community Center,Public Service Commission,4,Libertarian,Nathan Wilson,19,22,12,2
DeKalb,Clifton,Public Service Commission,4,Libertarian,Nathan Wilson,2,7,6,1
DeKalb,Coan Recreation Center,Public Service Commission,4,Libertarian,Nathan Wilson,14,59,20,0
DeKalb,Columbia Drive,Public Service Commission,4,Libertarian,Nathan Wilson,11,9,9,0
DeKalb,Columbia Elem,Public Service Commission,4,Libertarian,Nathan Wilson,0,13,4,1
DeKalb,Columbia Middle,Public Service Commission,4,Libertarian,Nathan Wilson,9,14,4,1
DeKalb,Coralwood,Public Service Commission,4,Libertarian,Nathan Wilson,22,39,34,0
DeKalb,Covington,Public Service Commission,4,Libertarian,Nathan Wilson,17,17,19,0
DeKalb,Covington Hwy,Public Service Commission,4,Libertarian,Nathan Wilson,2,5,1,1
DeKalb,Cross Keys High,Public Service Commission,4,Libertarian,Nathan Wilson,24,26,32,0
DeKalb,Crossroads,Public Service Commission,4,Libertarian,Nathan Wilson,6,14,10,0
DeKalb,Decatur,Public Service Commission,4,Libertarian,Nathan Wilson,10,18,17,0
DeKalb,Doraville North,Public Service Commission,4,Libertarian,Nathan Wilson,21,36,25,0
DeKalb,Doraville South,Public Service Commission,4,Libertarian,Nathan Wilson,2,20,11,0
DeKalb,Dresden Elem,Public Service Commission,4,Libertarian,Nathan Wilson,28,65,45,0
DeKalb,Druid Hills High,Public Service Commission,4,Libertarian,Nathan Wilson,9,16,14,0
DeKalb,Dunaire Elem,Public Service Commission,4,Libertarian,Nathan Wilson,11,19,9,1
DeKalb,Dunwoody,Public Service Commission,4,Libertarian,Nathan Wilson,9,41,19,0
DeKalb,Dunwoody 2,Public Service Commission,4,Libertarian,Nathan Wilson,14,32,7,0
DeKalb,Dunwoody Library,Public Service Commission,4,Libertarian,Nathan Wilson,12,46,23,0
DeKalb,East Lake,Public Service Commission,4,Libertarian,Nathan Wilson,25,48,24,0
DeKalb,Embry Hills,Public Service Commission,4,Libertarian,Nathan Wilson,10,38,20,0
DeKalb,Emory Road,Public Service Commission,4,Libertarian,Nathan Wilson,7,8,10,0
DeKalb,Emory South,Public Service Commission,4,Libertarian,Nathan Wilson,15,38,31,0
DeKalb,Evansdale Elem,Public Service Commission,4,Libertarian,Nathan Wilson,28,52,23,0
DeKalb,Fairington Elem,Public Service Commission,4,Libertarian,Nathan Wilson,12,44,8,1
DeKalb,Fernbank Elem,Public Service Commission,4,Libertarian,Nathan Wilson,12,10,15,0
DeKalb,Flakes Mill Fire Station,Public Service Commission,4,Libertarian,Nathan Wilson,3,14,6,0
DeKalb,Flat Rock Elem,Public Service Commission,4,Libertarian,Nathan Wilson,11,23,6,1
DeKalb,Flat Shoals,Public Service Commission,4,Libertarian,Nathan Wilson,11,12,11,0
DeKalb,Flat Shoals Elem,Public Service Commission,4,Libertarian,Nathan Wilson,7,14,3,0
DeKalb,Flat Shoals Library,Public Service Commission,4,Libertarian,Nathan Wilson,12,16,6,0
DeKalb,Flat Shoals Parkway,Public Service Commission,4,Libertarian,Nathan Wilson,8,28,5,0
DeKalb,Freedom Middle,Public Service Commission,4,Libertarian,Nathan Wilson,13,22,9,1
DeKalb,Georgetown Sq,Public Service Commission,4,Libertarian,Nathan Wilson,24,38,23,0
DeKalb,Glenhaven,Public Service Commission,4,Libertarian,Nathan Wilson,10,13,3,0
DeKalb,Glennwood,Public Service Commission,4,Libertarian,Nathan Wilson,15,23,20,0
DeKalb,Glenwood Road,Public Service Commission,4,Libertarian,Nathan Wilson,11,13,12,1
DeKalb,Gresham Road,Public Service Commission,4,Libertarian,Nathan Wilson,16,55,21,0
DeKalb,Hambrick Elem,Public Service Commission,4,Libertarian,Nathan Wilson,12,33,15,2
DeKalb,Harris-Margaret Harris ED,Public Service Commission,4,Libertarian,Nathan Wilson,9,14,10,0
DeKalb,Harris-Narvie J Harris Elem,Public Service Commission,4,Libertarian,Nathan Wilson,5,33,13,1
DeKalb,Hawthorne Elem,Public Service Commission,4,Libertarian,Nathan Wilson,17,56,24,1
DeKalb,Henderson Mill,Public Service Commission,4,Libertarian,Nathan Wilson,19,53,22,0
DeKalb,Hugh Howell,Public Service Commission,4,Libertarian,Nathan Wilson,12,17,16,0
DeKalb,Huntley Hills Elem,Public Service Commission,4,Libertarian,Nathan Wilson,23,51,23,2
DeKalb,Idlewood Elem,Public Service Commission,4,Libertarian,Nathan Wilson,17,18,12,0
DeKalb,Indian Creek,Public Service Commission,4,Libertarian,Nathan Wilson,7,23,17,0
DeKalb,Johnson Estates,Public Service Commission,4,Libertarian,Nathan Wilson,6,26,24,0
DeKalb,Jolly Elem,Public Service Commission,4,Libertarian,Nathan Wilson,20,24,28,1
DeKalb,Kelley Chapel Road,Public Service Commission,4,Libertarian,Nathan Wilson,5,7,1,0
DeKalb,Kelley Lake Elem,Public Service Commission,4,Libertarian,Nathan Wilson,12,21,4,0
DeKalb,Kingsley Elem,Public Service Commission,4,Libertarian,Nathan Wilson,22,29,18,0
DeKalb,Kittredge Elem,Public Service Commission,4,Libertarian,Nathan Wilson,16,43,20,0
DeKalb,Knollwood,Public Service Commission,4,Libertarian,Nathan Wilson,17,10,8,3
DeKalb,Lakeside High,Public Service Commission,4,Libertarian,Nathan Wilson,20,43,42,0
DeKalb,Lavista,Public Service Commission,4,Libertarian,Nathan Wilson,24,30,19,0
DeKalb,Lavista Road,Public Service Commission,4,Libertarian,Nathan Wilson,11,23,20,0
DeKalb,Lin-Mary Lin Elem,Public Service Commission,4,Libertarian,Nathan Wilson,14,36,23,0
DeKalb,Lithonia,Public Service Commission,4,Libertarian,Nathan Wilson,5,13,6,0
DeKalb,Lithonia High,Public Service Commission,4,Libertarian,Nathan Wilson,18,23,9,0
DeKalb,Livsey Elem,Public Service Commission,4,Libertarian,Nathan Wilson,6,17,12,0
DeKalb,Marbut Elem,Public Service Commission,4,Libertarian,Nathan Wilson,5,17,6,0
DeKalb,Mathis-Bob Mathis Elem,Public Service Commission,4,Libertarian,Nathan Wilson,8,13,4,0
DeKalb,McLendon,Public Service Commission,4,Libertarian,Nathan Wilson,22,42,41,2
DeKalb,McNair,Public Service Commission,4,Libertarian,Nathan Wilson,12,27,14,2
DeKalb,McNair Academy,Public Service Commission,4,Libertarian,Nathan Wilson,12,18,5,0
DeKalb,McNair High,Public Service Commission,4,Libertarian,Nathan Wilson,22,43,22,0
DeKalb,McWilliams,Public Service Commission,4,Libertarian,Nathan Wilson,8,11,5,0
DeKalb,Meadowview,Public Service Commission,4,Libertarian,Nathan Wilson,14,34,15,1
DeKalb,Medlock,Public Service Commission,4,Libertarian,Nathan Wilson,16,24,27,0
DeKalb,Memorial South,Public Service Commission,4,Libertarian,Nathan Wilson,13,8,4,1
DeKalb,Metropolitan,Public Service Commission,4,Libertarian,Nathan Wilson,18,54,30,0
DeKalb,Midvale Elem,Public Service Commission,4,Libertarian,Nathan Wilson,16,41,30,0
DeKalb,Midvale Road,Public Service Commission,4,Libertarian,Nathan Wilson,6,26,11,1
DeKalb,Midway,Public Service Commission,4,Libertarian,Nathan Wilson,8,24,14,0
DeKalb,Miller Grove,Public Service Commission,4,Libertarian,Nathan Wilson,18,31,8,0
DeKalb,Miller Grove High,Public Service Commission,4,Libertarian,Nathan Wilson,13,12,8,0
DeKalb,Miller Grove Road,Public Service Commission,4,Libertarian,Nathan Wilson,3,14,4,0
DeKalb,Miller-Eldridge L Miller Elem,Public Service Commission,4,Libertarian,Nathan Wilson,11,22,13,0
DeKalb,Montclair Elem,Public Service Commission,4,Libertarian,Nathan Wilson,17,23,7,0
DeKalb,Montgomery Elem,Public Service Commission,4,Libertarian,Nathan Wilson,17,40,23,2
DeKalb,Montreal,Public Service Commission,4,Libertarian,Nathan Wilson,21,32,17,1
DeKalb,Mount Vernon East,Public Service Commission,4,Libertarian,Nathan Wilson,14,43,22,0
DeKalb,Mount Vernon West,Public Service Commission,4,Libertarian,Nathan Wilson,14,49,9,0
DeKalb,North Decatur,Public Service Commission,4,Libertarian,Nathan Wilson,14,16,13,0
DeKalb,North Hairston,Public Service Commission,4,Libertarian,Nathan Wilson,17,12,11,1
DeKalb,North Peachtree,Public Service Commission,4,Libertarian,Nathan Wilson,18,25,14,0
DeKalb,Northlake,Public Service Commission,4,Libertarian,Nathan Wilson,14,26,18,0
DeKalb,Oak Grove Elem,Public Service Commission,4,Libertarian,Nathan Wilson,15,36,30,0
DeKalb,Oak View Elem,Public Service Commission,4,Libertarian,Nathan Wilson,9,37,13,1
DeKalb,Oakcliff Elem,Public Service Commission,4,Libertarian,Nathan Wilson,22,17,14,0
DeKalb,Oakhurst,Public Service Commission,4,Libertarian,Nathan Wilson,15,40,14,0
DeKalb,Panola,Public Service Commission,4,Libertarian,Nathan Wilson,2,10,3,0
DeKalb,Panola Road,Public Service Commission,4,Libertarian,Nathan Wilson,5,14,3,0
DeKalb,Panola Way Elem,Public Service Commission,4,Libertarian,Nathan Wilson,7,17,6,0
DeKalb,Peachcrest,Public Service Commission,4,Libertarian,Nathan Wilson,7,21,13,0
DeKalb,Peachtree Middle,Public Service Commission,4,Libertarian,Nathan Wilson,26,43,23,0
DeKalb,Pine Lake,Public Service Commission,4,Libertarian,Nathan Wilson,14,2,2,0
DeKalb,Piney Grove,Public Service Commission,4,Libertarian,Nathan Wilson,4,13,6,0
DeKalb,Pleasantdale Road,Public Service Commission,4,Libertarian,Nathan Wilson,28,49,37,0
DeKalb,Ponce de Leon,Public Service Commission,4,Libertarian,Nathan Wilson,11,15,8,2
DeKalb,Princeton Elem,Public Service Commission,4,Libertarian,Nathan Wilson,2,11,5,0
DeKalb,Rainbow Elem,Public Service Commission,4,Libertarian,Nathan Wilson,9,27,7,1
DeKalb,Redan Elem,Public Service Commission,4,Libertarian,Nathan Wilson,5,23,9,0
DeKalb,Redan Middle,Public Service Commission,4,Libertarian,Nathan Wilson,8,21,7,0
DeKalb,Redan Road,Public Service Commission,4,Libertarian,Nathan Wilson,6,18,6,1
DeKalb,Redan-Trotti Library,Public Service Commission,4,Libertarian,Nathan Wilson,9,28,10,0
DeKalb,Rehoboth,Public Service Commission,4,Libertarian,Nathan Wilson,20,26,21,1
DeKalb,Rock Chapel Elem,Public Service Commission,4,Libertarian,Nathan Wilson,13,18,9,0
DeKalb,Rock Chapel Road,Public Service Commission,4,Libertarian,Nathan Wilson,6,35,13,1
DeKalb,Rockbridge Elem,Public Service Commission,4,Libertarian,Nathan Wilson,7,17,14,1
DeKalb,Rockbridge Road,Public Service Commission,4,Libertarian,Nathan Wilson,12,19,14,0
DeKalb,Rowland Elem,Public Service Commission,4,Libertarian,Nathan Wilson,15,18,11,0
DeKalb,Rowland Road,Public Service Commission,4,Libertarian,Nathan Wilson,8,6,9,0
DeKalb,Sagamore Hills Elem,Public Service Commission,4,Libertarian,Nathan Wilson,21,29,20,0
DeKalb,Salem Middle,Public Service Commission,4,Libertarian,Nathan Wilson,16,21,11,1
DeKalb,Scott,Public Service Commission,4,Libertarian,Nathan Wilson,16,31,25,1
DeKalb,Shadow Rock Elem,Public Service Commission,4,Libertarian,Nathan Wilson,19,21,13,1
DeKalb,Shamrock,Public Service Commission,4,Libertarian,Nathan Wilson,16,18,17,0
DeKalb,Shaw-Robert Shaw Elem,Public Service Commission,4,Libertarian,Nathan Wilson,10,30,15,0
