county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
DeKalb,Silver Lake,Public Service Commission,4,Libertarian,Nathan Wilson,17,72,35,1
DeKalb,Skyland,Public Service Commission,4,Libertarian,Nathan Wilson,14,30,27,0
DeKalb,Smoke Rise,Public Service Commission,4,Libertarian,Nathan Wilson,10,27,16,0
DeKalb,Snapfinger Elem,Public Service Commission,4,Libertarian,Nathan Wilson,11,16,8,0
DeKalb,Snapfinger Road,Public Service Commission,4,Libertarian,Nathan Wilson,12,33,10,0
DeKalb,Snapfinger Road N,Public Service Commission,4,Libertarian,Nathan Wilson,8,16,12,0
DeKalb,Snapfinger Road S,Public Service Commission,4,Libertarian,Nathan Wilson,6,14,7,0
DeKalb,South Deshon,Public Service Commission,4,Libertarian,Nathan Wilson,10,22,8,0
DeKalb,South Hairston,Public Service Commission,4,Libertarian,Nathan Wilson,16,19,15,1
DeKalb,Stephenson High,Public Service Commission,4,Libertarian,Nathan Wilson,13,21,10,0
DeKalb,Stephenson Middle,Public Service Commission,4,Libertarian,Nathan Wilson,9,28,7,0
DeKalb,Stone Mill Elem,Public Service Commission,4,Libertarian,Nathan Wilson,13,23,7,0
DeKalb,Stone Mountain Elem,Public Service Commission,4,Libertarian,Nathan Wilson,8,22,12,0
DeKalb,Stone Mtn,Public Service Commission,4,Libertarian,Nathan Wilson,13,16,10,1
DeKalb,Stone Mtn Champion,Public Service Commission,4,Libertarian,Nathan Wilson,18,24,15,0
DeKalb,Stone Mtn Middle,Public Service Commission,4,Libertarian,Nathan Wilson,13,19,7,1
DeKalb,Stonecrest Library,Public Service Commission,4,Libertarian,Nathan Wilson,7,42,11,3
DeKalb,Stoneview Elem,Public Service Commission,4,Libertarian,Nathan Wilson,4,7,8,0
DeKalb,Terry Mill,Public Service Commission,4,Libertarian,Nathan Wilson,10,32,15,0
DeKalb,Tilly Mill Road,Public Service Commission,4,Libertarian,Nathan Wilson,12,36,16,0
DeKalb,Toney Elem,Public Service Commission,4,Libertarian,Nathan Wilson,5,9,8,0
DeKalb,Tucker,Public Service Commission,4,Libertarian,Nathan Wilson,8,39,32,0
DeKalb,Tucker Library,Public Service Commission,4,Libertarian,Nathan Wilson,27,66,32,0
DeKalb,Valley Brook,Public Service Commission,4,Libertarian,Nathan Wilson,15,6,5,1
DeKalb,Wadsworth,Public Service Commission,4,Libertarian,Nathan Wilson,9,34,11,2
DeKalb,Warren Tech,Public Service Commission,4,Libertarian,Nathan Wilson,15,10,17,0
DeKalb,Wesley Chapel Library,Public Service Commission,4,Libertarian,Nathan Wilson,9,21,4,0
DeKalb,White Oak,Public Service Commission,4,Libertarian,Nathan Wilson,14,9,10,0
DeKalb,Winnona Park,Public Service Commission,4,Libertarian,Nathan Wilson,5,29,21,0
DeKalb,Winters Chapel,Public Service Commission,4,Libertarian,Nathan Wilson,13,24,14,0
DeKalb,Woodridge Elem,Public Service Commission,4,Libertarian,Nathan Wilson,11,25,12,0
DeKalb,Woodrow Road,Public Service Commission,4,Libertarian,Nathan Wilson,12,32,13,0
DeKalb,Woodward,Public Service Commission,4,Libertarian,Nathan Wilson,16,29,40,1
DeKalb,Wynbrooke Elem,Public Service Commission,4,Libertarian,Nathan Wilson,16,24,12,1
DeKalb,Young Road,Public Service Commission,4,Libertarian,Nathan Wilson,7,6,8,0
Decatur,Attapulgus,Public Service Commission,4,Libertarian,Nathan Wilson,6,9,5,0
Decatur,BDGE-Fairgrounds,Public Service Commission,4,Libertarian,Nathan Wilson,11,24,15,0
Decatur,Bainbridge-Coliseum,Public Service Commission,4,Libertarian,Nathan Wilson,18,48,14,0
Decatur,Brinson,Public Service Commission,4,Libertarian,Nathan Wilson,3,4,1,0
Decatur,Climax,Public Service Commission,4,Libertarian,Nathan Wilson,6,4,2,0
Decatur,Kendrick,Public Service Commission,4,Libertarian,Nathan Wilson,2,2,2,0
Decatur,Mt Pleasant,Public Service Commission,4,Libertarian,Nathan Wilson,1,1,1,0
Decatur,Recovery,Public Service Commission,4,Libertarian,Nathan Wilson,4,3,2,0
Decatur,West Bainbridge,Public Service Commission,4,Libertarian,Nathan Wilson,5,18,3,0
Dodge,Chauncey,Public Service Commission,4,Libertarian,Nathan Wilson,2,3,1,0
Dodge,Clark,Public Service Commission,4,Libertarian,Nathan Wilson,2,0,0,0
Dodge,Eddin,Public Service Commission,4,Libertarian,Nathan Wilson,6,7,0,0
Dodge,Empire,Public Service Commission,4,Libertarian,Nathan Wilson,4,1,1,0
Dodge,Jaybird,Public Service Commission,4,Libertarian,Nathan Wilson,1,0,0,0
Dodge,Jones,Public Service Commission,4,Libertarian,Nathan Wilson,3,3,3,0
Dodge,Lee,Public Service Commission,4,Libertarian,Nathan Wilson,21,30,15,0
Dodge,McCranie,Public Service Commission,4,Libertarian,Nathan Wilson,2,0,0,0
Dodge,Milan,Public Service Commission,4,Libertarian,Nathan Wilson,4,0,1,0
Dodge,Mitchell,Public Service Commission,4,Libertarian,Nathan Wilson,2,4,1,0
Dodge,Mullis,Public Service Commission,4,Libertarian,Nathan Wilson,7,0,5,0
Dodge,Plainfield,Public Service Commission,4,Libertarian,Nathan Wilson,2,0,0,0
Dodge,Pondtown,Public Service Commission,4,Libertarian,Nathan Wilson,4,1,2,0
Dodge,Rawlins,Public Service Commission,4,Libertarian,Nathan Wilson,6,6,4,0
Dodge,Vilula,Public Service Commission,4,Libertarian,Nathan Wilson,0,0,0,0
Dodge,Yonker,Public Service Commission,4,Libertarian,Nathan Wilson,3,0,0,0
Dooly,Byromville,Public Service Commission,4,Libertarian,Nathan Wilson,5,1,1,0
Dooly,Lilly,Public Service Commission,4,Libertarian,Nathan Wilson,4,1,0,0
Dooly,Pinehurst,Public Service Commission,4,Libertarian,Nathan Wilson,3,2,2,0
Dooly,Unadilla,Public Service Commission,4,Libertarian,Nathan Wilson,4,6,2,0
Dooly,Vienna,Public Service Commission,4,Libertarian,Nathan Wilson,4,22,2,0
Dougherty,1st Christian Church,Public Service Commission,4,Libertarian,Nathan Wilson,11,7,3,0
Dougherty,2nd Mt Zion Church,Public Service Commission,4,Libertarian,Nathan Wilson,9,1,1,0
Dougherty,Albany Middle School,Public Service Commission,4,Libertarian,Nathan Wilson,12,4,1,0
Dougherty,Alice Coachman Elementary,Public Service Commission,4,Libertarian,Nathan Wilson,4,3,2,0
Dougherty,Bill Miller Center,Public Service Commission,4,Libertarian,Nathan Wilson,13,5,2,0
Dougherty,Carver Teen Center,Public Service Commission,4,Libertarian,Nathan Wilson,7,1,3,0
Dougherty,Christ Church,Public Service Commission,4,Libertarian,Nathan Wilson,6,4,4,0
Dougherty,Covenant Church,Public Service Commission,4,Libertarian,Nathan Wilson,14,7,3,0
Dougherty,Darton College,Public Service Commission,4,Libertarian,Nathan Wilson,16,15,9,0
Dougherty,Greenbriar Church,Public Service Commission,4,Libertarian,Nathan Wilson,14,23,7,0
Dougherty,International Studies,Public Service Commission,4,Libertarian,Nathan Wilson,3,0,3,0
Dougherty,Jackson Heights Elementary,Public Service Commission,4,Libertarian,Nathan Wilson,16,4,5,0
Dougherty,Lamar Reese Elementary,Public Service Commission,4,Libertarian,Nathan Wilson,6,4,6,0
Dougherty,Litman Cathedral,Public Service Commission,4,Libertarian,Nathan Wilson,5,5,5,3
Dougherty,Lovett Hall,Public Service Commission,4,Libertarian,Nathan Wilson,6,6,0,0
Dougherty,Merry Acres Middle,Public Service Commission,4,Libertarian,Nathan Wilson,12,17,11,0
Dougherty,Mt Zion Center,Public Service Commission,4,Libertarian,Nathan Wilson,17,10,8,0
Dougherty,Palmyra Methodist,Public Service Commission,4,Libertarian,Nathan Wilson,24,13,9,0
Dougherty,Phoebe East,Public Service Commission,4,Libertarian,Nathan Wilson,12,14,5,0
Dougherty,Phoebe Healthworks,Public Service Commission,4,Libertarian,Nathan Wilson,11,5,6,0
Dougherty,Pine Bluff Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,11,13,5,0
Dougherty,Putney 1st Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,14,11,13,0
Dougherty,Radium Middle School,Public Service Commission,4,Libertarian,Nathan Wilson,7,2,1,0
Dougherty,Sherwood Elementary,Public Service Commission,4,Libertarian,Nathan Wilson,34,12,7,0
Dougherty,Shiloh Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,8,1,3,0
Dougherty,Turner Elementary,Public Service Commission,4,Libertarian,Nathan Wilson,3,3,1,0
Dougherty,Westover High School,Public Service Commission,4,Libertarian,Nathan Wilson,22,16,8,0
Dougherty,Westtown Elementary,Public Service Commission,4,Libertarian,Nathan Wilson,17,8,5,1
Douglas,Arbor Station,Public Service Commission,4,Libertarian,Nathan Wilson,19,27,14,0
Douglas,Atlanta West Pentecostal,Public Service Commission,4,Libertarian,Nathan Wilson,20,22,11,0
Douglas,Beulah Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,28,21,14,0
Douglas,Boundary Waters,Public Service Commission,4,Libertarian,Nathan Wilson,16,29,17,0
Douglas,Bright Star,Public Service Commission,4,Libertarian,Nathan Wilson,16,30,15,0
Douglas,Chapel Hill,Public Service Commission,4,Libertarian,Nathan Wilson,14,44,17,0
Douglas,Chestnut Log,Public Service Commission,4,Libertarian,Nathan Wilson,22,33,24,0
Douglas,Church At Chapel Hill,Public Service Commission,4,Libertarian,Nathan Wilson,29,56,17,0
Douglas,Deer Lick,Public Service Commission,4,Libertarian,Nathan Wilson,16,34,15,0
Douglas,Dog River Library,Public Service Commission,4,Libertarian,Nathan Wilson,27,67,29,0
Douglas,Dorsett Shoals,Public Service Commission,4,Libertarian,Nathan Wilson,35,36,20,0
Douglas,Ephesus Baptist Church,Public Service Commission,4,Libertarian,Nathan Wilson,28,46,11,0
Douglas,Factory Shoals,Public Service Commission,4,Libertarian,Nathan Wilson,24,31,23,0
Douglas,First Baptist Douglasville,Public Service Commission,4,Libertarian,Nathan Wilson,7,26,10,0
Douglas,First Baptist Lithia Springs,Public Service Commission,4,Libertarian,Nathan Wilson,20,22,12,0
Douglas,Golden Methodist Church,Public Service Commission,4,Libertarian,Nathan Wilson,27,42,28,1
Douglas,Lithia Springs High School,Public Service Commission,4,Libertarian,Nathan Wilson,32,48,26,0
Douglas,Lutheran Church-GS,Public Service Commission,4,Libertarian,Nathan Wilson,12,38,20,0
Douglas,Mirror Lake Elementary,Public Service Commission,4,Libertarian,Nathan Wilson,44,58,38,0
Douglas,Old Courthouse,Public Service Commission,4,Libertarian,Nathan Wilson,29,35,23,1
Douglas,Prays Mill Gym,Public Service Commission,4,Libertarian,Nathan Wilson,38,67,24,0
Douglas,St Julians Episcopal,Public Service Commission,4,Libertarian,Nathan Wilson,13,17,16,0
Douglas,Stewart,Public Service Commission,4,Libertarian,Nathan Wilson,21,16,9,0
Douglas,Turner,Public Service Commission,4,Libertarian,Nathan Wilson,38,27,18,0
Douglas,Winston,Public Service Commission,4,Libertarian,Nathan Wilson,7,17,11,0
Early,Arlington,Public Service Commission,4,Libertarian,Nathan Wilson,1,3,3,0
Early,Blakely,Public Service Commission,4,Libertarian,Nathan Wilson,16,21,5,0
Early,Cedar Springs,Public Service Commission,4,Libertarian,Nathan Wilson,7,4,0,0
Early,Cuba,Public Service Commission,4,Libertarian,Nathan Wilson,1,7,3,0
Early,Urquhart,Public Service Commission,4,Libertarian,Nathan Wilson,4,2,4,0
Echols,Statenville,Public Service Commission,4,Libertarian,Nathan Wilson,4,9,4,0
Effingham,1A,Public Service Commission,4,Libertarian,Nathan Wilson,18,20,7,0
Effingham,1B,Public Service Commission,4,Libertarian,Nathan Wilson,30,15,18,0
Effingham,1C,Public Service Commission,4,Libertarian,Nathan Wilson,22,7,2,0
Effingham,1D,Public Service Commission,4,Libertarian,Nathan Wilson,19,10,6,0
Effingham,2A,Public Service Commission,4,Libertarian,Nathan Wilson,43,30,17,0
Effingham,2B,Public Service Commission,4,Libertarian,Nathan Wilson,35,28,12,0
Effingham,2C,Public Service Commission,4,Libertarian,Nathan Wilson,47,61,16,0
Effingham,3A,Public Service Commission,4,Libertarian,Nathan Wilson,12,7,3,0
Effingham,3B,Public Service Commission,4,Libertarian,Nathan Wilson,16,12,8,0
Effingham,3C,Public Service Commission,4,Libertarian,Nathan Wilson,11,18,5,0
Effingham,3D,Public Service Commission,4,Libertarian,Nathan Wilson,31,31,10,0
Effingham,4A,Public Service Commission,4,Libertarian,Nathan Wilson,33,42,9,0
Effingham,4B,Public Service Commission,4,Libertarian,Nathan Wilson,11,8,6,0
Effingham,4C,Public Service Commission,4,Libertarian,Nathan Wilson,29,27,9,0
Effingham,5A,Public Service Commission,4,Libertarian,Nathan Wilson,39,19,11,0
Effingham,5B,Public Service Commission,4,Libertarian,Nathan Wilson,18,35,19,0
Effingham,5C,Public Service Commission,4,Libertarian,Nathan Wilson,18,25,8,0
Elbert,Centerville,Public Service Commission,4,Libertarian,Nathan Wilson,5,10,1,0
Elbert,Elberton,Public Service Commission,4,Libertarian,Nathan Wilson,17,33,4,0
Elbert,Eliam,Public Service Commission,4,Libertarian,Nathan Wilson,3,3,0,0
Elbert,Gaines,Public Service Commission,4,Libertarian,Nathan Wilson,9,1,2,0
Elbert,Goshen,Public Service Commission,4,Libertarian,Nathan Wilson,8,12,5,0
Elbert,Longstreet,Public Service Commission,4,Libertarian,Nathan Wilson,3,1,0,0
Elbert,Moss-Ruckersville,Public Service Commission,4,Libertarian,Nathan Wilson,4,3,1,0
Elbert,Petersburg,Public Service Commission,4,Libertarian,Nathan Wilson,1,1,2,0
Elbert,Pike,Public Service Commission,4,Libertarian,Nathan Wilson,12,9,13,0
Elbert,Webbsboro,Public Service Commission,4,Libertarian,Nathan Wilson,2,3,0,0
Elbert,Wyche,Public Service Commission,4,Libertarian,Nathan Wilson,3,5,1,0
Emanuel,Adrian,Public Service Commission,4,Libertarian,Nathan Wilson,3,4,3,1
Emanuel,Blundale,Public Service Commission,4,Libertarian,Nathan Wilson,3,4,0,0
Emanuel,Canoochee,Public Service Commission,4,Libertarian,Nathan Wilson,5,1,1,0
Emanuel,Cross-Green,Public Service Commission,4,Libertarian,Nathan Wilson,4,0,0,0
Emanuel,Garfield,Public Service Commission,4,Libertarian,Nathan Wilson,4,0,1,0
Emanuel,Nunez,Public Service Commission,4,Libertarian,Nathan Wilson,3,1,0,0
Emanuel,Oak Park,Public Service Commission,4,Libertarian,Nathan Wilson,6,2,2,0
Emanuel,Stillmore,Public Service Commission,4,Libertarian,Nathan Wilson,4,3,0,0
Emanuel,Summertown,Public Service Commission,4,Libertarian,Nathan Wilson,1,4,0,0
Emanuel,Swainsboro,Public Service Commission,4,Libertarian,Nathan Wilson,37,46,18,0
Emanuel,Twin City,Public Service Commission,4,Libertarian,Nathan Wilson,6,7,4,0
Evans,Veterans Community Center,Public Service Commission,4,Libertarian,Nathan Wilson,24,46,20,0
Fannin,Colwell,Public Service Commission,4,Libertarian,Nathan Wilson,7,6,3,0
Fannin,Fairplay,Public Service Commission,4,Libertarian,Nathan Wilson,9,5,6,0
Fannin,Flinthill,Public Service Commission,4,Libertarian,Nathan Wilson,25,26,13,0
Fannin,Hemptown,Public Service Commission,4,Libertarian,Nathan Wilson,14,9,10,0
Fannin,Hothouse,Public Service Commission,4,Libertarian,Nathan Wilson,9,11,4,0
Fannin,Mineral Bluff,Public Service Commission,4,Libertarian,Nathan Wilson,10,15,5,0
Fannin,Mobile,Public Service Commission,4,Libertarian,Nathan Wilson,9,7,7,0
Fannin,Morganton,Public Service Commission,4,Libertarian,Nathan Wilson,19,22,4,0
Fannin,Noontootla,Public Service Commission,4,Libertarian,Nathan Wilson,2,5,5,0
Fannin,Skeniah,Public Service Commission,4,Libertarian,Nathan Wilson,5,3,1,1
Fannin,Sugar Creek,Public Service Commission,4,Libertarian,Nathan Wilson,14,12,15,1
Fannin,Toccoa,Public Service Commission,4,Libertarian,Nathan Wilson,24,31,20,0
Fayette,Aberdeen,Public Service Commission,4,Libertarian,Nathan Wilson,13,23,10,0
Fayette,Antioch,Public Service Commission,4,Libertarian,Nathan Wilson,20,30,15,0
Fayette,Banks,Public Service Commission,4,Libertarian,Nathan Wilson,9,10,9,0
Fayette,Blackrock,Public Service Commission,4,Libertarian,Nathan Wilson,14,20,4,0
Fayette,Braelinn,Public Service Commission,4,Libertarian,Nathan Wilson,8,19,14,0
Fayette,Brooks,Public Service Commission,4,Libertarian,Nathan Wilson,18,18,11,0
Fayette,Camp Creek,Public Service Commission,4,Libertarian,Nathan Wilson,7,30,11,0
Fayette,Dogwood,Public Service Commission,4,Libertarian,Nathan Wilson,16,41,17,0
Fayette,Europe,Public Service Commission,4,Libertarian,Nathan Wilson,8,21,16,0
Fayette,Fayetteville East,Public Service Commission,4,Libertarian,Nathan Wilson,17,30,13,0
Fayette,Fayetteville West,Public Service Commission,4,Libertarian,Nathan Wilson,12,42,9,0
Fayette,Fielding Ridge,Public Service Commission,4,Libertarian,Nathan Wilson,29,66,28,0
Fayette,Flat Creek,Public Service Commission,4,Libertarian,Nathan Wilson,22,33,13,0
Fayette,Flint,Public Service Commission,4,Libertarian,Nathan Wilson,5,16,9,0
Fayette,Harps Crossing,Public Service Commission,4,Libertarian,Nathan Wilson,4,19,9,0
Fayette,Hopeful,Public Service Commission,4,Libertarian,Nathan Wilson,15,31,7,0
Fayette,Jeff Davis,Public Service Commission,4,Libertarian,Nathan Wilson,14,29,11,1
Fayette,Kedron,Public Service Commission,4,Libertarian,Nathan Wilson,34,80,29,0
Fayette,Kenwood,Public Service Commission,4,Libertarian,Nathan Wilson,6,11,4,0
Fayette,McIntosh,Public Service Commission,4,Libertarian,Nathan Wilson,10,48,22,0
Fayette,Morning Creek,Public Service Commission,4,Libertarian,Nathan Wilson,7,26,22,0
Fayette,Murphy,Public Service Commission,4,Libertarian,Nathan Wilson,14,41,23,1
Fayette,Oak Grove,Public Service Commission,4,Libertarian,Nathan Wilson,12,27,4,1
Fayette,Oak Ridge,Public Service Commission,4,Libertarian,Nathan Wilson,6,21,14,0
Fayette,Rareover,Public Service Commission,4,Libertarian,Nathan Wilson,15,67,13,0
Fayette,Rising Star,Public Service Commission,4,Libertarian,Nathan Wilson,26,59,22,0
Fayette,Sandy Creek,Public Service Commission,4,Libertarian,Nathan Wilson,18,52,17,0
Fayette,Shakerag East,Public Service Commission,4,Libertarian,Nathan Wilson,14,18,9,0
Fayette,Shakerag West,Public Service Commission,4,Libertarian,Nathan Wilson,9,24,15,0
Fayette,Spring Hill,Public Service Commission,4,Libertarian,Nathan Wilson,15,40,15,0
Fayette,Starrsmill,Public Service Commission,4,Libertarian,Nathan Wilson,24,37,14,0
Fayette,Whitewater,Public Service Commission,4,Libertarian,Nathan Wilson,17,43,20,1
Fayette,Willow Pond,Public Service Commission,4,Libertarian,Nathan Wilson,18,31,27,0
Fayette,Willowbend,Public Service Commission,4,Libertarian,Nathan Wilson,14,31,11,0
Fayette,Windgate,Public Service Commission,4,Libertarian,Nathan Wilson,20,27,8,0
Fayette,Woolsey,Public Service Commission,4,Libertarian,Nathan Wilson,19,27,14,0
Floyd,Alto Park,Public Service Commission,4,Libertarian,Nathan Wilson,13,48,17,0
Floyd,Armuchee,Public Service Commission,4,Libertarian,Nathan Wilson,12,10,7,0
Floyd,Barkers,Public Service Commission,4,Libertarian,Nathan Wilson,20,21,4,0
Floyd,Cave Spring,Public Service Commission,4,Libertarian,Nathan Wilson,22,6,4,0
Floyd,Chulio,Public Service Commission,4,Libertarian,Nathan Wilson,11,3,5,0
Floyd,East Lindale,Public Service Commission,4,Libertarian,Nathan Wilson,22,26,11,0
Floyd,East Rome,Public Service Commission,4,Libertarian,Nathan Wilson,30,59,16,2
Floyd,Etowah,Public Service Commission,4,Libertarian,Nathan Wilson,27,46,25,2
Floyd,Everett Springs,Public Service Commission,4,Libertarian,Nathan Wilson,4,3,3,0
Floyd,Floyd Springs,Public Service Commission,4,Libertarian,Nathan Wilson,12,11,3,0
Floyd,Fosters Mill,Public Service Commission,4,Libertarian,Nathan Wilson,11,4,5,0
Floyd,Garden Lakes,Public Service Commission,4,Libertarian,Nathan Wilson,11,20,10,0
Floyd,Glenwood,Public Service Commission,4,Libertarian,Nathan Wilson,29,39,11,0
Floyd,Howell,Public Service Commission,4,Libertarian,Nathan Wilson,8,10,0,0
Floyd,Mt Alto North,Public Service Commission,4,Libertarian,Nathan Wilson,36,58,20,0
Floyd,Mt Alto South,Public Service Commission,4,Libertarian,Nathan Wilson,26,41,15,0
Floyd,North Carolina,Public Service Commission,4,Libertarian,Nathan Wilson,11,20,4,2
Floyd,North Rome,Public Service Commission,4,Libertarian,Nathan Wilson,22,27,12,0
Floyd,Riverside,Public Service Commission,4,Libertarian,Nathan Wilson,13,8,2,0
Floyd,South Rome,Public Service Commission,4,Libertarian,Nathan Wilson,13,11,3,0
