county,precinct,office,district,candidate,party,votes
Nobles,120,Judge - 5th District Court 13,5,WRITE-IN,WI,1
Nobles,120,Judge - 5th District Court 15,5,Robert Docherty,NP,122
Nobles,120,Judge - 5th District Court 15,5,WRITE-IN,WI,2
Nobles,125,President,,Donald J. Trump and Michael R. Pence,R,94
Nobles,125,President,,Joseph R. Biden and Kamala Harris,DFL,27
Nobles,125,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Nobles,125,President,,Howie Hawkins and Angela Walker,GP,0
Nobles,125,President,,Kanye West and Michelle Tidball,IND,0
Nobles,125,President,,Brock Pierce and Karla Ballard,IND,1
Nobles,125,President,,Gloria La Riva and Leonard Peltier,SLP,0
Nobles,125,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Nobles,125,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,0
Nobles,125,President,,WRITE-IN,WI,0
Nobles,125,U.S. Senate,,Kevin O'Connor,LMN,4
Nobles,125,U.S. Senate,,Oliver Steinberg,GLC,1
Nobles,125,U.S. Senate,,Jason Lewis,R,89
Nobles,125,U.S. Senate,,Tina Smith,DFL,24
Nobles,125,U.S. Senate,,WRITE-IN,WI,0
Nobles,125,U.S. House,1,Bill Rood,GLC,1
Nobles,125,U.S. House,1,Jim Hagedorn,R,92
Nobles,125,U.S. House,1,Dan Feehan,DFL,28
Nobles,125,U.S. House,1,WRITE-IN,WI,0
Nobles,125,State Senate,22,Brian Abrahamson,GLC,1
Nobles,125,State Senate,22,Bill Weber,R,102
Nobles,125,State Senate,22,Shawna Marshall,DFL,19
Nobles,125,State Senate,22,WRITE-IN,WI,0
Nobles,125,State House,22B,Rod Hamilton,R,99
Nobles,125,State House,22B,Lynn Herrick,DFL,19
Nobles,125,State House,22B,WRITE-IN,WI,0
Nobles,125,County Commissioner District 1,1,Marvin L. Zylstra,NP,34
Nobles,125,County Commissioner District 1,1,Justin Ahlers,NP,85
Nobles,125,County Commissioner District 1,1,WRITE-IN,WI,0
Nobles,125,Soil and Water Supervisor District 1,5105,James D. Knips,NP,107
Nobles,125,Soil and Water Supervisor District 1,5105,WRITE-IN,WI,0
Nobles,125,Soil and Water Supervisor District 2,5105,Nathan Thier,NP,108
Nobles,125,Soil and Water Supervisor District 2,5105,WRITE-IN,WI,0
Nobles,125,Soil and Water Supervisor District 3,5105,Lynn Darling,NP,110
Nobles,125,Soil and Water Supervisor District 3,5105,WRITE-IN,WI,0
Nobles,125,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,29
Nobles,125,Associate Justice - Supreme Court 4,,Paul Thissen,NP,68
Nobles,125,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Nobles,125,Judge - Court of Appeals 3,,Carol Hooten,NP,90
Nobles,125,Judge - Court of Appeals 3,,WRITE-IN,WI,0
Nobles,125,Judge - Court of Appeals 9,,Randall J Slieter,NP,89
Nobles,125,Judge - Court of Appeals 9,,WRITE-IN,WI,0
Nobles,125,Judge - Court of Appeals 13,,Jeanne Cochran,NP,91
Nobles,125,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Nobles,125,Judge - Court of Appeals 15,,Kevin G. Ross,NP,89
Nobles,125,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Nobles,125,Judge - 5th District Court 2,5,Terry Scott Vajgrt,NP,97
Nobles,125,Judge - 5th District Court 2,5,WRITE-IN,WI,0
Nobles,125,Judge - 5th District Court 5,5,Christina M. Wietzema,NP,94
Nobles,125,Judge - 5th District Court 5,5,WRITE-IN,WI,0
Nobles,125,Judge - 5th District Court 8,5,Todd W. Westphal,NP,90
Nobles,125,Judge - 5th District Court 8,5,WRITE-IN,WI,0
Nobles,125,Judge - 5th District Court 9,5,Tricia Zimmer,NP,90
Nobles,125,Judge - 5th District Court 9,5,WRITE-IN,WI,0
Nobles,125,Judge - 5th District Court 11,5,"Stephen J. Ferrazzano, II",NP,89
Nobles,125,Judge - 5th District Court 11,5,WRITE-IN,WI,0
Nobles,125,Judge - 5th District Court 12,5,Patrick Rohland,NP,91
Nobles,125,Judge - 5th District Court 12,5,WRITE-IN,WI,0
Nobles,125,Judge - 5th District Court 13,5,Troy G. Timmerman,NP,91
Nobles,125,Judge - 5th District Court 13,5,WRITE-IN,WI,0
Nobles,125,Judge - 5th District Court 15,5,Robert Docherty,NP,90
Nobles,125,Judge - 5th District Court 15,5,WRITE-IN,WI,0
Nobles,130,President,,Donald J. Trump and Michael R. Pence,R,135
Nobles,130,President,,Joseph R. Biden and Kamala Harris,DFL,56
Nobles,130,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Nobles,130,President,,Howie Hawkins and Angela Walker,GP,0
Nobles,130,President,,Kanye West and Michelle Tidball,IND,1
Nobles,130,President,,Brock Pierce and Karla Ballard,IND,0
Nobles,130,President,,Gloria La Riva and Leonard Peltier,SLP,0
Nobles,130,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Nobles,130,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,3
Nobles,130,President,,WRITE-IN,WI,0
Nobles,130,U.S. Senate,,Kevin O'Connor,LMN,8
Nobles,130,U.S. Senate,,Oliver Steinberg,GLC,4
Nobles,130,U.S. Senate,,Jason Lewis,R,121
Nobles,130,U.S. Senate,,Tina Smith,DFL,61
Nobles,130,U.S. Senate,,WRITE-IN,WI,0
Nobles,130,U.S. House,1,Bill Rood,GLC,5
Nobles,130,U.S. House,1,Jim Hagedorn,R,125
Nobles,130,U.S. House,1,Dan Feehan,DFL,67
Nobles,130,U.S. House,1,WRITE-IN,WI,0
Nobles,130,State Senate,22,Brian Abrahamson,GLC,6
Nobles,130,State Senate,22,Bill Weber,R,131
Nobles,130,State Senate,22,Shawna Marshall,DFL,58
Nobles,130,State Senate,22,WRITE-IN,WI,0
Nobles,130,State House,22B,Rod Hamilton,R,133
Nobles,130,State House,22B,Lynn Herrick,DFL,61
Nobles,130,State House,22B,WRITE-IN,WI,0
Nobles,130,County Commissioner District 1,1,Marvin L. Zylstra,NP,51
Nobles,130,County Commissioner District 1,1,Justin Ahlers,NP,145
Nobles,130,County Commissioner District 1,1,WRITE-IN,WI,0
Nobles,130,Soil and Water Supervisor District 1,5105,James D. Knips,NP,170
Nobles,130,Soil and Water Supervisor District 1,5105,WRITE-IN,WI,1
Nobles,130,Soil and Water Supervisor District 2,5105,Nathan Thier,NP,172
Nobles,130,Soil and Water Supervisor District 2,5105,WRITE-IN,WI,0
Nobles,130,Soil and Water Supervisor District 3,5105,Lynn Darling,NP,178
Nobles,130,Soil and Water Supervisor District 3,5105,WRITE-IN,WI,1
Nobles,130,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,63
Nobles,130,Associate Justice - Supreme Court 4,,Paul Thissen,NP,105
Nobles,130,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Nobles,130,Judge - Court of Appeals 3,,Carol Hooten,NP,149
Nobles,130,Judge - Court of Appeals 3,,WRITE-IN,WI,0
Nobles,130,Judge - Court of Appeals 9,,Randall J Slieter,NP,147
Nobles,130,Judge - Court of Appeals 9,,WRITE-IN,WI,0
Nobles,130,Judge - Court of Appeals 13,,Jeanne Cochran,NP,146
Nobles,130,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Nobles,130,Judge - Court of Appeals 15,,Kevin G. Ross,NP,145
Nobles,130,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Nobles,130,Judge - 5th District Court 2,5,Terry Scott Vajgrt,NP,151
Nobles,130,Judge - 5th District Court 2,5,WRITE-IN,WI,0
Nobles,130,Judge - 5th District Court 5,5,Christina M. Wietzema,NP,149
Nobles,130,Judge - 5th District Court 5,5,WRITE-IN,WI,0
Nobles,130,Judge - 5th District Court 8,5,Todd W. Westphal,NP,143
Nobles,130,Judge - 5th District Court 8,5,WRITE-IN,WI,0
Nobles,130,Judge - 5th District Court 9,5,Tricia Zimmer,NP,144
Nobles,130,Judge - 5th District Court 9,5,WRITE-IN,WI,0
Nobles,130,Judge - 5th District Court 11,5,"Stephen J. Ferrazzano, II",NP,143
Nobles,130,Judge - 5th District Court 11,5,WRITE-IN,WI,0
Nobles,130,Judge - 5th District Court 12,5,Patrick Rohland,NP,146
Nobles,130,Judge - 5th District Court 12,5,WRITE-IN,WI,0
Nobles,130,Judge - 5th District Court 13,5,Troy G. Timmerman,NP,147
Nobles,130,Judge - 5th District Court 13,5,WRITE-IN,WI,0
Nobles,130,Judge - 5th District Court 15,5,Robert Docherty,NP,144
Nobles,130,Judge - 5th District Court 15,5,WRITE-IN,WI,0
Nobles,135,President,,Donald J. Trump and Michael R. Pence,R,93
Nobles,135,President,,Joseph R. Biden and Kamala Harris,DFL,20
Nobles,135,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Nobles,135,President,,Howie Hawkins and Angela Walker,GP,0
Nobles,135,President,,Kanye West and Michelle Tidball,IND,0
Nobles,135,President,,Brock Pierce and Karla Ballard,IND,1
Nobles,135,President,,Gloria La Riva and Leonard Peltier,SLP,0
Nobles,135,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Nobles,135,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,0
Nobles,135,President,,WRITE-IN,WI,1
Nobles,135,U.S. Senate,,Kevin O'Connor,LMN,2
Nobles,135,U.S. Senate,,Oliver Steinberg,GLC,1
Nobles,135,U.S. Senate,,Jason Lewis,R,89
Nobles,135,U.S. Senate,,Tina Smith,DFL,21
Nobles,135,U.S. Senate,,WRITE-IN,WI,0
Nobles,135,U.S. House,1,Bill Rood,GLC,3
Nobles,135,U.S. House,1,Jim Hagedorn,R,87
Nobles,135,U.S. House,1,Dan Feehan,DFL,23
Nobles,135,U.S. House,1,WRITE-IN,WI,0
Nobles,135,State Senate,22,Brian Abrahamson,GLC,3
Nobles,135,State Senate,22,Bill Weber,R,92
Nobles,135,State Senate,22,Shawna Marshall,DFL,16
Nobles,135,State Senate,22,WRITE-IN,WI,0
Nobles,135,State House,22B,Rod Hamilton,R,91
Nobles,135,State House,22B,Lynn Herrick,DFL,18
Nobles,135,State House,22B,WRITE-IN,WI,0
Nobles,135,Soil and Water Supervisor District 1,5105,James D. Knips,NP,98
Nobles,135,Soil and Water Supervisor District 1,5105,WRITE-IN,WI,0
Nobles,135,Soil and Water Supervisor District 2,5105,Nathan Thier,NP,100
Nobles,135,Soil and Water Supervisor District 2,5105,WRITE-IN,WI,0
Nobles,135,Soil and Water Supervisor District 3,5105,Lynn Darling,NP,96
Nobles,135,Soil and Water Supervisor District 3,5105,WRITE-IN,WI,1
Nobles,135,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,30
Nobles,135,Associate Justice - Supreme Court 4,,Paul Thissen,NP,49
Nobles,135,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Nobles,135,Judge - Court of Appeals 3,,Carol Hooten,NP,73
Nobles,135,Judge - Court of Appeals 3,,WRITE-IN,WI,0
Nobles,135,Judge - Court of Appeals 9,,Randall J Slieter,NP,71
Nobles,135,Judge - Court of Appeals 9,,WRITE-IN,WI,0
Nobles,135,Judge - Court of Appeals 13,,Jeanne Cochran,NP,73
Nobles,135,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Nobles,135,Judge - Court of Appeals 15,,Kevin G. Ross,NP,73
Nobles,135,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Nobles,135,Judge - 5th District Court 2,5,Terry Scott Vajgrt,NP,78
Nobles,135,Judge - 5th District Court 2,5,WRITE-IN,WI,0
Nobles,135,Judge - 5th District Court 5,5,Christina M. Wietzema,NP,72
Nobles,135,Judge - 5th District Court 5,5,WRITE-IN,WI,1
Nobles,135,Judge - 5th District Court 8,5,Todd W. Westphal,NP,71
Nobles,135,Judge - 5th District Court 8,5,WRITE-IN,WI,1
Nobles,135,Judge - 5th District Court 9,5,Tricia Zimmer,NP,72
Nobles,135,Judge - 5th District Court 9,5,WRITE-IN,WI,0
Nobles,135,Judge - 5th District Court 11,5,"Stephen J. Ferrazzano, II",NP,72
Nobles,135,Judge - 5th District Court 11,5,WRITE-IN,WI,0
Nobles,135,Judge - 5th District Court 12,5,Patrick Rohland,NP,72
Nobles,135,Judge - 5th District Court 12,5,WRITE-IN,WI,0
Nobles,135,Judge - 5th District Court 13,5,Troy G. Timmerman,NP,73
Nobles,135,Judge - 5th District Court 13,5,WRITE-IN,WI,0
Nobles,135,Judge - 5th District Court 15,5,Robert Docherty,NP,72
Nobles,135,Judge - 5th District Court 15,5,WRITE-IN,WI,0
Nobles,140,President,,Donald J. Trump and Michael R. Pence,R,138
Nobles,140,President,,Joseph R. Biden and Kamala Harris,DFL,46
Nobles,140,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Nobles,140,President,,Howie Hawkins and Angela Walker,GP,0
Nobles,140,President,,Kanye West and Michelle Tidball,IND,0
Nobles,140,President,,Brock Pierce and Karla Ballard,IND,0
Nobles,140,President,,Gloria La Riva and Leonard Peltier,SLP,0
Nobles,140,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Nobles,140,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,2
Nobles,140,President,,WRITE-IN,WI,0
Nobles,140,U.S. Senate,,Kevin O'Connor,LMN,11
Nobles,140,U.S. Senate,,Oliver Steinberg,GLC,0
Nobles,140,U.S. Senate,,Jason Lewis,R,120
Nobles,140,U.S. Senate,,Tina Smith,DFL,49
Nobles,140,U.S. Senate,,WRITE-IN,WI,0
Nobles,140,U.S. House,1,Bill Rood,GLC,4
Nobles,140,U.S. House,1,Jim Hagedorn,R,124
Nobles,140,U.S. House,1,Dan Feehan,DFL,55
Nobles,140,U.S. House,1,WRITE-IN,WI,0
Nobles,140,State Senate,22,Brian Abrahamson,GLC,9
Nobles,140,State Senate,22,Bill Weber,R,133
Nobles,140,State Senate,22,Shawna Marshall,DFL,44
Nobles,140,State Senate,22,WRITE-IN,WI,0
Nobles,140,State House,22B,Rod Hamilton,R,135
Nobles,140,State House,22B,Lynn Herrick,DFL,43
Nobles,140,State House,22B,WRITE-IN,WI,0
Nobles,140,Soil and Water Supervisor District 1,5105,James D. Knips,NP,162
Nobles,140,Soil and Water Supervisor District 1,5105,WRITE-IN,WI,0
Nobles,140,Soil and Water Supervisor District 2,5105,Nathan Thier,NP,164
Nobles,140,Soil and Water Supervisor District 2,5105,WRITE-IN,WI,0
Nobles,140,Soil and Water Supervisor District 3,5105,Lynn Darling,NP,159
Nobles,140,Soil and Water Supervisor District 3,5105,WRITE-IN,WI,0
Nobles,140,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,54
Nobles,140,Associate Justice - Supreme Court 4,,Paul Thissen,NP,94
Nobles,140,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Nobles,140,Judge - Court of Appeals 3,,Carol Hooten,NP,134
Nobles,140,Judge - Court of Appeals 3,,WRITE-IN,WI,0
Nobles,140,Judge - Court of Appeals 9,,Randall J Slieter,NP,133
Nobles,140,Judge - Court of Appeals 9,,WRITE-IN,WI,0
Nobles,140,Judge - Court of Appeals 13,,Jeanne Cochran,NP,133
Nobles,140,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Nobles,140,Judge - Court of Appeals 15,,Kevin G. Ross,NP,134
Nobles,140,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Nobles,140,Judge - 5th District Court 2,5,Terry Scott Vajgrt,NP,136
Nobles,140,Judge - 5th District Court 2,5,WRITE-IN,WI,0
Nobles,140,Judge - 5th District Court 5,5,Christina M. Wietzema,NP,138
Nobles,140,Judge - 5th District Court 5,5,WRITE-IN,WI,0
Nobles,140,Judge - 5th District Court 8,5,Todd W. Westphal,NP,133
Nobles,140,Judge - 5th District Court 8,5,WRITE-IN,WI,0
Nobles,140,Judge - 5th District Court 9,5,Tricia Zimmer,NP,134
Nobles,140,Judge - 5th District Court 9,5,WRITE-IN,WI,0
Nobles,140,Judge - 5th District Court 11,5,"Stephen J. Ferrazzano, II",NP,133
Nobles,140,Judge - 5th District Court 11,5,WRITE-IN,WI,0
Nobles,140,Judge - 5th District Court 12,5,Patrick Rohland,NP,130
Nobles,140,Judge - 5th District Court 12,5,WRITE-IN,WI,0
Nobles,140,Judge - 5th District Court 13,5,Troy G. Timmerman,NP,131
Nobles,140,Judge - 5th District Court 13,5,WRITE-IN,WI,0
Nobles,140,Judge - 5th District Court 15,5,Robert Docherty,NP,131
Nobles,140,Judge - 5th District Court 15,5,WRITE-IN,WI,0
Nobles,145,President,,Donald J. Trump and Michael R. Pence,R,100
Nobles,145,President,,Joseph R. Biden and Kamala Harris,DFL,9
Nobles,145,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,1
Nobles,145,President,,Howie Hawkins and Angela Walker,GP,0
Nobles,145,President,,Kanye West and Michelle Tidball,IND,0
Nobles,145,President,,Brock Pierce and Karla Ballard,IND,0
Nobles,145,President,,Gloria La Riva and Leonard Peltier,SLP,0
Nobles,145,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Nobles,145,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,0
Nobles,145,President,,WRITE-IN,WI,1
Nobles,145,U.S. Senate,,Kevin O'Connor,LMN,5
Nobles,145,U.S. Senate,,Oliver Steinberg,GLC,1
Nobles,145,U.S. Senate,,Jason Lewis,R,89
Nobles,145,U.S. Senate,,Tina Smith,DFL,15
Nobles,145,U.S. Senate,,WRITE-IN,WI,0
Nobles,145,U.S. House,1,Bill Rood,GLC,2
Nobles,145,U.S. House,1,Jim Hagedorn,R,93
Nobles,145,U.S. House,1,Dan Feehan,DFL,17
Nobles,145,U.S. House,1,WRITE-IN,WI,0
Nobles,145,State Senate,22,Brian Abrahamson,GLC,1
Nobles,145,State Senate,22,Bill Weber,R,100
Nobles,145,State Senate,22,Shawna Marshall,DFL,10
Nobles,145,State Senate,22,WRITE-IN,WI,0
Nobles,145,State House,22A,Joe Schomacker,R,95
Nobles,145,State House,22A,Chris Baumberger,DFL,15
Nobles,145,State House,22A,WRITE-IN,WI,0
Nobles,145,Soil and Water Supervisor District 1,5105,James D. Knips,NP,92
Nobles,145,Soil and Water Supervisor District 1,5105,WRITE-IN,WI,1
Nobles,145,Soil and Water Supervisor District 2,5105,Nathan Thier,NP,87
Nobles,145,Soil and Water Supervisor District 2,5105,WRITE-IN,WI,1
Nobles,145,Soil and Water Supervisor District 3,5105,Lynn Darling,NP,90
Nobles,145,Soil and Water Supervisor District 3,5105,WRITE-IN,WI,0
Nobles,145,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,26
Nobles,145,Associate Justice - Supreme Court 4,,Paul Thissen,NP,59
Nobles,145,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Nobles,145,Judge - Court of Appeals 3,,Carol Hooten,NP,75
Nobles,145,Judge - Court of Appeals 3,,WRITE-IN,WI,0
Nobles,145,Judge - Court of Appeals 9,,Randall J Slieter,NP,73
Nobles,145,Judge - Court of Appeals 9,,WRITE-IN,WI,0
Nobles,145,Judge - Court of Appeals 13,,Jeanne Cochran,NP,71
Nobles,145,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Nobles,145,Judge - Court of Appeals 15,,Kevin G. Ross,NP,72
Nobles,145,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Nobles,145,Judge - 5th District Court 2,5,Terry Scott Vajgrt,NP,72
Nobles,145,Judge - 5th District Court 2,5,WRITE-IN,WI,0
Nobles,145,Judge - 5th District Court 5,5,Christina M. Wietzema,NP,74
Nobles,145,Judge - 5th District Court 5,5,WRITE-IN,WI,0
Nobles,145,Judge - 5th District Court 8,5,Todd W. Westphal,NP,70
Nobles,145,Judge - 5th District Court 8,5,WRITE-IN,WI,0
Nobles,145,Judge - 5th District Court 9,5,Tricia Zimmer,NP,71
Nobles,145,Judge - 5th District Court 9,5,WRITE-IN,WI,0
Nobles,145,Judge - 5th District Court 11,5,"Stephen J. Ferrazzano, II",NP,71
Nobles,145,Judge - 5th District Court 11,5,WRITE-IN,WI,0
Nobles,145,Judge - 5th District Court 12,5,Patrick Rohland,NP,74
Nobles,145,Judge - 5th District Court 12,5,WRITE-IN,WI,0
Nobles,145,Judge - 5th District Court 13,5,Troy G. Timmerman,NP,74
Nobles,145,Judge - 5th District Court 13,5,WRITE-IN,WI,0
Nobles,145,Judge - 5th District Court 15,5,Robert Docherty,NP,73
Nobles,145,Judge - 5th District Court 15,5,WRITE-IN,WI,0
Nobles,150,President,,Donald J. Trump and Michael R. Pence,R,275
Nobles,150,President,,Joseph R. Biden and Kamala Harris,DFL,181
Nobles,150,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,4
Nobles,150,President,,Howie Hawkins and Angela Walker,GP,2
Nobles,150,President,,Kanye West and Michelle Tidball,IND,3
Nobles,150,President,,Brock Pierce and Karla Ballard,IND,1
Nobles,150,President,,Gloria La Riva and Leonard Peltier,SLP,2
Nobles,150,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
Nobles,150,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,4
Nobles,150,President,,WRITE-IN,WI,1
Nobles,150,U.S. Senate,,Kevin O'Connor,LMN,33
Nobles,150,U.S. Senate,,Oliver Steinberg,GLC,15
Nobles,150,U.S. Senate,,Jason Lewis,R,239
Nobles,150,U.S. Senate,,Tina Smith,DFL,165
Nobles,150,U.S. Senate,,WRITE-IN,WI,1
Nobles,150,U.S. House,1,Bill Rood,GLC,34
Nobles,150,U.S. House,1,Jim Hagedorn,R,252
Nobles,150,U.S. House,1,Dan Feehan,DFL,179
Nobles,150,U.S. House,1,WRITE-IN,WI,0
Nobles,150,State Senate,22,Brian Abrahamson,GLC,41
Nobles,150,State Senate,22,Bill Weber,R,266
Nobles,150,State Senate,22,Shawna Marshall,DFL,148
Nobles,150,State Senate,22,WRITE-IN,WI,1
Nobles,150,State House,22B,Rod Hamilton,R,301
Nobles,150,State House,22B,Lynn Herrick,DFL,144
Nobles,150,State House,22B,WRITE-IN,WI,3
Nobles,150,County Commissioner District 4,4,Robert S. Demuth,NP,394
Nobles,150,County Commissioner District 4,4,WRITE-IN,WI,4
Nobles,150,Soil and Water Supervisor District 1,5105,James D. Knips,NP,374
Nobles,150,Soil and Water Supervisor District 1,5105,WRITE-IN,WI,3
Nobles,150,Soil and Water Supervisor District 2,5105,Nathan Thier,NP,377
Nobles,150,Soil and Water Supervisor District 2,5105,WRITE-IN,WI,3
Nobles,150,Soil and Water Supervisor District 3,5105,Lynn Darling,NP,393
Nobles,150,Soil and Water Supervisor District 3,5105,WRITE-IN,WI,1
Nobles,150,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,196
Nobles,150,Associate Justice - Supreme Court 4,,Paul Thissen,NP,193
Nobles,150,Associate Justice - Supreme Court 4,,WRITE-IN,WI,1
Nobles,150,Judge - Court of Appeals 3,,Carol Hooten,NP,332
Nobles,150,Judge - Court of Appeals 3,,WRITE-IN,WI,1
Nobles,150,Judge - Court of Appeals 9,,Randall J Slieter,NP,321
Nobles,150,Judge - Court of Appeals 9,,WRITE-IN,WI,1
Nobles,150,Judge - Court of Appeals 13,,Jeanne Cochran,NP,326
Nobles,150,Judge - Court of Appeals 13,,WRITE-IN,WI,2
Nobles,150,Judge - Court of Appeals 15,,Kevin G. Ross,NP,326
Nobles,150,Judge - Court of Appeals 15,,WRITE-IN,WI,2
Nobles,150,Judge - 5th District Court 2,5,Terry Scott Vajgrt,NP,351
Nobles,150,Judge - 5th District Court 2,5,WRITE-IN,WI,2
Nobles,150,Judge - 5th District Court 5,5,Christina M. Wietzema,NP,333
Nobles,150,Judge - 5th District Court 5,5,WRITE-IN,WI,4
Nobles,150,Judge - 5th District Court 8,5,Todd W. Westphal,NP,323
Nobles,150,Judge - 5th District Court 8,5,WRITE-IN,WI,1
Nobles,150,Judge - 5th District Court 9,5,Tricia Zimmer,NP,325
Nobles,150,Judge - 5th District Court 9,5,WRITE-IN,WI,1
Nobles,150,Judge - 5th District Court 11,5,"Stephen J. Ferrazzano, II",NP,322
Nobles,150,Judge - 5th District Court 11,5,WRITE-IN,WI,2
Nobles,150,Judge - 5th District Court 12,5,Patrick Rohland,NP,326
Nobles,150,Judge - 5th District Court 12,5,WRITE-IN,WI,1
Nobles,150,Judge - 5th District Court 13,5,Troy G. Timmerman,NP,321
Nobles,150,Judge - 5th District Court 13,5,WRITE-IN,WI,1
Nobles,150,Judge - 5th District Court 15,5,Robert Docherty,NP,320
Nobles,150,Judge - 5th District Court 15,5,WRITE-IN,WI,2
Nobles,155,President,,Donald J. Trump and Michael R. Pence,R,156
Nobles,155,President,,Joseph R. Biden and Kamala Harris,DFL,163
Nobles,155,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,0
Nobles,155,President,,Howie Hawkins and Angela Walker,GP,2
Nobles,155,President,,Kanye West and Michelle Tidball,IND,0
Nobles,155,President,,Brock Pierce and Karla Ballard,IND,0
Nobles,155,President,,Gloria La Riva and Leonard Peltier,SLP,1
Nobles,155,President,,Alyson Kennedy and Malcolm Jarrett,SWP,1
Nobles,155,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,3
Nobles,155,President,,WRITE-IN,WI,0
Nobles,155,U.S. Senate,,Kevin O'Connor,LMN,45
Nobles,155,U.S. Senate,,Oliver Steinberg,GLC,8
Nobles,155,U.S. Senate,,Jason Lewis,R,126
Nobles,155,U.S. Senate,,Tina Smith,DFL,144
Nobles,155,U.S. Senate,,WRITE-IN,WI,0
Nobles,155,U.S. House,1,Bill Rood,GLC,31
Nobles,155,U.S. House,1,Jim Hagedorn,R,127
Nobles,155,U.S. House,1,Dan Feehan,DFL,165
Nobles,155,U.S. House,1,WRITE-IN,WI,0
Nobles,155,State Senate,22,Brian Abrahamson,GLC,36
Nobles,155,State Senate,22,Bill Weber,R,141
Nobles,155,State Senate,22,Shawna Marshall,DFL,141
Nobles,155,State Senate,22,WRITE-IN,WI,1
Nobles,155,State House,22B,Rod Hamilton,R,167
Nobles,155,State House,22B,Lynn Herrick,DFL,153
Nobles,155,State House,22B,WRITE-IN,WI,0
Nobles,155,County Commissioner District 3,3,Leticia (Letty) Rodriguez,NP,144
Nobles,155,County Commissioner District 3,3,Robert Paplow,NP,146
Nobles,155,County Commissioner District 3,3,WRITE-IN,WI,2
Nobles,155,Soil and Water Supervisor District 1,5105,James D. Knips,NP,257
Nobles,155,Soil and Water Supervisor District 1,5105,WRITE-IN,WI,1
Nobles,155,Soil and Water Supervisor District 2,5105,Nathan Thier,NP,259
Nobles,155,Soil and Water Supervisor District 2,5105,WRITE-IN,WI,2
Nobles,155,Soil and Water Supervisor District 3,5105,Lynn Darling,NP,261
Nobles,155,Soil and Water Supervisor District 3,5105,WRITE-IN,WI,2
Nobles,155,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,162
Nobles,155,Associate Justice - Supreme Court 4,,Paul Thissen,NP,123
Nobles,155,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
Nobles,155,Judge - Court of Appeals 3,,Carol Hooten,NP,242
Nobles,155,Judge - Court of Appeals 3,,WRITE-IN,WI,0
Nobles,155,Judge - Court of Appeals 9,,Randall J Slieter,NP,236
Nobles,155,Judge - Court of Appeals 9,,WRITE-IN,WI,1
Nobles,155,Judge - Court of Appeals 13,,Jeanne Cochran,NP,240
Nobles,155,Judge - Court of Appeals 13,,WRITE-IN,WI,0
Nobles,155,Judge - Court of Appeals 15,,Kevin G. Ross,NP,239
Nobles,155,Judge - Court of Appeals 15,,WRITE-IN,WI,0
Nobles,155,Judge - 5th District Court 2,5,Terry Scott Vajgrt,NP,244
