county,office,district,party,precinct,candidate,votes
Weber,President,,Democrat,HPR003,TOM STEYER,0
Weber,President,,Democrat,HPR003,ELIZABETH WARREN,5
Weber,President,,Democrat,HPR003,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HPR003,TULSI GABBARD,0
Weber,President,,Democrat,HPR003,AMY KLOBUCHAR,2
Weber,President,,Democrat,HPR003,DEVAL PATRICK,0
Weber,President,,Democrat,HPR004,JULIAN CASTRO,0
Weber,President,,Democrat,HPR004,ANDREW YANG,0
Weber,President,,Democrat,HPR004,CORY BOOKER,0
Weber,President,,Democrat,HPR004,PETE BUTTIGIEG,2
Weber,President,,Democrat,HPR004,NATHAN BLOXHAM,0
Weber,President,,Democrat,HPR004,MICHAEL R. BLOOMBERG,13
Weber,President,,Democrat,HPR004,JOSEPH R. BIDEN,12
Weber,President,,Democrat,HPR004,BERNIE SANDERS,23
Weber,President,,Democrat,HPR004,TOM STEYER,0
Weber,President,,Democrat,HPR004,ELIZABETH WARREN,7
Weber,President,,Democrat,HPR004,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HPR004,TULSI GABBARD,0
Weber,President,,Democrat,HPR004,AMY KLOBUCHAR,2
Weber,President,,Democrat,HPR004,DEVAL PATRICK,0
Weber,President,,Democrat,HPR005,JULIAN CASTRO,0
Weber,President,,Democrat,HPR005,ANDREW YANG,0
Weber,President,,Democrat,HPR005,CORY BOOKER,0
Weber,President,,Democrat,HPR005,PETE BUTTIGIEG,2
Weber,President,,Democrat,HPR005,NATHAN BLOXHAM,0
Weber,President,,Democrat,HPR005,MICHAEL R. BLOOMBERG,7
Weber,President,,Democrat,HPR005,JOSEPH R. BIDEN,10
Weber,President,,Democrat,HPR005,BERNIE SANDERS,28
Weber,President,,Democrat,HPR005,TOM STEYER,0
Weber,President,,Democrat,HPR005,ELIZABETH WARREN,8
Weber,President,,Democrat,HPR005,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HPR005,TULSI GABBARD,0
Weber,President,,Democrat,HPR005,AMY KLOBUCHAR,1
Weber,President,,Democrat,HPR005,DEVAL PATRICK,0
Weber,President,,Democrat,HPR006,JULIAN CASTRO,0
Weber,President,,Democrat,HPR006,ANDREW YANG,0
Weber,President,,Democrat,HPR006,CORY BOOKER,0
Weber,President,,Democrat,HPR006,PETE BUTTIGIEG,7
Weber,President,,Democrat,HPR006,NATHAN BLOXHAM,0
Weber,President,,Democrat,HPR006,MICHAEL R. BLOOMBERG,4
Weber,President,,Democrat,HPR006,JOSEPH R. BIDEN,5
Weber,President,,Democrat,HPR006,BERNIE SANDERS,18
Weber,President,,Democrat,HPR006,TOM STEYER,1
Weber,President,,Democrat,HPR006,ELIZABETH WARREN,5
Weber,President,,Democrat,HPR006,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HPR006,TULSI GABBARD,0
Weber,President,,Democrat,HPR006,AMY KLOBUCHAR,2
Weber,President,,Democrat,HPR006,DEVAL PATRICK,0
Weber,President,,Democrat,HSV001,JULIAN CASTRO,0
Weber,President,,Democrat,HSV001,ANDREW YANG,1
Weber,President,,Democrat,HSV001,CORY BOOKER,0
Weber,President,,Democrat,HSV001,PETE BUTTIGIEG,6
Weber,President,,Democrat,HSV001,NATHAN BLOXHAM,0
Weber,President,,Democrat,HSV001,MICHAEL R. BLOOMBERG,12
Weber,President,,Democrat,HSV001,JOSEPH R. BIDEN,16
Weber,President,,Democrat,HSV001,BERNIE SANDERS,21
Weber,President,,Democrat,HSV001,TOM STEYER,0
Weber,President,,Democrat,HSV001,ELIZABETH WARREN,6
Weber,President,,Democrat,HSV001,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HSV001,TULSI GABBARD,0
Weber,President,,Democrat,HSV001,AMY KLOBUCHAR,1
Weber,President,,Democrat,HSV001,DEVAL PATRICK,0
Weber,President,,Democrat,HSV002,JULIAN CASTRO,0
Weber,President,,Democrat,HSV002,ANDREW YANG,1
Weber,President,,Democrat,HSV002,CORY BOOKER,1
Weber,President,,Democrat,HSV002,PETE BUTTIGIEG,8
Weber,President,,Democrat,HSV002,NATHAN BLOXHAM,0
Weber,President,,Democrat,HSV002,MICHAEL R. BLOOMBERG,7
Weber,President,,Democrat,HSV002,JOSEPH R. BIDEN,17
Weber,President,,Democrat,HSV002,BERNIE SANDERS,29
Weber,President,,Democrat,HSV002,TOM STEYER,1
Weber,President,,Democrat,HSV002,ELIZABETH WARREN,6
Weber,President,,Democrat,HSV002,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HSV002,TULSI GABBARD,1
Weber,President,,Democrat,HSV002,AMY KLOBUCHAR,1
Weber,President,,Democrat,HSV002,DEVAL PATRICK,0
Weber,President,,Democrat,HSV004,JULIAN CASTRO,0
Weber,President,,Democrat,HSV004,ANDREW YANG,2
Weber,President,,Democrat,HSV004,CORY BOOKER,0
Weber,President,,Democrat,HSV004,PETE BUTTIGIEG,17
Weber,President,,Democrat,HSV004,NATHAN BLOXHAM,0
Weber,President,,Democrat,HSV004,MICHAEL R. BLOOMBERG,13
Weber,President,,Democrat,HSV004,JOSEPH R. BIDEN,15
Weber,President,,Democrat,HSV004,BERNIE SANDERS,52
Weber,President,,Democrat,HSV004,TOM STEYER,0
Weber,President,,Democrat,HSV004,ELIZABETH WARREN,18
Weber,President,,Democrat,HSV004,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HSV004,TULSI GABBARD,1
Weber,President,,Democrat,HSV004,AMY KLOBUCHAR,1
Weber,President,,Democrat,HSV004,DEVAL PATRICK,0
Weber,President,,Democrat,HTV001,JULIAN CASTRO,0
Weber,President,,Democrat,HTV001,ANDREW YANG,0
Weber,President,,Democrat,HTV001,CORY BOOKER,0
Weber,President,,Democrat,HTV001,PETE BUTTIGIEG,1
Weber,President,,Democrat,HTV001,NATHAN BLOXHAM,0
Weber,President,,Democrat,HTV001,MICHAEL R. BLOOMBERG,9
Weber,President,,Democrat,HTV001,JOSEPH R. BIDEN,17
Weber,President,,Democrat,HTV001,BERNIE SANDERS,13
Weber,President,,Democrat,HTV001,TOM STEYER,0
Weber,President,,Democrat,HTV001,ELIZABETH WARREN,8
Weber,President,,Democrat,HTV001,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HTV001,TULSI GABBARD,1
Weber,President,,Democrat,HTV001,AMY KLOBUCHAR,1
Weber,President,,Democrat,HTV001,DEVAL PATRICK,0
Weber,President,,Democrat,MSC002,JULIAN CASTRO,0
Weber,President,,Democrat,MSC002,ANDREW YANG,0
Weber,President,,Democrat,MSC002,CORY BOOKER,0
Weber,President,,Democrat,MSC002,PETE BUTTIGIEG,3
Weber,President,,Democrat,MSC002,NATHAN BLOXHAM,0
Weber,President,,Democrat,MSC002,MICHAEL R. BLOOMBERG,14
Weber,President,,Democrat,MSC002,JOSEPH R. BIDEN,7
Weber,President,,Democrat,MSC002,BERNIE SANDERS,16
Weber,President,,Democrat,MSC002,TOM STEYER,0
Weber,President,,Democrat,MSC002,ELIZABETH WARREN,4
Weber,President,,Democrat,MSC002,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,MSC002,TULSI GABBARD,0
Weber,President,,Democrat,MSC002,AMY KLOBUCHAR,3
Weber,President,,Democrat,MSC002,DEVAL PATRICK,0
Weber,President,,Democrat,NOG001,JULIAN CASTRO,0
Weber,President,,Democrat,NOG001,ANDREW YANG,1
Weber,President,,Democrat,NOG001,CORY BOOKER,0
Weber,President,,Democrat,NOG001,PETE BUTTIGIEG,8
Weber,President,,Democrat,NOG001,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG001,MICHAEL R. BLOOMBERG,8
Weber,President,,Democrat,NOG001,JOSEPH R. BIDEN,11
Weber,President,,Democrat,NOG001,BERNIE SANDERS,22
Weber,President,,Democrat,NOG001,TOM STEYER,0
Weber,President,,Democrat,NOG001,ELIZABETH WARREN,9
Weber,President,,Democrat,NOG001,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG001,TULSI GABBARD,1
Weber,President,,Democrat,NOG001,AMY KLOBUCHAR,2
Weber,President,,Democrat,NOG001,DEVAL PATRICK,0
Weber,President,,Democrat,NOG002,JULIAN CASTRO,0
Weber,President,,Democrat,NOG002,ANDREW YANG,0
Weber,President,,Democrat,NOG002,CORY BOOKER,0
Weber,President,,Democrat,NOG002,PETE BUTTIGIEG,9
Weber,President,,Democrat,NOG002,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG002,MICHAEL R. BLOOMBERG,16
Weber,President,,Democrat,NOG002,JOSEPH R. BIDEN,17
Weber,President,,Democrat,NOG002,BERNIE SANDERS,29
Weber,President,,Democrat,NOG002,TOM STEYER,0
Weber,President,,Democrat,NOG002,ELIZABETH WARREN,8
Weber,President,,Democrat,NOG002,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG002,TULSI GABBARD,0
Weber,President,,Democrat,NOG002,AMY KLOBUCHAR,2
Weber,President,,Democrat,NOG002,DEVAL PATRICK,0
Weber,President,,Democrat,NOG003,JULIAN CASTRO,1
Weber,President,,Democrat,NOG003,ANDREW YANG,0
Weber,President,,Democrat,NOG003,CORY BOOKER,0
Weber,President,,Democrat,NOG003,PETE BUTTIGIEG,7
Weber,President,,Democrat,NOG003,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG003,MICHAEL R. BLOOMBERG,11
Weber,President,,Democrat,NOG003,JOSEPH R. BIDEN,14
Weber,President,,Democrat,NOG003,BERNIE SANDERS,31
Weber,President,,Democrat,NOG003,TOM STEYER,0
Weber,President,,Democrat,NOG003,ELIZABETH WARREN,13
Weber,President,,Democrat,NOG003,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG003,TULSI GABBARD,0
Weber,President,,Democrat,NOG003,AMY KLOBUCHAR,5
Weber,President,,Democrat,NOG003,DEVAL PATRICK,0
Weber,President,,Democrat,NOG004,JULIAN CASTRO,0
Weber,President,,Democrat,NOG004,ANDREW YANG,0
Weber,President,,Democrat,NOG004,CORY BOOKER,0
Weber,President,,Democrat,NOG004,PETE BUTTIGIEG,3
Weber,President,,Democrat,NOG004,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG004,MICHAEL R. BLOOMBERG,10
Weber,President,,Democrat,NOG004,JOSEPH R. BIDEN,11
Weber,President,,Democrat,NOG004,BERNIE SANDERS,19
Weber,President,,Democrat,NOG004,TOM STEYER,0
Weber,President,,Democrat,NOG004,ELIZABETH WARREN,2
Weber,President,,Democrat,NOG004,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG004,TULSI GABBARD,0
Weber,President,,Democrat,NOG004,AMY KLOBUCHAR,2
Weber,President,,Democrat,NOG004,DEVAL PATRICK,0
Weber,President,,Democrat,NOG005,JULIAN CASTRO,0
Weber,President,,Democrat,NOG005,ANDREW YANG,0
Weber,President,,Democrat,NOG005,CORY BOOKER,0
Weber,President,,Democrat,NOG005,PETE BUTTIGIEG,5
Weber,President,,Democrat,NOG005,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG005,MICHAEL R. BLOOMBERG,28
Weber,President,,Democrat,NOG005,JOSEPH R. BIDEN,14
Weber,President,,Democrat,NOG005,BERNIE SANDERS,26
Weber,President,,Democrat,NOG005,TOM STEYER,0
Weber,President,,Democrat,NOG005,ELIZABETH WARREN,8
Weber,President,,Democrat,NOG005,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG005,TULSI GABBARD,0
Weber,President,,Democrat,NOG005,AMY KLOBUCHAR,0
Weber,President,,Democrat,NOG005,DEVAL PATRICK,0
Weber,President,,Democrat,NOG006,JULIAN CASTRO,0
Weber,President,,Democrat,NOG006,ANDREW YANG,0
Weber,President,,Democrat,NOG006,CORY BOOKER,0
Weber,President,,Democrat,NOG006,PETE BUTTIGIEG,8
Weber,President,,Democrat,NOG006,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG006,MICHAEL R. BLOOMBERG,16
Weber,President,,Democrat,NOG006,JOSEPH R. BIDEN,18
Weber,President,,Democrat,NOG006,BERNIE SANDERS,24
Weber,President,,Democrat,NOG006,TOM STEYER,0
Weber,President,,Democrat,NOG006,ELIZABETH WARREN,12
Weber,President,,Democrat,NOG006,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG006,TULSI GABBARD,0
Weber,President,,Democrat,NOG006,AMY KLOBUCHAR,3
Weber,President,,Democrat,NOG006,DEVAL PATRICK,0
Weber,President,,Democrat,NOG007,JULIAN CASTRO,0
Weber,President,,Democrat,NOG007,ANDREW YANG,0
Weber,President,,Democrat,NOG007,CORY BOOKER,0
Weber,President,,Democrat,NOG007,PETE BUTTIGIEG,4
Weber,President,,Democrat,NOG007,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG007,MICHAEL R. BLOOMBERG,12
Weber,President,,Democrat,NOG007,JOSEPH R. BIDEN,8
Weber,President,,Democrat,NOG007,BERNIE SANDERS,19
Weber,President,,Democrat,NOG007,TOM STEYER,0
Weber,President,,Democrat,NOG007,ELIZABETH WARREN,7
Weber,President,,Democrat,NOG007,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG007,TULSI GABBARD,0
Weber,President,,Democrat,NOG007,AMY KLOBUCHAR,1
Weber,President,,Democrat,NOG007,DEVAL PATRICK,0
Weber,President,,Democrat,NOG008,JULIAN CASTRO,0
Weber,President,,Democrat,NOG008,ANDREW YANG,1
Weber,President,,Democrat,NOG008,CORY BOOKER,0
Weber,President,,Democrat,NOG008,PETE BUTTIGIEG,6
Weber,President,,Democrat,NOG008,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG008,MICHAEL R. BLOOMBERG,22
Weber,President,,Democrat,NOG008,JOSEPH R. BIDEN,12
Weber,President,,Democrat,NOG008,BERNIE SANDERS,28
Weber,President,,Democrat,NOG008,TOM STEYER,0
Weber,President,,Democrat,NOG008,ELIZABETH WARREN,15
Weber,President,,Democrat,NOG008,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG008,TULSI GABBARD,0
Weber,President,,Democrat,NOG008,AMY KLOBUCHAR,3
Weber,President,,Democrat,NOG008,DEVAL PATRICK,0
Weber,President,,Democrat,NOG009,JULIAN CASTRO,0
Weber,President,,Democrat,NOG009,ANDREW YANG,0
Weber,President,,Democrat,NOG009,CORY BOOKER,0
Weber,President,,Democrat,NOG009,PETE BUTTIGIEG,18
Weber,President,,Democrat,NOG009,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG009,MICHAEL R. BLOOMBERG,19
Weber,President,,Democrat,NOG009,JOSEPH R. BIDEN,15
Weber,President,,Democrat,NOG009,BERNIE SANDERS,22
Weber,President,,Democrat,NOG009,TOM STEYER,0
Weber,President,,Democrat,NOG009,ELIZABETH WARREN,8
Weber,President,,Democrat,NOG009,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG009,TULSI GABBARD,0
Weber,President,,Democrat,NOG009,AMY KLOBUCHAR,1
Weber,President,,Democrat,NOG009,DEVAL PATRICK,0
Weber,President,,Democrat,NOG010,JULIAN CASTRO,1
Weber,President,,Democrat,NOG010,ANDREW YANG,0
Weber,President,,Democrat,NOG010,CORY BOOKER,0
Weber,President,,Democrat,NOG010,PETE BUTTIGIEG,5
Weber,President,,Democrat,NOG010,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG010,MICHAEL R. BLOOMBERG,13
Weber,President,,Democrat,NOG010,JOSEPH R. BIDEN,20
Weber,President,,Democrat,NOG010,BERNIE SANDERS,19
Weber,President,,Democrat,NOG010,TOM STEYER,1
Weber,President,,Democrat,NOG010,ELIZABETH WARREN,19
Weber,President,,Democrat,NOG010,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG010,TULSI GABBARD,0
Weber,President,,Democrat,NOG010,AMY KLOBUCHAR,3
Weber,President,,Democrat,NOG010,DEVAL PATRICK,0
Weber,President,,Democrat,NOG011,JULIAN CASTRO,0
Weber,President,,Democrat,NOG011,ANDREW YANG,0
Weber,President,,Democrat,NOG011,CORY BOOKER,0
Weber,President,,Democrat,NOG011,PETE BUTTIGIEG,16
Weber,President,,Democrat,NOG011,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG011,MICHAEL R. BLOOMBERG,21
Weber,President,,Democrat,NOG011,JOSEPH R. BIDEN,29
Weber,President,,Democrat,NOG011,BERNIE SANDERS,23
Weber,President,,Democrat,NOG011,TOM STEYER,1
Weber,President,,Democrat,NOG011,ELIZABETH WARREN,2
Weber,President,,Democrat,NOG011,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG011,TULSI GABBARD,0
Weber,President,,Democrat,NOG011,AMY KLOBUCHAR,1
Weber,President,,Democrat,NOG011,DEVAL PATRICK,0
Weber,President,,Democrat,NOG012,JULIAN CASTRO,0
Weber,President,,Democrat,NOG012,ANDREW YANG,0
Weber,President,,Democrat,NOG012,CORY BOOKER,1
Weber,President,,Democrat,NOG012,PETE BUTTIGIEG,8
Weber,President,,Democrat,NOG012,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG012,MICHAEL R. BLOOMBERG,13
Weber,President,,Democrat,NOG012,JOSEPH R. BIDEN,21
Weber,President,,Democrat,NOG012,BERNIE SANDERS,29
Weber,President,,Democrat,NOG012,TOM STEYER,1
Weber,President,,Democrat,NOG012,ELIZABETH WARREN,17
Weber,President,,Democrat,NOG012,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG012,TULSI GABBARD,0
Weber,President,,Democrat,NOG012,AMY KLOBUCHAR,6
Weber,President,,Democrat,NOG012,DEVAL PATRICK,0
Weber,President,,Democrat,NOG013,JULIAN CASTRO,0
Weber,President,,Democrat,NOG013,ANDREW YANG,1
Weber,President,,Democrat,NOG013,CORY BOOKER,0
Weber,President,,Democrat,NOG013,PETE BUTTIGIEG,11
Weber,President,,Democrat,NOG013,NATHAN BLOXHAM,0
Weber,President,,Democrat,NOG013,MICHAEL R. BLOOMBERG,24
Weber,President,,Democrat,NOG013,JOSEPH R. BIDEN,24
Weber,President,,Democrat,NOG013,BERNIE SANDERS,39
Weber,President,,Democrat,NOG013,TOM STEYER,0
Weber,President,,Democrat,NOG013,ELIZABETH WARREN,13
Weber,President,,Democrat,NOG013,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,NOG013,TULSI GABBARD,0
Weber,President,,Democrat,NOG013,AMY KLOBUCHAR,5
Weber,President,,Democrat,NOG013,DEVAL PATRICK,0
Weber,President,,Democrat,OGD001,JULIAN CASTRO,0
Weber,President,,Democrat,OGD001,ANDREW YANG,2
Weber,President,,Democrat,OGD001,CORY BOOKER,0
Weber,President,,Democrat,OGD001,PETE BUTTIGIEG,5
Weber,President,,Democrat,OGD001,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD001,MICHAEL R. BLOOMBERG,21
Weber,President,,Democrat,OGD001,JOSEPH R. BIDEN,24
Weber,President,,Democrat,OGD001,BERNIE SANDERS,36
Weber,President,,Democrat,OGD001,TOM STEYER,0
Weber,President,,Democrat,OGD001,ELIZABETH WARREN,10
Weber,President,,Democrat,OGD001,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,OGD001,TULSI GABBARD,0
Weber,President,,Democrat,OGD001,AMY KLOBUCHAR,0
Weber,President,,Democrat,OGD001,DEVAL PATRICK,0
Weber,President,,Democrat,OGD002,JULIAN CASTRO,0
Weber,President,,Democrat,OGD002,ANDREW YANG,1
Weber,President,,Democrat,OGD002,CORY BOOKER,0
Weber,President,,Democrat,OGD002,PETE BUTTIGIEG,15
Weber,President,,Democrat,OGD002,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD002,MICHAEL R. BLOOMBERG,21
Weber,President,,Democrat,OGD002,JOSEPH R. BIDEN,25
Weber,President,,Democrat,OGD002,BERNIE SANDERS,57
Weber,President,,Democrat,OGD002,TOM STEYER,0
Weber,President,,Democrat,OGD002,ELIZABETH WARREN,25
Weber,President,,Democrat,OGD002,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,OGD002,TULSI GABBARD,0
Weber,President,,Democrat,OGD002,AMY KLOBUCHAR,0
Weber,President,,Democrat,OGD002,DEVAL PATRICK,0
Weber,President,,Democrat,OGD003,JULIAN CASTRO,0
Weber,President,,Democrat,OGD003,ANDREW YANG,0
Weber,President,,Democrat,OGD003,CORY BOOKER,0
Weber,President,,Democrat,OGD003,PETE BUTTIGIEG,4
Weber,President,,Democrat,OGD003,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD003,MICHAEL R. BLOOMBERG,17
Weber,President,,Democrat,OGD003,JOSEPH R. BIDEN,20
Weber,President,,Democrat,OGD003,BERNIE SANDERS,37
Weber,President,,Democrat,OGD003,TOM STEYER,0
Weber,President,,Democrat,OGD003,ELIZABETH WARREN,9
Weber,President,,Democrat,OGD003,MARIANNE WILLIAMSON,1
Weber,President,,Democrat,OGD003,TULSI GABBARD,0
Weber,President,,Democrat,OGD003,AMY KLOBUCHAR,7
Weber,President,,Democrat,OGD003,DEVAL PATRICK,0
Weber,President,,Democrat,OGD004,JULIAN CASTRO,1
Weber,President,,Democrat,OGD004,ANDREW YANG,1
Weber,President,,Democrat,OGD004,CORY BOOKER,0
Weber,President,,Democrat,OGD004,PETE BUTTIGIEG,16
Weber,President,,Democrat,OGD004,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD004,MICHAEL R. BLOOMBERG,17
Weber,President,,Democrat,OGD004,JOSEPH R. BIDEN,21
Weber,President,,Democrat,OGD004,BERNIE SANDERS,45
Weber,President,,Democrat,OGD004,TOM STEYER,2
Weber,President,,Democrat,OGD004,ELIZABETH WARREN,17
Weber,President,,Democrat,OGD004,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,OGD004,TULSI GABBARD,2
Weber,President,,Democrat,OGD004,AMY KLOBUCHAR,3
Weber,President,,Democrat,OGD004,DEVAL PATRICK,0
Weber,President,,Democrat,OGD005,JULIAN CASTRO,0
Weber,President,,Democrat,OGD005,ANDREW YANG,2
Weber,President,,Democrat,OGD005,CORY BOOKER,0
Weber,President,,Democrat,OGD005,PETE BUTTIGIEG,6
Weber,President,,Democrat,OGD005,NATHAN BLOXHAM,1
Weber,President,,Democrat,OGD005,MICHAEL R. BLOOMBERG,19
Weber,President,,Democrat,OGD005,JOSEPH R. BIDEN,25
Weber,President,,Democrat,OGD005,BERNIE SANDERS,42
Weber,President,,Democrat,OGD005,TOM STEYER,0
Weber,President,,Democrat,OGD005,ELIZABETH WARREN,9
Weber,President,,Democrat,OGD005,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,OGD005,TULSI GABBARD,0
Weber,President,,Democrat,OGD005,AMY KLOBUCHAR,0
Weber,President,,Democrat,OGD005,DEVAL PATRICK,0
Weber,President,,Democrat,OGD006,JULIAN CASTRO,0
Weber,President,,Democrat,OGD006,ANDREW YANG,0
Weber,President,,Democrat,OGD006,CORY BOOKER,0
Weber,President,,Democrat,OGD006,PETE BUTTIGIEG,5
Weber,President,,Democrat,OGD006,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD006,MICHAEL R. BLOOMBERG,14
Weber,President,,Democrat,OGD006,JOSEPH R. BIDEN,25
Weber,President,,Democrat,OGD006,BERNIE SANDERS,36
Weber,President,,Democrat,OGD006,TOM STEYER,0
Weber,President,,Democrat,OGD006,ELIZABETH WARREN,10
Weber,President,,Democrat,OGD006,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,OGD006,TULSI GABBARD,0
Weber,President,,Democrat,OGD006,AMY KLOBUCHAR,2
Weber,President,,Democrat,OGD006,DEVAL PATRICK,0
Weber,President,,Democrat,OGD007,JULIAN CASTRO,0
Weber,President,,Democrat,OGD007,ANDREW YANG,0
Weber,President,,Democrat,OGD007,CORY BOOKER,0
Weber,President,,Democrat,OGD007,PETE BUTTIGIEG,5
Weber,President,,Democrat,OGD007,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD007,MICHAEL R. BLOOMBERG,9
Weber,President,,Democrat,OGD007,JOSEPH R. BIDEN,20
Weber,President,,Democrat,OGD007,BERNIE SANDERS,33
Weber,President,,Democrat,OGD007,TOM STEYER,0
Weber,President,,Democrat,OGD007,ELIZABETH WARREN,14
Weber,President,,Democrat,OGD007,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,OGD007,TULSI GABBARD,0
Weber,President,,Democrat,OGD007,AMY KLOBUCHAR,2
Weber,President,,Democrat,OGD007,DEVAL PATRICK,0
Weber,President,,Democrat,OGD008,JULIAN CASTRO,0
Weber,President,,Democrat,OGD008,ANDREW YANG,0
Weber,President,,Democrat,OGD008,CORY BOOKER,0
Weber,President,,Democrat,OGD008,PETE BUTTIGIEG,9
Weber,President,,Democrat,OGD008,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD008,MICHAEL R. BLOOMBERG,16
Weber,President,,Democrat,OGD008,JOSEPH R. BIDEN,21
Weber,President,,Democrat,OGD008,BERNIE SANDERS,48
Weber,President,,Democrat,OGD008,TOM STEYER,0
Weber,President,,Democrat,OGD008,ELIZABETH WARREN,19
Weber,President,,Democrat,OGD008,MARIANNE WILLIAMSON,1
Weber,President,,Democrat,OGD008,TULSI GABBARD,0
Weber,President,,Democrat,OGD008,AMY KLOBUCHAR,4
Weber,President,,Democrat,OGD008,DEVAL PATRICK,0
Weber,President,,Democrat,OGD009,JULIAN CASTRO,1
Weber,President,,Democrat,OGD009,ANDREW YANG,1
Weber,President,,Democrat,OGD009,CORY BOOKER,0
Weber,President,,Democrat,OGD009,PETE BUTTIGIEG,13
Weber,President,,Democrat,OGD009,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD009,MICHAEL R. BLOOMBERG,13
Weber,President,,Democrat,OGD009,JOSEPH R. BIDEN,25
Weber,President,,Democrat,OGD009,BERNIE SANDERS,56
Weber,President,,Democrat,OGD009,TOM STEYER,2
Weber,President,,Democrat,OGD009,ELIZABETH WARREN,21
Weber,President,,Democrat,OGD009,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,OGD009,TULSI GABBARD,0
Weber,President,,Democrat,OGD009,AMY KLOBUCHAR,4
Weber,President,,Democrat,OGD009,DEVAL PATRICK,0
Weber,President,,Democrat,OGD010,JULIAN CASTRO,0
Weber,President,,Democrat,OGD010,ANDREW YANG,0
Weber,President,,Democrat,OGD010,CORY BOOKER,0
Weber,President,,Democrat,OGD010,PETE BUTTIGIEG,8
Weber,President,,Democrat,OGD010,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD010,MICHAEL R. BLOOMBERG,20
Weber,President,,Democrat,OGD010,JOSEPH R. BIDEN,27
Weber,President,,Democrat,OGD010,BERNIE SANDERS,67
Weber,President,,Democrat,OGD010,TOM STEYER,0
Weber,President,,Democrat,OGD010,ELIZABETH WARREN,10
Weber,President,,Democrat,OGD010,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,OGD010,TULSI GABBARD,1
Weber,President,,Democrat,OGD010,AMY KLOBUCHAR,1
Weber,President,,Democrat,OGD010,DEVAL PATRICK,0
Weber,President,,Democrat,OGD011,JULIAN CASTRO,0
Weber,President,,Democrat,OGD011,ANDREW YANG,4
Weber,President,,Democrat,OGD011,CORY BOOKER,0
Weber,President,,Democrat,OGD011,PETE BUTTIGIEG,8
Weber,President,,Democrat,OGD011,NATHAN BLOXHAM,0
Weber,President,,Democrat,OGD011,MICHAEL R. BLOOMBERG,14
Weber,President,,Democrat,OGD011,JOSEPH R. BIDEN,16
Weber,President,,Democrat,OGD011,BERNIE SANDERS,31
Weber,President,,Democrat,OGD011,TOM STEYER,0
Weber,President,,Democrat,OGD011,ELIZABETH WARREN,17
Weber,President,,Democrat,OGD011,MARIANNE WILLIAMSON,1
Weber,President,,Democrat,OGD011,TULSI GABBARD,0
Weber,President,,Democrat,OGD011,AMY KLOBUCHAR,3
