county,precinct_code,precinct,office,district,candidate,party,votes
Platte,44,44 SEVEN BRIDGES,U.S. House,6,Jim Higgins,LIB,53
Platte,61,ABSENTEE,U.S. House,6,Jim Higgins,LIB,256
Platte,50,RIVERSIDE/NORTHMOOR,State Representative,11,Brenda Shields,REP,
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Representative,11,Brenda Shields,REP,
Platte,52,HOUSTON LAKE/SOUTHEAST,State Representative,11,Brenda Shields,REP,
Platte,53,PLATTE HILLS/HAMPTON EAST,State Representative,11,Brenda Shields,REP,
Platte,54,PLATTE WOODS/PARK HILL,State Representative,11,Brenda Shields,REP,
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Representative,11,Brenda Shields,REP,267
Platte,56,WESTON ET AL,State Representative,11,Brenda Shields,REP,1034
Platte,57,NEW MARKET/DEARBORN,State Representative,11,Brenda Shields,REP,459
Platte,58,EDGERTON/RIDGELY,State Representative,11,Brenda Shields,REP,323
Platte,59,HOOVER/SHILOH,State Representative,11,Brenda Shields,REP,
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Representative,11,Brenda Shields,REP,
Platte,61,ABSENTEE,State Representative,11,Brenda Shields,REP,399
Platte,50,RIVERSIDE/NORTHMOOR,State Representative,11,Brady Lee ODell,DEM,
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Representative,11,Brady Lee ODell,DEM,
Platte,52,HOUSTON LAKE/SOUTHEAST,State Representative,11,Brady Lee ODell,DEM,
Platte,53,PLATTE HILLS/HAMPTON EAST,State Representative,11,Brady Lee ODell,DEM,
Platte,54,PLATTE WOODS/PARK HILL,State Representative,11,Brady Lee ODell,DEM,
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Representative,11,Brady Lee ODell,DEM,57
Platte,56,WESTON ET AL,State Representative,11,Brady Lee ODell,DEM,380
Platte,57,NEW MARKET/DEARBORN,State Representative,11,Brady Lee ODell,DEM,126
Platte,58,EDGERTON/RIDGELY,State Representative,11,Brady Lee ODell,DEM,77
Platte,59,HOOVER/SHILOH,State Representative,11,Brady Lee ODell,DEM,
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Representative,11,Brady Lee ODell,DEM,
Platte,61,ABSENTEE,State Representative,11,Brady Lee ODell,DEM,358
Platte,50,RIVERSIDE/NORTHMOOR,State Representative,12,Josh Hurlbert,REP,
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Representative,12,Josh Hurlbert,REP,
Platte,52,HOUSTON LAKE/SOUTHEAST,State Representative,12,Josh Hurlbert,REP,
Platte,53,PLATTE HILLS/HAMPTON EAST,State Representative,12,Josh Hurlbert,REP,
Platte,54,PLATTE WOODS/PARK HILL,State Representative,12,Josh Hurlbert,REP,
Platte,14,14 PLATTE CITY,State Representative,12,Josh Hurlbert,REP,930
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Representative,12,Josh Hurlbert,REP,136
Platte,56,WESTON ET AL,State Representative,12,Josh Hurlbert,REP,
Platte,57,NEW MARKET/DEARBORN,State Representative,12,Josh Hurlbert,REP,
Platte,58,EDGERTON/RIDGELY,State Representative,12,Josh Hurlbert,REP,291
Platte,27,27 CAMDEN POINT,State Representative,12,Josh Hurlbert,REP,358
Platte,59,HOOVER/SHILOH,State Representative,12,Josh Hurlbert,REP,659
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Representative,12,Josh Hurlbert,REP,
Platte,44,44 SEVEN BRIDGES,State Representative,12,Josh Hurlbert,REP,290
Platte,61,ABSENTEE,State Representative,12,Josh Hurlbert,REP,886
Platte,50,RIVERSIDE/NORTHMOOR,State Representative,12,Wade Hugh Kiefer,DEM,
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Representative,12,Wade Hugh Kiefer,DEM,
Platte,52,HOUSTON LAKE/SOUTHEAST,State Representative,12,Wade Hugh Kiefer,DEM,
Platte,53,PLATTE HILLS/HAMPTON EAST,State Representative,12,Wade Hugh Kiefer,DEM,
Platte,54,PLATTE WOODS/PARK HILL,State Representative,12,Wade Hugh Kiefer,DEM,
Platte,14,14 PLATTE CITY,State Representative,12,Wade Hugh Kiefer,DEM,496
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Representative,12,Wade Hugh Kiefer,DEM,43
Platte,56,WESTON ET AL,State Representative,12,Wade Hugh Kiefer,DEM,
Platte,57,NEW MARKET/DEARBORN,State Representative,12,Wade Hugh Kiefer,DEM,
Platte,58,EDGERTON/RIDGELY,State Representative,12,Wade Hugh Kiefer,DEM,88
Platte,27,27 CAMDEN POINT,State Representative,12,Wade Hugh Kiefer,DEM,105
Platte,59,HOOVER/SHILOH,State Representative,12,Wade Hugh Kiefer,DEM,163
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Representative,12,Wade Hugh Kiefer,DEM,
Platte,44,44 SEVEN BRIDGES,State Representative,12,Wade Hugh Kiefer,DEM,134
Platte,61,ABSENTEE,State Representative,12,Wade Hugh Kiefer,DEM,725
Platte,50,RIVERSIDE/NORTHMOOR,State Representative,13,Sean Pouche,REP,
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Representative,13,Sean Pouche,REP,1226
Platte,52,HOUSTON LAKE/SOUTHEAST,State Representative,13,Sean Pouche,REP,
Platte,5,05 PARKVILLE,State Representative,13,Sean Pouche,REP,1553
Platte,6,06 PAR 4,State Representative,13,Sean Pouche,REP,1147
Platte,53,PLATTE HILLS/HAMPTON EAST,State Representative,13,Sean Pouche,REP,813
Platte,54,PLATTE WOODS/PARK HILL,State Representative,13,Sean Pouche,REP,
Platte,10,10 WEATHERBY LAKE,State Representative,13,Sean Pouche,REP,656
Platte,12,12 FARLEY,State Representative,13,Sean Pouche,REP,267
Platte,13,13 HAMPTON WEST,State Representative,13,Sean Pouche,REP,1149
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Representative,13,Sean Pouche,REP,
Platte,56,WESTON ET AL,State Representative,13,Sean Pouche,REP,
Platte,57,NEW MARKET/DEARBORN,State Representative,13,Sean Pouche,REP,
Platte,58,EDGERTON/RIDGELY,State Representative,13,Sean Pouche,REP,
Platte,59,HOOVER/SHILOH,State Representative,13,Sean Pouche,REP,293
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Representative,13,Sean Pouche,REP,739
Platte,41,41 PARK HILL NORTH,State Representative,13,Sean Pouche,REP,898
Platte,44,44 SEVEN BRIDGES,State Representative,13,Sean Pouche,REP,1474
Platte,61,ABSENTEE,State Representative,13,Sean Pouche,REP,3839
Platte,50,RIVERSIDE/NORTHMOOR,State Representative,13,Vic Abundis,DEM,
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Representative,13,Vic Abundis,DEM,1305
Platte,52,HOUSTON LAKE/SOUTHEAST,State Representative,13,Vic Abundis,DEM,
Platte,5,05 PARKVILLE,State Representative,13,Vic Abundis,DEM,894
Platte,6,06 PAR 4,State Representative,13,Vic Abundis,DEM,1004
Platte,53,PLATTE HILLS/HAMPTON EAST,State Representative,13,Vic Abundis,DEM,531
Platte,54,PLATTE WOODS/PARK HILL,State Representative,13,Vic Abundis,DEM,
Platte,10,10 WEATHERBY LAKE,State Representative,13,Vic Abundis,DEM,451
Platte,12,12 FARLEY,State Representative,13,Vic Abundis,DEM,99
Platte,13,13 HAMPTON WEST,State Representative,13,Vic Abundis,DEM,551
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Representative,13,Vic Abundis,DEM,
Platte,56,WESTON ET AL,State Representative,13,Vic Abundis,DEM,
Platte,57,NEW MARKET/DEARBORN,State Representative,13,Vic Abundis,DEM,
Platte,58,EDGERTON/RIDGELY,State Representative,13,Vic Abundis,DEM,
Platte,59,HOOVER/SHILOH,State Representative,13,Vic Abundis,DEM,65
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Representative,13,Vic Abundis,DEM,353
Platte,41,41 PARK HILL NORTH,State Representative,13,Vic Abundis,DEM,784
Platte,44,44 SEVEN BRIDGES,State Representative,13,Vic Abundis,DEM,483
Platte,61,ABSENTEE,State Representative,13,Vic Abundis,DEM,4254
Platte,50,RIVERSIDE/NORTHMOOR,State Representative,14,Eric Holmes,REP,929
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Representative,14,Eric Holmes,REP,
Platte,52,HOUSTON LAKE/SOUTHEAST,State Representative,14,Eric Holmes,REP,942
Platte,5,05 PARKVILLE,State Representative,14,Eric Holmes,REP,10
Platte,53,PLATTE HILLS/HAMPTON EAST,State Representative,14,Eric Holmes,REP,
Platte,54,PLATTE WOODS/PARK HILL,State Representative,14,Eric Holmes,REP,520
Platte,9,09 LAKE WAUKOMIS,State Representative,14,Eric Holmes,REP,320
Platte,11,11 EMBASSY,State Representative,14,Eric Holmes,REP,473
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Representative,14,Eric Holmes,REP,
Platte,56,WESTON ET AL,State Representative,14,Eric Holmes,REP,
Platte,57,NEW MARKET/DEARBORN,State Representative,14,Eric Holmes,REP,
Platte,58,EDGERTON/RIDGELY,State Representative,14,Eric Holmes,REP,
Platte,59,HOOVER/SHILOH,State Representative,14,Eric Holmes,REP,
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Representative,14,Eric Holmes,REP,
Platte,34,34 BARRY EAST,State Representative,14,Eric Holmes,REP,939
Platte,35,35 NORTHERN HEIGHTS,State Representative,14,Eric Holmes,REP,827
Platte,38,38 LINE CREEK,State Representative,14,Eric Holmes,REP,840
Platte,40,40 BARRY NORTH,State Representative,14,Eric Holmes,REP,1039
Platte,42,42 BARRY SOUTH,State Representative,14,Eric Holmes,REP,788
Platte,61,ABSENTEE,State Representative,14,Eric Holmes,REP,3080
Platte,50,RIVERSIDE/NORTHMOOR,State Representative,14,Ashley Aune,DEM,855
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Representative,14,Ashley Aune,DEM,
Platte,52,HOUSTON LAKE/SOUTHEAST,State Representative,14,Ashley Aune,DEM,1012
Platte,5,05 PARKVILLE,State Representative,14,Ashley Aune,DEM,8
Platte,53,PLATTE HILLS/HAMPTON EAST,State Representative,14,Ashley Aune,DEM,
Platte,54,PLATTE WOODS/PARK HILL,State Representative,14,Ashley Aune,DEM,533
Platte,9,09 LAKE WAUKOMIS,State Representative,14,Ashley Aune,DEM,264
Platte,11,11 EMBASSY,State Representative,14,Ashley Aune,DEM,505
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Representative,14,Ashley Aune,DEM,
Platte,56,WESTON ET AL,State Representative,14,Ashley Aune,DEM,
Platte,57,NEW MARKET/DEARBORN,State Representative,14,Ashley Aune,DEM,
Platte,58,EDGERTON/RIDGELY,State Representative,14,Ashley Aune,DEM,
Platte,59,HOOVER/SHILOH,State Representative,14,Ashley Aune,DEM,
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Representative,14,Ashley Aune,DEM,
Platte,34,34 BARRY EAST,State Representative,14,Ashley Aune,DEM,816
Platte,35,35 NORTHERN HEIGHTS,State Representative,14,Ashley Aune,DEM,746
Platte,38,38 LINE CREEK,State Representative,14,Ashley Aune,DEM,864
Platte,40,40 BARRY NORTH,State Representative,14,Ashley Aune,DEM,1161
Platte,42,42 BARRY SOUTH,State Representative,14,Ashley Aune,DEM,759
Platte,61,ABSENTEE,State Representative,14,Ashley Aune,DEM,4553
Polk,1,NORTH BENTON,President,,Donald J. Trump,REP,669
Polk,6,NORTH GREENE,President,,Donald J. Trump,REP,411
Polk,8,JACKSON,President,,Donald J. Trump,REP,459
Polk,10,JOHNSON,President,,Donald J. Trump,REP,747
Polk,11,EAST LOONEY,President,,Donald J. Trump,REP,549
Polk,12,WEST LOONEY,President,,Donald J. Trump,REP,599
Polk,14,EAST MADISON,President,,Donald J. Trump,REP,736
Polk,16,NORTHEAST MARION,President,,Donald J. Trump,REP,1288
Polk,17,NORTHWEST MARION,President,,Donald J. Trump,REP,1424
Polk,18,SOUTHEAST MARION,President,,Donald J. Trump,REP,1001
Polk,19,SOUTHWEST MARION,President,,Donald J. Trump,REP,904
Polk,20,MOONEY,President,,Donald J. Trump,REP,1132
Polk,30,FEDERAL,President,,Donald J. Trump,REP,4
Polk,31,ABSENTEE,President,,Donald J. Trump,REP,1927
Polk,1,NORTH BENTON,President,,Joseph R. Biden,DEM,80
Polk,6,NORTH GREENE,President,,Joseph R. Biden,DEM,83
Polk,8,JACKSON,President,,Joseph R. Biden,DEM,100
Polk,10,JOHNSON,President,,Joseph R. Biden,DEM,144
Polk,11,EAST LOONEY,President,,Joseph R. Biden,DEM,134
Polk,12,WEST LOONEY,President,,Joseph R. Biden,DEM,91
Polk,14,EAST MADISON,President,,Joseph R. Biden,DEM,130
Polk,16,NORTHEAST MARION,President,,Joseph R. Biden,DEM,303
Polk,17,NORTHWEST MARION,President,,Joseph R. Biden,DEM,293
Polk,18,SOUTHEAST MARION,President,,Joseph R. Biden,DEM,202
Polk,19,SOUTHWEST MARION,President,,Joseph R. Biden,DEM,186
Polk,20,MOONEY,President,,Joseph R. Biden,DEM,249
Polk,30,FEDERAL,President,,Joseph R. Biden,DEM,0
Polk,31,ABSENTEE,President,,Joseph R. Biden,DEM,890
Polk,1,NORTH BENTON,President,,Jo Jorgensen,LIB,11
Polk,6,NORTH GREENE,President,,Jo Jorgensen,LIB,7
Polk,8,JACKSON,President,,Jo Jorgensen,LIB,10
Polk,10,JOHNSON,President,,Jo Jorgensen,LIB,11
Polk,11,EAST LOONEY,President,,Jo Jorgensen,LIB,10
Polk,12,WEST LOONEY,President,,Jo Jorgensen,LIB,10
Polk,14,EAST MADISON,President,,Jo Jorgensen,LIB,11
Polk,16,NORTHEAST MARION,President,,Jo Jorgensen,LIB,36
Polk,17,NORTHWEST MARION,President,,Jo Jorgensen,LIB,35
Polk,18,SOUTHEAST MARION,President,,Jo Jorgensen,LIB,29
Polk,19,SOUTHWEST MARION,President,,Jo Jorgensen,LIB,25
Polk,20,MOONEY,President,,Jo Jorgensen,LIB,38
Polk,30,FEDERAL,President,,Jo Jorgensen,LIB,0
Polk,31,ABSENTEE,President,,Jo Jorgensen,LIB,45
Polk,1,NORTH BENTON,President,,Howie Hawkins,GRE,0
Polk,6,NORTH GREENE,President,,Howie Hawkins,GRE,0
Polk,8,JACKSON,President,,Howie Hawkins,GRE,2
Polk,10,JOHNSON,President,,Howie Hawkins,GRE,0
Polk,11,EAST LOONEY,President,,Howie Hawkins,GRE,0
Polk,12,WEST LOONEY,President,,Howie Hawkins,GRE,1
Polk,14,EAST MADISON,President,,Howie Hawkins,GRE,0
Polk,16,NORTHEAST MARION,President,,Howie Hawkins,GRE,4
Polk,17,NORTHWEST MARION,President,,Howie Hawkins,GRE,3
Polk,18,SOUTHEAST MARION,President,,Howie Hawkins,GRE,3
Polk,19,SOUTHWEST MARION,President,,Howie Hawkins,GRE,3
Polk,20,MOONEY,President,,Howie Hawkins,GRE,2
Polk,30,FEDERAL,President,,Howie Hawkins,GRE,0
Polk,31,ABSENTEE,President,,Howie Hawkins,GRE,2
Polk,1,NORTH BENTON,President,,Don Blankenship,CST,1
Polk,6,NORTH GREENE,President,,Don Blankenship,CST,0
Polk,8,JACKSON,President,,Don Blankenship,CST,1
Polk,10,JOHNSON,President,,Don Blankenship,CST,2
Polk,11,EAST LOONEY,President,,Don Blankenship,CST,0
Polk,12,WEST LOONEY,President,,Don Blankenship,CST,2
Polk,14,EAST MADISON,President,,Don Blankenship,CST,3
Polk,16,NORTHEAST MARION,President,,Don Blankenship,CST,3
Polk,17,NORTHWEST MARION,President,,Don Blankenship,CST,4
Polk,18,SOUTHEAST MARION,President,,Don Blankenship,CST,0
Polk,19,SOUTHWEST MARION,President,,Don Blankenship,CST,1
Polk,20,MOONEY,President,,Don Blankenship,CST,3
Polk,30,FEDERAL,President,,Don Blankenship,CST,0
Polk,31,ABSENTEE,President,,Don Blankenship,CST,9
Polk,1,NORTH BENTON,President,,Kasey Wells,WI,0
Polk,6,NORTH GREENE,President,,Kasey Wells,WI,
Polk,8,JACKSON,President,,Kasey Wells,WI,
Polk,10,JOHNSON,President,,Kasey Wells,WI,
Polk,11,EAST LOONEY,President,,Kasey Wells,WI,
Polk,12,WEST LOONEY,President,,Kasey Wells,WI,
Polk,14,EAST MADISON,President,,Kasey Wells,WI,
Polk,16,NORTHEAST MARION,President,,Kasey Wells,WI,
Polk,17,NORTHWEST MARION,President,,Kasey Wells,WI,
Polk,18,SOUTHEAST MARION,President,,Kasey Wells,WI,
Polk,19,SOUTHWEST MARION,President,,Kasey Wells,WI,
Polk,20,MOONEY,President,,Kasey Wells,WI,
Polk,30,FEDERAL,President,,Kasey Wells,WI,
Polk,31,ABSENTEE,President,,Kasey Wells,WI,
Polk,1,NORTH BENTON,President,,Jade Simmons,WI,0
Polk,6,NORTH GREENE,President,,Jade Simmons,WI,
Polk,8,JACKSON,President,,Jade Simmons,WI,
Polk,10,JOHNSON,President,,Jade Simmons,WI,
Polk,11,EAST LOONEY,President,,Jade Simmons,WI,
Polk,12,WEST LOONEY,President,,Jade Simmons,WI,
Polk,14,EAST MADISON,President,,Jade Simmons,WI,
Polk,16,NORTHEAST MARION,President,,Jade Simmons,WI,
Polk,17,NORTHWEST MARION,President,,Jade Simmons,WI,
Polk,18,SOUTHEAST MARION,President,,Jade Simmons,WI,
Polk,19,SOUTHWEST MARION,President,,Jade Simmons,WI,
Polk,20,MOONEY,President,,Jade Simmons,WI,
Polk,30,FEDERAL,President,,Jade Simmons,WI,
Polk,31,ABSENTEE,President,,Jade Simmons,WI,
Polk,1,NORTH BENTON,President,,Brian Carroll,WI,0
Polk,6,NORTH GREENE,President,,Brian Carroll,WI,
Polk,8,JACKSON,President,,Brian Carroll,WI,
Polk,10,JOHNSON,President,,Brian Carroll,WI,
Polk,11,EAST LOONEY,President,,Brian Carroll,WI,
Polk,12,WEST LOONEY,President,,Brian Carroll,WI,
Polk,14,EAST MADISON,President,,Brian Carroll,WI,
Polk,16,NORTHEAST MARION,President,,Brian Carroll,WI,
Polk,17,NORTHWEST MARION,President,,Brian Carroll,WI,
Polk,18,SOUTHEAST MARION,President,,Brian Carroll,WI,
Polk,19,SOUTHWEST MARION,President,,Brian Carroll,WI,
Polk,20,MOONEY,President,,Brian Carroll,WI,
Polk,30,FEDERAL,President,,Brian Carroll,WI,
Polk,31,ABSENTEE,President,,Brian Carroll,WI,2
Polk,1,NORTH BENTON,President,,Gloria LaRiva,WI,0
Polk,6,NORTH GREENE,President,,Gloria LaRiva,WI,
Polk,8,JACKSON,President,,Gloria LaRiva,WI,
Polk,10,JOHNSON,President,,Gloria LaRiva,WI,
Polk,11,EAST LOONEY,President,,Gloria LaRiva,WI,
Polk,12,WEST LOONEY,President,,Gloria LaRiva,WI,
Polk,14,EAST MADISON,President,,Gloria LaRiva,WI,
Polk,16,NORTHEAST MARION,President,,Gloria LaRiva,WI,
Polk,17,NORTHWEST MARION,President,,Gloria LaRiva,WI,
Polk,18,SOUTHEAST MARION,President,,Gloria LaRiva,WI,
Polk,19,SOUTHWEST MARION,President,,Gloria LaRiva,WI,
Polk,20,MOONEY,President,,Gloria LaRiva,WI,
Polk,30,FEDERAL,President,,Gloria LaRiva,WI,
Polk,31,ABSENTEE,President,,Gloria LaRiva,WI,
Polk,1,NORTH BENTON,Governor,,Mike Parson,REP,675
Polk,6,NORTH GREENE,Governor,,Mike Parson,REP,422
Polk,8,JACKSON,Governor,,Mike Parson,REP,458
Polk,10,JOHNSON,Governor,,Mike Parson,REP,758
Polk,11,EAST LOONEY,Governor,,Mike Parson,REP,570
Polk,12,WEST LOONEY,Governor,,Mike Parson,REP,612
Polk,14,EAST MADISON,Governor,,Mike Parson,REP,718
Polk,16,NORTHEAST MARION,Governor,,Mike Parson,REP,1355
Polk,17,NORTHWEST MARION,Governor,,Mike Parson,REP,1506
Polk,18,SOUTHEAST MARION,Governor,,Mike Parson,REP,1037
Polk,19,SOUTHWEST MARION,Governor,,Mike Parson,REP,933
Polk,20,MOONEY,Governor,,Mike Parson,REP,1156
Polk,30,FEDERAL,Governor,,Mike Parson,REP,4
Polk,31,ABSENTEE,Governor,,Mike Parson,REP,2115
Polk,1,NORTH BENTON,Governor,,Nicole Galloway,DEM,69
Polk,6,NORTH GREENE,Governor,,Nicole Galloway,DEM,72
Polk,8,JACKSON,Governor,,Nicole Galloway,DEM,94
Polk,10,JOHNSON,Governor,,Nicole Galloway,DEM,131
Polk,11,EAST LOONEY,Governor,,Nicole Galloway,DEM,110
Polk,12,WEST LOONEY,Governor,,Nicole Galloway,DEM,75
Polk,14,EAST MADISON,Governor,,Nicole Galloway,DEM,129
Polk,16,NORTHEAST MARION,Governor,,Nicole Galloway,DEM,255
Polk,17,NORTHWEST MARION,Governor,,Nicole Galloway,DEM,234
Polk,18,SOUTHEAST MARION,Governor,,Nicole Galloway,DEM,180
Polk,19,SOUTHWEST MARION,Governor,,Nicole Galloway,DEM,168
Polk,20,MOONEY,Governor,,Nicole Galloway,DEM,226
Polk,30,FEDERAL,Governor,,Nicole Galloway,DEM,0
Polk,31,ABSENTEE,Governor,,Nicole Galloway,DEM,732
Polk,1,NORTH BENTON,Governor,,Rik Combs,LIB,6
Polk,6,NORTH GREENE,Governor,,Rik Combs,LIB,6
Polk,8,JACKSON,Governor,,Rik Combs,LIB,17
Polk,10,JOHNSON,Governor,,Rik Combs,LIB,14
Polk,11,EAST LOONEY,Governor,,Rik Combs,LIB,12
Polk,12,WEST LOONEY,Governor,,Rik Combs,LIB,16
Polk,14,EAST MADISON,Governor,,Rik Combs,LIB,26
Polk,16,NORTHEAST MARION,Governor,,Rik Combs,LIB,27
Polk,17,NORTHWEST MARION,Governor,,Rik Combs,LIB,18
Polk,18,SOUTHEAST MARION,Governor,,Rik Combs,LIB,15
Polk,19,SOUTHWEST MARION,Governor,,Rik Combs,LIB,18
Polk,20,MOONEY,Governor,,Rik Combs,LIB,34
Polk,30,FEDERAL,Governor,,Rik Combs,LIB,0
Polk,31,ABSENTEE,Governor,,Rik Combs,LIB,28
Polk,1,NORTH BENTON,Governor,,Jerome Howard Bauer,GRE,4
Polk,6,NORTH GREENE,Governor,,Jerome Howard Bauer,GRE,0
Polk,8,JACKSON,Governor,,Jerome Howard Bauer,GRE,2
Polk,10,JOHNSON,Governor,,Jerome Howard Bauer,GRE,2
Polk,11,EAST LOONEY,Governor,,Jerome Howard Bauer,GRE,1
Polk,12,WEST LOONEY,Governor,,Jerome Howard Bauer,GRE,2
Polk,14,EAST MADISON,Governor,,Jerome Howard Bauer,GRE,5
Polk,16,NORTHEAST MARION,Governor,,Jerome Howard Bauer,GRE,5
Polk,17,NORTHWEST MARION,Governor,,Jerome Howard Bauer,GRE,4
Polk,18,SOUTHEAST MARION,Governor,,Jerome Howard Bauer,GRE,5
Polk,19,SOUTHWEST MARION,Governor,,Jerome Howard Bauer,GRE,4
Polk,20,MOONEY,Governor,,Jerome Howard Bauer,GRE,2
Polk,30,FEDERAL,Governor,,Jerome Howard Bauer,GRE,0
Polk,31,ABSENTEE,Governor,,Jerome Howard Bauer,GRE,5
Polk,1,NORTH BENTON,Governor,,Arnie C. AC Dienoff,WI,0
Polk,6,NORTH GREENE,Governor,,Arnie C. AC Dienoff,WI,
Polk,8,JACKSON,Governor,,Arnie C. AC Dienoff,WI,
Polk,10,JOHNSON,Governor,,Arnie C. AC Dienoff,WI,
Polk,11,EAST LOONEY,Governor,,Arnie C. AC Dienoff,WI,
Polk,12,WEST LOONEY,Governor,,Arnie C. AC Dienoff,WI,
Polk,14,EAST MADISON,Governor,,Arnie C. AC Dienoff,WI,
Polk,16,NORTHEAST MARION,Governor,,Arnie C. AC Dienoff,WI,
Polk,17,NORTHWEST MARION,Governor,,Arnie C. AC Dienoff,WI,
Polk,18,SOUTHEAST MARION,Governor,,Arnie C. AC Dienoff,WI,
Polk,19,SOUTHWEST MARION,Governor,,Arnie C. AC Dienoff,WI,
Polk,20,MOONEY,Governor,,Arnie C. AC Dienoff,WI,
Polk,30,FEDERAL,Governor,,Arnie C. AC Dienoff,WI,
Polk,31,ABSENTEE,Governor,,Arnie C. AC Dienoff,WI,
Polk,1,NORTH BENTON,Governor,,Theo (Ted) Brown Sr,WI,0
Polk,6,NORTH GREENE,Governor,,Theo (Ted) Brown Sr,WI,
Polk,8,JACKSON,Governor,,Theo (Ted) Brown Sr,WI,
Polk,10,JOHNSON,Governor,,Theo (Ted) Brown Sr,WI,
Polk,11,EAST LOONEY,Governor,,Theo (Ted) Brown Sr,WI,
Polk,12,WEST LOONEY,Governor,,Theo (Ted) Brown Sr,WI,
Polk,14,EAST MADISON,Governor,,Theo (Ted) Brown Sr,WI,
Polk,16,NORTHEAST MARION,Governor,,Theo (Ted) Brown Sr,WI,
Polk,17,NORTHWEST MARION,Governor,,Theo (Ted) Brown Sr,WI,
Polk,18,SOUTHEAST MARION,Governor,,Theo (Ted) Brown Sr,WI,
Polk,19,SOUTHWEST MARION,Governor,,Theo (Ted) Brown Sr,WI,
Polk,20,MOONEY,Governor,,Theo (Ted) Brown Sr,WI,
Polk,30,FEDERAL,Governor,,Theo (Ted) Brown Sr,WI,
Polk,31,ABSENTEE,Governor,,Theo (Ted) Brown Sr,WI,
Polk,1,NORTH BENTON,Governor,,Martin Lindstedt,WI,0
Polk,6,NORTH GREENE,Governor,,Martin Lindstedt,WI,
Polk,8,JACKSON,Governor,,Martin Lindstedt,WI,
Polk,10,JOHNSON,Governor,,Martin Lindstedt,WI,
Polk,11,EAST LOONEY,Governor,,Martin Lindstedt,WI,
Polk,12,WEST LOONEY,Governor,,Martin Lindstedt,WI,
Polk,14,EAST MADISON,Governor,,Martin Lindstedt,WI,
Polk,16,NORTHEAST MARION,Governor,,Martin Lindstedt,WI,
Polk,17,NORTHWEST MARION,Governor,,Martin Lindstedt,WI,
Polk,18,SOUTHEAST MARION,Governor,,Martin Lindstedt,WI,
Polk,19,SOUTHWEST MARION,Governor,,Martin Lindstedt,WI,
Polk,20,MOONEY,Governor,,Martin Lindstedt,WI,
Polk,30,FEDERAL,Governor,,Martin Lindstedt,WI,
Polk,31,ABSENTEE,Governor,,Martin Lindstedt,WI,
Polk,1,NORTH BENTON,Lieutenant Governor,,Mike Kehoe,REP,673
Polk,6,NORTH GREENE,Lieutenant Governor,,Mike Kehoe,REP,416
Polk,8,JACKSON,Lieutenant Governor,,Mike Kehoe,REP,451
Polk,10,JOHNSON,Lieutenant Governor,,Mike Kehoe,REP,750
Polk,11,EAST LOONEY,Lieutenant Governor,,Mike Kehoe,REP,541
Polk,12,WEST LOONEY,Lieutenant Governor,,Mike Kehoe,REP,606
Polk,14,EAST MADISON,Lieutenant Governor,,Mike Kehoe,REP,709
Polk,16,NORTHEAST MARION,Lieutenant Governor,,Mike Kehoe,REP,1332
Polk,17,NORTHWEST MARION,Lieutenant Governor,,Mike Kehoe,REP,1450
Polk,18,SOUTHEAST MARION,Lieutenant Governor,,Mike Kehoe,REP,1006
Polk,19,SOUTHWEST MARION,Lieutenant Governor,,Mike Kehoe,REP,898
Polk,20,MOONEY,Lieutenant Governor,,Mike Kehoe,REP,1137
Polk,30,FEDERAL,Lieutenant Governor,,Mike Kehoe,REP,4
Polk,31,ABSENTEE,Lieutenant Governor,,Mike Kehoe,REP,2037
Polk,1,NORTH BENTON,Lieutenant Governor,,Alissia Canady,DEM,62
Polk,6,NORTH GREENE,Lieutenant Governor,,Alissia Canady,DEM,69
Polk,8,JACKSON,Lieutenant Governor,,Alissia Canady,DEM,101
Polk,10,JOHNSON,Lieutenant Governor,,Alissia Canady,DEM,129
Polk,11,EAST LOONEY,Lieutenant Governor,,Alissia Canady,DEM,128
