county,precinct_code,precinct,office,district,candidate,party,votes
Platte,13,13 HAMPTON WEST,Secretary of State,,Paul Lehmann,GRE,10
Platte,14,14 PLATTE CITY,Secretary of State,,Paul Lehmann,GRE,26
Platte,55,BEVERLY/TRACY/SETTLES STATION,Secretary of State,,Paul Lehmann,GRE,2
Platte,56,WESTON ET AL,Secretary of State,,Paul Lehmann,GRE,11
Platte,57,NEW MARKET/DEARBORN,Secretary of State,,Paul Lehmann,GRE,4
Platte,58,EDGERTON/RIDGELY,Secretary of State,,Paul Lehmann,GRE,4
Platte,27,27 CAMDEN POINT,Secretary of State,,Paul Lehmann,GRE,1
Platte,59,HOOVER/SHILOH,Secretary of State,,Paul Lehmann,GRE,6
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,Secretary of State,,Paul Lehmann,GRE,12
Platte,34,34 BARRY EAST,Secretary of State,,Paul Lehmann,GRE,15
Platte,35,35 NORTHERN HEIGHTS,Secretary of State,,Paul Lehmann,GRE,16
Platte,38,38 LINE CREEK,Secretary of State,,Paul Lehmann,GRE,20
Platte,40,40 BARRY NORTH,Secretary of State,,Paul Lehmann,GRE,19
Platte,41,41 PARK HILL NORTH,Secretary of State,,Paul Lehmann,GRE,27
Platte,42,42 BARRY SOUTH,Secretary of State,,Paul Lehmann,GRE,12
Platte,44,44 SEVEN BRIDGES,Secretary of State,,Paul Lehmann,GRE,16
Platte,61,ABSENTEE,Secretary of State,,Paul Lehmann,GRE,94
Platte,50,RIVERSIDE/NORTHMOOR,Secretary of State,,Paul Venable,CST,17
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,Secretary of State,,Paul Venable,CST,9
Platte,52,HOUSTON LAKE/SOUTHEAST,Secretary of State,,Paul Venable,CST,19
Platte,5,05 PARKVILLE,Secretary of State,,Paul Venable,CST,10
Platte,6,06 PAR 4,Secretary of State,,Paul Venable,CST,13
Platte,53,PLATTE HILLS/HAMPTON EAST,Secretary of State,,Paul Venable,CST,9
Platte,54,PLATTE WOODS/PARK HILL,Secretary of State,,Paul Venable,CST,7
Platte,9,09 LAKE WAUKOMIS,Secretary of State,,Paul Venable,CST,1
Platte,10,10 WEATHERBY LAKE,Secretary of State,,Paul Venable,CST,6
Platte,11,11 EMBASSY,Secretary of State,,Paul Venable,CST,4
Platte,12,12 FARLEY,Secretary of State,,Paul Venable,CST,3
Platte,13,13 HAMPTON WEST,Secretary of State,,Paul Venable,CST,12
Platte,14,14 PLATTE CITY,Secretary of State,,Paul Venable,CST,17
Platte,55,BEVERLY/TRACY/SETTLES STATION,Secretary of State,,Paul Venable,CST,3
Platte,56,WESTON ET AL,Secretary of State,,Paul Venable,CST,10
Platte,57,NEW MARKET/DEARBORN,Secretary of State,,Paul Venable,CST,2
Platte,58,EDGERTON/RIDGELY,Secretary of State,,Paul Venable,CST,7
Platte,27,27 CAMDEN POINT,Secretary of State,,Paul Venable,CST,5
Platte,59,HOOVER/SHILOH,Secretary of State,,Paul Venable,CST,9
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,Secretary of State,,Paul Venable,CST,3
Platte,34,34 BARRY EAST,Secretary of State,,Paul Venable,CST,9
Platte,35,35 NORTHERN HEIGHTS,Secretary of State,,Paul Venable,CST,10
Platte,38,38 LINE CREEK,Secretary of State,,Paul Venable,CST,10
Platte,40,40 BARRY NORTH,Secretary of State,,Paul Venable,CST,6
Platte,41,41 PARK HILL NORTH,Secretary of State,,Paul Venable,CST,11
Platte,42,42 BARRY SOUTH,Secretary of State,,Paul Venable,CST,7
Platte,44,44 SEVEN BRIDGES,Secretary of State,,Paul Venable,CST,15
Platte,61,ABSENTEE,Secretary of State,,Paul Venable,CST,62
Platte,50,RIVERSIDE/NORTHMOOR,State Treasurer,,Scott Fitzpatrick,REP,913
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Treasurer,,Scott Fitzpatrick,REP,1236
Platte,52,HOUSTON LAKE/SOUTHEAST,State Treasurer,,Scott Fitzpatrick,REP,930
Platte,5,05 PARKVILLE,State Treasurer,,Scott Fitzpatrick,REP,1538
Platte,6,06 PAR 4,State Treasurer,,Scott Fitzpatrick,REP,1150
Platte,53,PLATTE HILLS/HAMPTON EAST,State Treasurer,,Scott Fitzpatrick,REP,803
Platte,54,PLATTE WOODS/PARK HILL,State Treasurer,,Scott Fitzpatrick,REP,506
Platte,9,09 LAKE WAUKOMIS,State Treasurer,,Scott Fitzpatrick,REP,322
Platte,10,10 WEATHERBY LAKE,State Treasurer,,Scott Fitzpatrick,REP,668
Platte,11,11 EMBASSY,State Treasurer,,Scott Fitzpatrick,REP,468
Platte,12,12 FARLEY,State Treasurer,,Scott Fitzpatrick,REP,249
Platte,13,13 HAMPTON WEST,State Treasurer,,Scott Fitzpatrick,REP,1132
Platte,14,14 PLATTE CITY,State Treasurer,,Scott Fitzpatrick,REP,915
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Treasurer,,Scott Fitzpatrick,REP,389
Platte,56,WESTON ET AL,State Treasurer,,Scott Fitzpatrick,REP,963
Platte,57,NEW MARKET/DEARBORN,State Treasurer,,Scott Fitzpatrick,REP,420
Platte,58,EDGERTON/RIDGELY,State Treasurer,,Scott Fitzpatrick,REP,606
Platte,27,27 CAMDEN POINT,State Treasurer,,Scott Fitzpatrick,REP,355
Platte,59,HOOVER/SHILOH,State Treasurer,,Scott Fitzpatrick,REP,938
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Treasurer,,Scott Fitzpatrick,REP,727
Platte,34,34 BARRY EAST,State Treasurer,,Scott Fitzpatrick,REP,924
Platte,35,35 NORTHERN HEIGHTS,State Treasurer,,Scott Fitzpatrick,REP,794
Platte,38,38 LINE CREEK,State Treasurer,,Scott Fitzpatrick,REP,822
Platte,40,40 BARRY NORTH,State Treasurer,,Scott Fitzpatrick,REP,1053
Platte,41,41 PARK HILL NORTH,State Treasurer,,Scott Fitzpatrick,REP,893
Platte,42,42 BARRY SOUTH,State Treasurer,,Scott Fitzpatrick,REP,806
Platte,44,44 SEVEN BRIDGES,State Treasurer,,Scott Fitzpatrick,REP,1731
Platte,61,ABSENTEE,State Treasurer,,Scott Fitzpatrick,REP,8293
Platte,50,RIVERSIDE/NORTHMOOR,State Treasurer,,Vicki Lorenz Englund,DEM,773
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Treasurer,,Vicki Lorenz Englund,DEM,1215
Platte,52,HOUSTON LAKE/SOUTHEAST,State Treasurer,,Vicki Lorenz Englund,DEM,937
Platte,5,05 PARKVILLE,State Treasurer,,Vicki Lorenz Englund,DEM,868
Platte,6,06 PAR 4,State Treasurer,,Vicki Lorenz Englund,DEM,911
Platte,53,PLATTE HILLS/HAMPTON EAST,State Treasurer,,Vicki Lorenz Englund,DEM,508
Platte,54,PLATTE WOODS/PARK HILL,State Treasurer,,Vicki Lorenz Englund,DEM,504
Platte,9,09 LAKE WAUKOMIS,State Treasurer,,Vicki Lorenz Englund,DEM,243
Platte,10,10 WEATHERBY LAKE,State Treasurer,,Vicki Lorenz Englund,DEM,417
Platte,11,11 EMBASSY,State Treasurer,,Vicki Lorenz Englund,DEM,470
Platte,12,12 FARLEY,State Treasurer,,Vicki Lorenz Englund,DEM,101
Platte,13,13 HAMPTON WEST,State Treasurer,,Vicki Lorenz Englund,DEM,516
Platte,14,14 PLATTE CITY,State Treasurer,,Vicki Lorenz Englund,DEM,454
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Treasurer,,Vicki Lorenz Englund,DEM,103
Platte,56,WESTON ET AL,State Treasurer,,Vicki Lorenz Englund,DEM,406
Platte,57,NEW MARKET/DEARBORN,State Treasurer,,Vicki Lorenz Englund,DEM,147
Platte,58,EDGERTON/RIDGELY,State Treasurer,,Vicki Lorenz Englund,DEM,157
Platte,27,27 CAMDEN POINT,State Treasurer,,Vicki Lorenz Englund,DEM,94
Platte,59,HOOVER/SHILOH,State Treasurer,,Vicki Lorenz Englund,DEM,205
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Treasurer,,Vicki Lorenz Englund,DEM,330
Platte,34,34 BARRY EAST,State Treasurer,,Vicki Lorenz Englund,DEM,751
Platte,35,35 NORTHERN HEIGHTS,State Treasurer,,Vicki Lorenz Englund,DEM,706
Platte,38,38 LINE CREEK,State Treasurer,,Vicki Lorenz Englund,DEM,804
Platte,40,40 BARRY NORTH,State Treasurer,,Vicki Lorenz Englund,DEM,1066
Platte,41,41 PARK HILL NORTH,State Treasurer,,Vicki Lorenz Englund,DEM,720
Platte,42,42 BARRY SOUTH,State Treasurer,,Vicki Lorenz Englund,DEM,685
Platte,44,44 SEVEN BRIDGES,State Treasurer,,Vicki Lorenz Englund,DEM,584
Platte,61,ABSENTEE,State Treasurer,,Vicki Lorenz Englund,DEM,9452
Platte,50,RIVERSIDE/NORTHMOOR,State Treasurer,,Nicholas (Nick) Kasoff,LIB,83
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Treasurer,,Nicholas (Nick) Kasoff,LIB,66
Platte,52,HOUSTON LAKE/SOUTHEAST,State Treasurer,,Nicholas (Nick) Kasoff,LIB,63
Platte,5,05 PARKVILLE,State Treasurer,,Nicholas (Nick) Kasoff,LIB,52
Platte,6,06 PAR 4,State Treasurer,,Nicholas (Nick) Kasoff,LIB,65
Platte,53,PLATTE HILLS/HAMPTON EAST,State Treasurer,,Nicholas (Nick) Kasoff,LIB,29
Platte,54,PLATTE WOODS/PARK HILL,State Treasurer,,Nicholas (Nick) Kasoff,LIB,35
Platte,9,09 LAKE WAUKOMIS,State Treasurer,,Nicholas (Nick) Kasoff,LIB,17
Platte,10,10 WEATHERBY LAKE,State Treasurer,,Nicholas (Nick) Kasoff,LIB,19
Platte,11,11 EMBASSY,State Treasurer,,Nicholas (Nick) Kasoff,LIB,25
Platte,12,12 FARLEY,State Treasurer,,Nicholas (Nick) Kasoff,LIB,13
Platte,13,13 HAMPTON WEST,State Treasurer,,Nicholas (Nick) Kasoff,LIB,36
Platte,14,14 PLATTE CITY,State Treasurer,,Nicholas (Nick) Kasoff,LIB,51
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Treasurer,,Nicholas (Nick) Kasoff,LIB,11
Platte,56,WESTON ET AL,State Treasurer,,Nicholas (Nick) Kasoff,LIB,31
Platte,57,NEW MARKET/DEARBORN,State Treasurer,,Nicholas (Nick) Kasoff,LIB,15
Platte,58,EDGERTON/RIDGELY,State Treasurer,,Nicholas (Nick) Kasoff,LIB,6
Platte,27,27 CAMDEN POINT,State Treasurer,,Nicholas (Nick) Kasoff,LIB,8
Platte,59,HOOVER/SHILOH,State Treasurer,,Nicholas (Nick) Kasoff,LIB,30
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Treasurer,,Nicholas (Nick) Kasoff,LIB,25
Platte,34,34 BARRY EAST,State Treasurer,,Nicholas (Nick) Kasoff,LIB,58
Platte,35,35 NORTHERN HEIGHTS,State Treasurer,,Nicholas (Nick) Kasoff,LIB,46
Platte,38,38 LINE CREEK,State Treasurer,,Nicholas (Nick) Kasoff,LIB,52
Platte,40,40 BARRY NORTH,State Treasurer,,Nicholas (Nick) Kasoff,LIB,60
Platte,41,41 PARK HILL NORTH,State Treasurer,,Nicholas (Nick) Kasoff,LIB,49
Platte,42,42 BARRY SOUTH,State Treasurer,,Nicholas (Nick) Kasoff,LIB,34
Platte,44,44 SEVEN BRIDGES,State Treasurer,,Nicholas (Nick) Kasoff,LIB,52
Platte,61,ABSENTEE,State Treasurer,,Nicholas (Nick) Kasoff,LIB,261
Platte,50,RIVERSIDE/NORTHMOOR,State Treasurer,,Joseph Civettini,GRE,12
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,State Treasurer,,Joseph Civettini,GRE,22
Platte,52,HOUSTON LAKE/SOUTHEAST,State Treasurer,,Joseph Civettini,GRE,13
Platte,5,05 PARKVILLE,State Treasurer,,Joseph Civettini,GRE,9
Platte,6,06 PAR 4,State Treasurer,,Joseph Civettini,GRE,21
Platte,53,PLATTE HILLS/HAMPTON EAST,State Treasurer,,Joseph Civettini,GRE,6
Platte,54,PLATTE WOODS/PARK HILL,State Treasurer,,Joseph Civettini,GRE,7
Platte,9,09 LAKE WAUKOMIS,State Treasurer,,Joseph Civettini,GRE,3
Platte,10,10 WEATHERBY LAKE,State Treasurer,,Joseph Civettini,GRE,3
Platte,11,11 EMBASSY,State Treasurer,,Joseph Civettini,GRE,5
Platte,12,12 FARLEY,State Treasurer,,Joseph Civettini,GRE,4
Platte,13,13 HAMPTON WEST,State Treasurer,,Joseph Civettini,GRE,8
Platte,14,14 PLATTE CITY,State Treasurer,,Joseph Civettini,GRE,17
Platte,55,BEVERLY/TRACY/SETTLES STATION,State Treasurer,,Joseph Civettini,GRE,0
Platte,56,WESTON ET AL,State Treasurer,,Joseph Civettini,GRE,8
Platte,57,NEW MARKET/DEARBORN,State Treasurer,,Joseph Civettini,GRE,1
Platte,58,EDGERTON/RIDGELY,State Treasurer,,Joseph Civettini,GRE,4
Platte,27,27 CAMDEN POINT,State Treasurer,,Joseph Civettini,GRE,1
Platte,59,HOOVER/SHILOH,State Treasurer,,Joseph Civettini,GRE,6
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,State Treasurer,,Joseph Civettini,GRE,8
Platte,34,34 BARRY EAST,State Treasurer,,Joseph Civettini,GRE,18
Platte,35,35 NORTHERN HEIGHTS,State Treasurer,,Joseph Civettini,GRE,18
Platte,38,38 LINE CREEK,State Treasurer,,Joseph Civettini,GRE,21
Platte,40,40 BARRY NORTH,State Treasurer,,Joseph Civettini,GRE,10
Platte,41,41 PARK HILL NORTH,State Treasurer,,Joseph Civettini,GRE,20
Platte,42,42 BARRY SOUTH,State Treasurer,,Joseph Civettini,GRE,10
Platte,44,44 SEVEN BRIDGES,State Treasurer,,Joseph Civettini,GRE,14
Platte,61,ABSENTEE,State Treasurer,,Joseph Civettini,GRE,81
Platte,50,RIVERSIDE/NORTHMOOR,Attorney General,,Eric Schmitt,REP,934
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,Attorney General,,Eric Schmitt,REP,1239
Platte,52,HOUSTON LAKE/SOUTHEAST,Attorney General,,Eric Schmitt,REP,938
Platte,5,05 PARKVILLE,Attorney General,,Eric Schmitt,REP,1524
Platte,6,06 PAR 4,Attorney General,,Eric Schmitt,REP,1154
Platte,53,PLATTE HILLS/HAMPTON EAST,Attorney General,,Eric Schmitt,REP,802
Platte,54,PLATTE WOODS/PARK HILL,Attorney General,,Eric Schmitt,REP,505
Platte,9,09 LAKE WAUKOMIS,Attorney General,,Eric Schmitt,REP,317
Platte,10,10 WEATHERBY LAKE,Attorney General,,Eric Schmitt,REP,659
Platte,11,11 EMBASSY,Attorney General,,Eric Schmitt,REP,480
Platte,12,12 FARLEY,Attorney General,,Eric Schmitt,REP,257
Platte,13,13 HAMPTON WEST,Attorney General,,Eric Schmitt,REP,1135
Platte,14,14 PLATTE CITY,Attorney General,,Eric Schmitt,REP,903
Platte,55,BEVERLY/TRACY/SETTLES STATION,Attorney General,,Eric Schmitt,REP,379
Platte,56,WESTON ET AL,Attorney General,,Eric Schmitt,REP,979
Platte,57,NEW MARKET/DEARBORN,Attorney General,,Eric Schmitt,REP,434
Platte,58,EDGERTON/RIDGELY,Attorney General,,Eric Schmitt,REP,608
Platte,27,27 CAMDEN POINT,Attorney General,,Eric Schmitt,REP,357
Platte,59,HOOVER/SHILOH,Attorney General,,Eric Schmitt,REP,933
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,Attorney General,,Eric Schmitt,REP,710
Platte,34,34 BARRY EAST,Attorney General,,Eric Schmitt,REP,938
Platte,35,35 NORTHERN HEIGHTS,Attorney General,,Eric Schmitt,REP,815
Platte,38,38 LINE CREEK,Attorney General,,Eric Schmitt,REP,846
Platte,40,40 BARRY NORTH,Attorney General,,Eric Schmitt,REP,1028
Platte,41,41 PARK HILL NORTH,Attorney General,,Eric Schmitt,REP,885
Platte,42,42 BARRY SOUTH,Attorney General,,Eric Schmitt,REP,824
Platte,44,44 SEVEN BRIDGES,Attorney General,,Eric Schmitt,REP,1728
Platte,61,ABSENTEE,Attorney General,,Eric Schmitt,REP,8264
Platte,50,RIVERSIDE/NORTHMOOR,Attorney General,,Rich Finneran,DEM,743
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,Attorney General,,Rich Finneran,DEM,1191
Platte,52,HOUSTON LAKE/SOUTHEAST,Attorney General,,Rich Finneran,DEM,910
Platte,5,05 PARKVILLE,Attorney General,,Rich Finneran,DEM,873
Platte,6,06 PAR 4,Attorney General,,Rich Finneran,DEM,922
Platte,53,PLATTE HILLS/HAMPTON EAST,Attorney General,,Rich Finneran,DEM,496
Platte,54,PLATTE WOODS/PARK HILL,Attorney General,,Rich Finneran,DEM,489
Platte,9,09 LAKE WAUKOMIS,Attorney General,,Rich Finneran,DEM,241
Platte,10,10 WEATHERBY LAKE,Attorney General,,Rich Finneran,DEM,420
Platte,11,11 EMBASSY,Attorney General,,Rich Finneran,DEM,457
Platte,12,12 FARLEY,Attorney General,,Rich Finneran,DEM,94
Platte,13,13 HAMPTON WEST,Attorney General,,Rich Finneran,DEM,501
Platte,14,14 PLATTE CITY,Attorney General,,Rich Finneran,DEM,442
Platte,55,BEVERLY/TRACY/SETTLES STATION,Attorney General,,Rich Finneran,DEM,105
Platte,56,WESTON ET AL,Attorney General,,Rich Finneran,DEM,390
Platte,57,NEW MARKET/DEARBORN,Attorney General,,Rich Finneran,DEM,136
Platte,58,EDGERTON/RIDGELY,Attorney General,,Rich Finneran,DEM,152
Platte,27,27 CAMDEN POINT,Attorney General,,Rich Finneran,DEM,87
Platte,59,HOOVER/SHILOH,Attorney General,,Rich Finneran,DEM,208
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,Attorney General,,Rich Finneran,DEM,348
Platte,34,34 BARRY EAST,Attorney General,,Rich Finneran,DEM,744
Platte,35,35 NORTHERN HEIGHTS,Attorney General,,Rich Finneran,DEM,679
Platte,38,38 LINE CREEK,Attorney General,,Rich Finneran,DEM,788
Platte,40,40 BARRY NORTH,Attorney General,,Rich Finneran,DEM,1091
Platte,41,41 PARK HILL NORTH,Attorney General,,Rich Finneran,DEM,723
Platte,42,42 BARRY SOUTH,Attorney General,,Rich Finneran,DEM,666
Platte,44,44 SEVEN BRIDGES,Attorney General,,Rich Finneran,DEM,583
Platte,61,ABSENTEE,Attorney General,,Rich Finneran,DEM,9460
Platte,50,RIVERSIDE/NORTHMOOR,Attorney General,,Kevin C Babcock,LIB,90
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,Attorney General,,Kevin C Babcock,LIB,92
Platte,52,HOUSTON LAKE/SOUTHEAST,Attorney General,,Kevin C Babcock,LIB,85
Platte,5,05 PARKVILLE,Attorney General,,Kevin C Babcock,LIB,58
Platte,6,06 PAR 4,Attorney General,,Kevin C Babcock,LIB,65
Platte,53,PLATTE HILLS/HAMPTON EAST,Attorney General,,Kevin C Babcock,LIB,40
Platte,54,PLATTE WOODS/PARK HILL,Attorney General,,Kevin C Babcock,LIB,50
Platte,9,09 LAKE WAUKOMIS,Attorney General,,Kevin C Babcock,LIB,23
Platte,10,10 WEATHERBY LAKE,Attorney General,,Kevin C Babcock,LIB,20
Platte,11,11 EMBASSY,Attorney General,,Kevin C Babcock,LIB,30
Platte,12,12 FARLEY,Attorney General,,Kevin C Babcock,LIB,17
Platte,13,13 HAMPTON WEST,Attorney General,,Kevin C Babcock,LIB,49
Platte,14,14 PLATTE CITY,Attorney General,,Kevin C Babcock,LIB,75
Platte,55,BEVERLY/TRACY/SETTLES STATION,Attorney General,,Kevin C Babcock,LIB,15
Platte,56,WESTON ET AL,Attorney General,,Kevin C Babcock,LIB,42
Platte,57,NEW MARKET/DEARBORN,Attorney General,,Kevin C Babcock,LIB,16
Platte,58,EDGERTON/RIDGELY,Attorney General,,Kevin C Babcock,LIB,12
Platte,27,27 CAMDEN POINT,Attorney General,,Kevin C Babcock,LIB,17
Platte,59,HOOVER/SHILOH,Attorney General,,Kevin C Babcock,LIB,38
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,Attorney General,,Kevin C Babcock,LIB,32
Platte,34,34 BARRY EAST,Attorney General,,Kevin C Babcock,LIB,65
Platte,35,35 NORTHERN HEIGHTS,Attorney General,,Kevin C Babcock,LIB,58
Platte,38,38 LINE CREEK,Attorney General,,Kevin C Babcock,LIB,62
Platte,40,40 BARRY NORTH,Attorney General,,Kevin C Babcock,LIB,61
Platte,41,41 PARK HILL NORTH,Attorney General,,Kevin C Babcock,LIB,61
Platte,42,42 BARRY SOUTH,Attorney General,,Kevin C Babcock,LIB,44
Platte,44,44 SEVEN BRIDGES,Attorney General,,Kevin C Babcock,LIB,60
Platte,61,ABSENTEE,Attorney General,,Kevin C Babcock,LIB,321
Platte,50,RIVERSIDE/NORTHMOOR,U.S. House,6,Sam Graves,REP,951
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,U.S. House,6,Sam Graves,REP,1246
Platte,52,HOUSTON LAKE/SOUTHEAST,U.S. House,6,Sam Graves,REP,949
Platte,5,05 PARKVILLE,U.S. House,6,Sam Graves,REP,1561
Platte,6,06 PAR 4,U.S. House,6,Sam Graves,REP,1175
Platte,53,PLATTE HILLS/HAMPTON EAST,U.S. House,6,Sam Graves,REP,809
Platte,54,PLATTE WOODS/PARK HILL,U.S. House,6,Sam Graves,REP,525
Platte,9,09 LAKE WAUKOMIS,U.S. House,6,Sam Graves,REP,329
Platte,10,10 WEATHERBY LAKE,U.S. House,6,Sam Graves,REP,666
Platte,11,11 EMBASSY,U.S. House,6,Sam Graves,REP,485
Platte,12,12 FARLEY,U.S. House,6,Sam Graves,REP,266
Platte,13,13 HAMPTON WEST,U.S. House,6,Sam Graves,REP,1151
Platte,14,14 PLATTE CITY,U.S. House,6,Sam Graves,REP,915
Platte,55,BEVERLY/TRACY/SETTLES STATION,U.S. House,6,Sam Graves,REP,395
Platte,56,WESTON ET AL,U.S. House,6,Sam Graves,REP,1008
Platte,57,NEW MARKET/DEARBORN,U.S. House,6,Sam Graves,REP,439
Platte,58,EDGERTON/RIDGELY,U.S. House,6,Sam Graves,REP,622
Platte,27,27 CAMDEN POINT,U.S. House,6,Sam Graves,REP,364
Platte,59,HOOVER/SHILOH,U.S. House,6,Sam Graves,REP,951
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,U.S. House,6,Sam Graves,REP,739
Platte,34,34 BARRY EAST,U.S. House,6,Sam Graves,REP,937
Platte,35,35 NORTHERN HEIGHTS,U.S. House,6,Sam Graves,REP,847
Platte,38,38 LINE CREEK,U.S. House,6,Sam Graves,REP,848
Platte,40,40 BARRY NORTH,U.S. House,6,Sam Graves,REP,1047
Platte,41,41 PARK HILL NORTH,U.S. House,6,Sam Graves,REP,920
Platte,42,42 BARRY SOUTH,U.S. House,6,Sam Graves,REP,835
Platte,44,44 SEVEN BRIDGES,U.S. House,6,Sam Graves,REP,1775
Platte,61,ABSENTEE,U.S. House,6,Sam Graves,REP,8589
Platte,50,RIVERSIDE/NORTHMOOR,U.S. House,6,Gena L. Ross,DEM,758
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,U.S. House,6,Gena L. Ross,DEM,1226
Platte,52,HOUSTON LAKE/SOUTHEAST,U.S. House,6,Gena L. Ross,DEM,957
Platte,5,05 PARKVILLE,U.S. House,6,Gena L. Ross,DEM,886
Platte,6,06 PAR 4,U.S. House,6,Gena L. Ross,DEM,923
Platte,53,PLATTE HILLS/HAMPTON EAST,U.S. House,6,Gena L. Ross,DEM,504
Platte,54,PLATTE WOODS/PARK HILL,U.S. House,6,Gena L. Ross,DEM,501
Platte,9,09 LAKE WAUKOMIS,U.S. House,6,Gena L. Ross,DEM,247
Platte,10,10 WEATHERBY LAKE,U.S. House,6,Gena L. Ross,DEM,426
Platte,11,11 EMBASSY,U.S. House,6,Gena L. Ross,DEM,471
Platte,12,12 FARLEY,U.S. House,6,Gena L. Ross,DEM,87
Platte,13,13 HAMPTON WEST,U.S. House,6,Gena L. Ross,DEM,515
Platte,14,14 PLATTE CITY,U.S. House,6,Gena L. Ross,DEM,455
Platte,55,BEVERLY/TRACY/SETTLES STATION,U.S. House,6,Gena L. Ross,DEM,98
Platte,56,WESTON ET AL,U.S. House,6,Gena L. Ross,DEM,385
Platte,57,NEW MARKET/DEARBORN,U.S. House,6,Gena L. Ross,DEM,137
Platte,58,EDGERTON/RIDGELY,U.S. House,6,Gena L. Ross,DEM,148
Platte,27,27 CAMDEN POINT,U.S. House,6,Gena L. Ross,DEM,94
Platte,59,HOOVER/SHILOH,U.S. House,6,Gena L. Ross,DEM,209
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,U.S. House,6,Gena L. Ross,DEM,328
Platte,34,34 BARRY EAST,U.S. House,6,Gena L. Ross,DEM,769
Platte,35,35 NORTHERN HEIGHTS,U.S. House,6,Gena L. Ross,DEM,679
Platte,38,38 LINE CREEK,U.S. House,6,Gena L. Ross,DEM,814
Platte,40,40 BARRY NORTH,U.S. House,6,Gena L. Ross,DEM,1094
Platte,41,41 PARK HILL NORTH,U.S. House,6,Gena L. Ross,DEM,723
Platte,42,42 BARRY SOUTH,U.S. House,6,Gena L. Ross,DEM,672
Platte,44,44 SEVEN BRIDGES,U.S. House,6,Gena L. Ross,DEM,573
Platte,61,ABSENTEE,U.S. House,6,Gena L. Ross,DEM,9347
Platte,50,RIVERSIDE/NORTHMOOR,U.S. House,6,Jim Higgins,LIB,72
Platte,51,PRAIRIE POINT/TIFFANY SPRINGS,U.S. House,6,Jim Higgins,LIB,63
Platte,52,HOUSTON LAKE/SOUTHEAST,U.S. House,6,Jim Higgins,LIB,49
Platte,5,05 PARKVILLE,U.S. House,6,Jim Higgins,LIB,40
Platte,6,06 PAR 4,U.S. House,6,Jim Higgins,LIB,54
Platte,53,PLATTE HILLS/HAMPTON EAST,U.S. House,6,Jim Higgins,LIB,31
Platte,54,PLATTE WOODS/PARK HILL,U.S. House,6,Jim Higgins,LIB,28
Platte,9,09 LAKE WAUKOMIS,U.S. House,6,Jim Higgins,LIB,13
Platte,10,10 WEATHERBY LAKE,U.S. House,6,Jim Higgins,LIB,18
Platte,11,11 EMBASSY,U.S. House,6,Jim Higgins,LIB,24
Platte,12,12 FARLEY,U.S. House,6,Jim Higgins,LIB,12
Platte,13,13 HAMPTON WEST,U.S. House,6,Jim Higgins,LIB,36
Platte,14,14 PLATTE CITY,U.S. House,6,Jim Higgins,LIB,63
Platte,55,BEVERLY/TRACY/SETTLES STATION,U.S. House,6,Jim Higgins,LIB,15
Platte,56,WESTON ET AL,U.S. House,6,Jim Higgins,LIB,29
Platte,57,NEW MARKET/DEARBORN,U.S. House,6,Jim Higgins,LIB,15
Platte,58,EDGERTON/RIDGELY,U.S. House,6,Jim Higgins,LIB,13
Platte,27,27 CAMDEN POINT,U.S. House,6,Jim Higgins,LIB,8
Platte,59,HOOVER/SHILOH,U.S. House,6,Jim Higgins,LIB,27
Platte,60,FERRELVIEW/MID-CONTINENT/LINKVILLE,U.S. House,6,Jim Higgins,LIB,27
Platte,34,34 BARRY EAST,U.S. House,6,Jim Higgins,LIB,52
Platte,35,35 NORTHERN HEIGHTS,U.S. House,6,Jim Higgins,LIB,42
Platte,38,38 LINE CREEK,U.S. House,6,Jim Higgins,LIB,49
Platte,40,40 BARRY NORTH,U.S. House,6,Jim Higgins,LIB,57
Platte,41,41 PARK HILL NORTH,U.S. House,6,Jim Higgins,LIB,42
Platte,42,42 BARRY SOUTH,U.S. House,6,Jim Higgins,LIB,37
