precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_KAHN,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Cross-Wynne Ward 3,2,230,0,1,1,4,4,148,84,0,0,7,0,0,0,5,0,16,0,0,1,0,1,1,8,0,21,390,53,91
Cross-Wynne Ward 4,5,367,1,4,1,10,4,102,135,3,1,13,2,0,1,3,0,20,0,0,1,0,1,0,12,0,18,494,56,154
Cross-Wynne Ward 5,5,216,4,5,8,17,3,695,102,1,2,32,0,2,1,11,2,122,1,0,4,0,14,0,96,1,160,953,412,139
Dallas-District 1,0,178,0,0,2,1,3,28,110,0,3,10,2,1,0,0,0,3,0,0,0,0,0,0,0,0,2,212,5,126
Dallas-District 2,0,201,2,0,3,2,0,82,120,2,4,28,3,0,0,0,0,2,0,0,1,0,0,0,2,0,10,290,15,157
Dallas-District 3,0,131,1,0,4,3,0,41,60,1,0,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,180,4,76
Dallas-District 4,0,114,2,3,4,4,2,192,80,7,11,61,3,5,2,2,0,13,0,0,1,0,0,0,13,0,10,321,41,167
Dallas-District 5,4,103,0,2,3,4,4,247,62,15,12,80,7,14,0,5,0,9,0,0,0,0,0,1,11,0,26,367,52,190
Dallas-District 6,2,181,1,2,4,2,0,96,102,1,4,18,0,2,0,2,0,18,0,0,0,0,1,0,5,0,11,288,37,127
Dallas-District 7,1,136,1,1,4,2,2,169,80,3,4,23,1,4,0,2,0,27,0,0,0,0,0,0,16,0,28,316,73,115
Dallas-District 8,1,59,1,0,2,4,2,304,37,1,5,31,1,8,2,8,0,55,0,0,0,0,0,0,28,0,49,373,142,83
Dallas-District 9,0,62,4,2,2,4,0,350,42,9,14,97,10,8,0,7,0,21,0,0,3,0,0,0,14,0,24,424,69,180
Desha-BOWIE 1,0,147,0,0,3,7,0,384,131,9,7,89,6,9,4,5,0,16,0,0,2,0,2,0,30,0,50,541,109,251
Desha-BOWIE 2,2,231,1,4,3,3,2,304,176,12,8,72,8,8,0,2,0,10,0,0,1,0,0,0,10,0,41,550,64,284
Desha-BOWIE 3,0,280,0,1,2,3,1,59,191,1,2,22,2,0,0,2,0,1,1,0,1,0,0,0,3,0,6,346,14,218
Desha-BOWIE RURAL,0,20,0,1,0,1,0,39,16,1,2,10,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,61,7,29
Desha-CLAYTON MCARTHUR,1,49,1,0,1,0,0,47,35,1,1,12,1,0,0,0,0,3,0,0,0,0,0,0,4,0,5,99,12,50
Desha-CLAYTON REED,0,79,0,0,0,0,0,3,56,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,58
Desha-CLAYTON TILLAR,0,2,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5
Desha-FRANKLIN,0,79,0,0,2,3,0,80,66,1,2,16,3,2,0,0,0,6,0,0,2,0,0,0,1,0,11,164,20,90
Desha-HALLEY,0,15,0,1,0,0,0,59,14,0,1,14,6,2,0,0,0,1,1,0,1,0,0,0,6,0,11,75,20,37
Desha-JEFFERSON,0,22,0,0,1,3,0,60,24,0,0,12,0,3,0,0,0,0,1,0,0,0,0,0,1,0,13,86,15,39
Desha-MISSISSIPPI,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0
Desha-MITCHELLVILLE,2,129,0,1,0,1,0,0,64,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,70
Desha-RANDOLPH 1,0,195,0,0,0,6,2,84,107,1,4,25,1,2,0,1,0,3,0,0,0,0,0,0,7,0,12,287,23,140
Desha-RANDOLPH 2,0,295,0,0,4,1,5,40,153,0,2,17,0,1,0,0,0,5,0,0,0,0,0,0,2,0,6,345,13,173
Desha-RANDOLPH 3,1,184,0,1,4,6,1,195,81,11,6,36,0,5,0,0,0,6,0,0,0,0,0,0,6,0,7,392,19,139
Desha-RANDOLPH 4,1,304,2,2,3,4,0,174,132,2,3,31,0,0,0,0,0,4,0,0,0,0,1,0,9,0,12,490,26,168
Desha-RANDOLPH RURAL,0,21,0,0,0,0,0,26,6,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,47,3,13
Desha-REDFORK,1,75,0,3,3,4,1,114,57,3,0,25,2,2,0,2,0,2,0,0,0,0,0,0,4,0,13,201,21,89
Desha-RICHLAND,0,26,0,2,0,2,0,95,20,2,0,24,0,2,0,1,0,5,0,0,0,0,1,0,8,0,15,125,30,48
Desha-SILVERLAKE,0,53,0,0,0,0,0,97,23,1,4,18,0,2,0,1,0,9,0,0,0,0,0,0,9,0,16,150,35,48
Desha-WALNUT LAKE,0,19,0,0,0,0,0,47,11,2,0,11,0,0,0,1,0,2,0,0,0,0,0,0,2,0,9,66,14,24
Drew-COLLINS,0,30,0,0,1,5,3,79,17,0,0,10,0,1,1,5,0,9,0,0,0,0,3,0,18,0,10,118,46,28
Drew-ENON,0,20,1,2,2,0,1,135,13,0,0,4,0,0,0,8,0,34,0,0,2,0,0,0,17,0,27,161,88,17
Drew-JEROME,0,7,0,0,0,0,0,22,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,0,4,29,11,6
Drew-LACEY,3,60,4,1,1,5,1,190,26,0,0,11,0,1,0,10,0,20,0,0,0,0,3,0,17,0,45,265,95,38
Drew-MARION N BOX 1,1,235,5,5,3,11,6,476,134,1,5,46,0,1,0,24,1,78,1,0,9,1,2,0,66,0,116,742,298,187
Drew-MARION N BOX 2,0,99,2,2,2,9,0,298,60,1,1,15,4,2,1,18,0,40,0,0,3,0,1,0,41,2,84,412,190,83
Drew-MARION SOUTH,0,98,2,2,2,11,0,476,41,2,1,27,0,1,1,18,0,60,0,0,3,0,3,0,72,0,115,591,272,72
Drew-OZMENT,0,29,0,0,1,2,0,112,14,0,0,14,0,1,0,3,0,8,0,0,0,0,1,0,12,0,26,144,50,29
Drew-PLANTERSVILLE,0,39,3,0,1,1,1,178,22,1,1,12,0,0,0,11,1,42,0,1,1,0,2,1,23,0,34,223,116,36
Drew-SELMA,1,103,0,0,0,5,1,166,60,0,1,15,1,1,0,4,0,19,0,0,0,0,3,0,20,0,41,276,87,78
Drew-TILLAR,0,27,0,0,0,1,1,51,18,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,13,0,10,80,30,19
Drew-WARD 1,4,402,5,4,7,4,3,197,223,0,3,33,2,3,0,5,0,27,0,0,5,0,3,0,31,0,33,626,104,264
Drew-WARD 2,0,302,2,3,5,22,5,700,171,11,11,118,11,10,2,18,2,88,0,0,6,0,12,1,118,1,96,1039,344,332
Drew-WARD 3,4,337,7,1,7,11,2,257,171,7,5,57,1,2,2,21,0,26,0,0,1,0,5,1,30,0,37,626,123,243
Drew-WARD 4,4,277,10,1,3,19,2,339,122,3,8,77,3,4,4,16,0,33,0,0,3,0,6,0,45,1,60,655,168,217
Drew-WILMAR,1,227,1,3,2,5,1,282,123,2,2,25,2,1,0,15,0,47,0,0,1,1,2,0,26,1,55,522,148,155
Drew-WINCHESTER,0,73,1,0,1,0,1,10,33,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,86,5,42
Faulkner-1C-N,0,248,10,3,10,31,1,176,33,0,2,73,0,0,1,7,0,24,0,0,1,0,4,0,57,0,27,479,121,108
Faulkner-1C-S,6,467,20,2,28,73,6,590,95,1,0,94,0,1,1,17,0,130,1,1,4,0,7,0,114,0,85,1192,360,191
Faulkner-1E-E,7,690,30,4,49,62,6,845,170,1,0,134,2,0,7,36,1,177,1,0,5,0,31,1,213,1,125,1693,598,307
Faulkner-1E-W,6,508,18,4,33,44,3,950,138,0,0,86,0,2,5,21,2,196,2,0,5,0,31,2,291,1,163,1566,719,226
Faulkner-2A,6,1082,31,1,31,79,6,693,209,0,2,321,2,1,1,27,1,131,2,0,4,0,30,3,148,0,93,1929,440,535
Faulkner-2B,3,503,19,5,31,57,5,371,91,1,1,119,1,0,4,15,0,54,0,1,3,0,4,0,67,0,47,994,195,213
Faulkner-2C,4,485,12,2,33,36,3,415,112,1,0,70,0,1,2,18,0,71,0,0,2,0,9,1,97,0,54,990,254,184
Faulkner-3A,8,558,11,3,32,47,3,823,136,0,1,88,0,1,9,38,0,156,0,3,6,0,23,1,266,0,113,1485,615,226
Faulkner-3B,2,143,5,2,9,25,2,286,34,0,0,22,0,0,3,6,1,51,0,0,2,0,12,0,81,1,34,474,191,56
Faulkner-3C-E,4,541,20,4,43,67,3,639,147,0,2,122,0,0,0,20,1,127,1,0,3,0,27,1,153,1,95,1321,429,271
Faulkner-3C-W,6,406,7,1,46,40,2,653,144,0,0,70,0,0,3,24,1,126,2,0,0,0,19,0,213,0,103,1161,491,214
Faulkner-3D,9,487,11,6,41,63,6,974,172,0,0,76,2,1,3,41,0,214,0,0,6,0,24,0,244,0,140,1597,672,251
Faulkner-3E,1,223,6,2,6,16,1,457,43,1,0,27,0,0,0,11,0,66,0,0,2,0,15,0,141,0,79,712,314,71
Faulkner-3F,1,239,5,0,15,28,3,576,68,0,0,29,0,0,1,15,1,96,0,0,5,0,17,0,162,1,101,867,399,97
Faulkner-3G,1,178,4,1,5,25,1,260,32,0,0,30,0,0,3,9,0,28,0,0,0,0,11,1,65,0,43,475,160,62
Faulkner-4A,9,443,21,3,22,56,2,557,156,0,1,120,1,3,6,23,0,127,1,1,7,0,20,1,150,0,95,1113,431,281
Faulkner-4B,6,367,20,1,30,36,3,291,84,0,1,110,1,1,3,17,0,42,0,0,2,0,13,1,76,0,52,754,206,197
Faulkner-4C,11,614,19,4,17,44,6,616,154,1,1,89,2,1,3,17,0,117,0,0,2,0,15,1,123,0,119,1331,397,248
Faulkner-4D,2,417,17,2,9,35,1,215,73,0,1,89,0,0,1,12,1,32,0,0,3,0,5,1,39,0,34,698,128,163
Faulkner-4E,4,563,24,3,27,56,5,766,109,2,1,106,0,0,7,31,1,134,0,1,5,0,25,1,167,1,92,1448,465,218
Faulkner-4F,0,400,9,7,41,56,3,855,127,0,0,49,0,2,1,41,2,167,1,1,6,1,38,2,228,0,111,1371,599,178
Faulkner-BENEDICT,1,71,2,2,2,5,5,270,18,1,0,17,0,1,1,7,0,52,0,0,6,0,6,1,31,0,60,358,164,37
Faulkner-BENTON,1,52,2,1,3,13,0,294,29,0,1,9,0,1,0,4,0,95,1,0,2,0,2,1,25,0,72,366,202,40
Faulkner-BRISTOL,0,33,0,0,1,2,2,85,17,1,0,7,0,0,0,2,0,18,0,0,2,0,0,0,6,0,18,123,46,25
Faulkner-CLIFTON,6,278,16,3,23,30,4,1125,87,0,0,51,0,0,1,34,0,249,0,1,5,0,17,1,182,1,174,1485,665,138
Faulkner-EAGLE,5,187,5,3,14,25,3,805,62,0,0,31,0,1,2,31,2,225,0,2,8,0,4,0,129,1,126,1047,530,94
Faulkner-ECADA,7,405,17,10,25,75,7,1220,106,0,0,77,1,0,6,24,0,266,0,0,6,0,7,4,147,0,235,1766,695,184
Faulkner-ECADB,17,441,18,3,19,34,4,805,151,2,0,71,2,1,2,32,1,189,0,1,9,0,15,3,135,0,167,1341,554,227
Faulkner-ENOLA,3,37,1,2,2,11,4,254,14,0,0,9,1,0,0,9,0,62,0,0,4,0,2,3,22,0,57,314,159,24
Faulkner-HARVE,1,63,4,0,9,10,0,256,26,0,2,13,1,0,0,6,1,65,0,0,1,0,7,1,20,0,56,343,157,42
Faulkner-MATTHEWS,0,58,0,1,1,7,1,330,20,0,1,10,0,1,0,14,0,92,0,0,4,0,2,0,41,0,56,398,209,32
Faulkner-MOUNTAIN,0,20,0,1,0,1,0,109,214,0,3,80,1,0,1,28,0,144,1,0,7,0,3,2,110,0,164,131,460,298
Faulkner-NEWTON,2,57,3,2,0,5,5,251,22,0,0,17,0,1,0,8,0,65,0,0,0,0,3,0,24,0,49,325,149,40
Faulkner-PALARM,3,276,18,6,17,54,3,1284,97,0,0,38,1,3,4,41,0,300,1,0,10,0,16,1,157,0,210,1661,740,139
Faulkner-UNION,1,130,3,2,6,17,3,699,53,0,0,16,0,0,1,20,0,157,0,0,4,1,6,2,96,0,102,861,389,69
Faulkner-WALKER,2,114,1,1,0,6,2,296,41,0,0,11,0,0,0,4,0,72,0,0,6,0,0,1,42,0,62,422,187,52
Faulkner-WILSON,6,102,3,5,6,23,7,510,32,1,0,13,0,0,0,9,0,126,0,0,2,0,1,0,42,0,96,662,276,46
Franklin-1-A Ozark Wd. 1,0,81,3,2,4,11,0,211,33,0,1,16,0,1,1,7,0,44,0,1,1,0,13,2,33,0,60,312,162,51
Franklin-1-B Ozark Wd. 2,0,77,4,3,1,8,1,256,33,0,0,13,1,3,2,16,1,35,0,0,12,0,1,2,23,0,81,350,173,50
Franklin-1-C Ozark Rural,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,6,5,0
Franklin-2-A Ozark Wd. 3,0,93,3,3,5,15,1,272,35,0,1,28,1,0,1,10,0,57,1,0,6,0,7,1,30,0,78,392,191,65
Franklin-2-B Ozark Rural,0,11,0,1,1,4,0,80,6,0,0,3,0,0,1,2,1,22,0,0,4,0,0,0,7,0,22,97,59,9
Franklin-2-C Lonelm/Cravens,0,1,0,1,0,2,0,24,2,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,3,0,4,28,16,3
Franklin-2-D Wallace/Ivy,0,5,0,0,1,1,1,39,3,0,1,1,0,0,0,1,0,9,0,0,0,0,0,0,8,0,11,47,29,5
Franklin-2-E Ozark Wd. 3,0,45,0,2,3,4,0,109,23,1,1,6,1,0,2,2,0,18,0,0,6,0,0,0,8,0,33,163,69,32
Franklin-3-A Lonelm/Cravens,0,46,1,1,0,4,0,178,34,0,0,8,2,0,1,9,1,37,0,0,0,0,2,0,10,0,54,230,114,44
Franklin-3-B Fern,0,11,2,2,1,6,0,59,2,0,0,2,0,0,0,1,0,19,0,0,0,0,3,2,11,0,12,81,48,4
Franklin-3-C Boston,0,37,0,0,1,2,0,98,12,0,0,11,0,1,0,1,0,20,1,0,1,0,3,1,5,0,34,138,66,24
Franklin-3-D Jethro,2,27,0,0,5,2,0,176,15,0,0,8,0,0,0,4,0,45,0,0,3,0,2,3,13,0,51,212,121,23
Franklin-3-E Watalula,0,5,0,0,0,2,0,7,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,14,7,3
Franklin-3-F Mountain,1,14,0,0,0,4,0,81,4,0,1,9,0,0,0,6,0,17,0,0,0,0,1,0,8,0,19,100,51,14
Franklin-4-A Philpot,0,44,1,0,4,10,1,150,34,0,0,12,0,0,0,3,0,26,0,0,2,0,4,1,26,0,49,210,111,46
Franklin-4-B Watalula,1,25,0,1,4,2,3,144,13,0,0,9,0,0,1,6,0,24,0,0,2,0,1,1,9,0,38,180,82,22
Franklin-4-C W.V. Rural,0,20,1,0,0,0,0,40,11,0,0,9,0,0,0,2,0,6,0,0,1,0,0,0,5,0,7,61,21,20
Franklin-4-D Ozark Rural,5,76,0,0,5,16,2,300,34,0,2,15,0,0,0,22,0,80,0,1,8,0,6,0,35,0,67,404,219,51
Franklin-5-A Wallace/Ivy,0,87,2,1,4,4,1,303,39,0,0,11,0,0,1,5,0,94,0,0,6,0,7,1,30,0,58,402,202,50
Franklin-5-B Ozark Rural,0,4,0,0,0,1,0,29,2,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,2,0,4,34,19,3
Franklin-5-C Webb City,3,77,3,1,1,3,1,326,34,0,0,14,0,1,0,16,0,76,1,0,5,0,11,0,63,0,87,415,259,49
Franklin-6-A Altus Rural,1,45,1,1,3,6,1,175,27,0,0,13,0,0,0,4,0,28,0,0,3,0,2,0,19,0,47,233,103,40
Franklin-6-B Altus City,2,57,0,2,0,6,1,155,24,1,2,18,0,0,0,1,0,30,0,0,3,0,4,0,14,0,52,223,104,45
Franklin-6-C Denning,0,17,0,1,0,3,0,47,13,0,0,1,0,0,0,1,0,12,0,0,0,0,2,0,3,0,11,68,29,14
Franklin-6-D Weiderkehr Village,0,1,1,0,0,0,0,23,2,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,2,0,9,25,14,5
Franklin-7-A Cecil,0,25,0,0,1,4,0,102,8,0,0,3,1,1,1,4,0,17,0,0,1,0,1,0,15,0,27,132,66,13
Franklin-7-B Webb City,0,22,2,0,0,0,2,120,9,0,0,6,0,0,0,1,0,18,0,0,5,0,1,1,14,0,27,146,67,15
Franklin-7-C Etna,2,44,2,2,0,6,0,255,22,0,2,10,0,0,0,4,0,83,0,0,1,0,3,0,29,0,55,311,175,34
Franklin-7-D Donald,1,36,1,0,5,9,0,174,24,0,1,4,0,0,0,8,1,46,0,0,1,0,3,1,20,0,38,226,118,29
Franklin-8-A Branch City,1,32,0,0,1,3,0,65,11,0,0,4,0,0,1,2,0,9,0,0,1,0,1,0,5,0,8,102,27,15
Franklin-8-B Charleston City Wd. 1,0,58,1,0,2,4,0,216,22,0,1,12,0,0,0,5,1,36,0,0,3,0,3,0,25,0,32,281,105,35
Franklin-8-C Charleston Rural,2,26,0,0,1,4,2,116,14,0,0,5,0,0,0,2,0,22,0,0,1,0,2,1,14,1,32,151,75,19
Franklin-8-D Vesta,2,35,1,0,4,4,1,143,18,0,0,0,0,0,0,5,0,34,0,0,1,0,5,0,26,0,35,190,106,18
Franklin-8-E Donald,0,9,1,1,0,0,0,17,4,0,1,4,0,0,0,0,0,3,0,0,1,0,0,0,1,0,2,28,7,9
Franklin-8-F Cecil,0,6,0,0,0,1,0,14,3,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,2,0,6,21,16,3
Franklin-8-G Donald,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2
Franklin-9-A Charleston Wd. 2,5,82,2,0,6,10,1,288,52,0,0,14,0,0,0,18,1,53,0,0,3,0,2,1,39,0,44,394,161,66
Franklin-9-B Charleston Wd. 3,1,71,2,2,3,12,2,155,29,0,1,13,0,0,2,5,0,27,0,0,0,0,2,0,23,0,25,248,84,43
Franklin-9-C Charleston Rural,0,20,0,0,1,4,0,84,14,0,0,5,0,0,1,4,0,18,0,0,0,0,3,0,21,0,10,109,57,19
Fulton-ABSENTEE,0,41,2,0,2,5,1,104,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,4,155,8,7
Fulton-AFTON,0,47,1,2,2,1,1,124,40,0,0,18,0,0,0,3,0,11,0,0,0,0,3,1,4,0,21,178,43,58
Fulton-BENTON/UNION,3,304,12,5,6,28,3,744,226,13,6,153,6,11,2,27,0,65,0,0,3,0,5,0,29,0,102,1105,233,415
Fulton-CHEROKEE VILLAGE,2,91,1,1,2,8,2,251,23,0,0,28,0,0,0,10,0,30,0,0,0,0,6,0,34,0,90,358,170,51
Fulton-CLEVELAND,1,26,1,0,1,5,1,135,13,0,0,21,2,0,0,6,0,17,0,0,2,0,0,1,6,0,39,170,71,36
Fulton-FULTON/MT CALM,4,76,5,4,0,9,1,408,71,1,3,55,4,5,0,5,0,42,0,0,1,0,3,1,17,0,57,507,126,139
Fulton-MAMMOTH SPRING,2,136,3,3,2,15,2,472,89,0,2,45,3,2,1,25,0,62,0,0,3,0,5,1,30,0,104,635,231,141
Fulton-MYATT,2,19,0,1,1,3,0,55,14,0,2,7,1,1,0,2,0,4,0,0,1,0,1,0,2,0,9,81,19,25
Fulton-PLEASANT RIDGE,0,94,2,2,3,5,3,295,53,0,1,32,1,1,0,6,0,46,0,0,2,0,4,1,17,0,60,404,136,88
Fulton-SOUTHFORK/WILSON,1,82,3,3,0,2,0,243,65,3,0,39,1,2,0,3,0,19,0,0,0,0,1,0,12,0,60,334,95,110
Fulton-STRAWBERRY,1,53,5,1,4,14,1,235,39,1,5,21,2,2,0,12,0,29,1,0,0,0,1,0,11,0,42,314,96,70
Fulton-VIDETTE/BIG CREEK,1,56,5,0,1,10,2,281,41,3,4,25,0,2,0,9,0,48,0,0,3,0,3,0,10,0,41,356,114,75
Fulton-WASHINGTON,1,42,1,0,3,2,2,124,24,0,0,25,0,1,0,3,0,10,0,0,0,0,0,0,8,0,23,175,44,50
Garland-011,2,334,15,6,5,27,4,346,84,0,0,68,0,0,3,11,1,40,0,0,3,0,5,1,37,0,75,739,176,152
Garland-012,4,378,27,8,14,28,16,271,122,1,1,85,0,0,2,14,2,32,0,0,2,0,6,2,33,0,57,746,150,209
Garland-013,3,208,2,3,10,13,5,302,40,0,1,14,0,0,0,16,0,52,0,0,2,0,15,0,62,0,44,546,191,55
Garland-014,1,116,7,3,5,16,3,519,40,0,0,18,0,2,1,23,0,104,0,0,3,0,6,0,47,0,96,670,280,60
Garland-021,5,467,13,5,13,25,6,232,138,0,0,51,0,0,0,13,0,29,0,0,2,0,5,0,32,0,47,766,128,189
Garland-022,9,520,6,8,18,17,8,146,183,0,2,41,0,0,0,2,0,10,0,0,0,0,0,1,12,0,32,732,57,226
Garland-023,0,45,1,3,0,1,1,115,13,0,0,6,0,0,1,12,0,17,0,0,2,0,0,0,18,0,31,166,81,19
Garland-024,3,7,1,0,0,1,1,16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,29,6,4
Garland-031,0,11,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,43,7,2
Garland-032,5,179,6,1,9,8,4,320,58,0,0,20,0,0,2,7,0,39,2,0,1,0,12,2,40,0,65,532,170,78
Garland-033,5,484,21,5,10,25,13,475,127,0,2,54,1,0,1,18,0,62,1,1,7,0,4,1,50,1,107,1038,253,184
Garland-034,2,340,13,2,10,15,5,272,88,0,0,54,0,0,2,14,1,48,0,0,3,0,1,0,38,0,52,659,159,142
Garland-041,3,314,8,3,12,22,4,442,90,0,0,56,1,3,3,13,0,57,0,0,3,0,4,0,67,0,84,808,231,150
Garland-042,6,426,9,3,20,19,4,565,175,0,0,38,1,0,2,36,1,88,0,0,7,0,22,2,111,0,135,1052,404,214
Garland-043,3,189,9,1,3,13,2,428,68,0,0,39,0,0,1,12,1,47,0,0,1,0,21,1,49,0,118,648,251,107
Garland-044,0,326,5,2,8,22,2,530,117,0,0,31,1,0,1,13,0,64,0,3,0,0,17,5,104,1,130,895,338,149
Garland-051,1,111,4,1,4,10,4,64,24,0,0,13,0,0,1,1,0,8,0,0,3,0,3,2,10,0,12,199,40,37
Garland-052,1,114,10,3,0,5,1,144,44,0,0,23,1,0,0,11,1,22,0,1,1,0,6,0,11,0,36,278,89,68
Garland-053,8,354,10,7,8,16,4,626,150,1,2,51,1,1,2,24,3,106,2,0,5,0,13,1,107,0,161,1033,424,206
Garland-054,6,459,4,6,18,44,12,1022,179,1,0,67,0,0,4,43,3,173,0,1,8,1,34,1,199,0,214,1571,681,247
Garland-061,0,57,7,0,3,2,0,148,21,0,0,13,0,0,0,8,0,24,0,0,2,0,5,0,28,0,25,217,92,34
Garland-062,0,105,3,0,4,8,0,162,36,0,1,17,0,0,2,5,0,24,0,0,0,0,5,0,39,0,29,282,104,54
Garland-063,7,430,14,4,16,56,16,968,169,1,1,67,1,1,5,52,0,181,3,0,8,0,25,5,186,0,165,1511,630,240
Garland-064,7,432,7,5,13,35,10,892,157,0,1,55,0,0,19,37,2,123,1,1,7,0,59,3,251,0,233,1401,736,213
Garland-065,0,20,0,0,0,0,2,34,17,0,1,2,0,0,1,1,0,7,0,0,0,0,0,0,10,0,7,56,26,20
Garland-071,1,82,3,1,7,9,3,218,30,0,1,16,1,1,0,4,0,50,0,0,2,0,6,0,26,0,48,324,136,49
Garland-072,2,248,5,3,8,26,3,604,86,1,0,33,0,0,1,18,0,90,0,0,1,0,21,0,114,0,154,899,399,120
Garland-073,8,282,3,1,13,21,1,720,96,0,0,42,0,0,0,34,0,109,2,0,8,1,20,1,141,0,183,1049,499,138
Garland-074,4,478,9,6,19,45,9,1143,107,0,2,37,0,0,2,26,3,138,0,0,7,0,19,1,182,0,183,1713,561,146
Garland-081,3,60,6,5,5,6,0,268,11,0,0,20,0,0,2,6,0,54,0,0,1,0,4,1,31,0,36,353,135,31
Garland-082,3,310,8,5,7,31,10,1070,95,2,0,53,0,0,2,43,0,183,0,2,6,0,14,1,137,2,202,1444,592,150
Garland-083,4,236,7,6,7,23,9,777,83,1,2,38,0,0,2,25,1,109,1,0,4,0,14,1,103,0,150,1069,410,124
Garland-084,4,131,3,4,4,14,8,490,57,0,0,27,0,0,0,17,3,62,0,0,7,0,13,0,83,0,108,658,293,84
Garland-091,3,96,6,2,5,23,3,323,35,0,0,21,0,1,0,7,1,55,0,0,6,0,7,3,39,0,59,461,177,57
Garland-092,2,147,5,0,3,16,2,611,49,0,1,26,0,2,2,22,1,86,1,0,7,0,9,2,89,1,118,786,338,78
Garland-093,5,405,14,4,14,30,8,938,147,1,1,65,0,1,7,28,1,139,0,0,7,0,22,1,165,0,212,1418,582,215
Garland-094,4,160,2,2,4,13,4,478,55,0,0,17,0,0,2,19,0,82,0,1,3,0,7,0,78,0,87,667,279,72
Garland-095,0,36,3,1,0,6,2,83,9,0,1,11,0,0,0,0,0,20,0,0,1,0,0,1,10,0,18,131,50,21
Garland-101,5,107,2,3,10,6,2,458,37,0,0,19,0,0,4,21,0,104,0,0,5,1,2,0,44,0,122,593,303,56
Garland-102,2,88,6,5,1,13,3,422,35,0,1,22,0,0,1,13,1,66,0,2,7,0,11,3,46,0,96,540,246,58
Garland-103,2,317,17,3,6,33,9,739,105,0,0,51,1,0,4,25,0,92,0,1,9,0,17,0,91,0,147,1126,386,157
Garland-104,3,130,4,3,8,10,5,293,38,0,1,30,0,0,1,15,0,35,1,0,2,0,3,1,35,0,63,456,156,69
Garland-111,3,57,3,2,3,3,3,217,16,0,1,6,0,2,0,0,0,43,0,0,1,0,0,0,17,0,42,291,103,25
Garland-112,0,27,0,1,0,1,0,133,11,0,0,3,0,0,1,3,0,29,0,0,0,0,3,0,14,0,27,162,77,14
Garland-113,8,444,8,5,11,39,9,1241,135,0,2,64,1,0,3,50,1,218,1,0,5,0,36,0,180,2,267,1765,763,202
Garland-114,3,432,8,13,8,28,9,1073,159,0,1,45,2,1,4,30,2,160,0,0,7,1,46,1,209,0,242,1574,702,208
Garland-115,3,136,1,1,5,4,1,245,42,0,0,18,0,0,0,8,0,47,0,0,2,0,19,0,53,0,67,396,196,60
Garland-121,2,182,6,5,6,23,6,431,60,0,0,14,0,1,1,16,1,77,0,0,5,1,3,1,25,0,94,661,224,75
Garland-122,4,277,18,8,8,22,8,762,86,0,2,62,1,1,1,20,0,127,0,0,11,0,7,1,69,0,154,1107,390,152
Garland-123,1,94,6,1,3,15,2,464,23,0,0,16,0,0,1,11,0,93,0,0,2,0,3,0,53,0,64,586,227,39
Garland-125,1,43,1,0,7,1,1,99,20,0,0,6,0,0,0,2,1,16,0,0,0,0,10,0,26,0,20,153,75,26
Garland-131,0,106,6,1,5,16,3,276,30,0,0,22,0,0,0,10,0,40,0,0,4,0,4,4,38,0,55,413,155,52
