precinct_code,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Pinellas-12103245,473.0,2.0,1.0,39.0,20.0,640.0,136.0,4.0,92.0,10.0,4.0,1.0,71.0,2.0,0.0,0.0,1.0,13.0,0.0,73.0,0.0,169.0,1175.0,344.0,232.0
Pinellas-12103246,474.0,1.0,1.0,27.0,5.0,546.0,120.0,6.0,83.0,5.0,1.0,0.0,30.0,0.0,0.0,1.0,1.0,14.0,0.0,54.0,0.0,135.0,1054.0,241.0,209.0
Pinellas-12103247,751.0,4.0,0.0,58.0,21.0,869.0,145.0,18.0,137.0,15.0,6.0,0.0,60.0,0.0,0.0,1.0,1.0,24.0,1.0,59.0,0.0,168.0,1703.0,335.0,300.0
Pinellas-12103248,668.0,4.0,2.0,57.0,13.0,737.0,184.0,7.0,122.0,10.0,3.0,1.0,60.0,4.0,0.0,1.0,0.0,7.0,0.0,52.0,0.0,152.0,1481.0,290.0,313.0
Pinellas-12103249,267.0,2.0,2.0,26.0,10.0,308.0,64.0,9.0,43.0,2.0,1.0,1.0,18.0,2.0,0.0,1.0,1.0,6.0,0.0,25.0,0.0,54.0,615.0,111.0,116.0
Pinellas-12103250,953.0,6.0,0.0,65.0,14.0,1068.0,221.0,14.0,135.0,28.0,6.0,1.0,109.0,1.0,0.0,0.0,0.0,35.0,4.0,132.0,0.0,235.0,2106.0,551.0,370.0
Pinellas-12103251,711.0,3.0,1.0,58.0,20.0,989.0,194.0,17.0,137.0,27.0,3.0,0.0,119.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,208.0,1782.0,457.0,348.0
Pinellas-12103252,830.0,3.0,4.0,41.0,5.0,959.0,312.0,8.0,149.0,35.0,8.0,3.0,104.0,0.0,0.0,1.0,0.0,63.0,0.0,139.0,1.0,286.0,1842.0,640.0,469.0
Pinellas-12103253,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,1.0
Pinellas-12103254,447.0,1.0,2.0,28.0,7.0,648.0,135.0,5.0,57.0,17.0,3.0,0.0,61.0,1.0,0.0,0.0,0.0,52.0,5.0,109.0,0.0,204.0,1133.0,452.0,197.0
Pinellas-12103255,624.0,0.0,2.0,30.0,6.0,853.0,172.0,6.0,95.0,18.0,3.0,0.0,91.0,2.0,0.0,1.0,0.0,38.0,2.0,102.0,0.0,240.0,1515.0,497.0,273.0
Pinellas-12103256,482.0,2.0,1.0,39.0,17.0,690.0,111.0,6.0,85.0,10.0,4.0,0.0,66.0,0.0,1.0,0.0,1.0,23.0,0.0,75.0,0.0,176.0,1231.0,356.0,202.0
Pinellas-12103257,783.0,7.0,1.0,59.0,18.0,1149.0,201.0,3.0,140.0,23.0,7.0,0.0,106.0,0.0,0.0,0.0,1.0,46.0,2.0,174.0,0.0,272.0,2017.0,631.0,344.0
Pinellas-12103258,326.0,1.0,5.0,31.0,8.0,403.0,73.0,6.0,74.0,8.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,9.0,2.0,47.0,0.0,98.0,774.0,204.0,153.0
Pinellas-12103259,1907.0,15.0,5.0,143.0,58.0,2033.0,482.0,28.0,361.0,36.0,18.0,0.0,171.0,1.0,0.0,0.0,0.0,50.0,5.0,181.0,1.0,429.0,4161.0,892.0,871.0
Pinellas-12103260,505.0,3.0,1.0,42.0,12.0,525.0,148.0,5.0,124.0,22.0,6.0,0.0,49.0,1.0,0.0,0.0,2.0,11.0,0.0,51.0,0.0,112.0,1088.0,254.0,277.0
Pinellas-12103261,636.0,3.0,3.0,47.0,12.0,722.0,164.0,7.0,104.0,18.0,4.0,0.0,61.0,0.0,0.0,2.0,0.0,25.0,1.0,70.0,0.0,156.0,1423.0,337.0,275.0
Pinellas-12103262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinellas-12103263,609.0,1.0,0.0,33.0,9.0,743.0,190.0,8.0,74.0,16.0,7.0,0.0,96.0,0.0,0.0,1.0,0.0,48.0,3.0,148.0,1.0,206.0,1395.0,526.0,272.0
Pinellas-12103264,74.0,0.0,0.0,9.0,3.0,110.0,18.0,1.0,12.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,22.0,196.0,41.0,31.0
Pinellas-12103265,683.0,3.0,0.0,50.0,8.0,707.0,163.0,6.0,106.0,12.0,9.0,0.0,60.0,0.0,0.0,1.0,0.0,21.0,4.0,72.0,0.0,187.0,1451.0,366.0,275.0
Pinellas-12103266,910.0,5.0,1.0,63.0,16.0,1422.0,258.0,11.0,150.0,26.0,10.0,2.0,173.0,1.0,0.0,0.0,1.0,65.0,3.0,184.0,0.0,386.0,2417.0,851.0,419.0
Pinellas-12103267,153.0,0.0,0.0,21.0,4.0,225.0,59.0,2.0,23.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,13.0,4.0,22.0,0.0,35.0,403.0,98.0,84.0
Pinellas-12103268,517.0,3.0,0.0,31.0,9.0,674.0,170.0,6.0,73.0,21.0,15.0,0.0,64.0,0.0,0.0,0.0,0.0,26.0,0.0,57.0,0.0,166.0,1234.0,349.0,249.0
Pinellas-12103269,587.0,3.0,2.0,29.0,8.0,713.0,161.0,8.0,99.0,8.0,2.0,1.0,57.0,0.0,0.0,0.0,0.0,8.0,1.0,86.0,0.0,177.0,1342.0,340.0,268.0
Pinellas-12103270,52.0,0.0,0.0,1.0,0.0,128.0,18.0,2.0,7.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,51.0,181.0,73.0,27.0
Pinellas-12103271,39.0,0.0,0.0,4.0,2.0,29.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,74.0,7.0,8.0
Pinellas-12103272,373.0,0.0,1.0,18.0,10.0,453.0,69.0,5.0,53.0,2.0,4.0,0.0,50.0,0.0,0.0,0.0,0.0,9.0,2.0,49.0,0.0,96.0,855.0,212.0,127.0
Pinellas-12103273,202.0,0.0,0.0,8.0,3.0,259.0,64.0,2.0,23.0,3.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,57.0,472.0,132.0,89.0
Pinellas-12103274,628.0,7.0,1.0,44.0,18.0,762.0,129.0,6.0,102.0,5.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,18.0,1.0,70.0,0.0,173.0,1460.0,330.0,237.0
Pinellas-12103275,259.0,1.0,0.0,23.0,8.0,311.0,52.0,9.0,65.0,6.0,4.0,0.0,24.0,1.0,0.0,0.0,0.0,8.0,0.0,33.0,0.0,90.0,602.0,166.0,126.0
Pinellas-12103301,385.0,0.0,0.0,6.0,8.0,584.0,151.0,4.0,60.0,15.0,7.0,2.0,49.0,0.0,0.0,0.0,0.0,32.0,0.0,85.0,0.0,192.0,983.0,382.0,215.0
Pinellas-12103302,810.0,3.0,2.0,41.0,5.0,939.0,251.0,16.0,114.0,49.0,8.0,0.0,93.0,4.0,0.0,1.0,3.0,76.0,1.0,132.0,0.0,217.0,1800.0,584.0,381.0
Pinellas-12103303,542.0,1.0,1.0,33.0,10.0,835.0,143.0,10.0,117.0,11.0,3.0,3.0,64.0,2.0,0.0,0.0,0.0,26.0,0.0,73.0,0.0,208.0,1422.0,390.0,270.0
Pinellas-12103304,323.0,1.0,1.0,41.0,9.0,493.0,75.0,5.0,78.0,6.0,4.0,0.0,49.0,0.0,0.0,0.0,0.0,22.0,0.0,90.0,0.0,137.0,868.0,308.0,158.0
Pinellas-12103305,848.0,3.0,2.0,62.0,19.0,1240.0,248.0,16.0,173.0,26.0,5.0,3.0,168.0,1.0,0.0,0.0,0.0,34.0,2.0,142.0,1.0,315.0,2174.0,697.0,437.0
Pinellas-12103306,834.0,3.0,2.0,56.0,26.0,1267.0,245.0,6.0,153.0,29.0,10.0,3.0,137.0,0.0,0.0,0.0,0.0,75.0,2.0,186.0,1.0,347.0,2188.0,790.0,404.0
Pinellas-12103307,1082.0,8.0,1.0,83.0,28.0,1555.0,291.0,14.0,189.0,24.0,6.0,3.0,120.0,1.0,0.0,0.0,5.0,46.0,1.0,164.0,0.0,405.0,2757.0,775.0,494.0
Pinellas-12103308,310.0,1.0,0.0,26.0,5.0,580.0,82.0,3.0,63.0,10.0,2.0,0.0,55.0,0.0,0.0,0.0,0.0,30.0,1.0,78.0,0.0,166.0,922.0,342.0,148.0
Pinellas-12103309,1433.0,7.0,4.0,97.0,37.0,2291.0,411.0,16.0,292.0,38.0,10.0,2.0,269.0,0.0,0.0,0.0,3.0,95.0,4.0,325.0,1.0,654.0,3869.0,1401.0,719.0
Pinellas-12103310,931.0,2.0,0.0,45.0,32.0,1317.0,286.0,11.0,177.0,32.0,11.0,1.0,132.0,2.0,0.0,0.0,3.0,65.0,1.0,206.0,1.0,371.0,2327.0,825.0,474.0
Pinellas-12103311,454.0,0.0,0.0,22.0,11.0,728.0,130.0,11.0,100.0,15.0,6.0,2.0,60.0,3.0,0.0,0.0,0.0,37.0,1.0,125.0,0.0,213.0,1215.0,462.0,241.0
Pinellas-12103312,466.0,1.0,0.0,32.0,11.0,704.0,151.0,7.0,79.0,9.0,8.0,2.0,83.0,0.0,0.0,0.0,1.0,38.0,2.0,99.0,0.0,208.0,1214.0,450.0,237.0
Pinellas-12103313,498.0,3.0,0.0,48.0,10.0,968.0,146.0,7.0,127.0,7.0,6.0,0.0,107.0,2.0,0.0,0.0,1.0,37.0,0.0,128.0,0.0,248.0,1527.0,536.0,280.0
Pinellas-12103314,387.0,0.0,0.0,30.0,5.0,706.0,125.0,7.0,79.0,10.0,5.0,0.0,91.0,1.0,0.0,0.0,1.0,25.0,0.0,91.0,0.0,151.0,1128.0,375.0,211.0
Pinellas-12103315,357.0,4.0,1.0,32.0,5.0,589.0,98.0,8.0,55.0,11.0,3.0,0.0,53.0,0.0,0.0,0.0,0.0,19.0,0.0,62.0,0.0,162.0,988.0,310.0,161.0
Pinellas-12103316,185.0,0.0,0.0,16.0,1.0,338.0,55.0,1.0,31.0,4.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,17.0,1.0,60.0,0.0,95.0,540.0,219.0,87.0
Pinellas-12103317,922.0,3.0,2.0,65.0,21.0,1215.0,272.0,15.0,192.0,25.0,12.0,0.0,87.0,0.0,0.0,0.0,1.0,39.0,1.0,110.0,3.0,303.0,2228.0,581.0,479.0
Pinellas-12103318,423.0,3.0,1.0,35.0,8.0,597.0,116.0,4.0,99.0,9.0,2.0,1.0,46.0,1.0,0.0,0.0,1.0,19.0,1.0,53.0,0.0,163.0,1067.0,296.0,219.0
Pinellas-12103319,81.0,1.0,1.0,12.0,1.0,196.0,24.0,3.0,18.0,2.0,5.0,1.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,53.0,292.0,110.0,45.0
Pinellas-12103320,827.0,5.0,0.0,43.0,14.0,1059.0,201.0,16.0,147.0,20.0,10.0,3.0,99.0,0.0,0.0,0.0,0.0,40.0,1.0,102.0,0.0,257.0,1948.0,532.0,364.0
Pinellas-12103321,393.0,0.0,1.0,16.0,12.0,522.0,116.0,2.0,71.0,6.0,3.0,0.0,53.0,0.0,0.0,0.0,0.0,25.0,2.0,88.0,0.0,142.0,944.0,319.0,189.0
Pinellas-12103322,1734.0,9.0,7.0,102.0,28.0,1976.0,599.0,20.0,295.0,36.0,21.0,3.0,176.0,1.0,0.0,0.0,4.0,58.0,1.0,193.0,2.0,511.0,3856.0,1006.0,914.0
Pinellas-12103323,704.0,5.0,0.0,63.0,9.0,762.0,192.0,8.0,109.0,15.0,8.0,0.0,52.0,0.0,0.0,0.0,0.0,28.0,3.0,85.0,0.0,191.0,1543.0,382.0,309.0
Pinellas-12103324,752.0,2.0,1.0,26.0,8.0,244.0,227.0,6.0,73.0,5.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,0.0,33.0,1033.0,100.0,306.0
Pinellas-12103325,834.0,1.0,0.0,45.0,21.0,949.0,242.0,13.0,147.0,16.0,7.0,2.0,96.0,3.0,0.0,0.0,2.0,33.0,0.0,96.0,1.0,220.0,1850.0,476.0,402.0
Pinellas-12103326,611.0,1.0,3.0,30.0,12.0,658.0,169.0,6.0,102.0,15.0,8.0,1.0,53.0,0.0,0.0,0.0,0.0,19.0,0.0,45.0,0.0,162.0,1315.0,303.0,277.0
Pinellas-12103327,1085.0,5.0,1.0,61.0,16.0,1364.0,340.0,12.0,176.0,20.0,12.0,0.0,126.0,0.0,0.0,1.0,1.0,49.0,0.0,149.0,0.0,366.0,2532.0,724.0,528.0
Pinellas-12103328,624.0,1.0,1.0,28.0,9.0,724.0,247.0,9.0,102.0,21.0,5.0,2.0,51.0,3.0,0.0,0.0,1.0,31.0,1.0,78.0,0.0,206.0,1387.0,399.0,358.0
Pinellas-12103329,581.0,4.0,3.0,31.0,8.0,692.0,154.0,13.0,98.0,10.0,4.0,1.0,55.0,0.0,0.0,0.0,2.0,15.0,0.0,48.0,0.0,157.0,1319.0,292.0,265.0
Pinellas-12103330,517.0,2.0,2.0,34.0,12.0,481.0,110.0,6.0,86.0,11.0,3.0,0.0,29.0,2.0,0.0,0.0,0.0,2.0,0.0,27.0,0.0,88.0,1048.0,162.0,202.0
Pinellas-12103331,1222.0,5.0,1.0,67.0,31.0,908.0,212.0,9.0,196.0,14.0,0.0,1.0,59.0,2.0,0.0,0.0,1.0,20.0,3.0,49.0,0.0,167.0,2234.0,316.0,417.0
Pinellas-12103332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinellas-12103333,571.0,3.0,1.0,36.0,12.0,695.0,139.0,7.0,124.0,16.0,7.0,1.0,55.0,0.0,1.0,0.0,0.0,22.0,2.0,74.0,1.0,165.0,1318.0,344.0,270.0
Pinellas-12103334,733.0,3.0,1.0,46.0,20.0,752.0,205.0,11.0,103.0,11.0,4.0,0.0,64.0,0.0,0.0,0.0,0.0,14.0,2.0,65.0,1.0,148.0,1555.0,309.0,319.0
Pinellas-12103335,801.0,4.0,1.0,57.0,20.0,1001.0,218.0,11.0,142.0,15.0,5.0,1.0,79.0,2.0,0.0,0.0,1.0,40.0,1.0,146.0,0.0,270.0,1884.0,560.0,371.0
Pinellas-12103336,725.0,4.0,1.0,34.0,13.0,793.0,222.0,7.0,107.0,30.0,3.0,0.0,76.0,0.0,0.0,1.0,3.0,45.0,0.0,97.0,0.0,217.0,1570.0,472.0,336.0
Pinellas-12103337,1132.0,7.0,1.0,88.0,20.0,1340.0,257.0,12.0,211.0,24.0,7.0,1.0,125.0,0.0,0.0,0.0,1.0,54.0,2.0,168.0,0.0,363.0,2588.0,745.0,480.0
Pinellas-12103338,683.0,4.0,1.0,45.0,13.0,940.0,186.0,6.0,125.0,21.0,6.0,1.0,107.0,1.0,0.0,1.0,2.0,42.0,1.0,151.0,0.0,252.0,1686.0,585.0,317.0
Pinellas-12103339,764.0,8.0,2.0,55.0,34.0,845.0,209.0,10.0,152.0,4.0,3.0,0.0,92.0,0.0,0.0,0.0,1.0,21.0,0.0,75.0,0.0,174.0,1708.0,370.0,371.0
Pinellas-12103340,555.0,6.0,5.0,38.0,12.0,716.0,146.0,4.0,100.0,8.0,7.0,1.0,85.0,1.0,0.0,0.0,1.0,18.0,1.0,84.0,1.0,144.0,1332.0,351.0,250.0
Pinellas-12103341,612.0,3.0,3.0,21.0,12.0,747.0,176.0,3.0,78.0,18.0,4.0,1.0,70.0,1.0,2.0,0.0,2.0,26.0,0.0,99.0,0.0,199.0,1398.0,422.0,257.0
Pinellas-12103342,619.0,1.0,3.0,43.0,8.0,822.0,189.0,7.0,98.0,19.0,7.0,0.0,87.0,1.0,0.0,1.0,0.0,48.0,0.0,111.0,0.0,195.0,1496.0,469.0,294.0
Pinellas-12103343,636.0,1.0,0.0,28.0,10.0,1194.0,184.0,2.0,107.0,29.0,10.0,2.0,107.0,0.0,0.0,0.0,0.0,72.0,3.0,187.0,0.0,342.0,1869.0,752.0,293.0
Pinellas-12103344,949.0,4.0,3.0,51.0,15.0,1907.0,236.0,16.0,132.0,68.0,8.0,0.0,171.0,1.0,0.0,0.0,1.0,192.0,3.0,323.0,1.0,670.0,2929.0,1438.0,384.0
Pinellas-12103345,1155.0,4.0,7.0,91.0,33.0,1170.0,279.0,10.0,216.0,30.0,4.0,1.0,107.0,1.0,0.0,1.0,0.0,41.0,2.0,98.0,1.0,272.0,2460.0,558.0,505.0
Pinellas-12103346,762.0,3.0,2.0,42.0,19.0,684.0,181.0,9.0,114.0,16.0,2.0,0.0,55.0,0.0,0.0,0.0,0.0,20.0,2.0,38.0,0.0,151.0,1512.0,284.0,304.0
Pinellas-12103347,713.0,5.0,1.0,57.0,9.0,1097.0,185.0,7.0,135.0,21.0,6.0,0.0,111.0,2.0,1.0,0.0,1.0,17.0,3.0,113.0,1.0,245.0,1882.0,521.0,327.0
Pinellas-12103348,688.0,1.0,2.0,54.0,21.0,1124.0,190.0,6.0,142.0,19.0,5.0,0.0,124.0,2.0,0.0,0.0,0.0,46.0,3.0,131.0,1.0,285.0,1890.0,616.0,338.0
Pinellas-12103349,824.0,5.0,3.0,73.0,17.0,1276.0,224.0,9.0,123.0,15.0,11.0,0.0,135.0,0.0,0.0,0.0,0.0,51.0,1.0,166.0,0.0,339.0,2198.0,718.0,356.0
Pinellas-12103350,526.0,0.0,0.0,36.0,5.0,696.0,127.0,11.0,123.0,11.0,7.0,0.0,76.0,0.0,0.0,0.0,1.0,30.0,1.0,68.0,0.0,163.0,1263.0,357.0,261.0
Pinellas-12103401,1019.0,2.0,1.0,50.0,7.0,1770.0,267.0,6.0,110.0,46.0,5.0,1.0,174.0,0.0,0.0,3.0,1.0,99.0,1.0,272.0,0.0,585.0,2849.0,1187.0,383.0
Pinellas-12103402,585.0,0.0,1.0,30.0,5.0,789.0,161.0,8.0,78.0,20.0,6.0,2.0,52.0,1.0,0.0,0.0,0.0,65.0,3.0,113.0,0.0,273.0,1410.0,535.0,247.0
Pinellas-12103403,681.0,2.0,1.0,37.0,20.0,925.0,185.0,6.0,142.0,41.0,4.0,3.0,81.0,1.0,0.0,0.0,1.0,64.0,1.0,132.0,1.0,294.0,1666.0,623.0,333.0
Pinellas-12103404,619.0,2.0,3.0,34.0,6.0,810.0,205.0,6.0,121.0,23.0,3.0,0.0,51.0,0.0,0.0,0.0,0.0,49.0,1.0,110.0,0.0,280.0,1474.0,517.0,332.0
Pinellas-12103405,646.0,2.0,0.0,33.0,13.0,917.0,161.0,11.0,115.0,22.0,4.0,2.0,57.0,1.0,0.0,0.0,1.0,49.0,0.0,116.0,0.0,253.0,1611.0,505.0,287.0
Pinellas-12103406,490.0,3.0,0.0,27.0,11.0,889.0,170.0,3.0,69.0,18.0,4.0,1.0,85.0,0.0,0.0,0.0,1.0,49.0,0.0,105.0,0.0,300.0,1420.0,563.0,242.0
Pinellas-12103407,369.0,0.0,1.0,31.0,10.0,614.0,90.0,5.0,65.0,15.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,1.0,73.0,0.0,181.0,1025.0,327.0,160.0
Pinellas-12103408,451.0,0.0,1.0,27.0,6.0,741.0,112.0,5.0,70.0,22.0,3.0,2.0,61.0,0.0,0.0,0.0,0.0,45.0,2.0,92.0,0.0,250.0,1226.0,477.0,187.0
Pinellas-12103409,405.0,1.0,0.0,27.0,10.0,472.0,130.0,7.0,70.0,8.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,27.0,0.0,75.0,0.0,149.0,915.0,291.0,207.0
Pinellas-12103415,898.0,4.0,0.0,67.0,15.0,1523.0,244.0,14.0,213.0,32.0,3.0,1.0,113.0,2.0,0.0,0.0,0.0,67.0,2.0,178.0,0.0,457.0,2507.0,855.0,471.0
Pinellas-12103416,401.0,0.0,0.0,20.0,5.0,556.0,114.0,3.0,72.0,12.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,22.0,1.0,78.0,0.0,184.0,982.0,340.0,189.0
Pinellas-12103417,381.0,0.0,0.0,12.0,3.0,611.0,121.0,5.0,74.0,14.0,1.0,0.0,63.0,0.0,0.0,0.0,0.0,33.0,1.0,83.0,0.0,182.0,1007.0,377.0,200.0
Pinellas-12103418,555.0,1.0,1.0,28.0,11.0,912.0,182.0,7.0,90.0,19.0,8.0,1.0,75.0,2.0,0.0,0.0,0.0,49.0,1.0,93.0,0.0,285.0,1508.0,533.0,279.0
Pinellas-12103419,333.0,0.0,0.0,17.0,11.0,596.0,110.0,7.0,51.0,12.0,3.0,1.0,64.0,1.0,0.0,0.0,0.0,39.0,0.0,96.0,0.0,171.0,957.0,387.0,168.0
Pinellas-12103420,1065.0,6.0,1.0,63.0,17.0,1593.0,296.0,12.0,183.0,23.0,5.0,2.0,134.0,0.0,0.0,1.0,0.0,85.0,1.0,212.0,0.0,465.0,2745.0,928.0,491.0
Pinellas-12103421,15.0,0.0,0.0,0.0,0.0,58.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,34.0,73.0,44.0,3.0
Pinellas-12103422,361.0,1.0,0.0,20.0,5.0,776.0,86.0,7.0,53.0,11.0,5.0,0.0,80.0,1.0,0.0,0.0,0.0,40.0,1.0,82.0,1.0,267.0,1163.0,488.0,146.0
Pinellas-12103500,634.0,3.0,0.0,19.0,9.0,209.0,170.0,2.0,50.0,4.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,28.0,874.0,53.0,222.0
Pinellas-12103501,1009.0,7.0,3.0,67.0,12.0,923.0,232.0,9.0,201.0,18.0,7.0,0.0,109.0,0.0,0.0,0.0,1.0,22.0,4.0,75.0,1.0,217.0,2021.0,454.0,442.0
Pinellas-12103502,735.0,4.0,0.0,34.0,18.0,779.0,164.0,8.0,120.0,12.0,5.0,2.0,64.0,0.0,0.0,0.0,0.0,39.0,0.0,105.0,0.0,176.0,1570.0,403.0,292.0
Pinellas-12103503,566.0,7.0,0.0,41.0,15.0,667.0,149.0,6.0,84.0,20.0,4.0,1.0,77.0,0.0,0.0,0.0,0.0,34.0,0.0,83.0,0.0,165.0,1296.0,384.0,239.0
Pinellas-12103504,892.0,5.0,3.0,67.0,18.0,1115.0,210.0,13.0,181.0,20.0,12.0,0.0,148.0,1.0,0.0,1.0,1.0,50.0,1.0,156.0,0.0,286.0,2100.0,676.0,404.0
Pinellas-12103505,793.0,4.0,3.0,60.0,21.0,779.0,154.0,5.0,139.0,17.0,5.0,1.0,66.0,0.0,0.0,0.0,1.0,27.0,1.0,73.0,0.0,182.0,1660.0,373.0,298.0
Pinellas-12103506,779.0,3.0,2.0,58.0,18.0,823.0,200.0,8.0,135.0,12.0,6.0,1.0,93.0,0.0,0.0,0.0,0.0,49.0,2.0,96.0,3.0,198.0,1683.0,460.0,343.0
Pinellas-12103507,649.0,3.0,3.0,72.0,16.0,873.0,162.0,8.0,117.0,11.0,7.0,0.0,101.0,0.0,0.0,1.0,1.0,31.0,3.0,109.0,0.0,223.0,1616.0,487.0,287.0
Pinellas-12103508,573.0,1.0,2.0,38.0,12.0,654.0,166.0,8.0,119.0,13.0,6.0,0.0,83.0,1.0,0.0,0.0,1.0,21.0,4.0,58.0,0.0,162.0,1280.0,349.0,293.0
Pinellas-12103509,438.0,2.0,2.0,33.0,9.0,358.0,97.0,10.0,68.0,4.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,7.0,2.0,39.0,0.0,71.0,842.0,150.0,175.0
Pinellas-12103510,681.0,3.0,0.0,43.0,19.0,561.0,127.0,1.0,121.0,4.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,13.0,4.0,38.0,0.0,156.0,1307.0,252.0,249.0
Pinellas-12103511,1012.0,1.0,6.0,45.0,24.0,1015.0,302.0,5.0,149.0,20.0,7.0,0.0,72.0,0.0,0.0,0.0,1.0,50.0,7.0,83.0,0.0,284.0,2103.0,524.0,456.0
Pinellas-12103512,266.0,0.0,0.0,33.0,8.0,292.0,41.0,0.0,29.0,5.0,5.0,0.0,32.0,1.0,0.0,0.0,0.0,9.0,0.0,35.0,0.0,59.0,599.0,146.0,70.0
Pinellas-12103513,705.0,0.0,1.0,37.0,11.0,1290.0,184.0,4.0,89.0,36.0,8.0,0.0,91.0,0.0,0.0,0.0,2.0,84.0,2.0,239.0,0.0,422.0,2044.0,884.0,277.0
Pinellas-12103514,572.0,1.0,0.0,28.0,13.0,1185.0,129.0,7.0,98.0,22.0,7.0,3.0,84.0,1.0,0.0,0.0,1.0,71.0,1.0,113.0,0.0,388.0,1799.0,691.0,234.0
Pinellas-12103515,610.0,3.0,3.0,28.0,6.0,1442.0,171.0,4.0,103.0,19.0,2.0,1.0,93.0,0.0,0.0,0.0,0.0,83.0,3.0,200.0,0.0,483.0,2092.0,884.0,278.0
Pinellas-12103516,1544.0,2.0,3.0,53.0,26.0,656.0,473.0,6.0,150.0,8.0,3.0,0.0,56.0,0.0,1.0,0.0,1.0,8.0,5.0,44.0,0.0,137.0,2284.0,263.0,629.0
Pinellas-12103517,957.0,2.0,0.0,47.0,21.0,499.0,304.0,7.0,126.0,11.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,12.0,1.0,33.0,0.0,110.0,1526.0,221.0,437.0
Pinellas-12103518,1621.0,15.0,2.0,126.0,33.0,1740.0,392.0,18.0,266.0,20.0,9.0,2.0,192.0,1.0,0.0,0.0,2.0,45.0,6.0,179.0,1.0,337.0,3537.0,794.0,676.0
Pinellas-12103519,783.0,5.0,3.0,61.0,21.0,1212.0,187.0,11.0,154.0,11.0,11.0,1.0,97.0,0.0,0.0,0.0,3.0,34.0,8.0,104.0,0.0,249.0,2085.0,518.0,352.0
Pinellas-12103520,352.0,2.0,0.0,21.0,3.0,429.0,162.0,8.0,91.0,15.0,5.0,1.0,80.0,1.0,0.0,0.0,1.0,26.0,1.0,74.0,1.0,155.0,807.0,360.0,261.0
Pinellas-12103521,685.0,1.0,1.0,43.0,12.0,814.0,209.0,12.0,160.0,21.0,4.0,0.0,127.0,0.0,0.0,0.0,0.0,46.0,4.0,143.0,0.0,242.0,1556.0,587.0,381.0
Pinellas-12103522,1382.0,2.0,2.0,49.0,19.0,1645.0,465.0,14.0,190.0,38.0,11.0,2.0,104.0,2.0,0.0,0.0,0.0,51.0,0.0,151.0,1.0,385.0,3099.0,745.0,669.0
Pinellas-12103523,692.0,4.0,0.0,26.0,8.0,881.0,235.0,7.0,97.0,29.0,5.0,2.0,52.0,1.0,0.0,0.0,0.0,44.0,0.0,120.0,0.0,222.0,1611.0,475.0,339.0
Pinellas-12103524,406.0,1.0,1.0,32.0,7.0,395.0,75.0,4.0,59.0,6.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,9.0,0.0,46.0,0.0,85.0,842.0,187.0,138.0
