precinct_code,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Pinellas-12103525,327.0,3.0,0.0,19.0,6.0,463.0,108.0,8.0,56.0,8.0,3.0,0.0,43.0,1.0,0.0,0.0,1.0,24.0,0.0,55.0,0.0,109.0,818.0,244.0,172.0
Pinellas-12103526,1826.0,15.0,1.0,149.0,31.0,2062.0,472.0,20.0,288.0,38.0,21.0,1.0,172.0,0.0,0.0,0.0,0.0,79.0,8.0,265.0,1.0,496.0,4084.0,1081.0,780.0
Pinellas-12103527,974.0,9.0,3.0,89.0,24.0,997.0,194.0,8.0,140.0,17.0,8.0,1.0,77.0,3.0,1.0,1.0,0.0,28.0,3.0,85.0,0.0,188.0,2096.0,412.0,342.0
Pinellas-12103528,724.0,5.0,1.0,44.0,15.0,597.0,146.0,6.0,116.0,5.0,3.0,0.0,43.0,0.0,1.0,1.0,0.0,20.0,2.0,42.0,0.0,134.0,1386.0,251.0,268.0
Pinellas-12103529,819.0,2.0,3.0,20.0,7.0,769.0,261.0,8.0,143.0,30.0,5.0,0.0,59.0,0.0,1.0,2.0,1.0,49.0,3.0,95.0,0.0,213.0,1620.0,458.0,412.0
Pinellas-12103530,960.0,10.0,2.0,62.0,27.0,1193.0,264.0,14.0,193.0,34.0,12.0,1.0,115.0,0.0,0.0,1.0,1.0,56.0,1.0,138.0,0.0,275.0,2254.0,634.0,471.0
Pinellas-12103531,844.0,4.0,2.0,70.0,20.0,1154.0,194.0,5.0,142.0,24.0,5.0,0.0,90.0,0.0,1.0,0.0,0.0,44.0,2.0,138.0,0.0,256.0,2094.0,560.0,341.0
Pinellas-12103532,630.0,4.0,0.0,49.0,7.0,929.0,162.0,4.0,116.0,16.0,5.0,1.0,130.0,1.0,0.0,1.0,0.0,64.0,1.0,135.0,1.0,242.0,1619.0,597.0,282.0
Pinellas-12103533,672.0,3.0,0.0,52.0,12.0,838.0,207.0,12.0,147.0,14.0,9.0,4.0,95.0,0.0,0.0,0.0,0.0,35.0,1.0,117.0,0.0,245.0,1577.0,520.0,366.0
Pinellas-12103534,809.0,11.0,0.0,69.0,23.0,1062.0,211.0,5.0,145.0,15.0,6.0,1.0,142.0,0.0,0.0,0.0,1.0,83.0,5.0,148.0,1.0,298.0,1974.0,700.0,361.0
Pinellas-12103535,1387.0,1.0,3.0,91.0,36.0,1385.0,322.0,13.0,308.0,29.0,9.0,1.0,135.0,0.0,0.0,0.0,0.0,62.0,1.0,140.0,2.0,320.0,2903.0,699.0,643.0
Pinellas-12103536,827.0,5.0,4.0,77.0,14.0,1246.0,178.0,6.0,138.0,16.0,4.0,0.0,133.0,0.0,0.0,0.0,1.0,77.0,1.0,183.0,0.0,318.0,2173.0,733.0,322.0
Pinellas-12103537,1498.0,6.0,2.0,100.0,47.0,1203.0,367.0,10.0,349.0,21.0,13.0,1.0,99.0,2.0,0.0,0.0,1.0,58.0,5.0,120.0,0.0,277.0,2856.0,597.0,726.0
Pinellas-12103538,1683.0,6.0,3.0,76.0,28.0,2331.0,495.0,17.0,283.0,51.0,14.0,5.0,198.0,0.0,0.0,0.0,1.0,115.0,4.0,291.0,1.0,734.0,4127.0,1414.0,795.0
Pinellas-12103539,901.0,1.0,5.0,83.0,18.0,1301.0,223.0,8.0,190.0,12.0,7.0,1.0,150.0,0.0,1.0,0.0,0.0,54.0,5.0,160.0,1.0,302.0,2309.0,693.0,421.0
Pinellas-12103540,1647.0,5.0,3.0,142.0,27.0,2317.0,365.0,11.0,291.0,37.0,7.0,1.0,202.0,1.0,0.0,0.0,0.0,95.0,5.0,294.0,0.0,536.0,4141.0,1178.0,667.0
Pinellas-12103541,683.0,7.0,2.0,52.0,25.0,1008.0,161.0,4.0,129.0,16.0,2.0,0.0,102.0,0.0,0.0,0.0,0.0,31.0,2.0,103.0,1.0,266.0,1777.0,523.0,294.0
Pinellas-12103542,1327.0,6.0,7.0,115.0,29.0,2127.0,373.0,4.0,239.0,34.0,9.0,0.0,198.0,1.0,0.0,2.0,0.0,91.0,5.0,267.0,1.0,541.0,3611.0,1149.0,616.0
Pinellas-12103543,654.0,1.0,0.0,63.0,11.0,1026.0,142.0,4.0,120.0,14.0,4.0,0.0,85.0,0.0,0.0,0.0,0.0,60.0,1.0,134.0,0.0,281.0,1755.0,579.0,266.0
Pinellas-12103544,956.0,2.0,1.0,64.0,28.0,1493.0,201.0,9.0,149.0,30.0,5.0,0.0,121.0,2.0,0.0,0.0,0.0,70.0,1.0,165.0,1.0,368.0,2544.0,763.0,359.0
Pinellas-12103545,392.0,2.0,2.0,29.0,10.0,676.0,92.0,3.0,91.0,7.0,5.0,0.0,56.0,0.0,1.0,0.0,0.0,18.0,2.0,70.0,0.0,183.0,1111.0,342.0,186.0
Pinellas-12103600,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Pinellas-12103601,1629.0,10.0,1.0,105.0,37.0,1542.0,355.0,11.0,242.0,28.0,11.0,1.0,148.0,0.0,0.0,0.0,3.0,43.0,1.0,189.0,0.0,337.0,3324.0,761.0,608.0
Pinellas-12103602,952.0,2.0,3.0,75.0,16.0,1165.0,225.0,2.0,129.0,28.0,7.0,0.0,137.0,0.0,0.0,0.0,0.0,90.0,3.0,221.0,2.0,300.0,2213.0,788.0,356.0
Pinellas-12103603,897.0,3.0,2.0,47.0,11.0,1023.0,212.0,8.0,148.0,14.0,8.0,4.0,65.0,0.0,0.0,0.0,1.0,30.0,1.0,95.0,1.0,280.0,1983.0,499.0,368.0
Pinellas-12103604,260.0,2.0,0.0,12.0,1.0,353.0,62.0,0.0,32.0,4.0,1.0,1.0,31.0,0.0,0.0,0.0,1.0,27.0,0.0,39.0,0.0,117.0,628.0,221.0,94.0
Pinellas-12103605,767.0,0.0,2.0,47.0,21.0,457.0,125.0,1.0,108.0,10.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,4.0,1.0,51.0,0.0,77.0,1294.0,177.0,234.0
Pinellas-12103606,874.0,2.0,1.0,69.0,32.0,906.0,208.0,8.0,168.0,12.0,5.0,2.0,93.0,3.0,0.0,0.0,1.0,39.0,1.0,123.0,0.0,232.0,1884.0,511.0,384.0
Pinellas-12103607,784.0,7.0,3.0,52.0,11.0,720.0,155.0,3.0,97.0,9.0,5.0,1.0,45.0,0.0,0.0,0.0,2.0,13.0,2.0,42.0,0.0,135.0,1577.0,254.0,255.0
Pinellas-12103608,732.0,2.0,2.0,39.0,12.0,780.0,218.0,11.0,138.0,18.0,3.0,2.0,91.0,1.0,0.0,0.0,1.0,54.0,1.0,105.0,0.0,205.0,1567.0,481.0,367.0
Pinellas-12103609,675.0,4.0,1.0,61.0,17.0,663.0,163.0,13.0,120.0,11.0,2.0,1.0,55.0,1.0,0.0,0.0,0.0,14.0,2.0,55.0,2.0,117.0,1421.0,260.0,296.0
Pinellas-12103610,483.0,4.0,1.0,47.0,13.0,708.0,131.0,11.0,90.0,15.0,2.0,0.0,93.0,0.0,0.0,0.0,1.0,30.0,1.0,58.0,1.0,156.0,1256.0,357.0,232.0
Pinellas-12103611,855.0,2.0,0.0,52.0,6.0,1079.0,206.0,6.0,96.0,40.0,7.0,2.0,119.0,1.0,1.0,0.0,0.0,107.0,0.0,202.0,0.0,248.0,1994.0,727.0,308.0
Pinellas-12103612,856.0,2.0,0.0,37.0,16.0,776.0,216.0,2.0,123.0,15.0,3.0,0.0,71.0,0.0,0.0,0.0,0.0,51.0,1.0,153.0,0.0,208.0,1687.0,502.0,341.0
Pinellas-12103613,550.0,2.0,1.0,32.0,8.0,533.0,151.0,4.0,78.0,6.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,28.0,0.0,81.0,0.0,117.0,1126.0,286.0,233.0
Pinellas-12103614,1256.0,7.0,3.0,83.0,25.0,1444.0,312.0,13.0,209.0,24.0,3.0,2.0,180.0,0.0,0.0,0.0,0.0,106.0,0.0,235.0,3.0,387.0,2818.0,940.0,534.0
Pinellas-12103615,978.0,3.0,1.0,70.0,19.0,1130.0,278.0,13.0,168.0,29.0,8.0,1.0,117.0,0.0,0.0,0.0,0.0,61.0,4.0,177.0,0.0,328.0,2201.0,725.0,459.0
Pinellas-12103616,1108.0,4.0,3.0,66.0,19.0,1235.0,312.0,14.0,187.0,17.0,5.0,2.0,126.0,0.0,0.0,0.0,0.0,67.0,2.0,189.0,0.0,320.0,2435.0,728.0,513.0
Pinellas-12103617,1316.0,4.0,1.0,69.0,14.0,1563.0,409.0,14.0,197.0,30.0,9.0,1.0,130.0,2.0,0.0,0.0,1.0,82.0,3.0,180.0,0.0,487.0,2967.0,925.0,620.0
Pinellas-12103618,432.0,1.0,0.0,25.0,9.0,702.0,118.0,2.0,66.0,14.0,2.0,0.0,75.0,0.0,0.0,0.0,0.0,54.0,0.0,114.0,0.0,189.0,1169.0,448.0,186.0
Pinellas-12103619,523.0,1.0,2.0,26.0,13.0,794.0,157.0,10.0,104.0,22.0,3.0,0.0,72.0,0.0,0.0,0.0,1.0,28.0,1.0,114.0,0.0,219.0,1359.0,460.0,271.0
Pinellas-12103620,844.0,6.0,3.0,79.0,23.0,1210.0,173.0,16.0,186.0,19.0,13.0,3.0,126.0,1.0,1.0,0.0,1.0,35.0,3.0,122.0,1.0,241.0,2165.0,566.0,375.0
Pinellas-12103621,969.0,2.0,2.0,69.0,25.0,1096.0,227.0,8.0,162.0,18.0,9.0,0.0,113.0,0.0,0.0,0.0,1.0,43.0,3.0,128.0,0.0,241.0,2163.0,556.0,397.0
Pinellas-12103622,1353.0,7.0,0.0,105.0,28.0,1594.0,302.0,13.0,208.0,39.0,10.0,0.0,157.0,1.0,0.0,1.0,0.0,43.0,1.0,151.0,1.0,376.0,3087.0,780.0,523.0
Pinellas-12103623,1034.0,1.0,0.0,61.0,15.0,1420.0,252.0,11.0,143.0,31.0,9.0,0.0,160.0,0.0,0.0,0.0,0.0,103.0,1.0,250.0,1.0,406.0,2531.0,961.0,406.0
Pinellas-12103624,446.0,0.0,1.0,45.0,10.0,649.0,98.0,11.0,71.0,11.0,6.0,1.0,52.0,1.0,0.0,0.0,0.0,20.0,2.0,83.0,0.0,146.0,1151.0,322.0,180.0
Pinellas-12103625,770.0,5.0,1.0,54.0,8.0,879.0,179.0,4.0,132.0,16.0,1.0,2.0,82.0,0.0,0.0,0.0,0.0,22.0,1.0,78.0,0.0,183.0,1717.0,385.0,315.0
Pinellas-12103626,752.0,2.0,1.0,39.0,7.0,819.0,172.0,6.0,100.0,14.0,3.0,0.0,71.0,1.0,0.0,0.0,0.0,25.0,0.0,82.0,1.0,187.0,1620.0,384.0,278.0
Pinellas-12103627,1863.0,5.0,3.0,81.0,20.0,2816.0,451.0,11.0,238.0,70.0,17.0,3.0,233.0,0.0,0.0,0.0,0.0,170.0,2.0,454.0,0.0,831.0,4788.0,1780.0,700.0
Pinellas-12103628,571.0,0.0,2.0,34.0,7.0,725.0,123.0,2.0,93.0,13.0,1.0,2.0,73.0,3.0,0.0,0.0,2.0,34.0,0.0,68.0,0.0,183.0,1339.0,379.0,218.0
Pinellas-12103629,709.0,1.0,1.0,38.0,14.0,758.0,163.0,4.0,98.0,18.0,7.0,3.0,64.0,0.0,0.0,0.0,1.0,46.0,3.0,98.0,0.0,181.0,1521.0,421.0,265.0
Pinellas-12103630,624.0,4.0,2.0,53.0,12.0,758.0,148.0,1.0,131.0,14.0,1.0,0.0,53.0,1.0,0.0,0.0,1.0,30.0,1.0,73.0,1.0,208.0,1453.0,383.0,280.0
Pinellas-12103631,806.0,4.0,2.0,51.0,8.0,871.0,234.0,5.0,85.0,50.0,7.0,1.0,85.0,1.0,0.0,0.0,2.0,59.0,5.0,128.0,0.0,224.0,1742.0,562.0,324.0
Pinellas-12103632,1125.0,0.0,2.0,38.0,8.0,1552.0,401.0,19.0,163.0,45.0,2.0,0.0,150.0,1.0,0.0,1.0,0.0,82.0,0.0,215.0,1.0,493.0,2725.0,990.0,583.0
Pinellas-12103633,1141.0,3.0,1.0,74.0,15.0,1811.0,265.0,6.0,179.0,20.0,9.0,0.0,168.0,0.0,0.0,0.0,0.0,87.0,3.0,225.0,2.0,500.0,3045.0,1014.0,450.0
Pinellas-12103634,456.0,0.0,1.0,40.0,15.0,963.0,139.0,8.0,89.0,15.0,6.0,1.0,85.0,0.0,0.0,0.0,0.0,43.0,2.0,98.0,0.0,281.0,1475.0,531.0,236.0
Pinellas-12103635,876.0,4.0,3.0,45.0,11.0,1220.0,207.0,7.0,153.0,24.0,2.0,0.0,131.0,0.0,0.0,0.0,1.0,83.0,1.0,195.0,0.0,363.0,2159.0,800.0,367.0
Pinellas-12103636,755.0,3.0,2.0,46.0,16.0,1258.0,204.0,6.0,111.0,31.0,10.0,2.0,117.0,0.0,0.0,1.0,1.0,83.0,1.0,176.0,1.0,380.0,2080.0,803.0,321.0
Pinellas-12103637,1721.0,3.0,7.0,98.0,25.0,2457.0,437.0,10.0,270.0,41.0,15.0,3.0,211.0,0.0,0.0,0.0,2.0,114.0,4.0,334.0,1.0,652.0,4311.0,1377.0,717.0
Pinellas-12103638,1001.0,1.0,0.0,70.0,10.0,1738.0,212.0,6.0,114.0,19.0,7.0,1.0,213.0,1.0,1.0,0.0,1.0,116.0,0.0,338.0,0.0,485.0,2820.0,1182.0,332.0
Pinellas-12103701,1281.0,9.0,5.0,84.0,23.0,1880.0,388.0,17.0,228.0,25.0,16.0,5.0,164.0,0.0,0.0,0.0,0.0,94.0,5.0,248.0,0.0,505.0,3282.0,1062.0,633.0
Pinellas-12103702,641.0,0.0,1.0,32.0,9.0,689.0,189.0,6.0,103.0,11.0,9.0,0.0,53.0,1.0,0.0,0.0,1.0,28.0,0.0,66.0,0.0,170.0,1372.0,339.0,298.0
Pinellas-12103703,430.0,1.0,0.0,29.0,11.0,611.0,132.0,5.0,76.0,11.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,21.0,0.0,67.0,0.0,165.0,1082.0,307.0,213.0
Pinellas-12103704,798.0,4.0,6.0,53.0,18.0,1146.0,176.0,5.0,100.0,3.0,14.0,1.0,75.0,1.0,0.0,2.0,1.0,21.0,0.0,98.0,1.0,286.0,2025.0,503.0,281.0
Pinellas-12103705,761.0,2.0,2.0,46.0,20.0,1091.0,226.0,10.0,159.0,19.0,8.0,0.0,79.0,2.0,0.0,1.0,0.0,43.0,3.0,100.0,0.0,297.0,1922.0,552.0,395.0
Pinellas-12103706,674.0,1.0,0.0,43.0,20.0,1104.0,215.0,14.0,165.0,33.0,15.0,3.0,97.0,0.0,0.0,1.0,1.0,48.0,2.0,103.0,1.0,314.0,1842.0,618.0,394.0
Pinellas-12103710,160.0,0.0,0.0,11.0,5.0,302.0,38.0,5.0,31.0,3.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,10.0,0.0,38.0,0.0,71.0,478.0,154.0,74.0
Pinellas-12103711,766.0,3.0,1.0,47.0,4.0,1569.0,175.0,5.0,94.0,24.0,7.0,0.0,131.0,1.0,0.0,2.0,0.0,77.0,1.0,235.0,0.0,496.0,2390.0,974.0,274.0
Pinellas-12103712,1293.0,7.0,3.0,85.0,36.0,1283.0,357.0,13.0,224.0,14.0,9.0,1.0,116.0,1.0,1.0,0.0,1.0,30.0,4.0,105.0,0.0,279.0,2707.0,561.0,594.0
Polk-12105101 Outreach Baptist,357.0,8.0,2.0,40.0,9.0,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1662.0,0.0,0.0
Polk-12105102 Green Pond Baptist Church,170.0,2.0,2.0,15.0,0.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0
Polk-12105103 Polo Park,1467.0,2.0,5.0,65.0,24.0,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,0.0,0.0
Polk-12105104 Polo Park East,965.0,3.0,1.0,37.0,15.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1901.0,0.0,0.0
Polk-12105105 Ridge Mobile Home Park Clubhouse,613.0,1.0,2.0,24.0,16.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,0.0,0.0
Polk-12105106 Lion's Den Building,253.0,2.0,1.0,32.0,4.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,0.0,0.0
Polk-12105107 New Life Community Church,664.0,9.0,3.0,83.0,15.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789.0,0.0,0.0
Polk-12105108 First Baptist Church,216.0,1.0,1.0,22.0,4.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0
Polk-12105109 Bethel Baptist Church,1360.0,4.0,7.0,94.0,18.0,2429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912.0,0.0,0.0
Polk-12105110 Our Savior Lutheran Church,904.0,10.0,4.0,71.0,14.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2823.0,0.0,0.0
Polk-12105111 Abundant Life Church of God,1409.0,7.0,5.0,139.0,36.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.0,0.0,0.0
Polk-12105112 Gibsonia Baptist Church,1068.0,3.0,5.0,60.0,14.0,1334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2484.0,0.0,0.0
Polk-12105113 Kathleen United Methodist,220.0,7.0,4.0,23.0,9.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0
Polk-12105114 The Revolution Church of Lakeland,1234.0,10.0,3.0,84.0,21.0,1723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,0.0,0.0
Polk-12105115 Cornerstone Baptist Church,911.0,7.0,4.0,59.0,10.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2481.0,0.0,0.0
Polk-12105116 Lake Gibson United Methodist Church,354.0,3.0,2.0,18.0,6.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0
Polk-12105117 Believers' Fellowship Church,1346.0,5.0,4.0,76.0,29.0,2073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,0.0
Polk-12105118 Mount Tabor Baptist Church,1474.0,11.0,4.0,101.0,17.0,3133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4740.0,0.0,0.0
Polk-12105119 Church of Jesus Christ L.D.S.,208.0,4.0,0.0,10.0,3.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,0.0,0.0
Polk-12105120 The Estates at Carpenters,699.0,2.0,0.0,34.0,13.0,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725.0,0.0,0.0
Polk-12105121 Victory Assembly of God,1133.0,9.0,0.0,60.0,9.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239.0,0.0,0.0
Polk-12105123 Deer Creek Crossings,793.0,5.0,0.0,28.0,7.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427.0,0.0,0.0
Polk-12105124 Florida Camp Inn,1488.0,1.0,3.0,72.0,21.0,1071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2656.0,0.0,0.0
Polk-12105125 Lake Gibson United Methodist Church,138.0,0.0,0.0,11.0,2.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0
Polk-12105201 Lakeland Harbor - Rec Room,1119.0,5.0,9.0,79.0,16.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.0,0.0,0.0
Polk-12105203 Gapway Baptist Church,579.0,14.0,1.0,45.0,10.0,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.0,0.0,0.0
Polk-12105204 Coleman-Bush Building,1673.0,2.0,2.0,11.0,4.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1798.0,0.0,0.0
Polk-12105205 Ewing Memorial 7th Day Adventist Church,1300.0,1.0,1.0,16.0,5.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,0.0,0.0
Polk-12105206 Lakeland 7th Day Adventist Church,617.0,3.0,2.0,27.0,6.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,0.0,0.0
Polk-12105207 Lakewood Park United Methodist,324.0,3.0,2.0,16.0,11.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,0.0,0.0
Polk-12105208 The Hamptons,782.0,3.0,3.0,40.0,3.0,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249.0,0.0,0.0
Polk-12105209 Christ Community Church,687.0,0.0,1.0,16.0,6.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,0.0,0.0
Polk-12105210 First Baptist Institutional Church,481.0,0.0,0.0,6.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0
Polk-12105211 Family Worship Center,498.0,1.0,4.0,42.0,8.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,0.0,0.0
Polk-12105212 Woodall's M. H. P.,337.0,6.0,1.0,14.0,4.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0
Polk-12105213 Winston Baptist Church,324.0,1.0,0.0,9.0,5.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,0.0
Polk-12105214 Trinity United Methodist Church,696.0,2.0,1.0,35.0,9.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.0,0.0,0.0
Polk-12105215 First Baptist Church,12.0,0.0,0.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0
Polk-12105216 Fla Presbyterian Homes McArthur Ctr,407.0,5.0,2.0,53.0,15.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,0.0,0.0
Polk-12105217 Lake Mirror Center,746.0,3.0,2.0,65.0,17.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.0,0.0,0.0
Polk-12105218 New Beginning Church of Nazarene (Nuevo Comienzo),624.0,9.0,2.0,50.0,11.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,0.0,0.0
Polk-12105219 Rhema Word of Faith International,449.0,1.0,1.0,35.0,8.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0.0,0.0
Polk-12105220 Hilton Garden Inn,602.0,5.0,2.0,58.0,6.0,1076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749.0,0.0,0.0
Polk-12105221 Heatherwood Village,764.0,5.0,3.0,62.0,8.0,1348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,0.0,0.0
Polk-12105222 Beacon Hill Colony - Rec Hall,515.0,5.0,3.0,43.0,8.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,0.0,0.0
Polk-12105223 College Heights Methodist Church,410.0,6.0,1.0,42.0,5.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,0.0,0.0
Polk-12105224 Chapel in the Grove,527.0,3.0,4.0,84.0,12.0,1107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.0,0.0,0.0
Polk-12105225 Church of Jesus Christ L.D.S.,963.0,5.0,3.0,58.0,18.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753.0,0.0,0.0
Polk-12105226 Citrus Woods - Clubhouse Annex,537.0,8.0,1.0,34.0,6.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,0.0,0.0
