precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
HAMILTON055 EAST RIDGE 3,147,1,84,9,63,2,180,0,0,1,3,23,0,10,118,8,291,541,0,0,4,0,66,3,0,0,0,2,15,1219,0,232,708,541,1219
HAMILTON056 EAST RIDGE 4,140,0,116,5,60,5,144,1,0,0,2,21,1,7,128,2,316,626,1,0,2,0,61,2,0,8,0,6,16,1241,0,256,692,626,1241
HAMILTON058 HARRISON 1,24,0,11,1,6,0,25,0,0,0,0,5,0,1,16,0,23,135,0,0,0,0,5,1,0,0,0,0,2,143,0,35,77,135,143
HAMILTON059 MEADOWVIEW,11,0,11,2,12,1,29,0,0,0,0,7,0,1,41,1,63,64,1,0,0,0,15,0,0,3,0,1,1,291,0,22,157,64,291
HAMILTON060 OOLTEWAH 1,217,0,87,7,125,5,206,0,0,0,1,56,0,10,253,2,302,705,2,0,3,0,73,2,0,26,0,5,14,1519,1,304,967,705,1519
HAMILTON061 RIDGESIDE,31,0,22,5,15,1,14,0,0,0,0,30,0,1,61,0,17,120,0,0,0,0,21,0,0,8,0,0,2,121,0,53,144,120,121
HAMILTON063 SUMMIT 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAMILTON064 WESTVIEW 1,161,1,115,11,100,3,180,1,0,0,1,98,0,9,303,4,268,689,2,0,4,0,83,1,0,13,0,9,16,1392,0,277,978,689,1392
HAMILTON067 FAIRMOUNT,105,1,105,3,79,2,144,1,0,0,3,67,1,7,220,1,208,454,2,0,1,0,84,3,0,16,0,11,9,1159,0,211,736,454,1159
HAMILTON069 FLAT TOP MOUNTAIN,12,0,10,0,9,0,27,0,0,1,2,8,0,2,21,0,52,25,0,0,0,0,5,0,0,1,0,0,1,212,0,22,122,25,212
HAMILTON070 GANNS,79,1,79,12,66,1,179,1,0,0,0,50,0,6,241,0,292,364,2,0,0,0,73,2,0,11,0,7,9,1222,0,159,848,364,1222
HAMILTON071 LAKESITE,39,0,35,4,48,4,111,0,0,0,0,27,0,4,112,1,203,182,3,0,1,0,43,1,0,3,0,5,6,695,0,74,514,182,695
HAMILTON074 MOWBRAY,39,2,21,1,27,3,77,3,0,0,0,19,0,6,87,4,154,144,0,0,0,0,22,1,0,4,0,0,5,656,0,62,381,144,656
HAMILTON075 PLEASANT GROVE 1,195,0,144,18,128,2,299,1,0,0,1,81,0,14,364,6,535,748,3,0,4,0,102,6,0,18,0,9,13,2195,0,339,1449,748,2195
HAMILTON076 RED BANK 1,112,1,162,5,34,0,88,0,0,0,1,17,0,3,108,0,121,643,0,0,1,0,90,1,0,14,0,6,19,651,0,275,377,643,651
HAMILTON077 RED BANK 2,79,1,75,1,17,2,41,0,0,0,1,9,0,3,81,1,74,279,0,0,1,0,34,2,0,9,0,2,13,330,0,155,230,279,330
HAMILTON078 RED BANK 3,195,1,209,11,91,6,178,2,0,0,1,60,1,7,260,4,339,768,0,0,0,0,110,4,0,15,0,1,31,1495,0,405,960,768,1495
HAMILTON080 SALE CREEK,38,0,30,1,42,3,94,1,0,0,2,10,0,8,82,1,204,132,2,0,0,0,16,0,0,18,0,7,3,799,1,68,448,132,799
HAMILTON083 SODDY DAISY 1,158,2,118,8,79,9,244,0,0,0,0,51,0,15,245,6,497,546,5,0,0,0,94,2,0,21,0,5,17,2091,0,278,1154,546,2091
HAMILTON084 SODDY DAISY 2,86,0,56,7,42,2,88,0,0,0,2,22,0,4,128,1,221,297,1,0,1,0,49,3,0,10,0,0,5,1280,0,142,517,297,1280
HAMILTON085 VALDEAU,33,0,23,4,9,0,29,0,0,0,1,17,0,2,37,1,66,108,0,0,0,0,20,0,0,0,0,0,4,237,0,56,166,108,237
HAMILTON086 WALDEN,72,1,69,7,35,1,95,0,0,1,0,61,0,9,176,2,157,350,0,0,1,0,47,0,0,7,0,3,7,676,0,142,544,350,676
HAMILTON088 HIXSON 2,177,1,125,19,115,2,204,0,0,0,0,105,0,19,373,5,391,782,2,0,2,0,104,1,0,15,0,11,20,1782,0,303,1233,782,1782
HAMILTON089 OOLTEWAH 2,116,2,52,6,38,2,58,0,0,1,0,14,0,3,70,1,128,373,0,0,2,0,37,0,0,7,0,1,11,633,0,170,321,373,633
HAMILTON090 HARRISON 2,380,3,137,12,114,1,240,0,0,0,2,59,0,19,306,6,452,1194,0,0,4,0,112,2,0,22,0,7,20,1806,0,520,1211,1194,1806
HAMILTON091 WESTVIEW 2,161,0,102,8,104,2,217,0,0,0,0,81,0,8,362,0,322,686,2,0,4,0,97,1,0,26,0,3,10,1560,0,263,1104,686,1560
HAMILTON092 LOOKOUT VALLEY 2,2,0,4,0,1,0,5,0,0,0,0,1,0,0,4,0,10,15,0,0,0,0,0,0,0,13,0,0,3,53,0,6,21,15,53
HAMILTON093 CONCORD 2,93,0,44,5,29,0,44,0,0,0,0,34,0,4,96,2,78,353,2,0,3,0,35,0,0,13,0,3,7,457,0,137,292,353,457
HAMILTON094 EASTGATE 1,161,1,73,0,9,0,26,1,0,0,0,6,0,1,27,0,21,469,1,0,1,0,39,3,0,7,0,2,8,123,0,235,91,469,123
HAMILTON095 EASTGATE 2,170,0,53,1,5,0,21,0,0,0,0,5,0,0,23,0,32,548,0,0,0,0,23,0,0,3,0,0,4,167,0,223,87,548,167
HAMILTON096 WESTVIEW 3,80,0,52,5,69,2,135,0,0,0,2,41,1,4,158,2,209,334,0,0,4,0,36,1,0,4,0,6,6,831,0,132,628,334,831
HAMILTON097 TYNER 2,48,0,12,0,2,2,8,0,1,0,0,6,0,0,12,1,27,133,0,0,0,0,9,1,0,2,0,0,2,107,0,60,59,133,107
HAMILTON098 HARRISON 3,165,0,91,7,104,4,179,0,0,0,2,39,0,6,242,2,315,678,4,0,1,0,78,2,0,22,0,10,12,1561,0,256,900,678,1561
HAMILTON101 HIXSON 3,180,0,103,15,78,5,188,0,0,0,2,116,0,11,343,10,341,691,1,0,5,0,101,1,0,19,0,2,10,1461,0,283,1109,691,1461
HAMILTON103 PLEASANT GROVE 2,1,0,3,0,5,0,7,0,0,0,0,1,0,0,2,0,17,11,0,0,0,0,1,0,0,0,0,0,1,59,0,4,32,11,59
HAMILTON104 EAST BRAINERD 2,247,1,123,11,76,1,212,1,0,0,4,65,1,12,328,3,347,939,1,0,3,0,88,0,0,17,0,6,16,1653,0,371,1061,939,1653
HAMILTON106 MOUNTAIN CREEK 2,3,0,3,0,1,0,2,0,0,0,0,1,0,1,2,0,4,8,0,0,0,0,4,0,0,0,0,0,0,14,0,6,11,8,14
HAMILTON118 APISON 2,22,0,14,2,23,0,43,0,0,0,0,10,0,2,51,0,62,100,0,0,1,0,10,0,0,3,0,1,0,262,0,36,193,100,262
HAMILTON122 COLLEGEDALE 2,35,0,39,2,104,1,34,0,0,0,1,24,0,5,42,0,34,198,0,0,0,0,73,0,0,1,0,5,6,358,0,74,247,198,358
HAMILTON132 EASTSIDE 2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,40,6
HAMILTON137 ST. ELMO 2,7,0,6,0,2,0,7,0,0,0,0,0,0,1,3,1,5,34,0,0,0,0,2,0,0,0,0,0,0,34,0,13,19,34,34
HAMILTON139 NORTH CHATTANOOGA 2,58,0,80,3,8,0,17,0,0,0,0,12,0,1,50,0,30,295,0,0,0,0,25,1,0,2,0,1,9,138,0,138,121,295,138
HAMILTON140 HARRISON 4,35,0,21,1,22,1,53,0,0,0,1,19,0,1,93,2,121,159,0,0,0,0,21,0,0,11,0,2,3,493,0,56,314,159,493
HAMILTON141 CONCORD 3,60,0,20,1,19,1,31,0,0,0,0,11,0,3,49,2,53,153,1,0,0,0,9,1,0,1,0,3,2,243,0,80,170,153,243
HAMILTON143 OOLTEWAH 3,2,0,0,0,11,0,14,0,0,0,1,6,0,0,28,0,33,4,0,0,0,0,0,0,0,0,0,0,0,10,0,2,93,4,10
HAMILTON144 SODDY DAISY 3,29,0,20,4,36,1,87,0,0,0,1,23,0,5,96,5,182,102,0,0,0,0,9,0,0,3,0,0,2,361,0,49,440,102,361
HAMILTON166 SUMMIT 2,61,0,34,5,33,2,45,0,0,0,1,13,0,3,71,0,49,214,0,0,2,0,33,1,0,5,0,0,4,372,0,95,222,214,372
HAMILTON167 COLLEGEDALE 3,18,0,12,2,58,1,11,1,0,0,0,14,0,3,29,1,27,70,2,0,0,0,14,1,0,2,0,1,6,199,0,30,147,70,199
HAMILTON168 OOLTEWAH 6,1,0,0,0,16,1,21,0,0,0,0,6,0,1,26,0,31,19,3,0,0,0,3,0,0,0,0,0,0,27,0,1,102,19,27
HAMILTON169 OOLTEWAH 5,2,0,2,1,29,0,40,0,0,0,0,17,0,1,44,3,69,31,0,0,0,0,2,0,0,0,0,0,1,83,0,4,204,31,83
HAMILTON170 SNOWHILL 1,62,1,58,1,57,1,119,0,0,0,2,14,1,2,104,3,232,287,1,0,2,0,44,1,0,17,0,4,7,1082,0,121,536,287,1082
HAMILTON171 MURRAY HILLS 1,256,0,101,2,30,2,54,0,1,0,1,24,0,6,104,4,136,696,0,0,2,0,42,3,0,12,0,5,9,532,0,357,364,696,532
HAMILTON172 DALLAS 2,34,2,33,3,41,1,96,0,0,0,0,21,1,2,122,0,157,173,0,0,2,0,41,3,0,8,0,1,3,755,0,69,444,173,755
HAMILTON173 WOODMORE 1,534,0,90,3,7,0,16,0,0,0,1,9,0,2,16,0,24,1180,1,0,0,0,11,0,0,0,0,1,8,100,0,624,78,1180,100
HAMILTON174 WOODMORE 2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,3,0,0,0,0,0,2,29,0,9,1,47,29
HAMILTON175 AIRPORT,189,0,65,2,24,1,51,0,0,0,1,13,0,1,42,1,67,628,1,0,3,0,29,1,0,6,0,3,5,352,0,254,203,628,352
HAMILTON176 KINGSPOINT 3,5,0,2,0,3,0,2,0,0,0,0,0,0,0,1,0,3,23,0,0,0,0,0,0,0,0,0,0,0,20,0,7,9,23,20
HAMILTON177 CONCORD 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,1,5
HAMILTON178 CONCORD 6,13,0,14,0,3,0,3,0,0,0,0,0,0,0,6,1,3,61,0,0,0,0,12,0,0,0,0,0,7,60,0,27,16,61,60
HAMILTON179 SNOWHILL 2,127,0,66,20,129,2,259,1,0,0,1,73,0,7,334,3,374,495,0,0,2,0,69,2,0,8,0,6,9,1944,0,193,1203,495,1944
HAMILTON180 HARRISON 5,48,0,27,2,47,2,125,0,0,0,0,26,0,9,122,4,155,211,11,0,2,0,27,0,0,1,0,1,4,822,0,75,492,211,822
HAMILTON181 CONCORD 4,202,2,102,13,60,2,146,0,0,0,0,56,0,7,211,3,235,835,1,0,1,0,65,2,0,13,0,5,4,1147,0,306,733,835,1147
HAMILTON182 MURRAY HILLS 2,70,1,20,0,1,0,13,0,0,0,1,1,0,0,7,1,19,221,0,0,1,0,19,2,0,3,0,0,2,89,0,91,43,221,89
HAMILTON183 BAKEWELL 2,95,1,66,4,49,0,166,0,0,1,3,30,1,9,160,4,328,380,0,0,2,0,51,2,0,4,0,5,6,1372,0,162,755,380,1372
HAMILTON184 BAKEWELL 1,20,0,6,1,27,2,56,0,0,0,1,9,0,4,64,3,113,71,0,0,1,0,4,0,0,0,0,0,1,352,0,26,280,71,352
HAMILTON185 DALLAS 1,82,0,72,7,99,2,186,1,0,0,2,41,0,12,239,2,368,397,2,0,1,0,77,0,0,10,0,9,12,1673,0,154,959,397,1673
HAMILTON186 MIDDLE VALLEY 2,1,0,6,2,20,2,55,0,0,0,0,4,0,2,55,3,77,108,0,0,1,0,28,1,0,1,0,0,1,458,0,7,220,108,458
HAMILTON187 FALLING WATER,31,0,21,3,25,0,56,0,0,0,0,35,0,1,91,1,123,124,2,0,0,0,30,0,0,2,0,0,4,472,0,52,335,124,472
HAMILTON188 MIDDLE VALLEY 1,105,0,121,4,70,1,149,1,0,1,6,34,0,7,205,5,279,352,0,0,0,0,72,1,0,9,0,5,9,1243,0,226,762,352,1243
HAMILTON189 DUPONT,154,0,90,17,53,1,136,0,0,1,0,58,0,9,214,4,246,612,7,0,1,0,81,2,0,9,0,6,14,1055,0,244,739,612,1055
HAMILTON190 KINGSPOINT 1,356,0,47,2,9,1,28,0,0,0,0,3,0,2,18,0,37,832,0,0,1,0,17,2,0,1,0,1,11,141,0,403,100,832,141
HAMILTON191 KINGSPOINT 2,41,0,24,2,13,0,17,0,0,0,0,2,0,1,30,0,27,130,0,0,0,0,22,3,0,3,0,0,3,152,0,65,92,130,152
HAMILTON192 EAST CHATTANOOGA 2,112,1,16,2,2,0,2,0,0,0,0,0,0,1,10,0,15,674,0,0,0,0,11,2,0,0,0,1,4,99,0,129,32,674,99
HAMILTON193 NORTHGATE 2,112,2,94,10,34,2,104,1,0,0,1,38,0,8,138,3,165,449,1,0,3,0,54,3,0,8,0,4,18,739,0,208,504,449,739
HAMILTON194 NORTHGATE 1,82,0,90,3,46,0,61,0,0,0,2,25,0,3,98,3,130,397,5,0,1,0,35,0,0,6,0,1,11,583,0,172,371,397,583
HAMILTON195 EASTDALE,717,1,145,1,18,1,13,1,0,1,0,13,1,2,28,0,24,1779,1,0,2,0,38,3,0,10,0,2,15,158,0,863,103,1779,158
HAMILTON196 COURTHOUSE 2,4,0,1,1,4,0,7,0,0,0,0,10,0,1,28,0,11,29,0,0,0,0,6,0,0,0,0,0,1,3,0,5,62,29,3
HAMILTON197 DOWNTOWN 2,235,1,104,2,7,1,11,1,0,0,2,23,0,1,44,0,40,952,0,0,0,0,63,0,0,0,0,1,13,250,0,340,132,952,250
HAMILTON198 STUART HEIGHTS,215,1,218,5,60,1,85,2,0,0,0,90,0,11,280,0,216,1019,0,0,2,0,124,0,0,20,0,2,25,912,0,434,750,1019,912
HAMILTON199 DOWNTOWN 1,29,0,29,1,4,0,12,0,0,0,0,12,0,0,53,1,30,176,0,0,0,0,23,0,0,12,0,0,1,149,0,58,113,176,149
HAMILTON200 SIGNAL MOUNTAIN 2,151,0,137,9,67,3,121,0,0,0,1,106,0,19,361,0,232,690,0,0,2,0,95,1,0,35,0,6,15,1039,0,288,919,690,1039
HAMILTON201 SUMMIT 4,11,0,3,0,2,0,5,0,0,0,0,2,0,0,2,0,7,53,0,0,0,0,6,0,0,0,0,0,0,20,0,14,18,53,20
HAMILTON203 SUMMIT 3,56,1,40,6,64,0,108,1,0,0,2,45,0,4,139,3,119,255,0,0,0,0,48,0,0,4,0,1,3,836,0,97,491,255,836
HAMILTON204 COLLEGEDALE 4,52,0,42,1,118,1,98,1,0,0,0,27,0,5,127,3,111,289,1,0,3,0,71,2,0,2,0,2,16,828,0,94,492,289,828
HAMILTON205 OOLTEWAH 4,125,0,96,10,127,1,178,0,0,0,1,55,0,10,256,2,296,613,1,0,2,0,98,1,0,14,0,10,12,1992,0,221,936,613,1992
HAMILTON206 CONCORD 7,19,1,8,2,6,1,9,0,0,0,0,1,0,1,18,2,12,56,0,0,0,0,6,0,0,0,0,0,1,82,0,28,52,56,82
HAMILTON207 SIGNAL MOUNTAIN 1,237,1,191,15,110,2,199,1,0,0,1,191,0,20,552,2,308,1092,2,0,3,0,136,1,0,21,2,6,25,1725,1,429,1401,1092,1725
HAMILTON208 COURTHOUSE 1,101,1,106,2,0,0,4,0,0,0,0,5,0,1,3,0,3,527,1,0,0,0,47,3,0,3,0,0,13,160,0,208,18,527,160
HAMILTON209 EASTSIDE 1,265,1,94,1,13,1,39,0,0,0,0,9,0,2,47,0,28,850,0,0,3,0,32,0,0,3,0,4,6,220,0,360,140,850,220
HAMILTON210 RIDGEDALE 1,146,0,100,0,3,0,7,0,0,0,0,3,0,0,7,0,6,560,1,0,0,0,51,0,0,16,0,0,14,142,0,246,26,560,142
HAMILTON211 RIDGEDALE 2,57,0,25,0,8,0,28,0,0,0,1,13,0,3,63,1,26,177,1,0,0,0,9,1,0,4,0,1,3,63,0,82,143,177,63
HAMILTON212 ALTON PARK 1,398,3,102,3,8,2,7,0,0,0,0,5,0,3,27,1,11,1380,0,0,3,0,47,2,0,13,0,2,9,94,0,503,67,1380,94
HAMILTON213 LOOKOUT MOUNTAIN,92,0,56,9,50,1,74,2,0,0,1,124,0,17,271,1,162,376,3,0,1,0,57,0,0,12,0,4,6,750,0,148,712,376,750
HAMILTON214 ALTON PARK 2,13,0,8,0,0,0,2,0,0,0,0,2,0,0,3,0,2,40,0,0,0,0,5,0,0,1,0,0,1,9,0,21,9,40,9
HAMILTON215 MOUNTAIN CREEK 3,10,0,12,0,2,0,2,0,0,0,0,3,0,0,6,0,19,57,0,0,0,0,4,0,0,2,0,1,2,50,0,22,32,57,50
HAMILTON216 APISON 3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,4,1,4
HAMILTON217 COLLEGEDALE 5,0,0,0,0,3,0,4,0,0,0,0,1,0,0,2,0,6,4,0,0,0,0,1,0,0,11,0,0,0,33,0,0,16,4,33
HAMILTON218 HARRISON 6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,1,14
HAMILTON219 SODDY DAISY 4,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,33,0,1,4,19,33
HAMILTON220 COLLEGEDALE 6,1,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,18,0,1,12,1,18
HANCOCK1ST,15,0,17,3,6,1,42,0,1,0,0,6,0,0,27,0,80,66,0,0,1,0,7,0,0,0,0,1,0,348,0,32,166,66,348
HANCOCK2ND,6,0,7,1,8,0,35,0,0,0,0,6,0,0,19,0,78,34,0,0,1,0,3,1,0,0,0,0,0,285,0,13,147,34,285
HANCOCK3RD,9,0,8,0,3,0,27,0,0,0,1,4,0,0,23,0,61,48,0,0,2,0,5,0,0,0,0,2,2,265,0,17,119,48,265
HANCOCK4TH,9,0,7,3,8,0,22,0,0,0,0,6,0,1,28,0,62,36,0,0,0,0,11,0,0,0,0,0,4,230,0,16,130,36,230
HANCOCK5TH,12,0,9,1,6,0,26,0,0,0,0,3,0,0,19,0,45,30,0,0,0,0,3,0,0,0,0,1,1,227,0,21,100,30,227
HANCOCK6TH,16,0,6,4,3,0,22,0,0,0,0,3,0,1,14,0,30,54,0,0,0,0,7,0,0,0,0,1,3,148,0,22,77,54,148
HANCOCK7TH,13,0,12,2,6,0,34,0,0,0,0,4,0,0,20,0,77,54,0,0,0,0,6,0,0,1,0,0,3,340,0,25,143,54,340
HARDEMANBOLIVAR,274,3,24,1,13,0,57,0,0,0,1,7,1,0,35,1,95,701,0,0,4,0,10,2,0,1,0,0,4,426,0,301,211,701,426
HARDEMANDIXIE HILLS,138,0,24,1,6,0,15,1,0,0,1,1,0,0,11,0,61,320,0,0,2,0,2,2,0,0,0,1,1,240,0,162,97,320,240
HARDEMANGRAND JUNCTION,226,3,3,0,6,0,29,0,0,0,0,1,0,0,13,0,36,530,0,0,3,0,6,1,0,0,0,1,3,148,0,232,85,530,148
HARDEMANHICKORY VALLEY,122,1,14,0,20,0,59,0,0,0,0,7,0,0,20,0,96,297,3,0,1,0,8,0,0,0,0,2,1,420,0,137,202,297,420
HARDEMANHORNSBY,14,1,12,2,9,0,29,0,0,0,2,2,0,0,20,0,74,43,0,0,0,0,3,0,0,0,0,0,1,291,0,27,138,43,291
HARDEMANLACY,32,0,11,2,16,0,28,2,0,0,0,1,0,1,22,0,70,62,0,0,0,0,4,0,0,0,0,1,1,290,0,43,142,62,290
HARDEMANMIDDLETON,57,0,16,5,44,0,104,0,0,0,2,9,0,0,51,0,210,191,5,0,0,0,10,1,0,0,0,4,9,922,0,73,425,191,922
HARDEMANPOCAHONTAS,11,0,5,0,14,0,32,0,0,0,0,0,0,0,12,0,58,19,0,0,0,0,1,1,0,0,0,0,2,214,0,16,116,19,214
HARDEMANSAULSBURY,33,1,7,1,4,0,24,0,0,0,1,0,0,0,9,0,71,101,0,0,1,0,4,0,0,0,0,0,0,224,0,41,110,101,224
HARDEMANSILERTON,9,2,8,1,17,0,34,0,0,0,2,9,0,0,21,0,68,50,0,0,1,0,6,0,0,1,0,0,1,324,0,19,152,50,324
HARDEMANTOONE,80,0,21,0,10,0,55,0,0,0,0,7,0,0,12,1,90,212,0,0,1,0,6,1,0,0,0,0,3,383,0,101,175,212,383
HARDEMANWEST BOLIVAR,498,0,70,5,50,2,97,0,0,1,1,12,0,0,73,1,195,1187,0,0,3,0,17,3,0,2,0,3,3,867,0,568,437,1187,867
HARDEMANWHITEVILLE,228,0,10,1,7,0,9,0,0,0,1,2,0,0,16,0,46,472,1,0,2,0,7,0,0,0,0,1,1,170,0,238,82,472,170
HARDINAIRPORT 1-1,24,0,4,4,10,0,19,0,0,0,0,4,0,0,26,0,65,57,0,0,0,0,7,3,0,0,0,2,3,300,0,28,128,57,300
HARDINCERRO GORDO 6-1,29,0,11,0,13,0,25,0,0,0,0,3,0,0,28,0,92,71,0,0,1,0,1,1,0,0,0,0,5,356,0,40,161,71,356
HARDINCOUNCE 3-1,49,2,19,4,32,0,45,0,0,0,1,20,0,0,57,0,257,144,0,0,0,0,10,1,0,0,0,3,12,714,0,70,416,144,714
HARDINCRUMP 4-2,23,1,14,5,22,0,54,0,0,0,2,11,0,0,49,1,205,100,0,0,1,0,11,1,0,0,0,4,6,704,0,38,349,100,704
HARDINFAIRGROUND 10-1,51,0,23,2,29,1,60,0,0,0,2,12,0,0,51,0,157,185,0,0,3,0,12,2,0,0,0,8,7,648,0,74,314,185,648
HARDINLIBRARY 9-1,45,2,23,1,18,0,43,0,0,0,1,3,0,0,34,1,114,112,0,0,1,0,14,0,0,0,0,5,8,514,0,70,215,112,514
HARDINMORRIS CHAPEL 5-2,27,1,15,0,20,0,42,0,0,0,2,13,0,0,24,0,159,83,0,0,2,0,14,3,0,0,0,5,9,510,0,43,260,83,510
HARDINNIXON 2-1,30,0,12,6,18,0,36,0,0,0,2,5,0,0,39,0,147,71,0,0,0,0,6,4,0,0,0,1,6,536,0,42,253,71,536
HARDINNORTH 8-1,111,0,39,9,39,0,85,1,0,0,2,42,0,0,113,0,235,293,0,0,0,0,18,1,0,0,0,3,8,1004,0,150,526,293,1004
HARDINOLIVE HILL 6-3,11,0,3,1,5,0,17,0,0,0,1,3,0,0,17,0,41,24,0,0,0,0,1,0,0,0,0,3,4,207,0,14,85,24,207
HARDINOLIVET 1-2,26,0,10,0,15,1,37,0,0,0,0,6,0,0,33,1,101,72,0,0,0,0,4,1,0,0,0,5,3,422,0,36,194,72,422
HARDINRHODES 6-2,22,0,9,0,16,0,28,0,0,0,1,4,0,0,28,0,73,38,0,0,0,0,5,2,0,0,0,0,1,355,0,31,150,38,355
HARDINSALTILLO 5-1,39,0,7,3,6,0,33,0,0,0,0,3,0,0,14,0,76,86,0,0,3,0,5,1,0,0,0,2,5,277,0,46,135,86,277
HARDINSHILOH 4-1,18,0,6,0,0,0,7,0,0,0,0,1,0,0,4,0,28,51,0,0,1,0,4,0,0,0,0,0,3,96,0,24,40,51,96
HARDINSOUTHSIDE 3-2,25,0,7,2,7,0,20,1,0,0,1,9,0,0,12,0,94,60,0,0,2,0,8,0,0,0,0,3,2,310,0,32,146,60,310
HARDINWALKERS 2-2,13,1,10,0,10,0,22,1,0,0,1,5,0,0,13,0,90,53,0,0,0,0,3,0,0,0,0,1,5,319,0,24,142,53,319
HARDINWALNUT GROVE 7-2,20,0,12,3,15,0,31,0,0,0,0,13,0,0,27,1,84,58,0,0,1,0,6,1,0,0,0,3,7,392,0,32,174,58,392
HARDINWHITES 7-1,28,0,5,3,8,0,25,0,0,0,0,4,0,1,28,0,76,64,0,0,0,0,5,1,0,0,0,0,2,348,0,33,145,64,348
HAWKINS1 ALLANDALE INSIDE,60,1,37,3,31,0,83,0,0,0,1,30,0,1,127,0,163,291,0,0,1,0,43,1,0,3,0,2,7,761,0,98,439,291,761
HAWKINS1 ALLANDALE OUTSIDE,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,1,33,0,1,11,8,33
HAWKINS1 MOUNT CARMEL,81,3,54,14,77,0,242,0,0,0,5,24,0,1,130,1,413,384,1,0,6,3,58,2,0,3,0,11,13,1875,0,138,907,384,1875
HAWKINS2 CHURCH HILL INSIDE,138,4,90,16,64,1,263,1,1,0,11,56,0,2,196,1,543,575,2,0,4,0,55,0,0,1,0,10,12,2261,0,232,1155,575,2261
HAWKINS2 CHURCH HILL OUTSID,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,14,11,0,0,0,0,2,0,0,0,0,0,0,41,0,5,18,11,41
HAWKINS2 MCPHEETER'S BEND,48,0,14,2,19,0,66,0,0,0,2,7,0,2,33,0,134,116,0,0,1,0,8,0,0,1,0,2,2,515,0,62,265,116,515
HAWKINS3 CARTER'S VALLEY,59,0,36,5,40,0,151,2,0,0,6,19,0,0,107,0,307,237,0,0,2,0,23,0,0,4,0,5,11,1352,0,95,637,237,1352
HAWKINS3 WALLACE,46,0,23,7,12,0,78,0,0,0,0,6,0,0,34,0,172,134,1,0,0,0,14,0,0,0,0,0,3,638,0,69,309,134,638
HAWKINS3 WATTERSON,15,0,16,4,5,1,36,1,0,1,3,10,0,0,22,0,111,54,0,0,0,0,3,1,0,0,0,1,2,311,0,31,194,54,311
HAWKINS4 DYKES,17,0,16,3,7,0,24,0,0,0,1,6,0,0,14,0,51,56,0,0,0,0,6,0,0,0,0,0,0,216,0,33,106,56,216
HAWKINS4 KEPLAR,26,0,7,0,10,0,35,0,0,0,1,3,0,2,22,0,70,55,0,0,0,0,6,0,0,0,0,2,0,262,0,33,143,55,262
HAWKINS4 ROGERSVILLE NO OUT,15,0,17,4,18,0,81,1,0,0,1,13,0,2,43,1,178,81,1,0,3,0,17,0,0,3,0,2,0,517,0,32,342,81,517
HAWKINS4 SURGOINSVILLE IN,43,2,38,4,26,0,95,1,0,0,3,12,0,0,60,0,164,139,0,0,1,0,10,1,0,5,0,4,5,653,0,83,365,139,653
HAWKINS4 SURGOINSVILLE OUT,42,0,14,4,22,1,68,1,0,0,2,18,0,0,49,0,192,142,0,0,2,0,11,0,0,0,0,2,6,673,0,56,357,142,673
HAWKINS4 UPPER BEECH,12,0,3,2,4,0,7,0,0,0,0,2,0,0,9,0,33,18,0,0,0,0,3,0,0,0,0,0,0,115,0,15,57,18,115
HAWKINS5 ROGERSVILLE NO IN,33,1,10,8,25,1,52,0,0,0,3,14,0,3,67,1,113,110,0,0,1,0,15,0,0,1,0,1,2,430,0,44,287,110,430
