precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_grn_CHERNEY,pri_grn_CURRY,pri_grn_KREML,pri_grn_MESPLAY,pri_grn_STEIN,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FEEGBEH,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_SANDERS,gen_ind_SCHOENKE,gen_lib_JOHNSON,gen_rep_TRUMP,gen_unk_BLUMBERG,gen_unk_KASICH,gen_unk_ROMNEY,gen_unk_RYAN,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
BILLERICA7,243,2,1,381,0,0,0,0,0,4,9,0,42,0,1,0,48,0,0,86,0,280,979,30,0,0,0,0,0,0,82,876,0,0,0,0,627,470,979,876
BILLERICA8,277,1,2,348,0,0,0,0,0,11,15,0,50,0,1,0,57,0,4,81,0,339,955,17,0,0,0,0,0,0,115,1065,0,0,0,0,628,558,955,1065
BILLERICA9,217,1,1,294,0,0,0,0,0,5,10,1,56,0,0,0,44,0,3,66,0,349,860,17,0,0,0,0,0,0,71,996,0,0,0,0,513,534,860,996
BLACKSTONE1,158,0,4,210,0,0,0,0,0,1,9,0,27,0,1,1,26,2,1,42,0,191,578,20,0,0,3,0,0,0,91,734,0,0,0,0,372,301,578,734
BLACKSTONE2,182,0,3,222,0,0,0,0,0,1,6,2,29,1,1,1,30,0,1,37,0,176,670,23,0,0,1,0,0,0,83,776,0,0,0,0,407,285,670,776
BLACKSTONE3,148,2,0,186,0,0,0,0,2,0,10,2,38,1,0,1,24,0,0,67,0,233,602,16,0,0,2,0,0,0,80,817,0,0,0,0,336,376,602,817
BLANDFORD1,65,0,1,130,0,0,0,0,0,1,10,1,20,0,0,1,30,0,0,21,0,115,256,8,0,0,2,0,0,0,28,405,0,0,0,0,196,199,256,405
BOLTON1,528,1,1,580,0,0,0,0,3,5,42,2,115,0,1,0,210,0,3,194,1,299,1891,54,0,0,14,0,0,0,230,1036,0,0,0,0,1110,872,1891,1036
BOSTON1,7842,10,49,4888,0,1,1,0,7,11,42,6,157,7,3,2,601,4,3,557,1,759,24040,377,0,0,15,0,0,0,778,3476,0,0,0,0,12789,2153,24040,3476
BOSTON10,3776,10,35,3335,0,0,2,0,8,18,23,2,125,1,0,0,212,2,5,341,0,529,11933,231,0,0,7,0,0,0,324,2194,0,0,0,0,7156,1258,11933,2194
BOSTON11,2361,3,14,1761,0,0,0,0,3,8,20,1,66,4,1,0,153,3,3,164,1,352,7147,142,0,0,1,0,0,0,207,1350,0,0,0,0,4139,776,7147,1350
BOSTON12,2192,8,24,1688,0,2,0,0,1,6,13,5,59,3,1,1,142,0,3,135,2,481,5925,110,0,0,6,0,0,0,223,1742,0,0,0,0,3912,851,5925,1742
BOSTON13,1910,3,23,1485,0,0,0,0,1,3,11,1,49,1,1,0,134,0,2,155,0,330,5587,103,0,0,2,0,0,0,155,1318,0,0,0,0,3421,687,5587,1318
BOSTON14,1355,1,12,833,1,0,0,0,0,2,16,0,34,1,0,1,79,1,5,89,0,176,3746,57,0,0,0,0,0,0,101,714,0,0,0,0,2201,404,3746,714
BOSTON15,851,1,7,661,0,0,0,0,1,2,4,0,23,0,1,0,52,0,0,71,0,173,2589,42,0,0,2,0,0,0,79,610,0,0,0,0,1520,326,2589,610
BOSTON16,854,1,10,925,0,1,1,0,3,6,12,2,53,0,0,0,88,1,1,113,0,264,2527,64,0,0,1,0,0,0,138,1021,0,0,0,0,1790,540,2527,1021
BOSTON17,788,3,8,458,0,0,0,0,0,2,6,1,22,0,0,1,53,0,1,59,1,184,1965,38,0,0,0,0,0,0,87,659,0,0,0,0,1257,330,1965,659
BOSTON18,661,1,7,397,0,0,0,0,0,0,6,0,22,0,0,0,38,0,1,28,0,96,1670,27,0,0,0,0,0,0,46,379,0,0,0,0,1066,191,1670,379
BOSTON19,695,2,6,473,0,0,0,0,0,3,4,0,28,0,1,0,57,0,0,54,1,124,1990,44,0,0,0,0,0,0,57,506,0,0,0,0,1176,272,1990,506
BOSTON2,6579,8,35,4276,0,1,0,2,7,15,37,2,143,2,1,0,514,2,7,496,1,693,20304,352,0,0,14,0,0,0,600,3073,0,0,0,0,10898,1913,20304,3073
BOSTON20,707,1,12,554,0,0,0,0,0,2,8,2,37,0,0,1,69,0,1,65,0,234,1987,26,0,0,0,0,0,0,76,793,0,0,0,0,1274,419,1987,793
BOSTON21,533,1,1,143,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,2,1223,12,0,0,0,0,0,0,7,38,0,0,0,0,678,7,1223,38
BOSTON22,340,1,6,300,0,0,0,0,0,2,5,0,12,0,1,0,27,0,0,16,0,89,926,20,0,0,0,0,0,0,24,325,0,0,0,0,647,152,926,325
BOSTON23,328,0,1,119,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,20,900,5,0,0,0,0,0,0,13,69,0,0,0,0,448,26,900,69
BOSTON2A,148,0,1,96,0,0,0,0,0,0,2,0,5,0,0,0,13,0,0,14,0,14,507,8,0,0,0,0,0,0,27,76,0,0,0,0,245,48,507,76
BOSTON3,6218,9,42,4159,0,1,0,0,4,22,35,3,133,2,2,0,479,2,6,506,0,716,19652,317,0,0,15,0,0,0,654,3021,0,0,0,0,10428,1906,19652,3021
BOSTON4,6260,14,48,4395,0,2,0,0,4,17,28,6,128,4,3,1,416,1,8,418,1,547,19660,359,0,0,7,1,0,0,605,2603,0,0,0,0,10717,1578,19660,2603
BOSTON5,5620,9,34,3987,1,0,1,0,6,14,37,7,136,4,2,1,400,0,2,405,0,653,17847,332,0,0,9,0,0,0,559,2774,0,0,0,0,9650,1661,17847,2774
BOSTON6,5831,6,36,4250,0,0,0,0,9,24,31,3,116,3,3,3,509,2,13,477,1,721,17817,345,0,0,1,0,0,0,629,3154,0,0,0,0,10123,1906,17817,3154
BOSTON7,6099,17,49,4397,1,0,0,0,9,18,26,2,144,2,2,1,433,1,8,488,2,616,19147,346,0,0,3,0,0,0,579,2826,0,0,0,0,10562,1743,19147,2826
BOSTON8,5363,11,34,4338,0,1,1,0,8,20,28,4,137,2,7,0,338,6,4,385,0,669,17732,332,0,0,9,1,0,0,598,2776,0,0,0,0,9746,1600,17732,2776
BOSTON9,4339,10,32,3863,0,0,0,0,10,10,26,3,130,1,6,2,268,2,7,350,0,635,14272,280,0,0,14,0,0,0,459,2590,0,0,0,0,8244,1440,14272,2590
BOURNE1,191,2,1,222,0,0,0,0,0,2,7,0,51,1,0,0,47,0,0,57,0,259,687,18,0,0,2,0,0,0,60,829,0,0,0,0,416,424,687,829
BOURNE2,245,0,3,273,0,0,0,0,0,7,22,5,52,0,0,0,71,0,1,90,0,342,780,13,0,0,2,0,0,0,68,1001,0,0,0,0,521,590,780,1001
BOURNE3,118,1,1,135,0,0,0,0,0,3,15,4,11,2,0,0,36,0,0,33,0,157,435,19,0,0,0,0,0,0,46,542,0,0,0,0,255,261,435,542
BOURNE4,259,2,0,266,1,0,0,0,1,6,15,1,41,1,0,0,86,0,0,69,0,260,863,24,0,0,0,0,0,0,74,803,0,0,0,0,527,479,863,803
BOURNE5,252,2,3,286,0,0,0,0,0,3,0,1,34,0,0,10,72,0,2,58,0,302,808,18,0,0,0,0,0,0,77,773,0,0,0,0,543,482,808,773
BOURNE6,180,0,3,187,0,0,0,0,0,5,8,1,32,1,1,0,88,0,0,61,0,160,627,17,0,0,0,0,0,0,47,485,0,0,0,0,370,357,627,485
BOURNE7,187,4,3,252,0,0,0,0,0,7,8,2,38,1,0,0,45,0,1,48,0,252,710,20,0,0,0,0,0,0,70,768,0,0,0,0,446,402,710,768
BOXBOROUGH1,637,0,2,619,0,0,0,0,3,14,15,0,57,0,0,0,203,0,1,192,1,212,1987,36,0,0,18,0,0,0,159,756,0,0,0,0,1258,695,1987,756
BOXFORD1,191,1,2,263,0,0,0,0,0,5,14,1,49,0,0,0,147,0,5,108,0,232,786,12,0,0,0,0,0,0,114,711,0,0,0,0,457,561,786,711
BOXFORD2,256,0,1,257,0,0,0,0,0,7,15,0,54,3,0,1,128,0,4,95,0,258,852,16,0,0,0,0,0,0,98,776,0,0,0,0,514,565,852,776
BOXFORD3,211,0,1,231,0,0,0,0,0,2,9,1,52,0,2,0,156,0,0,123,1,261,816,7,0,0,0,0,0,0,85,707,0,0,0,0,443,607,816,707
BOYLSTON1,375,1,0,469,0,0,0,0,0,8,28,2,97,2,0,0,160,0,3,113,0,339,1424,35,0,0,0,0,0,0,176,1125,0,0,0,0,845,752,1424,1125
BRAINTREE1A,272,2,9,302,0,0,0,0,0,8,5,2,38,0,1,0,57,0,1,57,1,257,836,17,0,0,0,0,0,0,64,781,0,0,0,0,585,427,836,781
BRAINTREE1B,243,0,3,262,0,0,0,0,1,2,10,0,31,2,0,0,51,0,1,49,0,224,827,22,0,0,0,0,0,0,51,663,0,0,0,0,508,370,827,663
BRAINTREE2A,322,3,6,373,0,0,0,0,0,4,9,2,29,0,0,0,83,1,0,82,0,268,912,20,0,0,0,0,0,0,63,765,0,0,0,0,704,478,912,765
BRAINTREE2B,300,1,5,343,0,0,0,0,0,8,13,2,29,0,0,0,74,0,1,65,1,219,871,10,0,0,0,0,0,0,70,772,0,0,0,0,649,412,871,772
BRAINTREE3A,272,1,5,306,0,0,0,0,0,2,5,0,32,1,0,0,35,0,1,47,0,184,831,21,0,0,0,0,0,0,57,594,0,0,0,0,584,307,831,594
BRAINTREE3B,283,0,3,345,0,0,0,0,1,3,5,0,22,0,0,0,31,0,2,48,0,216,857,19,0,0,0,0,0,0,58,655,0,0,0,0,631,327,857,655
BRAINTREE4A,245,2,3,281,0,0,0,0,0,9,9,3,21,0,2,0,42,0,1,46,0,198,773,27,0,0,0,0,0,0,59,594,0,0,0,0,531,331,773,594
BRAINTREE4B,228,1,3,243,0,0,0,0,0,4,6,2,23,1,1,0,38,0,0,49,0,147,882,12,0,0,0,0,0,0,51,506,0,0,0,0,475,271,882,506
BRAINTREE5A,261,0,1,356,0,0,0,0,0,1,10,2,45,0,2,0,55,0,1,61,0,205,837,21,0,0,0,0,0,0,60,686,0,0,0,0,618,382,837,686
BRAINTREE5B,322,1,4,304,0,0,0,0,0,8,12,5,45,1,0,0,56,0,3,61,0,221,994,22,0,0,1,0,0,0,78,762,0,0,0,0,631,412,994,762
BRAINTREE6A,335,0,5,303,0,0,0,0,0,6,5,0,43,0,2,1,88,1,4,86,0,283,960,12,0,0,0,0,0,0,77,864,0,0,0,0,643,519,960,864
BRAINTREE6B,305,1,6,369,0,0,0,0,0,7,5,1,37,0,0,0,65,1,0,70,0,221,889,13,0,0,0,0,0,0,78,785,0,0,0,0,681,407,889,785
BREWSTER1,391,1,1,476,1,0,0,0,0,4,20,3,39,0,0,0,114,0,2,85,0,253,1307,39,0,0,0,0,0,0,101,815,0,0,0,0,869,520,1307,815
BREWSTER2,423,0,3,386,0,0,0,0,0,17,18,4,33,1,1,2,104,1,0,78,0,236,1320,33,0,0,0,0,0,0,94,750,0,0,0,0,812,495,1320,750
BREWSTER3,329,3,3,417,0,0,0,0,0,4,20,2,47,2,0,0,89,0,2,89,0,246,1186,40,0,0,0,0,0,0,102,805,0,0,0,0,752,501,1186,805
BRIDGEWATER1,262,0,6,363,1,0,0,0,1,7,15,0,51,1,0,1,100,0,1,110,0,390,1088,33,0,0,0,0,0,0,122,1341,0,0,0,0,631,676,1088,1341
BRIDGEWATER2,240,1,2,325,0,0,0,0,2,3,16,2,44,1,0,0,94,0,2,89,0,333,971,27,0,0,0,0,0,0,111,1095,0,0,0,0,568,584,971,1095
BRIDGEWATER3,302,2,5,339,0,1,0,0,0,4,9,1,66,0,1,0,83,1,1,86,0,391,1032,23,0,0,0,0,0,0,98,1350,0,0,0,0,648,643,1032,1350
BRIDGEWATER4,129,1,1,188,0,0,0,0,0,1,8,2,31,0,0,1,29,0,1,42,0,143,487,6,0,0,0,0,0,0,73,536,0,0,0,0,319,258,487,536
BRIDGEWATER5,68,0,1,129,0,0,0,0,0,0,7,0,8,0,0,0,19,0,0,21,0,75,334,11,0,0,0,0,0,0,32,310,0,0,0,0,198,130,334,310
BRIDGEWATER6,183,0,0,272,0,0,0,0,0,3,6,2,35,0,0,1,34,0,3,60,0,179,860,21,0,0,0,0,0,0,76,706,0,0,0,0,455,323,860,706
BRIDGEWATER7,244,1,2,342,0,0,0,0,0,3,7,1,44,0,0,0,66,0,2,82,0,250,946,46,0,0,0,0,0,0,112,923,0,0,0,0,589,455,946,923
BRIMFIELD1,209,1,5,260,0,0,0,0,0,2,31,2,89,1,1,0,92,0,1,79,1,316,793,34,0,0,5,0,0,0,117,1113,0,0,0,0,475,615,793,1113
BROCKTONA,1758,4,10,739,0,0,0,0,0,8,17,5,50,2,0,0,35,0,2,68,1,317,6058,61,0,0,0,0,0,0,134,1137,0,0,0,0,2511,505,6058,1137
BROCKTONB,2130,4,11,1127,0,0,0,0,1,12,37,2,87,3,1,1,98,0,2,105,0,613,6564,108,0,0,0,0,0,0,247,2148,0,0,0,0,3272,961,6564,2148
BROCKTONC,2039,8,17,1116,0,0,0,0,1,16,39,2,85,2,2,1,96,0,3,132,0,680,6496,93,0,0,0,0,0,0,215,2236,0,0,0,0,3180,1058,6496,2236
BROCKTOND,2131,6,20,1491,0,0,1,0,0,25,39,5,139,2,1,2,184,0,2,195,0,983,6475,126,0,0,0,0,0,0,324,3280,0,0,0,0,3648,1577,6475,3280
BROOKFIELD1,177,0,4,314,0,0,0,0,0,4,23,3,66,2,0,0,40,0,1,61,0,259,708,27,0,0,0,0,0,0,102,936,0,0,0,0,495,459,708,936
BROOKLINE1,546,0,2,300,0,0,0,0,0,0,0,0,7,0,0,0,86,0,1,54,0,38,1518,21,0,0,0,0,0,0,48,173,0,0,0,0,848,186,1518,173
BROOKLINE10,544,0,0,327,0,0,0,0,0,0,4,3,12,0,0,0,67,0,0,52,0,49,1538,17,0,0,4,0,0,0,44,191,0,0,0,0,871,187,1538,191
BROOKLINE11,609,0,1,394,0,0,0,0,0,0,1,0,10,1,0,0,36,0,0,43,0,39,1634,30,0,0,1,0,0,0,24,183,0,0,0,0,1004,130,1634,183
BROOKLINE12,746,0,0,426,0,0,0,0,0,1,2,0,15,0,0,0,69,0,0,83,0,44,1868,27,0,0,6,0,0,0,55,204,0,0,0,0,1172,214,1868,204
BROOKLINE13,573,0,4,312,0,0,0,0,1,2,4,0,12,0,0,0,86,0,0,75,0,48,1622,25,0,0,5,0,0,0,57,184,0,0,0,0,889,227,1622,184
BROOKLINE14,574,2,0,337,0,0,0,0,0,0,3,0,9,0,0,0,97,0,0,70,0,48,1590,20,0,0,5,0,0,0,67,252,0,0,0,0,913,227,1590,252
BROOKLINE15,517,0,4,280,0,0,0,0,0,5,3,0,25,1,1,0,94,1,0,80,0,104,1407,16,0,0,0,0,0,0,66,390,0,0,0,0,801,314,1407,390
BROOKLINE16,536,0,0,323,0,0,0,0,0,1,3,0,24,0,0,0,65,0,0,49,0,69,1292,25,0,0,3,0,0,0,49,270,0,0,0,0,859,211,1292,270
BROOKLINE2,319,1,0,284,0,0,0,0,0,0,1,1,8,1,0,0,25,0,0,31,0,26,1070,12,0,0,0,0,0,0,28,121,0,0,0,0,604,93,1070,121
BROOKLINE3,620,0,2,393,0,0,0,0,1,1,2,0,13,0,0,0,65,0,0,70,0,50,1617,25,0,0,4,0,0,0,42,172,0,0,0,0,1015,201,1617,172
BROOKLINE4,522,2,2,351,0,0,0,0,0,1,1,0,12,0,0,0,29,0,1,44,0,55,1429,19,0,0,7,0,0,0,33,221,0,0,0,0,877,143,1429,221
BROOKLINE5,646,2,0,410,0,0,0,0,0,4,1,1,14,1,0,0,49,0,0,35,0,46,1640,32,0,0,8,0,0,0,40,205,0,0,0,0,1058,151,1640,205
BROOKLINE6,697,0,1,433,0,1,0,0,0,0,6,0,11,0,0,0,44,0,0,43,0,25,1711,31,0,0,1,0,0,0,49,151,0,0,0,0,1131,129,1711,151
BROOKLINE7,519,0,3,359,0,0,0,0,0,2,4,0,14,0,0,0,36,0,0,58,0,37,1470,35,0,0,6,0,0,0,54,153,0,0,0,0,881,151,1470,153
BROOKLINE8,620,0,1,420,0,0,0,0,0,1,3,2,15,0,1,0,50,0,0,39,0,30,1626,32,0,0,6,0,0,0,41,146,0,0,0,0,1041,141,1626,146
BROOKLINE9,586,1,3,371,0,0,0,0,0,1,3,0,10,1,0,1,39,0,0,48,1,41,1551,31,0,0,2,0,0,0,34,159,0,0,0,0,961,145,1551,159
BUCKLAND1,132,0,0,380,0,0,0,0,1,2,11,0,9,0,0,3,45,0,1,20,0,53,703,39,0,0,0,0,0,0,53,230,0,0,0,0,512,144,703,230
BURLINGTON1,371,1,3,338,0,0,0,0,0,6,8,1,54,1,0,0,94,0,4,122,0,339,1188,16,0,0,4,0,0,0,93,946,0,0,0,0,713,629,1188,946
BURLINGTON2,251,0,1,236,0,0,0,0,0,0,10,1,36,1,0,0,52,0,0,76,0,112,863,14,0,0,5,0,0,0,74,495,0,0,0,0,488,288,863,495
BURLINGTON3,349,0,6,333,0,0,0,0,0,2,11,2,52,0,2,0,85,0,2,102,0,231,1070,17,0,0,5,0,0,0,79,777,0,0,0,0,688,489,1070,777
BURLINGTON4,333,0,2,226,0,0,0,0,0,4,13,2,43,1,0,1,56,0,0,63,0,221,1002,18,0,0,4,0,0,0,74,683,0,0,0,0,561,404,1002,683
BURLINGTON5,353,1,3,366,0,0,0,0,0,5,15,1,53,0,1,0,74,0,0,100,0,340,1161,19,0,0,4,0,0,0,76,902,0,0,0,0,723,589,1161,902
BURLINGTON6,332,1,8,335,0,0,0,0,0,3,4,1,63,1,0,0,72,0,2,103,0,271,1134,15,0,0,3,0,0,0,81,884,0,0,0,0,676,520,1134,884
BURLINGTON7,339,1,4,297,0,1,0,0,0,7,12,1,41,0,1,0,54,0,1,65,1,235,1215,24,0,0,1,0,0,0,81,747,0,0,0,0,641,418,1215,747
CAMBRIDGE1,5848,10,16,4910,0,2,0,1,16,9,21,0,75,1,4,0,396,1,7,286,2,254,17430,381,0,1,38,0,0,0,449,1090,0,0,0,0,10784,1056,17430,1090
CAMBRIDGE2,5472,6,13,4658,0,2,0,1,14,12,17,0,88,1,4,1,379,2,8,344,0,271,15713,336,0,1,62,0,0,0,384,1164,0,0,0,0,10149,1127,15713,1164
CAMBRIDGE2A,185,1,0,236,0,0,0,0,1,0,0,0,1,0,0,0,11,0,0,8,0,11,675,26,0,0,2,0,0,0,22,34,0,0,0,0,422,31,675,34
CAMBRIDGE3,4253,5,15,3885,0,2,0,0,9,8,19,2,49,2,3,0,269,1,13,276,1,247,12745,289,0,3,35,0,0,0,358,1035,0,0,0,0,8158,890,12745,1035
CANTON1,340,2,6,325,0,0,0,0,0,3,4,2,34,0,0,0,70,0,0,84,1,199,1102,12,0,0,0,0,0,0,80,715,0,0,0,0,673,397,1102,715
CANTON2,505,1,3,347,0,0,0,0,0,5,19,1,50,0,0,0,89,0,1,107,0,246,1255,22,0,0,0,0,0,0,85,831,0,0,0,0,856,518,1255,831
CANTON3,399,2,4,262,0,0,0,0,0,5,6,0,30,1,0,0,71,0,1,77,0,210,1276,15,0,0,0,0,0,0,81,739,0,0,0,0,667,401,1276,739
CANTON4,365,0,3,391,0,0,0,0,0,3,18,1,44,1,0,0,120,0,0,103,0,280,1245,29,0,0,0,0,0,0,114,991,0,0,0,0,759,570,1245,991
CANTON5,417,0,4,314,0,0,0,0,0,5,6,5,34,0,1,0,118,0,0,119,1,264,1248,20,0,0,4,0,0,0,117,801,0,0,0,0,735,553,1248,801
CANTON6,366,0,4,321,0,0,0,0,0,5,7,0,45,0,0,0,86,0,1,70,0,191,1182,11,0,0,0,0,0,0,97,654,0,0,0,0,691,405,1182,654
CARLISLE1,835,2,0,650,0,0,0,0,1,24,13,1,56,0,1,0,258,2,4,163,0,243,2302,43,0,0,31,0,0,0,192,732,0,0,0,0,1487,765,2302,732
CARVER1,194,2,3,333,0,0,0,0,0,4,24,1,44,0,0,1,70,0,2,60,0,303,818,24,0,0,0,0,0,0,128,1051,0,0,0,0,532,509,818,1051
CARVER2,198,1,4,311,0,0,0,0,0,1,12,0,52,1,0,0,48,0,3,59,0,289,763,26,0,0,3,0,0,0,124,1051,0,0,0,0,514,465,763,1051
CARVER3,281,1,1,263,0,0,0,0,0,9,19,1,53,0,1,0,52,0,2,78,0,354,948,22,0,0,2,0,0,0,112,1104,0,0,0,0,546,569,948,1104
CHARLEMONT1,89,0,0,216,0,0,1,0,0,0,8,1,11,1,0,0,20,0,1,25,0,60,407,25,0,0,0,0,0,0,40,228,0,0,0,0,305,127,407,228
CHARLTON1,163,0,4,246,0,0,0,0,1,6,11,2,66,0,2,1,72,0,3,55,0,235,712,14,0,0,4,0,0,0,113,945,0,0,0,0,413,453,712,945
CHARLTON2,156,0,5,239,0,0,0,0,2,3,12,3,67,1,0,1,66,0,2,72,0,289,652,28,0,0,5,0,0,0,145,1029,0,0,0,0,400,516,652,1029
CHARLTON3,147,1,2,283,0,0,0,0,0,5,10,0,49,0,0,0,51,0,4,73,0,256,701,28,0,0,5,0,0,0,98,1001,0,0,0,0,433,448,701,1001
CHARLTON4,141,0,0,242,0,0,0,0,0,1,12,1,52,2,0,1,63,0,1,73,0,237,644,29,0,0,8,0,0,0,105,881,0,0,0,0,383,443,644,881
CHATHAM1,669,1,3,661,0,0,0,0,0,23,32,3,78,1,1,1,281,1,0,238,1,528,2398,68,0,0,7,0,0,0,216,1796,0,0,0,0,1334,1188,2398,1796
CHELMSFORD1,343,0,6,402,0,1,0,0,1,10,7,3,55,2,0,0,122,0,1,94,0,253,2334,64,0,0,0,0,0,0,232,1644,0,0,0,0,751,547,2334,1644
CHELMSFORD2,311,1,6,417,0,0,1,0,0,9,9,3,46,1,0,1,71,0,3,91,0,225,2266,72,0,0,0,0,0,0,218,1378,0,0,0,0,735,459,2266,1378
CHELMSFORD3,329,1,8,381,0,0,0,0,1,9,16,3,56,1,1,0,137,1,1,99,1,345,2216,48,0,0,0,0,0,0,220,1948,0,0,0,0,719,670,2216,1948
CHELMSFORD4,274,0,4,351,0,0,0,0,1,4,9,2,48,0,1,0,89,0,1,77,0,268,2096,46,0,0,0,0,0,0,158,1664,0,0,0,0,629,499,2096,1664
CHELMSFORD5,326,3,0,392,0,0,0,0,0,2,12,2,52,2,0,0,99,0,1,84,0,244,2402,64,0,0,0,0,0,0,286,1598,0,0,0,0,721,498,2402,1598
CHELMSFORD6,384,0,5,435,0,0,0,0,0,5,7,2,66,0,0,0,125,0,1,106,0,288,2522,36,0,0,0,0,0,0,274,1768,0,0,0,0,824,600,2522,1768
CHELMSFORD7,389,0,3,462,0,0,0,0,1,1,16,4,67,5,0,0,173,0,4,150,0,309,2584,58,0,0,0,0,0,0,310,1868,0,0,0,0,854,729,2584,1868
CHELMSFORD8,362,1,3,414,0,0,0,0,1,4,12,3,54,3,1,0,103,0,4,121,0,275,2478,32,0,0,0,0,0,0,216,1636,0,0,0,0,780,580,2478,1636
CHELMSFORD9,311,3,1,464,0,0,0,0,0,7,13,3,55,1,1,0,117,0,0,138,0,300,2512,54,0,0,0,0,0,0,272,1818,0,0,0,0,779,635,2512,1818
CHELSEA1,681,2,3,466,0,0,0,0,0,4,4,3,13,0,1,1,41,0,0,45,0,166,2186,29,0,0,0,0,0,0,65,538,0,0,0,0,1152,278,2186,538
CHELSEA2,573,0,7,405,0,0,0,0,1,2,2,0,25,0,0,0,22,0,0,27,1,112,2032,39,0,0,0,0,0,0,55,426,0,0,0,0,985,191,2032,426
CHELSEA3,502,4,1,285,0,0,0,0,0,3,8,0,11,0,0,0,11,1,1,26,1,84,1560,31,0,0,0,0,0,0,42,330,0,0,0,0,792,146,1560,330
CHELSEA4,514,3,4,379,0,0,0,0,0,0,2,0,14,0,1,1,12,0,2,18,0,104,1722,28,0,0,0,0,0,0,45,293,0,0,0,0,900,154,1722,293
CHESHIRE1,257,1,2,321,0,0,0,0,0,6,17,0,33,1,1,0,28,2,0,30,0,163,978,30,0,0,0,0,0,0,83,741,0,0,0,0,581,281,978,741
CHESTER1,64,0,1,102,0,0,0,0,0,1,5,0,21,1,1,1,29,0,1,30,0,107,238,13,0,0,2,0,0,0,55,372,0,0,0,0,167,197,238,372
CHESTERFIELD1,90,0,0,225,0,0,0,0,0,1,5,0,16,2,0,0,27,0,1,13,0,68,398,39,0,0,2,0,0,0,39,267,0,0,0,0,315,133,398,267
CHICOPEEA,1547,8,15,1708,0,0,0,2,4,5,52,3,222,4,3,3,241,1,10,215,0,986,5354,216,0,0,0,0,0,0,471,3884,0,0,0,0,3278,1745,5354,3884
CHICOPEEAN,73,0,0,46,0,0,0,0,0,0,2,0,11,0,0,0,16,0,0,14,0,38,188,7,0,0,0,0,0,0,13,147,0,0,0,0,119,81,188,147
CHICOPEEAS,147,1,0,115,0,0,0,0,0,0,3,1,22,2,1,0,17,0,1,29,0,115,401,14,0,0,0,0,0,0,22,374,0,0,0,0,263,191,401,374
CHICOPEEB,1749,11,20,1770,0,0,0,1,1,12,60,4,208,0,5,5,258,4,10,260,2,1160,5679,210,0,0,0,0,0,0,471,4493,0,0,0,0,3550,1988,5679,4493
CHICOPEEBE,189,2,3,193,0,0,0,0,0,2,10,0,42,1,0,0,58,1,2,44,0,238,580,16,0,0,0,0,0,0,57,798,0,0,0,0,387,398,580,798
CHICOPEEBW,36,0,2,61,0,0,0,0,0,0,4,1,7,0,0,0,9,0,0,2,0,44,136,9,0,0,0,0,0,0,12,145,0,0,0,0,99,67,136,145
CHILMARK1,162,0,0,220,0,0,0,0,0,1,1,0,6,0,0,0,25,0,0,9,0,28,617,23,0,0,0,0,0,0,30,94,0,0,0,0,382,70,617,94
CLARKSBURG1,125,1,0,140,0,0,0,0,0,5,5,0,11,0,0,0,19,0,0,29,0,59,510,12,0,0,2,0,0,0,29,327,0,0,0,0,266,128,510,327
CLINTON1,315,2,6,296,0,0,0,0,0,4,16,0,42,0,0,2,52,0,1,85,0,187,1021,28,0,0,0,0,0,0,115,687,0,0,0,0,619,389,1021,687
CLINTON2,228,2,3,335,0,0,0,0,0,10,19,0,26,0,0,0,41,0,1,44,1,141,921,30,0,0,0,0,0,0,116,659,0,0,0,0,568,283,921,659
CLINTON3,226,1,8,320,0,0,0,0,0,6,13,0,39,5,0,0,44,0,2,63,0,194,930,20,0,0,0,0,0,0,78,718,0,0,0,0,555,366,930,718
CLINTON4,267,2,7,304,0,0,0,0,0,4,13,0,34,0,1,0,15,0,1,51,0,168,895,22,0,0,0,0,0,0,87,684,0,0,0,0,580,287,895,684
COHASSET1,429,0,1,259,0,0,0,0,0,4,16,2,53,1,0,1,246,1,0,210,0,256,1403,24,0,0,4,0,0,0,127,770,0,0,0,0,689,790,1403,770
COHASSET2,420,2,2,388,0,0,0,0,0,12,9,2,45,1,0,1,181,0,2,155,0,258,1492,22,0,0,3,0,0,0,117,859,0,0,0,0,812,666,1492,859
COLRAIN1,93,0,1,313,0,0,0,0,0,1,11,1,14,0,0,0,34,1,1,16,0,71,513,62,0,0,1,0,0,0,59,257,0,0,0,0,407,150,513,257
CONCORD1,678,0,2,397,0,0,0,0,1,3,8,0,22,0,0,1,160,0,0,119,0,107,1645,27,0,0,3,0,0,0,102,329,0,0,0,0,1077,420,1645,329
