precinct_code,gen_dem_ADAMS,gen_dem_CLINTON,gen_dem_PENDLETON,gen_dem_TERRY,gen_dem_THOMAS,gen_grn_STEIN,gen_ind_BOLAR,gen_ind_BOYLES,gen_ind_BROWN,gen_ind_BUCHANAN,gen_ind_CARLISLE,gen_ind_CASTLE,gen_ind_DUNCAN,gen_ind_EDGELL,gen_ind_FLIPPIN,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HARTNELL,gen_ind_HEDGES,gen_ind_HOEFLING,gen_ind_II,gen_ind_JR.,gen_ind_KAHN,gen_ind_KEITA,gen_ind_KOTLIKOFF,gen_ind_LASH,gen_ind_LIBRACE,gen_ind_LOCKE,gen_ind_MALDANADO,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOREAU,gen_ind_OLKOWSKI,gen_ind_PUSKAR,gen_ind_RIVA,gen_ind_SCHOENKE,gen_ind_SCHRINER,gen_ind_SMITH,gen_ind_SOLDJAH,gen_ind_SOLTYSIK,gen_ind_SR,gen_ind_SYMONETTE,gen_ind_VAKIL,gen_ind_VALDIVIA,gen_ind_VOGEL-WALCUTT,gen_ind_WHITE,gen_ind_WILLIAMS,gen_ind_WYSINGER,gen_lib_JOHNSON,gen_rep_BORING,gen_rep_BREIVOGEL,gen_rep_GATES,gen_rep_MCCARTHY,gen_rep_REID,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
MONTGOMERY_013-011,0,943,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,208,523,1,305,2,0,2,32,1,0,36,2,3,0,43,1220,121,829
MONTGOMERY_013-013,0,789,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,81,413,0,210,0,0,0,8,0,0,17,0,2,0,14,897,41,623
MONTGOMERY_013-014,0,662,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,129,572,1,216,0,0,1,20,0,0,42,0,0,0,37,830,100,789
MONTGOMERY_013-015,0,1284,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,164,637,4,314,4,1,0,32,1,2,46,1,2,0,35,1506,124,955
MONTGOMERY_013-016,0,802,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,67,412,0,177,1,2,1,10,0,0,11,0,1,0,7,898,33,589
MONTGOMERY_013-018,0,771,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,80,434,0,256,0,0,0,15,0,0,23,0,0,0,18,876,56,690
MONTGOMERY_013-019,0,746,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,152,419,1,233,1,4,0,39,0,0,47,2,1,0,37,951,131,653
MONTGOMERY_013-020,0,433,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,228,283,2,92,1,1,0,46,1,0,53,0,0,0,52,711,154,377
MONTGOMERY_013-021,0,1121,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,75,572,2,327,0,1,0,10,0,0,19,0,0,0,12,1263,42,901
MONTGOMERY_013-022,0,1063,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,82,404,5,297,2,1,0,11,0,0,8,0,1,0,19,1205,42,706
MONTGOMERY_013-023,0,886,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,253,507,3,282,1,3,0,34,0,1,97,1,2,0,64,1193,203,792
MONTGOMERY_013-024,0,716,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,164,461,1,192,1,0,0,22,0,0,37,1,4,0,45,915,110,654
MONTGOMERY_013-025,0,1151,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,265,338,6,246,1,3,0,26,0,0,28,1,3,0,54,1478,116,590
MONTGOMERY_013-027,0,934,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,201,398,2,248,1,3,0,32,0,1,34,2,2,0,47,1194,122,648
MONTGOMERY_013-028,0,605,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,131,181,1,141,1,2,1,17,0,0,19,1,0,0,23,777,64,323
MONTGOMERY_013-029,0,803,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,157,352,2,230,3,1,2,39,0,0,25,0,3,0,33,1005,106,584
MONTGOMERY_013-030,0,851,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,145,313,1,195,0,1,0,22,0,0,24,0,1,0,35,1046,83,509
MONTGOMERY_013-031,0,659,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,108,337,1,176,0,1,0,15,0,0,29,0,1,0,24,801,70,514
MONTGOMERY_013-032,0,1032,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,140,414,1,233,1,1,0,18,0,0,29,0,0,0,23,1226,72,648
MONTGOMERY_013-033,0,492,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,185,276,3,150,0,2,1,39,1,0,17,0,0,0,26,717,86,429
MONTGOMERY_013-034,0,818,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,219,445,2,235,1,1,2,35,0,0,61,3,2,1,54,1103,160,682
MONTGOMERY_013-035,0,847,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,217,331,3,213,1,0,0,36,1,0,14,1,1,1,40,1107,95,547
MONTGOMERY_013-036,0,840,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,207,305,0,200,1,1,0,23,0,1,23,0,2,1,39,1101,91,505
MONTGOMERY_013-037,0,626,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,181,229,2,112,1,3,0,30,0,0,19,1,0,0,49,850,103,343
MONTGOMERY_013-038,0,1333,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,1,0,570,809,4,308,4,1,2,92,2,2,213,3,2,0,119,2004,440,1121
MONTGOMERY_013-039,0,737,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,111,492,0,243,1,0,0,22,0,0,50,0,0,0,36,902,109,735
MONTGOMERY_013-040,0,693,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,220,347,4,236,0,1,1,38,0,0,54,2,0,3,60,986,159,587
MONTGOMERY_013-042,0,543,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,99,242,1,146,0,3,0,23,1,0,22,0,2,0,17,675,68,389
MONTGOMERY_013-043,0,660,0,0,0,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,195,243,1,141,2,1,0,38,0,1,25,0,2,0,47,917,116,385
MONTGOMERY_013-044,0,684,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,137,331,2,180,0,0,1,26,0,0,23,0,2,0,30,873,82,513
MONTGOMERY_013-045,0,549,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,197,215,1,124,4,1,0,33,0,0,28,1,3,0,45,774,115,340
MONTGOMERY_013-046,0,581,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,329,274,5,145,4,0,0,39,1,0,73,1,1,0,74,964,193,424
MONTGOMERY_013-047,0,957,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,59,427,0,335,0,1,1,10,0,0,22,2,1,0,10,1070,47,762
MONTGOMERY_013-049,0,366,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,83,184,1,71,1,0,1,9,1,0,13,2,0,0,10,468,37,256
MONTGOMERY_013-050,0,547,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,64,403,0,223,4,0,0,16,0,1,28,0,1,0,23,647,73,626
MONTGOMERY_013-051,0,991,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,371,476,3,284,1,3,0,48,2,1,76,1,1,1,112,1462,246,763
MONTGOMERY_013-052,0,613,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,301,331,1,157,0,1,0,47,0,1,66,0,2,0,64,956,181,489
MONTGOMERY_013-053,0,572,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,157,266,0,146,2,0,0,21,0,2,42,0,2,0,35,774,104,412
MONTGOMERY_013-054,0,664,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,323,451,1,113,4,1,2,36,1,1,58,0,6,2,108,1012,219,565
MONTGOMERY_013-055,0,560,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,55,220,0,106,0,0,0,13,0,0,7,0,2,0,7,640,29,326
MONTGOMERY_013-056,0,814,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,208,416,0,178,1,2,0,51,1,0,33,3,1,1,50,1058,143,594
MONTGOMERY_013-057,0,321,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,80,129,0,59,0,1,0,22,0,0,7,0,0,0,14,418,44,188
MONTGOMERY_013-058,0,1207,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1,0,228,601,1,375,1,0,0,29,0,0,98,0,1,1,57,1527,187,977
MONTGOMERY_013-059,0,579,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,141,282,2,147,1,1,0,24,0,0,36,0,0,0,32,758,94,431
MONTGOMERY_013-060,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,2,0
MONTGOMERY_013-061,0,1080,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,354,510,4,328,3,1,0,59,1,0,57,0,0,1,98,1502,220,842
MONTGOMERY_013-063,0,332,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,89,143,1,68,0,0,0,20,0,0,19,0,2,0,26,445,67,212
MONTGOMERY_013-064,0,974,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,117,390,1,162,2,2,1,14,0,0,14,0,1,0,18,1125,52,553
MONTGOMERY_013-065,0,467,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,44,188,0,182,0,1,0,7,0,0,20,0,0,0,7,547,35,370
MONTGOMERY_013-068,0,1244,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,97,776,1,426,3,0,0,17,1,0,15,0,0,0,25,1404,61,1203
MONTGOMERY_013-069,0,639,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,274,536,1,110,4,3,1,43,1,1,88,0,0,0,83,931,224,647
MONTGOMERY_013-070,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,20,0,16,0,0,0,2,0,0,0,0,0,1,10,67,13,36
MONTGOMERY_013-071,0,507,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,215,382,0,78,1,3,2,32,1,0,73,0,0,1,60,742,173,460
PRINCE_GEORGE'S_001-001,0,1077,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,270,499,0,168,1,0,1,36,2,1,27,0,1,0,57,1408,126,667
PRINCE_GEORGE'S_001-002,0,380,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,144,139,0,100,0,0,0,21,0,0,21,0,1,0,35,550,78,239
PRINCE_GEORGE'S_001-003,0,1127,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,118,411,1,172,0,2,1,17,0,0,8,0,0,0,20,1274,48,584
PRINCE_GEORGE'S_001-004,0,741,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,247,268,0,158,0,1,0,34,0,1,14,1,1,0,56,1044,108,426
PRINCE_GEORGE'S_001-005,0,758,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,313,325,4,193,1,2,0,38,0,0,43,0,0,1,96,1119,181,522
PRINCE_GEORGE'S_001-006,0,484,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,75,280,0,112,0,2,0,6,1,0,12,0,1,0,18,577,40,392
PRINCE_GEORGE'S_001-007,0,580,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,146,359,2,70,9,1,1,25,0,1,62,0,3,1,41,746,144,431
PRINCE_GEORGE'S_001-008,0,186,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,39,68,1,50,0,0,0,4,0,0,1,0,0,0,10,233,15,119
PRINCE_GEORGE'S_002-001,0,589,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,39,210,0,59,0,0,0,0,0,0,2,0,0,0,5,642,7,269
PRINCE_GEORGE'S_002-002,0,561,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,66,216,1,105,2,1,0,6,0,0,0,0,0,0,4,651,13,322
PRINCE_GEORGE'S_002-003,0,903,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,88,464,0,199,0,0,1,15,0,1,35,0,1,0,12,1056,65,663
PRINCE_GEORGE'S_002-004,0,624,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,86,212,2,104,1,2,2,7,1,0,3,2,0,0,17,740,35,318
PRINCE_GEORGE'S_002-005,0,541,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53,207,0,78,1,0,0,8,1,0,3,0,1,0,21,603,35,285
PRINCE_GEORGE'S_002-006,0,1081,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,105,408,2,113,2,1,0,10,0,1,2,0,1,0,18,1221,35,523
PRINCE_GEORGE'S_002-007,0,698,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,141,384,5,222,0,0,0,33,1,0,52,1,5,0,32,899,124,611
PRINCE_GEORGE'S_002-008,0,1374,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,83,447,0,191,0,0,0,7,0,3,5,0,1,0,19,1492,35,638
PRINCE_GEORGE'S_002-009,0,1166,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,58,452,0,127,0,0,0,10,0,0,9,0,0,0,7,1249,26,579
PRINCE_GEORGE'S_002-010,0,680,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,53,271,1,77,0,0,0,5,0,0,4,0,0,0,7,745,16,349
PRINCE_GEORGE'S_002-096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRINCE_GEORGE'S_002-097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRINCE_GEORGE'S_002-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRINCE_GEORGE'S_002-099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRINCE_GEORGE'S_003-001,0,285,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,98,157,2,65,1,0,0,16,0,0,16,0,3,0,31,405,67,224
PRINCE_GEORGE'S_003-002,0,847,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,75,499,3,175,0,1,0,9,0,1,3,0,0,0,10,956,24,677
PRINCE_GEORGE'S_003-003,0,1035,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,87,655,0,249,0,2,1,14,1,0,10,1,2,0,19,1155,50,904
PRINCE_GEORGE'S_003-004,0,623,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,32,450,0,140,0,0,0,6,0,0,7,0,0,0,8,670,21,590
PRINCE_GEORGE'S_003-005,0,534,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,36,337,0,137,0,0,1,5,0,2,8,0,2,0,10,585,28,474
PRINCE_GEORGE'S_003-006,0,893,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,41,652,1,173,0,0,1,5,0,0,5,0,0,0,5,963,16,826
PRINCE_GEORGE'S_003-007,0,99,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,75,0,28,0,0,0,0,0,0,0,0,0,0,3,109,3,103
